N	2gram	Propp_Morf_1	formyVre
608	от него	1	1
609	в последовательности	1	1
610	не более	1	1
611	и ни	1	1
612	бегство и	2	1
613	еще придется	1	1
614	у которого	1	1
615	же оно	2	1
616	все они	1	1
617	конечно чтобы	1	1
618	с ними	1	1
619	этот вопрос	2	1
620	это делает	1	1
621	даже просто	1	1
622	всех других	1	1
623	можно наблюдать	3	1
624	героя в	4	1
625	обычно только	1	1
626	к этой	1	1
627	он лишь	1	1
