N	2gram	Tiupa_Narr_1	Analitik
214	в общем	1	2
215	очевидно что	1	2
216	отличие от	5	2
217	это и	3	2
218	по сути	2	2
219	как к	2	2
220	вследствие которого	1	2
221	кто говорит	2	2
222	когда он	3	2
223	могли бы	1	2
224	как уже	1	2
225	слово анекдота	1	2
226	субъективной компетентности	1	2
227	но в	6	2
228	в противоположность	2	2
229	не такое	1	2
230	все эти	2	2
231	в тех	1	2
232	коммуникативной ситуации	2	2
233	в себе	8	2
234	и рецептивная	3	2
235	не могла	1	2
236	так сказать	1	2
237	на его	1	2
238	наш взгляд	1	2
239	в нем	4	2
240	или анекдота	3	2
241	поведение в	1	2
242	видеть в	1	2
243	не как	2	2
244	до которой	2	2
245	художественного высказывания	2	2
246	уже говорилось	1	2
247	о его	1	2
248	например как	2	2
249	свое время	1	2
250	и по	1	2
251	значительной степени	2	2
252	говорящего или	2	2
253	данного текста	1	2
254	входит в	1	2
255	формы целого	1	2
256	это не	2	2
257	свободного игрового	1	2
258	авторской позиции	2	2
259	в них	1	2
260	несмотря на	2	2
261	художественного дискурса	2	2
262	с не	1	2
263	анекдот и	1	2
264	иначе говоря	6	2
265	не мог	4	2
266	речевого замысла	2	2
267	высказывания как	1	2
268	с точки	2	2
269	в принципе	4	2
270	в отличие	5	2
271	от его	1	2
272	тем не	3	2
273	анекдотического дискурса	2	2
274	лично для	1	2
275	жанры как	2	2
276	даже в	2	2
277	чистом виде	1	2
278	возникает в	1	2
279	вплоть до	2	2
280	и ситуации	1	2
281	дело в	1	2
282	одна из	3	2
283	писал он	2	2
284	которого он	2	2
285	коммуникативным событием	2	2
286	ситуации рассказывания	2	2
287	хоровое слово	1	2
288	риторический предел	2	2
289	как формы	2	2
290	на наш	1	2
291	обратим внимание	1	2
292	по своей	3	2
293	позиции и	2	2
294	сводится к	3	2
295	художественной литературы	3	2
296	представляется нам	1	2
297	могут быть	3	2
298	дискурса в	2	2
299	подход к	2	2
300	говоря словами	2	2
301	в анекдоте	2	2
302	компетенция жанра	2	2
303	сказания и	1	2
304	сказание или	2	2
305	в себя	6	2
306	те же	4	2
307	не с	3	2
308	в новом	1	2
309	осуществляется в	1	2
310	с героем	1	2
311	коммуникативный статус	2	2
312	об этом	1	2
313	и здесь	1	2
314	и т.д	7	2
315	о своей	2	2
316	в значительной	2	2
317	стороны адресата	2	2
318	сознания к	2	2
319	в конечном	3	2
320	в глазах	1	2
321	в форме	5	2
322	анекдота не	1	2
323	риторика анекдота	1	2
324	этом ряду	2	2
325	очевидным образом	2	2
326	или притчи	3	2
327	к сообщаемому	2	2
328	риторика притчи	1	2
329	субъекта и	2	2
330	один из	3	2
331	с появлением	1	2
332	только в	4	2
333	то в	6	2
334	бытийной компетенции	2	2
335	сказания это	2	2
336	и ее	2	2
337	тот или	1	2
338	с одной	7	2
339	риторика сказания	2	2
340	с нею	1	2
341	жанровая форма	1	2
342	с иными	1	2
343	как справедливо	2	2
344	нуждается в	5	2
345	есть имя	1	2
346	мы можем	1	2
347	тем что	3	2
348	одной стороны	7	2
349	анекдота о	1	2
350	который не	1	2
351	всякое высказывание	1	2
352	анекдота и	2	2
353	и прежде	1	2
354	говорит о	2	2
355	бытийная компетенция	1	2
356	в соответствии	1	2
357	что несмотря	1	2
358	одну из	2	2
359	что мы	2	2
360	совершенно очевидно	2	2
361	приобщения к	1	2
362	ни столь	2	2
363	связь с	1	2
364	не может	10	2
365	о себе	1	2
366	и потому	2	2
367	по своему	1	2
368	в той	6	2
369	когда мы	2	2
370	истории не	1	2
371	тому как	2	2
372	да и	4	2
373	этого слова	2	2
374	в культуре	2	2
375	ни для	7	2
376	и для	2	2
377	картине мира	1	2
378	и от	1	2
379	мира и	2	2
380	хотя и	3	2
381	судьбы а	1	2
382	внутренне свободного	1	2
383	и все	2	2
384	не должен	1	2
385	мифологического предания	2	2
386	же в	4	2
387	хотя в	2	2
388	но всегда	1	2
389	не предполагает	5	2
390	в готовом	1	2
391	то что	11	2
392	сказать что	4	2
393	совершенно не	2	2
394	в иной	2	2
395	себе самому	1	2
396	в свое	1	2
397	а также	7	2
398	оказывается уже	1	2
399	сообщенному знанию	1	1
400	могло и	1	1
401	ни своей	2	1
402	как известно	2	1
403	жанров разграничивающий	1	1
404	обстоятельств столкновение	1	1
405	адресата притчи	1	1
406	или хулы	1	1
407	речь идет	4	1
408	неотделима от	1	1
409	в дальнейшей	1	1
410	знания аналогичному	1	1
411	героев бытийная	1	1
412	мире это	1	1
413	таком случае	2	1
414	на четвертую	1	1
415	сам по	1	1
416	фольклора являет	1	1
417	слушающих общим	1	1
418	и четвертой	1	1
419	извращает осмеивает	1	1
420	соответственно риторика	1	1
421	преодолевая их	1	1
422	этом остается	1	1
423	на самом	1	1
424	притчей напротив	1	1
425	миропорядок где	1	1
426	противоположным полюсом	1	1
427	рассказывания а	2	1
428	в чужой	2	1
429	бахтинский подход	1	1
430	представляется бахтинский	1	1
431	ситуации высказывания	1	1
432	него убеждения	1	1
433	другой паремия	1	1
434	думал о	1	1
435	жанровой схемы	1	1
436	и есть	1	1
437	не признает	1	1
438	статус знания	2	1
439	в нарративном	2	1
440	к другому	2	1
441	от нормы	1	1
442	замысла говорящего	1	1
443	рассказывающего анекдот	1	1
444	и до	2	1
445	всегда имплицитно	1	1
446	на две	1	1
447	из его	1	1
448	рассказчик анекдота	1	1
449	анекдота но	1	1
450	определенного типа	1	1
451	оно существенным	1	1
452	с таким	1	1
453	намек на	1	1
454	словесности представляются	1	1
455	формы их	1	1
456	монологизированного слова	2	1
457	общественных отношений	1	1
458	она определяется	2	1
459	анекдот не	2	1
460	мы уже	1	1
461	рода механизмом	1	1
462	событие это	1	1
463	полном его	1	1
464	общенародной сказание	1	1
465	время жанры	1	1
466	урока из	1	1
467	этого знания	1	1
468	необыкновенное в	1	1
469	рода хоровое	1	1
470	выступает исповедальное	1	1
471	ставят перед	1	1
472	при анализе	1	1
473	их поступки	1	1
474	не рассчитан	1	1
475	только вымышленные	1	1
476	нам всегда	1	1
477	что если	1	1
478	сказание моделирует	1	1
479	и примеряя	1	1
480	авторства выше	1	1
481	предполагается ни	1	1
482	современной научной	1	1
483	раз-влекать их	1	1
484	данном контексте	1	1
485	рассказывать себе	1	1
486	жизненной позицией	1	1
487	я оказывается	1	1
488	сути дела	2	1
489	компетенций определенных	1	1
490	ни единого	1	1
491	а все-таки	1	1
492	завершенная и	1	1
493	высказывания в	6	1
494	одновременно в	1	1
495	предполагает исторически	1	1
496	что иное	2	1
497	оно есть	1	1
498	неоспоримый миропорядок	1	1
499	как было	3	1
500	своея воля	1	1
501	то нормативное	1	1
502	референтными компетенциями	1	1
503	мира моделируемая	1	1
504	мы и	1	1
505	принадлежат самой	1	1
506	ср общеизвестные	1	1
507	жанров в	1	1
508	письменные формы	1	1
509	целое дискурса	1	1
510	события на	1	1
511	притчи явственно	1	1
512	фактический слушатель	1	1
513	быть осуществлено	1	1
514	мирового археосюжета	1	1
515	из перечисленных	1	1
516	всегда эксплицированного	1	1
517	предназначения когда	1	1
518	достойна сказания	1	1
519	в таком	2	1
520	апофегма то	1	1
521	целое и	1	1
522	быть проделано	1	1
523	выбора риторический	1	1
524	предносящееся целое	1	1
525	моделирует ролевую	1	1
526	между собой	2	1
527	он сам	2	1
528	монолог в	1	1
529	референтная предметно-тематическая	1	1
530	иное как	2	1
531	авторитарной притча	1	1
532	позицию адресата	1	1
533	поехал в	1	1
534	являются изустными	1	1
535	этом и	1	1
536	время в	2	1
537	претерпевшего к	1	1
538	него концепты	1	1
539	смысле домонологично	1	1
540	если первое	1	1
541	объекта или	1	1
542	анекдота или	1	1
543	нередко встречается	1	1
544	там и	1	1
545	будучи порой	1	1
546	домонологично оно	1	1
547	не требует	1	1
548	поступки в	1	1
549	продуктивный тип	1	1
550	это бывает	1	1
551	учета слушателя	1	1
552	первичные определенные	1	1
553	глазами анекдота	1	1
554	звучит один	1	1
555	сообщаемому характерно	1	1
556	мы будем	1	1
557	легко может	1	1
558	продуктивным в	1	1
559	определяется креативная	1	1
560	влияние со	1	1
561	не все	5	1
562	с отцом	1	1
563	литературы анекдот	1	1
564	присущей ему	1	1
565	общеизвестные пришел	1	1
566	есть до	1	1
567	его завершения	1	1
568	человеческих отношений	1	1
569	существенным образом	2	1
570	художественной словесности	1	1
571	риториках рассматриваемых	1	1
572	отношение к	2	1
573	отношений анекдот	1	1
574	рода первофеноменами	1	1
575	притча повествует	1	1
576	друг от	1	1
577	авторитарная риторика	1	1
578	центрального героя	1	1
579	жанра предполагает	1	1
580	до которого	2	1
581	говорилось выше	1	1
582	ролевую картину	1	1
583	один и	1	1
584	говоря жанр	1	1
585	именовал веком	1	1
586	морализаторскую премудрость	1	1
587	традиционных конвенций	1	1
588	переиначивающего отношения	1	1
589	бахтинским параметрам	1	1
590	диалога и	1	1
591	где притча	1	1
592	предполагает как	1	1
593	премудрость притчевого	1	1
594	идет о	2	1
595	дискурсе речевой	1	1
596	притчи не	1	1
597	данного коммуникативного	1	1
598	делает героя	1	1
599	персонажей с	1	1
600	инициируемого автором	1	1
601	в акте	1	1
602	независимо от	2	1
603	соответствующего жанра	2	1
604	с чисто	1	1
605	опыта к	1	1
606	от содержания	1	1
607	из уст	1	1
608	и непристойность	1	1
609	припоминая и	1	1
610	человеческого бытия	1	1
611	внутри себя	1	1
612	это игра	1	1
613	языковые с	1	1
614	сообщает нечто	1	1
615	воля рекоша	1	1
616	а некий	1	1
617	кому говорят	1	1
618	названа маской	1	1
619	объединяющая субъекта	1	1
620	аналогичному адресату	1	1
621	общности складывающейся	1	1
622	адресата концепт	1	1
623	в полном	2	1
624	разнятся бытийными	1	1
625	собственно и	1	1
626	такое слово	1	1
627	отграниченная система	1	1
628	запрета есть	1	1
629	этом контексте	1	1
630	бахтину жанровое	1	1
631	автором коммуникативного	1	1
632	предел язык	1	1
633	референтная компетенция	3	1
634	утрачивает способность	1	1
635	напомним что	1	1
636	эксплицированного в	1	1
637	острота или	1	1
638	сказать первофеномены	1	1
639	или преступается	1	1
640	себе не	2	1
641	поскольку мы	1	1
642	коммуникативными компетенциями	1	1
643	о поэтике	1	1
644	жанр сказания	1	1
645	ответную реакцию	1	1
646	типическим ситуациям	1	1
647	которой притча	1	1
648	от этого	1	1
649	сказания еще	1	1
650	или иную	2	1
651	художественными а	1	1
652	притчи лично	1	1
653	рамках современной	1	1
654	целого спектра	1	1
655	не выбирают	1	1
656	притчи креативная	1	1
657	та же	2	1
658	позволяет говорить	1	1
659	он идет	2	1
660	и у	1	1
661	идет не	1	1
662	как то	1	1
663	должен не	1	1
664	порой фактически	1	1
665	посрамляющий умершее	1	1
666	обратное влияние	1	1
667	слушателя по	1	1
668	слушатель читатель	1	1
669	модификаций анекдотического	1	1
670	риторика императивного	1	1
671	столь легкую	1	1
672	зависим от	1	1
673	так или	2	1
674	невозможно рассказывать	1	1
675	бы не	2	1
676	компетенция наррации	1	1
677	из анекдота	2	1
678	серьезности бахтин	1	1
679	рецептивная стороны	1	1
680	есть профанация	1	1
681	наличии у	1	1
682	тексте но	1	1
683	это разделение	1	1
684	определена как	1	1
685	но без	2	1
686	в известном	2	1
687	всего к	1	1
688	городского фольклора	1	1
689	и тот	2	1
690	собой некий	1	1
691	занимательное неожиданное	1	1
692	дифференцированном и	1	1
693	о ее	1	1
694	содержанию сказания	1	1
695	даже будучи	1	1
696	анекдот невозможно	1	1
697	анекдот должен	1	1
698	к реализации	1	1
699	притче есть	1	1
700	репродуцирование сообщенный	1	1
701	готовом стабильно	1	1
702	как единого	1	1
703	передаваемость из	1	1
704	самой ситуации	1	1
705	разъединяет участников	1	1
706	модальности высказывания	2	1
707	постулирует адресата	1	1
708	поучающего и	1	1
709	система исторически	1	1
710	смыслополагающей конвенции	1	1
711	определенных возможностей	1	1
712	ролевого обезличенного	1	1
713	установка адресованности	1	1
714	или острота	1	1
715	определенной жанровой	1	1
716	они в	2	1
717	уготованной ему	1	1
718	но само	1	1
719	комическая апофегма	1	1
720	формы междуязычны	1	1
721	раз ответственность	1	1
722	выбора все	1	1
723	одновременно резко	1	1
724	предел сказания	1	1
725	нашего высказывания	1	1
726	индивидуальной жизненной	1	1
727	от своея	1	1
728	сказания риторика	1	1
729	только самим	1	1
730	однако он	1	1
731	в силу	4	1
732	плачу и	1	1
733	нем звучит	1	1
734	ценностно дистанцированной	1	1
735	риторика окказионального	1	1
736	том чтобы	1	1
737	в следующем	1	1
738	возможности когда	1	1
739	однозначности и	1	1
740	адресата высказывания	1	1
741	организующего учительный	1	1
742	нарративном дискурсе	1	1
743	такого знания	1	1
744	с максимальной	1	1
745	сплетни то	1	1
746	именно такова	1	1
747	событиях общенародной	1	1
748	отношение слушателя	1	1
749	какой бы	1	1
750	не развившимся	1	1
751	признает никакого	1	1
752	типической ситуации	1	1
753	передачи этого	2	1
754	адресата при	1	1
755	нарративного вкрапления	1	1
756	дистанции между	1	1
757	рекоша но	1	1
758	ни был	1	1
759	от других	1	1
760	частности форма	1	1
761	человека в	2	1
762	своем составе	1	1
763	слушателей преодолевая	1	1
764	жизненного выбора	1	1
765	речь нам	1	1
766	первофеномены жанров	1	1
767	здесь мы	1	1
768	знания означала	1	1
769	назидания притча	1	1
770	компетенции того	1	1
771	их бытования	1	1
772	текст анекдота	1	1
773	ситуации типической	1	1
774	столь свободным	1	1
775	и может	1	1
776	говорящих и	1	1
777	единое целое	1	1
778	в другом	1	1
779	с позиций	1	1
780	изустными то	1	1
781	этой уготованной	1	1
782	приложение запечатленного	1	1
783	бытийными референтными	1	1
784	бы быть	3	1
785	а по	2	1
786	высказывания и	3	1
787	активизации воспринимающего	1	1
788	это весьма	1	1
789	ценностной дистанции	1	1
790	мыслится как	1	1
791	лиминальной фазой	1	1
792	хотят и	1	1
793	картиной мира	1	1
794	все их	2	1
795	частности такого	1	1
796	содержанию анекдота	1	1
797	свершают картина	1	1
798	это было	1	1
799	в художественном	1	1
800	с другими	1	1
801	компетенции жанра	1	1
802	диалогической анекдот	1	1
803	адресованности соотносительная	1	1
804	собственно художественными	1	1
805	который и	1	1
806	от одного	2	1
807	в диахроническом	1	1
808	жизненной практике	1	1
809	и иных	1	1
810	наизнанку глупость	1	1
811	этом смысле	1	1
812	в смыслополагающей	1	1
813	или изобретения	1	1
814	фазой обособления	1	1
815	предполагает внутренне	1	1
816	претендуют на	1	1
817	бахтин различал	1	1
818	не верифицируемым	1	1
819	закономерно и	1	1
820	предел до	1	1
821	по мысли	3	1
822	исторически восходит	1	1
823	преемственно воспроизводимой	1	1
824	бахтин жизни	1	1
825	оно стремится	1	1
826	никакого миропорядка	1	1
827	> и	1	1
828	сказании повествуемой	1	1
829	как объекты	1	1
830	но от	2	1
831	жанра состоит	1	1
832	свидетельствующей о	1	1
833	его личностности	1	1
834	компетенций в	1	1
835	степени зависим	1	1
836	оцененном мире	1	1
837	ответственность свободного	1	1
838	солнце и	1	1
839	> оно	1	1
840	референтной компетенции	1	1
841	из нее	1	1
842	двуголосого слова	3	1
843	предмета цели	1	1
844	на статус	1	1
845	как формулирует	1	1
846	сам текст	1	1
847	жизни героя	1	1
848	символической смерти	1	1
849	отказываться от	1	1
850	реализация такого	1	1
851	мира где	1	1
852	в общей	2	1
853	в самую	2	1
854	как об	1	1
855	и оцененном	1	1
856	а за	1	1
857	игрового переиначивающего	1	1
858	предначертанность судьбы	1	1
859	сказания исторически	1	1
860	характеристика того	1	1
861	существенная зависимость	1	1
862	вольфа шмида	1	1
863	диахроническом аспекте	1	1
864	культуры он	1	1
865	или попросту	1	1
866	осуществляется или	1	1
867	от божья	1	1
868	в позицию	1	1
869	персонажа референтная	1	1
870	целого куста	1	1
871	построения речевого	1	1
872	при общности	1	1
873	последующих жанровых	1	1
874	неудача две	1	1
875	как целого	1	1
876	в чистом	1	1
877	о беспрецедентных	1	1
878	самим повествователем	1	1
879	поведение остроумно	1	1
880	от мастерства	1	1
881	предстают перед	1	1
882	референтного события	4	1
883	обезличенного словарного	1	1
884	и свершают	1	1
885	они разнятся	1	1
886	мы строим	1	1
887	обратимся к	3	1
888	в один	1	1
889	интерсубъективных компетенций	1	1
890	и нераздельности	1	1
891	опосредованной коммуникации	1	1
892	в шмид	3	1
893	жанр городского	1	1
894	с еще	1	1
895	хвалы или	1	1
896	и вторичные	1	1
897	или сплетни	1	1
898	нарративных дискурсов	1	1
899	собой исторически	1	1
900	рецептивной компетенцией	1	1
901	сводятся к	1	1
902	костяком так	1	1
903	адресата занимающего	1	1
904	текстообразующую конвенциональность	1	1
905	несомненно достоверному	1	1
906	и сейчас	2	1
907	умершее солнце	1	1
908	таким же	1	1
909	адресата позицию	1	1
910	сказания героическая	1	1
911	свою речь	1	1
912	ценностной однозначности	1	1
913	отведена определенная	1	1
914	знанием поэтому	1	1
915	но раз-влекать	1	1
916	сущности застывшее	1	1
917	анекдота ни	1	1
918	притчевая дискурсия	1	1
919	целого кто	1	1
920	закон собственно	1	1
921	а от	1	1
922	курьезное любопытное	1	1
923	место в	1	1
924	хранения и	1	1
925	ночной жанр	1	1
926	оно живет	1	1
927	себе а	1	1
928	мысли и	1	1
929	нейтральное к	1	1
930	анекдота это	1	1
931	референтная креативная	1	1
932	компетенция рассказывающего	1	1
933	существо рецептивной	1	1
934	анекдота уже	1	1
935	хоровой сказание	1	1
936	при несоответствии	1	1
937	первофеноменами целого	1	1
938	внутреннюю обособленность	1	1
939	стратегии сказания	1	1
940	форме индивидуального	1	1
941	исконном значении	1	1
942	еще преждевременно	1	1
943	фаза партнерства	1	1
944	определенные типы	2	1
945	не предполагается	1	1
946	моделируемой текстами	1	1
947	знанием верификация	1	1
948	ситуацией высказывания	1	1
949	теми же	1	1
950	при рассмотрении	1	1
951	что было	1	1
952	случае элиминирования	1	1
953	не ценностно	1	1
954	жанр как	1	1
955	определенное в	1	1
956	табу дозволенное	1	1
957	иного нарративного	2	1
958	рекреативная компетентность	1	1
959	ли я	1	1
960	произведения в	1	1
961	композиционно определенное	1	1
962	свободным как	1	1
963	соотносительная с	1	1
964	со многими	1	1
965	и риторика	3	1
966	повествование в	1	1
967	как несомненно	1	1
968	жанр знаменует	1	1
969	наконец существо	1	1
970	занять этой	1	1
971	или иного	2	1
972	игра случая	1	1
973	так называемого	1	1
974	жизнь достойна	1	1
975	о событиях	1	1
976	сообщаемое в	1	1
977	анекдот как	1	1
978	сознанию той	1	1
979	убеждению соучастников	1	1
980	следующий ряд	1	1
981	любви и	1	1
982	композиционным костяком	1	1
983	вторичные идеологические	1	1
984	и языковые	1	1
985	маской в.т	1	1
986	стечение обстоятельств	1	1
987	инициативно личностно	1	1
988	он как	1	1
989	стратегии жанровых	1	1
990	нем определенные	1	1
991	полярно противостоит	1	1
992	веком героев	1	1
993	исторического бытия	1	1
994	условленность общения	1	1
995	однако внутренняя	1	1
996	занимающего позицию	1	1
997	и персонажи	1	1
998	с ним	1	1
999	знание что	1	1
1000	отличается в	1	1
1001	солирует риторический	1	1
1002	предметно-тематическая и	1	1
1003	от нас	1	1
1004	диалект культуры	1	1
1005	передний план	1	1
1006	высказывания >	1	1
1007	нечто смешное	1	1
1008	как о	1	1
1009	уст в	1	1
1010	язык диалект	1	1
1011	принадлежат к	1	1
1012	коммуникативному статусу	1	1
1013	жизненного процесса	1	1
1014	нередко кощунственное	1	1
1015	высказывания своего	1	1
1016	фактически точными	1	1
1017	к индивидуальной	1	1
1018	на него	3	1
1019	речевыми жанрами	1	1
1020	общенародной хвале	1	1
1021	в основе	5	1
1022	к изучению	1	1
1023	она вертится	1	1
1024	совпадает с	1	1
1025	отрешиться от	1	1
1026	у него	4	1
1027	развившимся твердым	1	1
1028	притчи выступают	1	1
1029	само по	1	1
1030	иносказательность является	1	1
1031	на репродуцирование	1	1
1032	точными они	1	1
1033	стороны субъективной	1	1
1034	с некоторой	1	1
1035	лексики например	1	1
1036	художественного текста	2	1
1037	событийности сказания	1	1
1038	не могло	2	1
1039	бы перевод	1	1
1040	себе самом	2	1
1041	каждый из	2	1
1042	юмора умения	1	1
1043	концепты героя	1	1
1044	однозначности >	1	1
1045	анекдот равнодостойности	1	1
1046	обособленность но	1	1
1047	маски наконец	1	1
1048	не понимал	2	1
1049	парадоксальное сочетание	1	1
1050	не удовлетворяясь	1	1
1051	первое может	1	1
1052	поскольку оно	2	1
1053	активного приятия	1	1
1054	ситуации общения	1	1
1055	механизмом активизации	1	1
1056	образом ориентировано	1	1
1057	самим слушающим	1	1
1058	слушателя к	1	1
1059	типов высказывания	1	1
1060	явственно солирует	1	1
1061	более что	1	1
1062	и интонациями	1	1
1063	романа неканонического	1	1
1064	жизни анекдот	1	1
1065	и является	1	1
1066	легкую безответственную	1	1
1067	и передачи	1	1
1068	а лишь	1	1
1069	корман адресата	1	1
1070	качестве бытийной	1	1
1071	диалогической ситуации	1	1
1072	из сюжета	1	1
1073	металингвистический язык	1	1
1074	потому что	1	1
1075	апофегма до	1	1
1076	голоса в	1	1
1077	связи с	4	1
1078	в текст	1	1
1079	знаменует традицию	1	1
1080	отношении от	1	1
1081	конвенции концепированного	1	1
1082	донести до	1	1
1083	фаза преображения	1	1
1084	нахождения или	1	1
1085	содержанию притчи	1	1
1086	равнодостойности сознаний	1	1
1087	которого анекдот	1	1
1088	слова говорящий	1	1
1089	и оказывается	1	1
1090	всей своей	2	1
1091	как будто	3	1
1092	уста анекдот	1	1
1093	достаточно напомнить	1	1
1094	не нуждается	1	1
1095	ему в	2	1
1096	этического выбора	2	1
1097	при такой	1	1
1098	активность адресата	1	1
1099	компетенции персонажа	2	1
1100	перед ним	1	1
1101	к однозначности	1	1
1102	романного типа	1	1
1103	выслушивание одного	1	1
1104	у нас	1	1
1105	сюжета в	2	1
1106	высказывание характеризуется	1	1
1107	истины соответственно	1	1
1108	существенно связаны	1	1
1109	именно таковы	1	1
1110	некоторую коммуникативную	1	1
1111	осмеивает всякую	1	1
1112	верификация такого	1	1
1113	параметрам предмета	1	1
1114	очень часто	1	1
1115	мире слово	1	1
1116	внеязыковое и	1	1
1117	общения объединяющая	1	1
1118	поучаемого это	1	1
1119	в шмидом	1	1
1120	к самому	2	1
1121	не могут	1	1
1122	встречается в	2	1
1123	сложившихся интерсубъективных	1	1
1124	хуле или	1	1
1125	традиционные для	1	1
1126	исполнитель передаваемого	1	1
1127	не претендуют	1	1
1128	повествует не	1	1
1129	есть креативная	1	1
1130	анекдот жизни	1	1
1131	ю.н тыняновым	1	1
1132	обязательно курьезное	1	1
1133	рассказчиком с	1	1
1134	говорящего состоит	1	1
1135	языку поэтому	1	1
1136	такого развертывания	1	1
1137	частной анекдот	1	1
1138	они бытуют	1	1
1139	здесь пока	1	1
1140	предполагает хоровой	1	1
1141	бы он	1	1
1142	в поле	1	1
1143	анализа но	1	1
1144	статусу тождественно	1	1
1145	он оказывается	1	1
1146	кому рассказывается	1	1
1147	все еще	1	1
1148	субъекты этического	1	1
1149	неуместность ошибка	1	1
1150	время они	1	1
1151	типа есть	1	1
1152	случается постоянно	1	1
1153	непосредственную ответную	1	1
1154	притчу в	1	1
1155	на непосредственную	1	1
1156	о событии	1	1
1157	для себя	1	1
1158	реализующий некоторую	1	1
1159	в ситуации	1	1
1160	как слухи	1	1
1161	события предносящееся	1	1
1162	и наделенного	1	1
