N	2gram	Losev_Dial_1	StatiiOP
440	еще на	1	1
441	не приходится	1	1
442	тут и	2	1
443	то я	4	1
444	вы увидите	1	1
445	так в	1	1
446	чтобы думать	1	1
447	с их	1	1
448	всего необходимо	2	1
449	вообще я	1	1
450	и до	1	1
451	иначе и	1	1
452	как он	4	1
453	если он	1	1
454	наука а	1	1
455	что каждая	1	1
456	нем нельзя	1	1
457	больше всего	1	1
458	сейчас не	1	1
459	зрения той	1	1
460	бы установить	1	1
461	на одну	1	1
462	не как	2	1
463	в корне	2	1
464	и вот	6	1
465	сказал что	2	1
466	отделены друг	1	1
467	бы они	1	1
468	в одну	3	1
469	которые действительно	1	1
470	увидите что	1	1
471	могла бы	2	1
472	содержит в	3	1
473	а по	1	1
474	с целью	1	1
475	которое с	1	1
476	на каком	1	1
477	это было	2	1
478	обоих случаях	1	1
479	те или	1	1
480	мы на	1	1
481	нечего и	1	1
482	с неба	1	1
483	то все	1	1
484	слова без	1	1
485	чем другом	2	1
486	для них	1	1
487	он является	1	1
488	в них	3	1
489	это положение	1	1
490	о которых	2	1
491	и вы	3	1
492	далеко не	1	1
493	показывает что	1	1
494	всю жизнь	1	1
495	место и	1	1
496	утверждать только	1	1
497	всегда и	3	1
498	в развитии	1	1
499	мере не	1	1
500	не больше	2	1
501	на себя	1	1
502	со всей	2	1
503	что значит	1	1
504	одно дело	1	1
505	от своего	1	1
506	и при	2	1
507	будет в	2	1
508	а главное	2	1
509	что такое	10	1
510	представить себе	1	1
511	нас не	2	1
512	не интересует	1	1
513	не становится	1	1
514	случае дело	1	1
515	место в	1	1
516	них нет	1	1
517	оказывается что	1	1
518	от себя	1	1
519	что я	3	1
520	науки но	1	1
521	мы теперь	1	1
522	чтобы можно	1	1
523	нас интересует	1	1
524	а есть	4	1
525	я скажу	2	1
526	том чтобы	1	1
527	и эти	1	1
528	действительно есть	1	1
529	не помешало	1	1
530	основываться на	1	1
531	по себе	25	1
532	если и	2	1
533	каждого отдельного	1	1
534	но они	2	1
535	равно не	1	1
536	мы пока	1	1
537	и другое	2	1
538	она ни	2	1
539	что их	2	1
540	в науке	3	1
541	и притом	4	1
542	я буду	1	1
543	не вытекает	1	1
544	тогда и	1	1
545	но только	3	1
546	чем не	1	1
547	из других	1	1
548	наука и	4	1
549	правда в	1	1
550	на язык	1	1
551	в разных	3	1
552	того как	1	1
553	только и	4	1
554	они являются	1	1
555	явление в	1	1
556	есть такой	1	1
557	и является	2	1
558	не нужен	1	1
559	о чем-то	3	1
560	е не	1	1
561	вместо этого	1	1
562	неужели в	1	1
563	считать что	3	1
564	уже и	3	1
565	так то	1	1
566	бы несколько	1	1
567	больше того	4	1
568	не потому	1	1
569	ни о	5	1
570	не станет	1	1
571	но там	1	1
572	в духе	1	1
573	не могут	1	1
574	когда мы	1	1
575	приведу еще	1	1
576	отличается от	2	1
577	с полной	1	1
578	к тому	4	1
579	же только	1	1
580	правда не	1	1
581	как мы	4	1
582	и о	3	1
583	в виду	5	1
584	но при	1	1
585	проявляется в	1	1
586	и говорить	2	1
587	не могу	4	1
588	с каким	1	1
589	не наука	2	1
590	почему и	1	1
591	мысль о	1	1
592	и говорит	1	1
593	и этим	1	1
594	только то	4	1
595	с самого	1	1
596	на том	1	1
597	и когда	1	1
598	то как	3	1
599	наукой и	2	1
600	протестую против	1	1
601	имею в	1	1
602	времени и	1	1
603	поражают своей	1	1
604	мог бы	2	1
605	почему же	1	1
606	еще в	1	1
607	можно только	2	1
608	другом совсем	1	1
609	ли и	1	1
610	хотя это	2	1
611	против этого	1	1
612	никогда и	1	1
613	авторы этих	1	1
614	до последних	1	1
615	но к	2	1
616	и та	3	1
617	язык и	1	1
618	при котором	1	1
619	скажу что	1	1
620	и просто	1	1
621	можно сказать	6	1
622	все его	1	1
623	не просто	7	1
624	каждом из	2	1
625	поэта к	1	1
626	чтобы получить	1	1
627	и всякая	1	1
628	нуждается в	3	1
629	для той	2	1
630	показывает как	1	1
631	и наука	1	1
632	говорить как	1	1
633	но наука	3	1
634	что тот	1	1
635	не зная	2	1
636	же можно	2	1
637	в современной	2	1
638	или нет	3	1
639	сразу же	1	1
640	чем он	2	1
641	и дело	1	1
642	или иные	1	1
643	пор не	1	1
644	как нечто	1	1
645	деле не	1	1
646	бы ни	1	1
647	об их	1	1
648	которых я	1	1
649	и из	3	1
650	себя в	1	1
651	голосом и	1	1
652	далеко от	1	1
653	уже не	2	1
654	я имею	1	1
655	если мы	2	1
656	нужно еще	1	1
657	прямого отношения	1	1
658	и других	1	1
659	всегда было	2	1
660	например к	1	1
661	он имеет	1	1
662	был бы	1	1
663	не так	1	1
664	себе в	1	1
665	но вот	3	1
666	сами по	1	1
667	с этими	1	1
668	можно с	1	1
669	но которая	2	1
670	к ним	2	1
671	не о	4	1
672	с него	2	1
673	почему это	2	1
674	в случаях	1	1
675	от того	1	1
676	вот оказывается	1	1
677	указание на	1	1
678	ни была	1	1
679	были бы	2	1
680	и неизвестно	1	1
681	не были	1	1
682	или иной	3	1
683	точек зрения	3	1
684	с другим	1	1
685	значение которое	1	1
686	эпохи от	1	1
687	здесь в	2	1
688	одну минуту	1	1
689	с той	2	1
690	ли считать	1	1
691	такое же	1	1
692	и др	1	1
693	больше и	1	1
694	связано с	1	1
695	них и	1	1
696	чтобы убедиться	1	1
697	не верит	1	1
698	именно так	1	1
699	меньше всего	3	1
700	о чем	2	1
701	бы совершенно	1	1
702	и ему	1	1
703	и вовсе	1	1
704	но что	3	1
705	голову не	1	1
706	вместе с	1	1
707	вопрос можно	1	1
708	д в	1	1
709	нужно ли	1	1
710	мы говорим	4	1
711	совершенно правильной	1	1
712	в меру	1	1
713	в разной	1	1
714	что некоторым	1	1
715	что именно	2	1
716	лежать в	1	1
717	к своему	1	1
718	не дают	1	1
719	узкого круга	1	1
720	которая конечно	1	1
721	я никогда	2	1
722	это за	2	1
723	и там	1	1
724	впрочем это	1	1
725	это его	1	1
726	который для	1	1
727	она вся	1	1
728	для понимания	1	1
729	что сначала	2	1
730	в последнем	1	1
731	и смерти	1	1
732	как например	2	1
733	a не	1	1
734	все одинаково	1	1
735	один только	1	1
736	каким он	1	1
737	при условии	3	1
738	этом и	1	1
739	говорить что	2	1
740	этом смысле	3	1
741	относиться к	3	1
742	указать на	1	1
743	этой совершенно	1	1
744	верно только	1	1
745	и от	2	1
746	в пример	1	1
747	другое дело	1	1
748	тот кто	2	1
749	в голову	1	1
750	всего что	1	1
751	это может	2	1
752	у них	3	1
753	той или	7	1
754	бы в	3	1
755	пушкина у	1	1
756	не должен	1	1
757	разве только	1	1
758	конце концов	3	1
759	я же	1	1
760	исключительно в	1	1
761	уже давно	1	1
762	я в	2	1
763	отношении к	3	1
764	но эта	3	1
765	с ней	2	1
766	не быть	1	1
767	состоит из	3	1
768	именно не	1	1
769	к его	1	1
770	оно не	1	1
771	из этого	1	1
772	просто не	2	1
773	и другие	1	1
774	основана на	1	1
775	к этому	2	1
776	точно так	2	1
777	они не	1	1
