N	2gram	Losev_Dial_1	Morfolog
245	как такового	1	1
246	сразу и	1	1
247	от самого	3	1
248	почти всегда	4	1
249	уже по	1	1
250	есть не	3	1
251	или наоборот	2	1
252	это совершенно	1	1
253	он как	1	1
254	о формах	1	1
255	имеет смысла	1	1
256	но она	3	1
257	что это	11	1
258	что иное	1	1
259	оно есть	2	1
260	два или	2	1
261	в виду	5	1
262	кто же	1	1
263	оказывается что	1	1
264	качестве примера	2	1
265	друг к	2	1
266	мы еще	1	1
267	другой более	1	1
268	коем случае	1	1
269	мы будем	1	1
270	но как	2	1
271	не то	6	1
272	явлений и	1	1
273	или другом	1	1
274	а он	3	1
275	отношение к	5	1
276	она есть	5	1
277	или иное	3	1
278	это или	2	1
279	его не	6	1
280	данный момент	1	1
281	если на	1	1
282	дает нам	1	1
283	мы имели	1	1
284	что ее	1	1
285	итак в	1	1
286	что земля	1	1
287	что касается	2	1
288	в полном	1	1
289	мысль о	1	1
290	говорит что	3	1
291	и наконец	1	1
292	но эта	3	1
293	его к	1	1
294	в которой	1	1
295	к другому	1	1
296	формы в	1	1
297	тут и	2	1
298	из этих	2	1
299	море и	1	1
300	не в	6	1
301	думать что	3	1
302	в этой	1	1
303	на то	5	1
304	есть но	1	1
305	вообще не	1	1
306	что каждая	1	1
307	что она	7	1
308	главным образом	1	1
309	всех этих	3	1
310	свою собственную	1	1
311	если наконец	1	1
312	его если	1	1
313	и вот	6	1
314	свою форму	1	1
315	и этот	1	1
316	лишь с	1	1
317	собственно говоря	4	1
318	одно и	4	1
319	наука не	10	1
320	по его	1	1
321	в каждом	2	1
322	здесь мы	1	1
323	однако все	1	1
324	мифологии и	5	1
325	связанные с	2	1
326	и может	2	1
327	же касается	1	1
328	форма есть	1	1
329	к другу	2	1
330	них не	1	1
331	те или	1	1
332	с другими	2	1
333	от одного	1	1
334	и отдельные	1	1
335	то все	1	1
336	и тем	1	1
337	даже в	3	1
338	кажется что	1	1
339	из нее	1	1
340	нет в	1	1
341	о которых	2	1
342	на что	2	1
343	этим и	1	1
344	между собою	2	1
345	оно имеет	1	1
346	этим в	1	1
347	как таковой	4	1
348	увидим как	1	1
349	убедиться что	2	1
350	нисколько не	4	1
351	и становится	1	1
352	имеет ничего	3	1
353	и их	2	1
354	как все	1	1
355	становится все	1	1
356	именно и	1	1
357	наконец даже	1	1
358	что данная	1	1
359	как там	1	1
360	в их	3	1
361	указать что	1	1
362	бы мы	1	1
363	как действуют	1	1
364	что я	3	1
365	а есть	4	1
366	которые в	1	1
367	при этом	1	1
368	но он	1	1
369	земле и	1	1
370	все это	11	1
371	без всяких	1	1
372	где нет	1	1
373	для нее	2	1
374	мы пока	1	1
375	есть всегда	4	1
376	тому что	3	1
377	и очень	1	1
378	она не	6	1
379	стоит в	1	1
380	и начинает	1	1
381	для меня	4	1
382	самого начала	1	1
383	меня не	1	1
384	то чего	1	1
385	того как	1	1
386	и притом	4	1
387	в основе	3	1
388	такая простая	1	1
389	дело не	2	1
390	иметь в	3	1
391	может только	1	1
392	вытекает из	1	1
393	на анализе	1	1
394	больше чем	1	1
395	же время	4	1
396	этих двух	1	1
397	или как	1	1
398	постольку поскольку	1	1
399	действительно в	1	1
400	на те	1	1
401	как таковых	1	1
402	по земле	1	1
403	же он	2	1
404	е не	1	1
405	с другом	1	1
406	в коем	1	1
407	но там	1	1
408	если он	1	1
409	встречается в	1	1
410	уже было	1	1
411	должны быть	1	1
412	всего в	1	1
413	к тому	4	1
414	той или	7	1
415	не есть	40	1
416	всегда так	2	1
417	на это	1	1
418	только одну	1	1
419	где он	1	1
420	ничего общего	4	1
421	где есть	1	1
422	своей конкретности	1	1
423	как не	2	1
424	это будет	1	1
425	что там	1	1
426	же не	1	1
427	него самого	1	1
428	и говорит	1	1
429	с самого	1	1
430	до какого	1	1
431	как с	2	1
432	здесь как	1	1
433	мог бы	2	1
434	еще в	1	1
435	свет а	1	1
436	и с	5	1
437	даны в	1	1
438	же просто	1	1
439	связанное с	1	1
440	иное как	1	1
441	быть заменено	1	1
442	то они	1	1
443	но к	2	1
444	но мы	1	1
445	и просто	1	1
446	на каком	1	1
447	того или	1	1
448	общий принцип	1	1
449	доходит до	1	1
450	том или	2	1
451	грань между	2	1
452	чтобы получить	1	1
453	нечто иное	1	1
454	и всякая	1	1
455	в его	3	1
456	а потому	1	1
457	если это	2	1
458	к ней	4	1
459	в него	2	1
460	не зная	2	1
461	но так	2	1
462	д и	2	1
463	в новой	1	1
464	характерна для	2	1
465	с ними	2	1
466	ли он	1	1
467	или другого	1	1
468	говорить о	5	1
469	бы показать	1	1
470	пор не	1	1
471	как нечто	1	1
472	то прежде	1	1
473	очень много	3	1
474	заметим только	1	1
475	или они	1	1
476	также является	1	1
477	играет роль	1	1
478	все они	1	1
479	со всеми	1	1
480	форма может	1	1
481	было так	1	1
482	же и	2	1
483	есть в	1	1
484	и у	2	1
485	борьбы с	1	1
486	и которая	1	1
487	что не	7	1
488	не дает	1	1
489	не так	1	1
490	всяком случае	2	1
491	она их	1	1
492	с применением	1	1
493	схеме и	1	1
494	оно так	1	1
495	ее не	1	1
496	у него	1	1
497	между прочим	1	1
498	как при	1	1
499	он является	1	1
500	мы берем	1	1
501	эти явления	1	1
502	уже совершенно	1	1
503	были бы	2	1
504	поскольку это	1	1
505	только на	3	1
506	быть названа	1	1
507	и даже	13	1
508	со стороны	2	1
509	или иной	3	1
510	даже не	3	1
511	точек зрения	3	1
512	до сих	2	1
513	может и	4	1
514	может ли	1	1
515	именно в	2	1
516	а именно	1	1
517	эти две	1	1
518	в каких	1	1
519	я был	1	1
520	как же	5	1
521	еще и	3	1
522	такое же	1	1
523	показывает что	1	1
524	не нужна	1	1
525	от другого	1	1
526	эти ученые	1	1
527	ничем не	3	1
528	сам себе	1	1
529	как ни	1	1
530	о чем	2	1
531	уже давно	1	1
532	входить в	1	1
533	о себе	1	1
534	же с	1	1
535	получить в	1	1
536	так мы	1	1
537	становится на	1	1
538	в брак	1	1
539	в данном	3	1
540	не дают	1	1
541	на тот	1	1
542	и там	1	1
543	это его	1	1
544	в отдельности	2	1
545	из этой	1	1
546	отношения к	3	1
547	который для	1	1
548	друг с	1	1
549	это значит	11	1
550	как будто	1	1
551	и самая	1	1
552	что же	3	1
553	с этой	2	1
554	на другое	1	1
555	думает о	1	1
556	еще раз	1	1
557	какие же	2	1
558	сих пор	2	1
559	же самое	1	1
560	у вас	1	1
561	помнить что	2	1
562	является ли	1	1
563	ее сущности	1	1
564	сравнить с	1	1
565	формы с	1	1
566	указать на	1	1
567	она может	1	1
568	не подходит	1	1
569	в голову	1	1
570	или другой	4	1
571	то не	2	1
572	е о	2	1
573	для нас	1	1
574	могли бы	1	1
575	и все	3	1
576	лишь как	2	1
577	бы в	3	1
578	возникает вопрос	1	1
579	и ни	6	1
580	у которого	1	1
581	дана в	3	1
582	она его	1	1
583	то оно	1	1
584	имеет целью	1	1
585	не будет	1	1
586	между ними	1	1
587	состоит из	3	1
588	эти же	1	1
589	не что	1	1
590	только о	1	1
591	реку на	1	1
592	в таком	1	1
593	во всяком	4	1
594	небо и	1	1
