N	2gram	Tiupa_Anal_1	RusskieA
300	и эти	1	1
301	и наоборот	1	1
302	и третья	1	1
303	существует независимо	1	1
304	в то	9	1
305	не о	2	1
306	дело не	3	1
307	тогда когда	2	1
308	это означает	3	1
309	по меньшей	1	1
310	было не	1	1
311	в основе	6	1
312	в самых	1	1
313	и позднейшей	1	1
314	каждый из	2	1
315	слова как	1	1
316	однако именно	1	1
317	того в	1	1
318	в тексте	5	1
319	прежде чем	1	1
320	частности изучение	1	1
321	и его	5	1
322	к этим	1	1
323	обращает на	1	1
324	этом отношении	2	1
325	с другом	1	1
326	вопросу об	1	1
327	сам но	1	1
328	служить и	1	1
329	время они	1	1
330	для себя	2	1
331	и о	2	1
332	в виду	1	1
333	и сами	1	1
334	данном случае	2	1
335	в собственном	3	1
336	на природу	1	1
337	всей своей	1	1
338	на свой	1	1
339	однако эта	1	1
340	на том	1	1
341	если они	1	1
342	и сам	2	1
343	по этой	1	1
344	разного рода	3	1
345	ничего нам	1	1
346	быть может	2	1
347	если бы	3	1
348	собой и	1	1
349	по мере	1	1
350	свидетельствует о	2	1
351	внимание на	1	1
352	и та	2	1
353	но мы	1	1
354	даже у	1	1
355	и просто	2	1
356	можно сказать	2	1
357	к нему	3	1
358	и во	1	1
359	во втором	1	1
360	во всей	1	1
361	себя но	1	1
362	является по	2	1
363	этом ряду	2	1
364	сомнения в	1	1
365	наконец в	1	1
366	или может	1	1
367	указывает и	1	1
368	своих сил	1	1
369	было бы	2	1
370	не так	1	1
371	на которой	1	1
372	ты братец	1	1
373	в отрыве	2	1
374	тот же	1	1
375	к наиболее	1	1
376	что он	3	1
377	только сам	1	1
378	даже если	1	1
379	он уже	1	1
380	который в	2	1
381	бы ни	2	1
382	том чтобы	7	1
383	одни и	1	1
384	благословение и	1	1
385	есть в	1	1
386	или не	2	1
387	же в	1	1
388	только тогда	1	1
389	смысла в	2	1
390	который по	1	1
391	только одно	1	1
392	слова если	1	1
393	всяком случае	1	1
394	нуждается в	8	1
395	т п	3	1
396	может служить	2	1
397	случае не	2	1
398	не могут	3	1
399	смерти и	1	1
400	же деле	1	1
401	не до	1	1
402	влияние на	1	1
403	с той	1	1
404	тому как	3	1
405	что не	3	1
406	что для	1	1
407	обратиться к	3	1
408	говорит о	1	1
409	в любой	1	1
410	однако и	1	1
411	сколько в	1	1
412	долгое время	1	1
413	становится на	1	1
414	одна и	1	1
415	если не	1	1
416	и служит	1	1
417	в эпосе	1	1
418	его по	1	1
419	или по	1	1
420	из которых	4	1
421	в пределах	2	1
422	по своему	1	1
423	в данном	2	1
424	по поводу	1	1
425	видя в	1	1
426	в той	8	1
427	друг с	1	1
428	исходя из	4	1
429	н и	1	1
430	быть не	3	1
431	к понятию	1	1
432	самом же	1	1
433	что мы	3	1
434	это как	2	1
435	которое отвечает	1	1
436	не является	2	1
437	только одна	1	1
438	как отражение	1	1
439	деле как	1	1
440	он видел	1	1
441	при таком	1	1
442	в двух	2	1
443	в отдельных	1	1
444	от него	1	1
445	и все	3	1
446	не более	4	1
447	только с	1	1
448	к зиме	1	1
449	зрения в	1	1
450	у разных	1	1
451	этом можно	1	1
452	будто не	1	1
453	нам не	1	1
454	между ними	1	1
455	не знает	1	1
456	отношению к	5	1
457	оно не	1	1
458	к числу	1	1
459	и состоит	5	1
460	жизни и	1	1
461	в таком	3	1
462	также не	1	1
463	именно здесь	1	1
464	и вновь	1	1
465	они не	1	1
466	во всяком	1	1
467	все что	1	1
468	в роли	2	1
