N	2gram	Vygotskiy__4	Morfolog
561	он же	1	1
562	были бы	1	1
563	к двум	1	1
564	только на	1	1
565	до начала	1	1
566	и даже	1	1
567	со стороны	2	1
568	его чтобы	1	1
569	даже не	2	1
570	до сих	3	1
571	на ее	2	1
572	именно в	2	1
573	эти две	1	1
574	в каких	2	1
575	это необходимо	1	1
576	ему соответствует	1	1
577	однако что	1	1
578	от другого	1	1
579	что им	1	1
580	до этого	2	1
581	и своего	1	1
582	материал в	1	1
583	на этот	3	1
584	на которых	1	1
585	ничем не	2	1
586	в рассказе	8	1
587	не на	2	1
588	других для	1	1
589	как ни	1	1
590	см схему	1	1
591	совершенно иное	1	1
592	уже давно	1	1
593	совершенно другом	1	1
594	в одной	2	1
595	смысл который	1	1
596	их за	1	1
597	же с	1	1
598	надо было	2	1
599	так мы	1	1
600	приводит в	1	1
601	характера и	8	1
602	он выбирает	1	1
603	мы опять	1	1
604	что за	1	1
605	в течение	1	1
606	этим мы	1	1
607	которые по	1	1
608	это его	1	1
609	эту мысль	1	1
610	в отдельности	1	1
611	из этой	3	1
612	друг с	4	1
613	это значит	1	1
614	вышел на	1	1
615	как будто	8	1
616	к следующему	1	1
617	его женой	2	1
618	быть не	2	1
619	и самая	1	1
620	о жизни	1	1
621	и уносят	1	1
622	с этой	4	1
623	еще раз	3	1
624	какую-нибудь иную	1	1
625	сих пор	3	1
626	только для	1	1
627	же самое	6	1
628	все остальные	1	1
629	уже достаточно	1	1
630	рассматривать как	1	1
631	является ли	1	1
632	следует ли	1	1
633	становится понятным	1	1
634	действия в	1	1
635	для нас	7	1
636	могли бы	2	1
637	и все	12	1
638	которую он	2	1
639	бы в	1	1
640	и ни	1	1
641	своих героев	1	1
642	на других	1	1
643	у которого	1	1
644	все содержание	1	1
645	его жизнь	1	1
646	в круг	2	1
647	идет об	1	1
648	что следовательно	1	1
649	мы переходим	2	1
650	она его	1	1
651	скрывается под	1	1
652	не будет	4	1
653	первый раз	4	1
654	черт и	1	1
655	а ведь	1	1
656	это на	1	1
657	равно как	1	1
658	материал и	2	1
659	мы действительно	1	1
660	не что	1	1
661	а другой	2	1
662	и царство	1	1
663	мы следовательно	1	1
664	в таком	4	1
665	во всяком	3	1
