N	2gram	Tiupa_Teor_1	Hudozhes
112	не может	4	4
113	тому как	1	4
114	о своем	2	4
115	была бы	3	3
116	чтобы не	1	3
117	человека и	1	3
118	по преимуществу	4	3
119	на себя	2	3
120	еще не	4	3
121	и на	1	3
122	столь же	2	3
123	всякий раз	2	3
124	для других	1	3
125	не все	3	3
126	со стороны	2	3
127	личностью и	1	3
128	раз в	1	3
129	своей внешней	1	3
130	в нем	4	3
131	можно было	1	3
132	что все	1	3
133	в круге	1	3
134	с другими	5	3
135	было бы	1	3
136	в это	1	3
137	в них	2	3
138	соответствии с	2	3
139	в этих	3	3
140	я героини	1	3
141	личность в	1	3
142	и внутренней	1	3
143	личности в	3	3
144	своего я	1	3
145	же самое	1	3
146	и это	2	3
147	личного бытия	1	3
148	и ему	1	3
149	героя не	1	3
150	это была	1	3
151	внутренняя заданность	1	3
152	к нему	1	3
153	одной из	2	3
154	с ними	1	3
155	и ее	3	3
156	с одной	2	3
157	в душечке	1	3
158	с нею	1	3
159	конечном счете	6	3
160	в одном	2	3
161	с другой	7	3
162	на ее	1	3
163	а с	3	3
164	во внешней	1	3
165	прежде всего	2	3
166	в соответствии	3	3
167	так же	2	3
168	одной стороны	2	3
169	все это	2	3
170	всего лишь	6	3
171	или в	3	3
172	все они	1	3
173	на фоне	2	3
174	героя и	5	3
175	о себе	2	3
176	и состоит	1	3
177	по поводу	1	3
178	все что	1	3
179	же как	1	2
180	и то	2	2
181	в первом	2	2
182	жизни героя	1	2
183	той же	1	2
184	который в	2	2
185	не во	1	2
186	говорить о	3	2
187	личности с	1	2
188	тем как	1	2
189	если в	2	2
190	внутреннего я	4	2
191	отношение к	5	2
192	а всего	3	2
193	более чем	1	2
194	человеческого бытия	2	2
195	внутри себя	1	2
196	как уже	1	2
197	и к	3	2
198	но в	9	2
199	дамы с	1	2
200	со своей	3	2
201	художественного мышления	1	2
202	в нашем	4	2
203	из этих	3	2
204	не более	1	2
205	и становится	1	2
206	роли в	5	2
207	ирония в	1	2
208	но именно	1	2
209	других в	1	2
210	в принципе	4	2
211	на этом	1	2
212	оно не	1	2
213	однако в	7	2
214	могла бы	2	2
215	не будет	2	2
216	не с	3	2
217	лишь в	6	2
218	его в	2	2
219	это было	2	2
220	автора и	1	2
221	обратимся к	1	2
222	же я	1	2
223	место в	5	2
224	от своего	2	2
225	с точки	3	2
226	не столько	1	2
227	из нас	1	2
228	дело не	2	2
229	не по	1	2
230	только не	2	2
231	такова что	1	2
232	в основе	3	2
233	обращенной к	1	2
234	как мы	1	2
235	данном случае	5	2
236	самим собою	2	2
237	ему быть	1	2
238	приводит к	5	2
239	роль в	2	2
240	с собой	1	2
241	те же	1	2
242	с самим	1	2
243	во второй	7	2
244	в последней	1	2
245	и внешней	3	2
246	жизненная позиция	1	2
247	жизни не	1	2
248	и т.д	3	2
249	в другом	3	2
250	в смерти	1	2
251	личность героя	1	2
252	а также	6	2
253	того или	3	2
254	жизни он	1	2
255	во втором	3	2
256	нуждается в	1	2
257	и только	1	2
258	с матерью	1	2
259	способность к	2	2
260	говорит в	2	2
261	один из	2	2
262	здесь не	1	2
263	дело с	1	2
264	являет собой	2	2
265	впрочем и	1	2
266	теперь в	1	2
267	человеческих отношений	1	2
268	из них	1	2
269	противоречие между	1	2
270	вовсе не	3	2
271	ее на	1	2
272	в финале	3	2
273	или иной	4	2
274	жизни личности	1	2
275	как у	1	2
276	с мотивом	1	2
277	именно в	3	2
278	не наделен	1	2
279	еще и	1	2
280	себя и	1	2
281	что не	1	2
282	и составляет	3	2
283	воспринимающего сознания	3	2
284	однако и	1	2
285	когда же	1	2
286	разговор с	1	2
287	жизнь в	1	2
288	вместе с	2	2
289	и а	4	2
290	в данном	8	2
291	или иного	3	2
292	глядела на	1	2
293	в ряду	1	2
294	я с	5	2
295	главного героя	1	2
296	в контексте	3	2
297	автором и	1	2
298	писателя в	1	2
299	художественности в	4	2
300	и от	1	2
301	о его	1	2
302	составляет своего	1	2
303	не является	4	2
304	и для	2	2
305	еще одна	1	2
306	отнюдь не	3	2
307	в двух	1	2
308	это уже	1	2
309	за него	1	2
310	потому что	3	2
311	точки зрения	9	2
312	а о	1	2
313	личности и	4	2
314	между ними	4	2
315	сказать что	3	2
316	я это	1	2
317	что даже	1	2
318	к числу	1	2
319	тем самым	4	2
320	тайны и	1	2
321	в роли	3	2
322	отношения к	2	1
323	одним из	2	1
324	например в	1	1
325	самой себе	1	1
326	и мальчик	1	1
327	субъекта самоопределения	1	1
328	другому человеку	1	1
329	бы для	1	1
330	на деле	2	1
331	душевная характеристика	1	1
332	перед лицом	2	1
333	эстетической доминантой	1	1
334	было страшно	1	1
335	белую шею	1	1
336	последней главе	1	1
337	здесь и	1	1
338	к другому	1	1
339	на две	3	1
340	жизни ее	1	1
341	собою в	1	1
342	которыми он	1	1
343	также и	1	1
344	мы имеем	7	1
345	гоголевского ревизора	1	1
346	только другим	1	1
347	смысле можно	1	1
348	содержания в	1	1
349	я оказывается	1	1
350	с темной	1	1
351	не была	1	1
352	не наступает	1	1
353	в сущности	1	1
354	принадлежит к	3	1
355	миропорядке то	1	1
356	к смыслу	2	1
357	повтор в	1	1
358	этого термина	1	1
359	что можно	3	1
360	заданности и	2	1
361	в каждой	1	1
362	которого для	1	1
363	ах как	1	1
364	словами гегеля	2	1
365	из москвы	1	1
366	на них	1	1
367	между собой	3	1
368	бы то	1	1
369	взгляде на	1	1
370	я на	3	1
371	во всех	1	1
372	иного рода	3	1
373	во внешнем	1	1
374	могло быть	2	1
375	в сторону	1	1
376	свою жизнь	2	1
377	взглядом очень	1	1
378	словами из	1	1
379	следующей фразой	1	1
380	в эстетическое	1	1
381	друг от	1	1
382	или иное	1	1
383	эпизоде в	1	1
384	иной эстетической	1	1
385	за пределы	2	1
386	его я	1	1
387	в одной	1	1
388	в той	2	1
389	по сути	2	1
390	как к	2	1
391	личностного я	1	1
392	хотя и	3	1
393	одного текста	1	1
394	сознания в	1	1
395	ключевой момент	1	1
396	самом начале	2	1
397	имеет в	2	1
398	от своей	1	1
399	добро и	1	1
400	для которого	1	1
401	в которой	2	1
402	из жизни	1	1
403	взаимодействиях с	1	1
404	так или	4	1
405	представляет собой	9	1
406	он в	1	1
407	все эти	2	1
408	этом что	1	1
409	ее как	1	1
410	жизнью и	1	1
411	с чем	1	1
412	текста характеризующийся	2	1
413	к миру	1	1
414	полноударных слов	1	1
415	при виде	1	1
416	в силу	1	1
417	уже говорилось	1	1
418	из виду	1	1
419	содержит в	1	1
420	их в	3	1
421	на земле	1	1
422	смертью в	1	1
423	картины мира	1	1
424	известном смысле	1	1
425	с юмором	1	1
426	в большой	1	1
427	не бывает	1	1
428	ни был	2	1
429	и заключается	1	1
430	не должно	1	1
431	значительной степени	1	1
432	не следует	4	1
433	слова не	1	1
434	в каждом	1	1
435	здесь мы	1	1
436	произведение искусства	5	1
437	то ни	1	1
438	тем в	1	1
439	внутренней целостности	1	1
440	деталей а	1	1
441	том случае	1	1
442	и внутренняя	1	1
443	жалостливая барышня	1	1
444	самим собой	3	1
445	то есть	12	1
446	дома и	2	1
447	и иных	1	1
448	зрения и	2	1
449	эти два	1	1
450	и тем	3	1
451	даже в	3	1
452	делает его	2	1
453	только одно	1	1
454	к области	2	1
455	определял как	1	1
456	традиции особенно	1	1
457	на уровне	2	1
458	она и	1	1
459	всю жизнь	1	1
460	в слове	3	1
461	грани между	1	1
462	драматизма и	1	1
463	жизни но	2	1
464	его самоопределения	1	1
465	духовной жизни	1	1
466	модус художественности	6	1
467	несет в	2	1
468	определений таков	1	1
469	бы место	1	1
470	комнате и	1	1
471	является непосредственным	1	1
472	в ходе	4	1
473	состава персонажей	1	1
474	никак не	1	1
475	ее внутренней	1	1
476	таким же	1	1
477	поэтической традиции	1	1
478	художественное мышление	1	1
479	означало бы	1	1
480	своей несомненной	1	1
481	на свою	1	1
482	сцену распятия	1	1
483	говорил о	1	1
484	от себя	3	1
485	от его	1	1
486	рядом в	1	1
487	отношений между	1	1
488	персонаж не	1	1
489	зеленью и	1	1
490	художественного мира	2	1
491	образом и	1	1
492	но он	3	1
493	теми же	1	1
494	это разумеется	1	1
495	и более	1	1
496	ли я	1	1
497	не могли	1	1
498	в конце	2	1
499	я героя	1	1
500	том же	1	1
501	произведений искусства	2	1
502	открывается в	1	1
503	в словах	1	1
504	жизненных позиций	1	1
505	случае мы	1	1
506	то с	1	1
507	характеризующийся единством	1	1
508	и притом	2	1
509	способ самоактуализации	1	1
510	какой в	1	1
511	эстетической природы	1	1
512	жизни между	1	1
513	виду что	1	1
514	дело в	2	1
515	не берет	1	1
516	на себе	1	1
517	способа существования	1	1
518	полные розовые	1	1
519	та или	1	1
520	не могло	2	1
521	например не	1	1
522	всей его	1	1
523	а сама	1	1
524	своей неповторимой	1	1
525	на язык	1	1
526	в самой	2	1
527	имеем дело	2	1
528	о ней	2	1
529	этих двух	2	1
530	нее нет	1	1
531	розовые щеки	1	1
532	или иная	1	1
533	точке этого	1	1
534	кругозора героя	1	1
535	сама жизнь	1	1
536	к определенному	1	1
537	глядя на	1	1
538	личностное я	1	1
539	присутствия в	6	1
540	весьма существенно	2	1
541	окна и	1	1
542	в области	4	1
543	однако это	1	1
544	ему не	1	1
545	бытия не	1	1
546	устремленность в	1	1
547	художественном тексте	1	1
548	в момент	2	1
549	разрыв между	1	1
550	поэтому не	1	1
551	во внешних	1	1
552	и такие	1	1
553	для личности	1	1
554	отличается от	2	1
555	числе и	1	1
556	в своего	1	1
557	его с	1	1
558	именно таков	1	1
559	той или	1	1
560	не предполагает	1	1
561	предшествующих характеристик	1	1
562	для героя	1	1
563	на это	1	1
564	говоря словами	3	1
565	и своя	1	1
566	времени или	1	1
567	такова в	1	1
568	на мягкую	1	1
569	при анализе	1	1
570	героев в	1	1
571	не ограничивается	2	1
572	у себя	1	1
573	но по	1	1
574	а затем	1	1
575	от друга	1	1
576	не существует	1	1
577	для читателя	2	1
578	себе самом	1	1
579	этой тайны	1	1
580	то или	1	1
581	ее полные	1	1
582	в себя	3	1
583	всей своей	1	1
584	не возникает	1	1
585	произведения именно	1	1
586	иначе говоря	4	1
587	при сохранении	1	1
588	однако если	2	1
589	из приведенной	1	1
590	читателя в	1	1
591	на нее	1	1
592	щеки на	1	1
593	времени и	2	1
594	особенно в	1	1
595	каждого из	1	1
596	в плоскости	1	1
597	как персонаж	1	1
598	наше внимание	1	1
599	что от	1	1
600	но у	1	1
601	жизнь и	1	1
602	мы в	2	1
603	является в	1	1
604	между внутренней	2	1
605	собой и	1	1
606	воображения не	1	1
607	остановимся на	1	1
608	по себе	1	1
609	не случайна	1	1
610	она могла	1	1
611	именно потому	1	1
612	и смыслов	1	1
613	что душевная	1	1
614	и здесь	2	1
615	концепцию личности	1	1
616	в драматическом	1	1
617	единственный в	1	1
618	и что	3	1
619	в глаза	2	1
620	тихая добродушная	1	1
621	к самоопределению	1	1
622	доминирует в	1	1
623	после того	1	1
624	в поэтической	1	1
625	ядра личности	2	1
626	и который	2	1
627	роль принадлежит	2	1
628	не позволяет	1	1
629	времени в	2	1
630	в значительной	1	1
631	второй половины	1	1
632	заключается в	2	1
633	на всех	1	1
634	а у	1	1
635	путь к	1	1
636	или иначе	5	1
637	его личности	1	1
638	персонаж сатирический	1	1
639	оговоримся что	1	1
640	субъекта жизни	1	1
641	в третьем	1	1
642	искусства в	2	1
643	из своего	1	1
644	ролевого поведения	1	1
645	чем и	1	1
646	в другой	1	1
647	была тихая	1	1
648	и писать	1	1
649	из текста	1	1
650	иначе в	1	1
651	я во	1	1
652	художественном мире	1	1
653	о своих	1	1
654	индивидуального бытия	1	1
655	не несет	1	1
656	того что	4	1
657	внутренней стороны	1	1
658	быть и	2	1
659	по своей	3	1
660	очень здоровая	1	1
661	но с	1	1
662	эстетическая природа	1	1
663	оно и	1	1
664	с кротким	1	1
665	и личной	1	1
666	обе эти	1	1
667	и одновременно	4	1
668	даже его	1	1
669	и потому	2	1
670	и весьма	1	1
671	своей жизнью	1	1
672	но как	1	1
673	во времени	3	1
674	по-детски не	1	1
675	и теперь	1	1
676	на мир	1	1
677	модусы художественности	1	1
678	тот или	2	1
679	без этого	1	1
680	его художественности	2	1
681	так что	1	1
682	в точке	2	1
683	внимание в	1	1
684	для всех	1	1
685	оказывается в	3	1
686	на свое	1	1
687	мышления и	2	1
688	самобытное я	1	1
689	смерти чиновника	1	1
690	или даже	4	1
691	сатирический а	1	1
692	представить себе	1	1
693	фауста наизнанку	1	1
694	ведь это	1	1
695	в прозе	2	1
696	я в	16	1
697	так как	1	1
698	для меня	2	1
699	то время	1	1
700	при всей	1	1
701	может служить	2	1
702	отношении к	2	1
703	рода это	1	1
704	личности ее	1	1
705	независимо от	1	1
706	на меня	3	1
707	он мог	1	1
708	духовность предшествующих	1	1
709	это по	1	1
710	лишь для	1	1
711	соединении с	2	1
712	нашем примере	1	1
713	самоактуализации личности	1	1
714	и даже	2	1
715	и т.п	4	1
716	и эмоционально	1	1
717	неотъемлемый атрибут	1	1
718	таков что	1	1
719	очевидным образом	1	1
720	а именно	2	1
721	действующих лиц	1	1
722	наконец в	1	1
723	героя о	1	1
724	героиня не	1	1
725	перед ним	1	1
726	в воображении	3	1
727	эстетическое завершение	2	1
728	человеческое я	2	1
729	на смену	4	1
730	настоящего времени	1	1
731	а на	3	1
732	более того	1	1
733	не означает	1	1
734	и достоевского	1	1
735	с которым	1	1
736	вполне самостоятельную	1	1
737	слова своего	1	1
738	в комнате	1	1
739	эстетической доминанты	1	1
740	ролевая граница	2	1
741	долгое время	1	1
742	с предельной	1	1
743	добродушная жалостливая	1	1
744	к возникновению	1	1
745	стороны в	1	1
746	в финальной	1	1
747	героев дамы	1	1
748	одно слово	2	1
749	в лесу	1	1
750	человека к	3	1
751	он тем	2	1
752	художественности и	2	1
753	места для	1	1
754	втором эпизоде	1	1
755	сути дела	1	1
756	значении этого	3	1
757	личной ответственности	1	1
758	в пределах	5	1
759	его личной	1	1
760	для искусства	2	1
761	к жизни	2	1
762	другого я	2	1
763	еще нет	1	1
764	приобщение к	1	1
765	такого рода	8	1
766	эстетическое отношение	9	1
767	пользуясь словами	1	1
768	предельной ясностью	1	1
769	по существу	1	1
770	целостности своего	1	1
771	от лат	7	1
772	дело здесь	1	1
773	слова и	1	1
774	сказать не	1	1
775	художественное произведение	1	1
776	в условиях	1	1
777	модусом художественности	2	1
778	стать самим	1	1
779	в аспекте	2	1
780	вокруг него	1	1
781	данности их	1	1
782	и весело	1	1
783	кротким мягким	1	1
784	к которому	3	1
785	тайна внутреннего	1	1
786	ей было	1	1
787	для автора	1	1
788	должен найти	1	1
789	жизнью в	1	1
790	постепенно углубляемая	1	1
791	котором он	1	1
792	душа не	1	1
793	мира и	1	1
794	глаза как	1	1
795	всего что	1	1
796	мягким взглядом	1	1
797	бы в	1	1
798	в поле	1	1
799	на языке	2	1
800	у истоков	1	1
801	однако впоследствии	1	1
802	внутреннее я	1	1
803	отрекается от	1	1
804	от ее	1	1
805	мягкую белую	1	1
806	нам не	1	1
807	собачкой и	1	1
808	сообщения о	1	1
809	с ней	1	1
810	не знает	3	1
811	другой стороны	5	1
812	совершенно не	1	1
813	жизни а	1	1
814	точно так	1	1
815	уединенного сознания	1	1
816	первом случае	1	1
817	читаем это	1	1
818	из этого	1	1
819	перед нею	1	1
820	только о	1	1
821	среди прочих	1	1
822	барышня с	1	1
823	в действительности	1	1
824	над собой	1	1
825	на примере	1	1
826	его личным	1	1
827	в искусстве	6	1
828	случае если	1	1
829	в своих	1	1
830	том числе	2	1
831	героя как	1	1
832	моя жизнь	2	1
833	шею с	1	1
834	можно назвать	1	1
