N	2gram	Tiupa_Hudo_1	Marksizm
330	от своей	1	1
331	конечно с	1	1
332	отношения между	1	1
333	и чрезвычайно	1	1
334	субъект и	2	1
335	свое место	1	1
336	можно лишь	1	1
337	исходит из	1	1
338	знаками из	1	1
339	первобытных людей	1	1
340	речевой деятельности	1	1
341	прямого значения	1	1
342	всем остальным	1	1
343	превратилась в	1	1
344	встает в	1	1
345	системы знаков	1	1
346	высказывания в	4	1
347	в каждый	1	1
348	себя свою	1	1
349	говорить о	3	1
350	является эстетическим	1	1
351	принадлежит к	3	1
352	жизни как	3	1
353	в целом	3	1
354	в каждой	1	1
355	на них	1	1
356	а язык	1	1
357	в широком	1	1
358	здесь не	2	1
359	столь же	1	1
360	в различных	1	1
361	с его	6	1
362	иного рода	1	1
363	субъекту и	2	1
364	творчества все	1	1
365	замещает нечто	1	1
366	на основе	2	1
367	но как	2	1
368	а только	4	1
369	не входит	2	1
370	со всеми	1	1
371	и внутренний	1	1
372	с собою	1	1
373	отношение к	5	1
374	общий знаменатель	1	1
375	как говорит	3	1
376	и субъективная	1	1
377	в акте	3	1
378	образом с	1	1
379	хотя и	3	1
380	могли бы	1	1
381	оказывается в	3	1
382	это тоже	2	1
383	по пути	4	1
384	более или	5	1
385	звука и	1	1
386	искусство и	1	1
387	добро и	1	1
388	или иную	1	1
389	для которого	2	1
390	со своей	3	1
391	любая вещь	1	1
392	именно эта	1	1
393	и конечно	1	1
394	что это	1	1
395	так или	3	1
396	тоже не	1	1
397	в этой	2	1
398	в известном	1	1
399	с их	2	1
400	данном контексте	2	1
401	во многих	1	1
402	порядок в	3	1
403	не могла	1	1
404	т.е не	1	1
405	вследствие этого	1	1
406	не следует	4	1
407	жизни является	1	1
408	достижения в	1	1
409	эта система	1	1
410	данном отношении	1	1
411	их в	3	1
412	подобно тому	1	1
413	и по	2	1
414	но всегда	1	1
415	ни был	2	1
416	значительной степени	1	1
417	русском языке	1	1
418	бы они	1	1
419	подход к	1	1
420	значение в	1	1
421	а по	1	1
422	сознание не	1	1
423	двух моментов	1	1
424	это не	2	1
425	не совпадает	1	1
426	лишь на	1	1
427	и тем	2	1
428	нет в	1	1
429	ясный ответ	1	1
430	связей с	2	1
431	всякое переживание	1	1
432	то с	1	1
433	хх века	2	1
434	в окружающей	1	1
435	или менее	5	1
436	или точнее	1	1
437	художественного творчества	4	1
438	и помимо	1	1
439	представить себе	1	1
440	сам и	1	1
441	и процесс	1	1
442	наиболее глубокий	1	1
443	на каждом	1	1
444	как совокупность	1	1
445	от его	1	1
446	это своеобразие	1	1
447	между внутренними	1	1
448	широкий и	1	1
449	есть его	1	1
450	втором случае	2	1
451	образом и	2	1
452	которые в	1	1
453	высказывания но	1	1
454	друг другу	1	1
455	знака есть	1	1
456	по ту	1	1
457	бы быть	1	1
458	ни были	1	1
459	знаков из	1	1
460	есть деятельность	1	1
461	тем самым	4	1
462	виду что	1	1
463	знаком и	1	1
464	она могла	1	1
465	мышления и	1	1
466	не по	1	1
467	ясность и	1	1
468	обладает значением	1	1
469	в самой	2	1
470	этих двух	2	1
471	нее нет	1	1
472	к определенному	1	1
473	в русском	1	1
474	по своей	7	1
475	чем является	1	1
476	же этот	1	1
477	потому что	3	1
478	ничто не	1	1
479	же по	1	1
480	перед ним	1	1
481	от актов	1	1
482	воспринимать ее	1	1
483	места для	1	1
484	взятое в	1	1
485	еще одна	1	1
486	во внешних	1	1
487	отличается от	2	1
488	всего в	1	1
489	той или	4	1
490	людей в	1	1
491	а можно	1	1
492	из всего	1	1
493	значения и	2	1
494	от друга	1	1
495	и служит	1	1
496	языка лишь	1	1
497	реальной действительности	1	1
498	в особенности	1	1
499	только то	1	1
500	действия и	1	1
501	ею же	1	1
502	приводит к	5	1
503	и совершенно	1	1
504	на нее	1	1
505	времени и	2	1
506	в роли	3	1
507	на которую	1	1
508	вошел в	1	1
509	можно только	1	1
510	им реальной	1	1
511	строго говоря	1	1
512	может вести	1	1
513	процесс созидания	1	1
514	для этого	1	1
515	индивидуального речевого	2	1
516	с человеком	1	1
517	не означает	1	1
518	совершенно иной	2	1
519	и что	3	1
520	всех подобных	2	1
521	идет о	1	1
522	основе своей	1	1
523	в значительной	1	1
524	до известной	2	1
525	в которую	1	1
526	к нему	3	1
527	говорить об	1	1
528	ибо и	1	1
529	во всей	3	1
530	в форме	4	1
531	в художественной	2	1
532	во внутренней	2	1
533	также в	1	1
534	ибо жизнь	1	1
535	и мир	1	1
536	не несет	1	1
537	отношения как	1	1
538	мы видим	1	1
539	к внутреннему	2	1
540	с ними	1	1
541	к субъекту	1	1
542	к нашему	2	1
543	место лишь	1	1
544	во времени	4	1
545	образа в	1	1
546	или же	1	1
547	бы ни	1	1
548	делает его	2	1
549	сознания в	3	1
550	тот или	2	1
551	с одной	2	1
552	без этого	1	1
553	значение дело	1	1
554	так что	1	1
555	от одной	1	1
556	уже не	4	1
557	принадлежащих к	1	1
558	или даже	3	1
559	языка но	1	1
560	в высказывании	1	1
561	ту или	1	1
562	речи может	1	1
563	и остальной	1	1
564	слова в	2	1
565	в одном	2	1
566	вещи или	1	1
567	импульсов и	1	1
568	ему принадлежит	1	1
569	граница между	1	1
570	ту сторону	1	1
571	может служить	2	1
572	форм высказывания	2	1
573	и конкретном	1	1
574	лишь один	1	1
575	о каком	1	1
576	друг от	1	1
577	одной стороны	2	1
578	со стороны	2	1
579	между которыми	1	1
580	на ее	1	1
581	этого значения	1	1
582	еще и	1	1
583	тому как	1	1
584	на которые	1	1
585	не переставая	1	1
586	и мотивов	1	1
587	себя и	2	1
588	что для	1	1
589	служить знаком	2	1
590	к более	2	1
591	превращается в	2	1
592	его исторического	1	1
593	и объединяет	1	1
594	как ни	1	1
595	о чем	2	1
596	его как	1	1
597	каждом из	1	1
598	он тем	2	1
599	как это	5	1
600	в рамках	8	1
601	к особенностям	1	1
602	но не	11	1
603	требует от	1	1
604	к жизни	2	1
605	подходу к	1	1
606	в той	3	1
607	речи а	2	1
608	эстетической деятельности	2	1
609	в мир	1	1
610	для понимания	2	1
611	многих других	1	1
612	никем не	1	1
613	дело здесь	1	1
614	быть не	1	1
615	ли не	1	1
616	ценность и	1	1
617	внешнего мира	3	1
618	эти два	1	1
619	необходимым условием	1	1
620	и каждая	1	1
621	чисто познавательного	1	1
622	его за	1	1
623	высказывания и	2	1
624	является деятельностью	2	1
625	литературе в	1	1
626	является как	1	1
627	чтобы этот	1	1
628	в более	1	1
629	в следующей	1	1
630	только мы	1	1
631	известной степени	3	1
632	говоря языком	1	1
633	каким бы	1	1
634	и может	1	1
635	такого рода	10	1
636	звук в	1	1
637	знаки не	1	1
638	под определенным	1	1
639	своих моментов	1	1
640	с языком	3	1
641	не будучи	1	1
642	совпадает со	1	1
643	зрения в	1	1
644	и другие	2	1
645	в системе	2	1
646	он же	1	1
647	становления и	1	1
648	была бы	3	1
649	она по	1	1
650	формы высказывания	1	1
651	разрыв между	1	1
652	совпадая со	1	1
653	ее в	2	1
654	можно назвать	1	1
655	не принять	1	1
656	и особенно	2	1
657	этой точки	1	1
658	которая не	1	1
