N	2gram	Tiupa_Narr_2	Myslijsy
441	как все	1	1
442	в такой	1	1
443	всей вероятности	1	1
444	с точки	2	1
445	как символ	1	1
446	его отношение	1	1
447	миф о	1	1
448	жизни с	2	1
449	всякий раз	2	1
450	каким он	1	1
451	стало быть	2	1
452	действительного мира	1	1
453	другом и	1	1
454	но он	2	1
455	с такою	2	1
456	и более	2	1
457	и относительно	1	1
458	однако в	2	1
459	пламя и	1	1
460	но стоит	1	1
461	исследования в	1	1
462	себя не	2	1
463	к такой	1	1
464	человека есть	2	1
465	человека но	1	1
466	легко представить	1	1
467	и должен	1	1
468	его внутренняя	1	1
469	в процессе	2	1
470	было не	1	1
471	личности к	1	1
472	чем не	1	1
473	принадлежит к	1	1
474	занять место	1	1
475	не могло	2	1
476	нам и	1	1
477	себе самом	2	1
478	того и	1	1
479	не другое	1	1
480	а еще	1	1
481	принадлежат к	1	1
482	не имели	1	1
483	возможно и	1	1
484	ничего не	6	1
485	в противоречие	1	1
486	с одним	1	1
487	своей природе	2	1
488	более что	1	1
489	и другая	1	1
490	рождается в	1	1
491	быть в	1	1
492	необходимо должно	1	1
493	может показаться	1	1
494	в детстве	2	1
495	с которой	1	1
496	настоящего времени	1	1
497	например что	1	1
498	своего я	2	1
499	того о	1	1
500	образом что	1	1
501	лица но	1	1
502	и внешнюю	1	1
503	же самое	1	1
504	в памяти	2	1
505	анализа в	1	1
506	именно внутренняя	1	1
507	внутренняя жизнь	2	1
508	своем воображении	1	1
509	в виду	1	1
510	не умер	1	1
511	как по	3	1
512	своего мира	1	1
513	хотя не	1	1
514	на том	3	1
515	и когда	3	1
516	что у	2	1
517	жизни это	1	1
518	на нее	1	1
519	той степени	1	1
520	времени и	4	1
521	не с	1	1
522	ясно что	1	1
523	было в	1	1
524	особенно в	1	1
525	оно как	1	1
526	в результате	2	1
527	это только	1	1
528	жизнь и	1	1
529	предположить что	1	1
530	и внешней	1	1
531	своей субъективности	1	1
532	мы всегда	1	1
533	сводится к	9	1
534	и здесь	2	1
535	и т.д	4	1
536	небо и	1	1
537	и т.п	6	1
538	другими словами	1	1
539	жизни следует	1	1
540	все содержание	1	1
541	с личной	1	1
542	в которое	1	1
543	все его	4	1
544	теперь и	1	1
545	о далеком	1	1
546	нет это	1	1
547	раз и	1	1
548	по слову	3	1
549	во всех	1	1
550	чем говорить	1	1
551	эти два	2	1
552	на одном	2	1
553	бы она	1	1
554	в другой	1	1
555	другого в	1	1
556	о единстве	1	1
557	как внутренняя	1	1
558	следовало бы	1	1
559	который бы	1	1
560	происходит в	1	1
561	я был	1	1
562	в двух	1	1
563	и представляет	3	1
564	всю ее	1	1
565	как нечто	1	1
566	как пламя	1	1
567	себя в	2	1
568	события и	1	1
569	указания на	1	1
570	принадлежащих к	1	1
571	и чисто	1	1
572	как кажется	1	1
573	или даже	3	1
574	но несомненно	1	1
575	я оно	1	1
576	мир не	1	1
577	а то	2	1
578	могло бы	2	1
579	иначе как	1	1
580	в прошлом	1	1
581	в такое	1	1
582	при всей	4	1
583	и бесконечно	1	1
584	должен был	2	1
585	каждый из	1	1
586	не говорит	1	1
587	отдельного человека	1	1
588	и оставаться	1	1
589	лишь для	1	1
590	не является	4	1
591	человеческой мысли	1	1
592	жизни в	6	1
593	нужно было	1	1
594	даже не	1	1
595	как сам	1	1
596	как у	4	1
597	предполагает в	1	1
598	или иначе	2	1
599	них в	1	1
600	содержание своего	1	1
601	в ряде	1	1
602	мысли с	1	1
603	чем он	1	1
604	бы эти	1	1
605	и быть	1	1
606	личной жизни	1	1
607	по всей	1	1
608	не входит	1	1
609	и люди	1	1
610	который однако	1	1
611	себя мир	1	1
612	превращается в	2	1
613	на этот	1	1
614	принадлежит не	2	1
615	не на	1	1
616	не означает	1	1
617	у человека	1	1
618	с которым	1	1
619	его как	1	1
620	с конца	1	1
621	его собственной	1	1
622	интереса в	1	1
623	как именно	1	1
624	не видит	1	1
625	речь но	1	1
626	суждений о	1	1
627	в одной	1	1
628	была такая	1	1
629	все свое	1	1
630	намек на	1	1
631	в данном	10	1
632	я так	1	1
633	видя в	2	1
634	в образ	1	1
635	ради того	1	1
636	перехода от	1	1
637	находятся в	1	1
638	а потом	2	1
639	да и	3	1
640	думать о	2	1
641	исходя из	1	1
642	многих других	1	1
643	мира все	1	1
644	много лет	1	1
645	следует заметить	1	1
646	читателя или	1	1
647	видно что	2	1
648	сходство с	1	1
649	случае он	1	1
650	способно иметь	1	1
651	только а	1	1
652	я или	1	1
653	или не	1	1
654	том виде	1	1
655	сознания и	1	1
656	а все	1	1
657	о котором	3	1
658	человек и	1	1
659	как для	1	1
660	на первый	1	1
661	по одной	1	1
662	я в	5	1
663	хотя в	1	1
664	все то	2	1
665	самому и	1	1
666	давно уже	2	1
667	к ее	1	1
668	от ее	1	1
669	может и	1	1
670	которая на	1	1
671	первый раз	1	1
672	между ними	1	1
673	с ними	3	1
674	почему он	1	1
675	но эти	1	1
676	это так	1	1
677	разговоре с	2	1
678	ее в	1	1
679	можно назвать	2	1
680	во всяком	1	1
681	гораздо более	1	1
