N	2gram	Bakhtin_Pr_3	RusskieA
387	и вообще	3	1
388	по мере	1	1
389	но здесь	2	1
390	др для	1	1
391	смысл их	1	1
392	это влияние	2	1
393	очень ярко	2	1
394	внимание на	1	1
395	и та	1	1
396	при котором	1	1
397	но мы	1	1
398	в риме	2	1
399	можно сказать	8	1
400	все на	1	1
401	по типу	1	1
402	комедии и	1	1
403	и во	4	1
404	во всей	4	1
405	в форме	6	1
406	наконец в	2	1
407	по в	1	1
408	в центральной	1	1
409	в слово	1	1
410	вопросов и	2	1
411	было бы	5	1
412	развития но	1	1
413	на которой	1	1
414	обе эти	3	1
415	тот же	2	1
416	что он	4	1
417	и действительно	1	1
418	очень много	1	1
419	и так	3	1
420	до нас	2	1
421	в область	1	1
422	жизни как	4	1
423	вот что	2	1
424	с которыми	1	1
425	по другим	1	1
426	благословение и	1	1
427	античности и	4	1
428	есть в	3	1
429	и детей	1	1
430	уже в	2	1
431	в большие	1	1
432	же от	1	1
433	не дает	1	1
434	который по	1	1
435	земли и	1	1
436	когда еще	1	1
437	всяком случае	1	1
438	нуждается в	1	1
439	и один	1	1
440	с этими	1	1
441	может служить	1	1
442	дело и	1	1
443	заметить что	1	1
444	смерти и	4	1
445	в очень	1	1
446	толпу и	1	1
447	же деле	1	1
448	формах в	1	1
449	влияние на	12	1
450	как у	5	1
451	что дело	1	1
452	главное и	1	1
453	с той	1	1
454	еще и	1	1
455	мы еще	3	1
456	исторического развития	1	1
457	что не	1	1
458	что для	1	1
459	говорит о	2	1
460	связано с	1	1
461	и самый	5	1
462	жизнь в	2	1
463	мы остановимся	2	1
464	которые по	1	1
465	здесь следует	1	1
466	под влиянием	1	1
467	себя на	1	1
468	в эпосе	1	1
469	представления о	2	1
470	его по	2	1
471	нет он	1	1
472	представить себе	1	1
473	они сохранили	1	1
474	или по	3	1
475	употребляется как	1	1
476	из которых	1	1
477	по своему	6	1
478	наряду с	5	1
479	в той	2	1
480	и смерти	2	1
481	ко всему	1	1
482	есть и	2	1
483	поэтому они	1	1
484	самом же	1	1
485	как только	1	1
486	с особым	1	1
487	см например	2	1
488	и носит	1	1
489	в так	1	1
490	кроме того	3	1
491	рассматривать как	1	1
492	форм и	2	1
493	связана и	2	1
494	от имени	1	1
495	хотя они	1	1
496	затем идет	1	1
497	в двух	2	1
498	в отдельных	1	1
499	от него	3	1
500	и все	10	1
501	или нет	1	1
502	важное значение	1	1
503	только с	1	1
504	его жизнь	1	1
505	и различные	1	1
506	в период	1	1
507	слово в	2	1
508	это все	1	1
509	между ними	2	1
510	на смену	1	1
511	не знает	4	1
512	сказать что	10	1
513	к покойникам	1	1
514	это на	1	1
515	с xvii	1	1
516	является и	1	1
517	им не	1	1
518	отношению к	1	1
519	только о	1	1
520	них таким	1	1
521	в заключение	2	1
522	к числу	1	1
523	жизни и	9	1
524	в таком	2	1
525	они не	3	1
526	можно назвать	2	1
527	как на	1	1
528	во всяком	1	1
529	в роли	1	1
