N	2gram	Berdyaev_V_1	Analitik
140	так для	2	1
141	личности есть	1	1
142	личность человеческая	3	1
143	и будет	3	1
144	это ни	1	1
145	в лицах	1	1
146	его к	2	1
147	со своей	1	1
148	в которой	1	1
149	бы и	3	1
150	все эти	3	1
151	в известном	1	1
152	свободы но	1	1
153	от природы	1	1
154	по словам	1	1
155	бы от	1	1
156	в нем	4	1
157	вера в	2	1
158	с вечностью	1	1
159	не к	2	1
160	и по	1	1
161	многих или	1	1
162	человека в	1	1
163	тут не	1	1
164	по смыслу	1	1
165	не способного	1	1
166	в глазах	1	1
167	это не	2	1
168	в жизни	3	1
169	ни в	3	1
170	в них	3	1
171	все равно	2	1
172	ведет к	1	1
173	но я	1	1
174	и частей	1	1
175	в понимании	1	1
176	таким же	1	1
177	что я	3	1
178	и уж	1	1
179	тому что	3	1
180	раз и	1	1
181	и другое	1	1
182	одна из	2	1
183	было не	1	1
184	свободу личности	1	1
185	это еще	4	1
186	в разных	1	1
187	жизни не	1	1
188	пути и	1	1
189	как она	1	1
190	людей не	2	1
191	это слово	1	1
192	потому что	4	1
193	тому кто	1	1
194	у нас	1	1
195	отказаться от	1	1
196	и своих	1	1
197	для себя	1	1
198	и тогда	2	1
199	значения и	2	1
200	в виду	1	1
201	в ее	1	1
202	могут и	1	1
203	превыше всего	2	1
204	если они	1	1
205	в образе	4	1
206	нам уже	1	1
207	нас и	3	1
208	но к	1	1
209	но мы	2	1
210	своей истории	2	1
211	и что	3	1
212	нас а	1	1
213	в которую	1	1
214	к нему	1	1
215	с его	3	1
216	от них	1	1
217	себя от	1	1
218	это лишь	1	1
219	к личности	4	1
220	известном смысле	1	1
221	что очень	1	1
222	мы видим	1	1
223	тот же	3	1
224	власти одного	1	1
225	лишь на	1	1
226	хотя бы	3	1
227	и ее	1	1
228	же и	1	1
229	уже в	1	1
230	то и	1	1
231	в следующих	1	1
232	на этих	2	1
233	его и	2	1
234	за ним	3	1
235	в стадо	1	1
236	и возможны	1	1
237	так как	9	1
238	к ним	1	1
239	себе и	1	1
240	бы это	1	1
241	мы это	2	1
242	хоть и	1	1
243	что тот	1	1
244	миру и	1	1
245	я был	1	1
246	еще и	1	1
247	с небом	1	1
248	себя и	1	1
249	нового времени	1	1
250	было для	1	1
251	и своим	1	1
252	от свободы	2	1
253	мира в	2	1
254	если не	3	1
255	оно ни	1	1
256	себя за	1	1
257	зачем же	2	1
258	и потому	7	1
259	с каким-то	1	1
260	самого себя	2	1
261	для человека	2	1
262	да и	2	1
263	с тремя	1	1
264	с этой	1	1
265	так ли	1	1
266	его не	2	1
267	человек и	1	1
268	к счастью	3	1
269	для нас	2	1
270	от него	2	1
271	будто бы	1	1
272	но это	3	1
273	в мировом	1	1
274	к ее	1	1
275	всех на	1	1
276	может и	1	1
277	что ты	3	1
278	ли он	1	1
279	есть то	1	1
280	жизни без	1	1
281	ее в	2	1
282	это в	1	1
283	значение в	1	1
