N	2gram	Potebnia_M_2	EvropaiE
381	но все	2	1
382	значительной степени	1	1
383	восток не	1	1
384	тем с	1	1
385	как они	1	1
386	в нем	9	1
387	различие между	1	1
388	же касается	1	1
389	том случае	1	1
390	по степени	1	1
391	человеческого развития	1	1
392	лишь в	1	1
393	входит в	1	1
394	такой вопрос	1	1
395	и служат	2	1
396	в жизни	2	1
397	о которых	3	1
398	рядом с	3	1
399	его частей	1	1
400	во внимание	1	1
401	жизни но	1	1
402	сильнее чем	1	1
403	или менее	8	1
404	есть такая	1	1
405	в такой	1	1
406	то его	1	1
407	в отличие	1	1
408	что при	1	1
409	от себя	2	1
410	на такие	2	1
411	значение для	1	1
412	этого содержания	1	1
413	выше мы	1	1
414	было связано	2	1
415	друг другу	1	1
416	много раз	1	1
417	большего или	1	1
418	на другую	1	1
419	или меньшего	1	1
420	том же	1	1
421	для нее	2	1
422	тому что	2	1
423	кажется нам	2	1
424	если и	2	1
425	некоторых случаях	2	1
426	все эти	2	1
427	не менее	5	1
428	себе влияние	1	1
429	что с	2	1
430	с теми	2	1
431	и другое	4	1
432	для каждого	1	1
433	одна из	4	1
434	чтобы в	1	1
435	душе и	1	1
436	наблюдений над	1	1
437	он мог	1	1
438	рассматривать как	1	1
439	в самой	3	1
440	именно с	1	1
441	находятся в	1	1
442	вне сознания	1	1
443	на себе	1	1
444	во всем	2	1
445	и его	2	1
446	связи с	6	1
447	мы бы	2	1
448	в сознании	23	1
449	для осуществления	1	1
450	доказать что	1	1
451	только отдельные	1	1
452	у нас	2	1
453	есть к	1	1
454	можно поставить	1	1
455	должны быть	4	1
456	для такого	1	1
457	для себя	1	1
458	оно может	2	1
459	и о	1	1
460	изменений в	1	1
461	то она	1	1
462	существенное значение	1	1
463	и сами	4	1
464	язык и	1	1
465	мы думаем	1	1
466	представим себе	1	1
467	их связь	1	1
468	мысль о	7	1
469	что само	3	1
470	то время	4	1
471	степени и	1	1
472	имеют в	1	1
473	как с	1	1
474	не повторяет	1	1
475	в собственных	1	1
476	и сам	1	1
477	что может	2	1
478	для человеческого	1	1
479	те же	3	1
480	одного из	1	1
481	об этом	1	1
482	ко второй	1	1
483	поэтому в	1	1
484	не кто	1	1
485	был не	1	1
486	быть может	7	1
487	и вообще	3	1
488	вместе или	1	1
489	к другу	1	1
490	имеет значения	1	1
491	с ним	5	1
492	будет уже	1	1
493	вероятно что	1	1
494	связанное с	1	1
495	это зависит	1	1
496	некоторых из	1	1
497	и силу	1	1
498	на вопрос	3	1
499	внимание на	2	1
500	его жизни	1	1
501	любви к	1	1
502	времени в	1	1
503	притом с	1	1
504	нас в	2	1
505	не заключает	2	1
506	связанной с	1	1
507	развития не	1	1
508	нельзя ни	1	1
509	это изменение	1	1
510	связь между	2	1
511	из себя	2	1
512	прав ли	1	1
513	которые мы	3	1
514	его мысль	1	1
515	в ту	1	1
516	и следовательно	2	1
517	друг к	1	1
518	значит что	1	1
519	большей или	1	1
520	при самом	1	1
521	но так	1	1
522	один из	2	1
523	тот же	5	1
524	с ними	3	1
525	дело с	1	1
526	всех этих	2	1
527	иначе если	1	1
528	как нечто	1	1
529	это стремление	1	1
530	которое мы	3	1
531	что как	1	1
532	который в	1	1
533	на которые	1	1
534	или же	7	1
535	случаи когда	2	1
536	с которыми	2	1
537	происходит ли	1	1
538	переходит в	1	1
539	конечно не	1	1
540	уже не	4	1
541	мы принуждены	2	1
542	уже в	5	1
543	на такой	1	1
544	если мы	3	1
545	то и	9	1
546	только тогда	3	1
547	что не	5	1
548	и творческого	1	1
549	как кажется	4	1
550	признать за	1	1
551	одно из	3	1
552	для него	10	1
553	и их	5	1
554	представить себе	1	1
555	то следует	1	1
556	ли этот	1	1
557	мы находим	2	1
558	к сознанию	1	1
559	не о	1	1
560	что прежде	1	1
561	от того	5	1
562	в более	1	1
563	но за	1	1
564	г д	1	1
565	тем для	1	1
566	значение имеет	1	1
567	а на	1	1
568	к которому	2	1
569	в явлениях	1	1
570	или меньшей	1	1
571	и затем	2	1
572	что для	3	1
573	не было	6	1
574	света и	2	1
575	которых мы	3	1
576	зависит от	2	1
577	при некотором	1	1
578	каждую из	1	1
579	что из	1	1
580	что мы	11	1
581	оснований для	1	1
582	та часть	1	1
583	мы знаем	2	1
584	если не	4	1
585	в связи	2	1
586	сказать даже	1	1
587	связь с	1	1
588	что во	2	1
589	довольно близко	1	1
590	многих случаях	1	1
591	поэтому если	1	1
592	тех и	1	1
593	если так	1	1
594	для всех	1	1
595	что за	2	1
596	а если	1	1
597	она есть	2	1
598	есть только	6	1
599	некоторое время	2	1
600	многих других	1	1
601	в состоянии	6	1
602	к определению	1	1
603	том смысле	4	1
604	должно быть	2	1
605	этого слова	6	1
606	положении и	1	1
607	слова и	3	1
608	на значении	1	1
609	в формах	2	1
610	или меньшее	1	1
611	связанная со	1	1
612	какой именно	1	1
613	многие из	1	1
614	одного и	6	1
615	указать на	1	1
616	при таком	1	1
617	нельзя сказать	1	1
618	что оно	4	1
619	та и	1	1
620	не переходит	1	1
621	о котором	2	1
622	приближаются к	1	1
623	а к	2	1
624	переводе на	1	1
625	но когда	1	1
626	в большей	1	1
627	такое явление	1	1
628	может в	2	1
629	всем другим	1	1
630	но это	3	1
631	бы на	1	1
632	но возможно	1	1
633	помощи этого	1	1
634	свое движение	1	1
635	ни была	1	1
636	сказали бы	1	1
637	в последнем	1	1
638	оно не	3	1
639	выборе между	1	1
640	время не	1	1
641	время с	1	1
642	случае если	1	1
643	с г	1	1
644	они относятся	1	1
645	который не	1	1
646	можно назвать	2	1
647	все что	3	1
648	смысле что	1	1
