N	2gram	Vygotskiy__1	Poddanst
156	должна быть	3	1
157	собственном смысле	3	1
158	поскольку она	2	1
159	на нее	1	1
160	от истины	1	1
161	поэзии и	2	1
162	те же	4	1
163	особенно в	1	1
164	с чрезвычайно	1	1
165	и само	1	1
166	экономических и	1	1
167	бы что	2	1
168	не осуществляется	1	1
169	в эпоху	1	1
170	вопроса необходимо	1	1
171	в собственном	3	1
172	процесса нужно	1	1
173	находится в	1	1
174	пор пока	1	1
175	оно есть	2	1
176	и ее	1	1
177	именно потому	1	1
178	и здесь	2	1
179	характер этого	1	1
180	может не	1	1
181	не означает	2	1
182	настоящее время	2	1
183	и что	8	1
184	литературы и	1	1
185	еще не	1	1
186	и на	1	1
187	в различных	1	1
188	с его	1	1
189	это имеет	2	1
190	грань между	1	1
191	что и	13	1
192	отличие от	4	1
193	и чем	1	1
194	также в	1	1
195	составляют часть	1	1
196	мы хотим	1	1
197	и мир	1	1
198	разных точек	1	1
199	тех пор	1	1
200	известном смысле	1	1
201	все же	5	1
202	соотношение между	1	1
203	обе эти	1	1
204	и слова	1	1
205	мы видим	5	1
206	более или	2	1
207	в какой	5	1
208	должен быть	1	1
209	и такое	1	1
210	в самом	11	1
211	только то	2	1
212	в условиях	1	1
213	но как	2	1
214	в которой	4	1
215	бы и	2	1
216	что это	6	1
217	или его	3	1
218	формы в	4	1
219	могли бы	1	1
220	представляет собой	2	1
221	есть для	2	1
222	у каждого	3	1
223	из этих	6	1
224	если мы	12	1
225	в известном	2	1
226	это от	1	1
227	теорий и	2	1
228	только один	1	1
229	уже в	3	1
230	во многих	1	1
231	говорить об	1	1
232	только на	3	1
233	на то	10	1
234	несовершенство и	1	1
235	сводилась к	1	1
236	как оно	1	1
237	что русская	1	1
238	этого процесса	1	1
239	т д	8	1
240	из этой	1	1
241	тем чтобы	1	1
242	мы знаем	3	1
243	есть как	1	1
244	одно из	2	1
245	идеи и	1	1
246	и построений	1	1
247	иначе как	2	1
248	значения но	1	1
249	и должна	1	1
250	к ним	2	1
251	мы можем	4	1
252	и только	3	1
253	само по	5	1
254	при отсутствии	1	1
255	и по	3	1
256	дело идет	1	1
257	одно и	1	1
258	не хотим	1	1
259	в каждом	3	1
260	а затем	1	1
261	из двух	1	1
262	она оказывается	1	1
263	как надстройка	1	1
264	из всех	2	1
265	она находится	1	1
266	ясно что	19	1
267	его в	2	1
268	русской интеллигенции	2	1
269	поэзии с	1	1
270	связаны с	1	1
271	живет в	1	1
272	совершенно ясно	19	1
273	а с	1	1
274	народов как	1	1
275	в это	1	1
276	или хотя	1	1
277	обратиться к	2	1
278	к более	1	1
279	к науке	1	1
280	различных формах	1	1
281	далеко не	2	1
282	в этой	3	1
283	на основании	7	1
284	и техники	1	1
285	как и	16	1
286	и уже	1	1
287	как ни	1	1
288	в свете	1	1
289	ведет к	1	1
290	и многие	1	1
291	плоть в	1	1
292	бы как	1	1
293	должна была	2	1
294	и еще	1	1
295	или менее	2	1
296	что если	1	1
297	в творчестве	1	1
298	и при	1	1
299	так же	12	1
300	представить себе	3	1
301	всяком случае	6	1
302	многих случаях	1	1
303	прийти к	1	1
304	что именно	1	1
305	общественной мысли	1	1
306	в отличие	3	1
307	мысли и	2	1
308	знаем что	1	1
309	бы мы	2	1
310	вопрос о	3	1
311	сравнению с	1	1
312	как одна	2	1
313	чем к	1	1
314	совершенно новое	1	1
315	заложенное в	1	1
316	науки и	1	1
317	думается что	3	1
318	теми же	2	1
319	из авторов	1	1
320	эти черты	1	1
321	как к	2	1
322	и более	1	1
323	там где	4	1
324	или что	1	1
325	и наоборот	1	1
326	этого сделать	1	1
327	чувство и	1	1
328	и очень	2	1
329	от тех	1	1
330	этой области	2	1
331	что есть	2	1
332	сущности не	1	1
333	что эта	3	1
334	лиц и	1	1
335	с которой	1	1
336	она не	5	1
337	что с	2	1
338	иной раз	1	1
339	мире в	1	1
340	есть прежде	1	1
341	но для	1	1
342	для каждого	1	1
343	к другим	2	1
344	которые были	1	1
345	тогда когда	5	1
346	этом смысле	2	1
347	она должна	2	1
348	идет именно	1	1
349	с и	5	1
350	того чтобы	7	1
351	та или	1	1
352	об отношении	1	1
353	сложны и	1	1
354	никогда не	8	1
355	в результате	4	1
356	казалось бы	2	1
357	в настоящее	2	1
358	чтобы понять	4	1
359	или иным	2	1
360	этих двух	2	1
361	или иная	1	1
362	как она	2	1
363	как явление	1	1
364	что по	3	1
365	другой стороны	5	1
366	только что	2	1
367	и теперь	2	1
368	в этих	4	1
369	теория исторического	1	1
370	до тех	2	1
371	в каком	2	1
372	в психологии	6	1
373	будет с	1	1
374	есть у	1	1
375	из тех	1	1
376	только как	1	1
377	и внутренне	1	1
378	именно о	1	1
379	о духе	1	1
380	знаем и	2	1
381	исходить из	1	1
382	традиции в	1	1
383	одновременно и	1	1
384	что все	3	1
385	этом не	2	1
386	есть признак	1	1
387	как области	1	1
388	ли не	1	1
389	в других	1	1
390	в трех	2	1
391	числе и	1	1
392	мы все	2	1
393	мысли но	2	1
394	что то	2	1
395	науки как	1	1
396	что оно	3	1
397	к этой	2	1
398	видим в	1	1
399	и другие	4	1
400	не есть	3	1
401	вместе с	8	1
402	все еще	1	1
403	это в	2	1
404	что от	1	1
405	что при	3	1
406	во всяком	8	1
407	гораздо более	2	1
