N	2gram	Potebnia_M_3	Analitik
355	которой он	1	1
356	нисколько не	1	1
357	в понимании	1	1
358	но если	1	1
359	и при	4	1
360	таким же	1	1
361	в такой	1	1
362	одним и	3	1
363	жизнь и	1	1
364	на каждом	1	1
365	совершает в	1	1
366	что я	5	1
367	и более	1	1
368	однако в	1	1
369	том же	2	1
370	что этот	1	1
371	зрения и	2	1
372	форму в	1	1
373	тому что	3	1
374	что те	1	1
375	раз и	1	1
376	нас самих	1	1
377	виду что	1	1
378	таких случаях	1	1
379	за основную	1	1
380	вообще но	1	1
381	ничего нового	1	1
382	и другое	1	1
383	меня не	1	1
384	тогда когда	9	1
385	было не	1	1
386	которого он	1	1
387	первая половина	1	1
388	но только	2	1
389	он с	1	1
390	каждый из	1	1
391	что ни	2	1
392	в разных	2	1
393	жизни не	3	1
394	в противоречие	1	1
395	с одним	1	1
396	же после	1	1
397	глядя на	2	1
398	это слово	4	1
399	потому что	46	1
400	связи с	2	1
401	тому кто	1	1
402	рядов в	1	1
403	и речь	1	1
404	с другом	1	1
405	языка в	5	1
406	и далее	1	1
407	мысли так	2	1
408	одно и	5	1
409	начиная с	1	1
410	встречается в	1	1
411	его за	1	1
412	отличается от	1	1
413	же самое	1	1
414	указывает на	6	1
415	анализа в	1	1
416	он видит	1	1
417	другие но	1	1
418	что при	3	1
419	отказаться от	2	1
420	говоря словами	1	1
421	для себя	3	1
422	и о	2	1
423	и тогда	3	1
424	значения и	1	1
425	в виду	1	1
426	свою очередь	3	1
427	в ее	2	1
428	целого если	1	1
429	только то	1	1
430	по способу	1	1
431	в совершенно	1	1
432	с первым	1	1
433	в образе	3	1
434	из одного	1	1
435	нас и	1	1
436	даже из	1	1
437	впрочем совершенно	1	1
438	и здесь	1	1
439	двери и	1	1
440	мы могли	1	1
441	и трижды	1	1
442	но мы	2	1
443	и что	10	1
444	с постоянным	1	1
445	все его	1	1
446	а напротив	2	1
447	нас а	1	1
448	в которую	1	1
449	места и	1	1
450	к нему	3	1
451	с его	1	1
452	восприятии и	1	1
453	или иначе	1	1
454	от них	2	1
455	не следствие	1	1
456	себя от	2	1
457	различных по	1	1
458	непосредственно в	1	1
459	них в	1	1
460	в художественной	1	1
461	на словах	1	1
462	есть вне	1	1
463	что здесь	1	1
464	мы видим	2	1
465	тот же	1	1
466	и представляет	1	1
467	внутреннее единство	2	1
468	а тем	2	1
469	в какой	2	1
470	и после	2	1
471	который в	1	1
472	между этими	1	1
473	и ее	1	1
474	не мешает	1	1
475	человека с	1	1
476	же и	3	1
477	носит в	1	1
478	уже в	5	1
479	то и	6	1
480	в начале	3	1
481	принадлежащих к	1	1
482	как кажется	1	1
483	его и	1	1
484	за ним	3	1
485	к соединению	1	1
486	пока не	1	1
487	представить себе	3	1
488	слова в	7	1
489	сами по	1	1
490	так как	13	1
491	к ответу	1	1
492	к ним	1	1
493	себе и	1	1
494	как его	1	1
495	на меня	1	1
496	не говорит	1	1
497	другой и	2	1
498	когда бы	1	1
499	к самому	1	1
500	бы ничего	1	1
501	даже не	1	1
502	нам не	1	1
503	как у	1	1
504	на ее	1	1
505	как субъект	2	1
506	нельзя сказать	3	1
507	каждом отдельном	1	1
508	миру и	1	1
509	я был	1	1
510	в свою	3	1
511	которая на	1	1
512	может показаться	1	1
513	еще и	1	1
514	с судьбою	1	1
515	себя и	4	1
516	противном случае	1	1
517	у меня	2	1
518	и нередко	1	1
519	принадлежит не	1	1
520	непосредственно к	1	1
521	не означает	1	1
522	зависит от	6	1
523	то эти	1	1
524	было для	1	1
525	что хотя	2	1
526	в ряду	3	1
527	или с	2	1
528	произведения искусства	2	1
529	душевной жизни	6	1
530	прямо на	1	1
531	если не	4	1
532	оно ни	2	1
533	было в	1	1
534	но оно	6	1
535	такой степени	2	1
536	художественное значение	1	1
537	эти слова	2	1
538	еще очевиднее	1	1
539	других вновь	1	1
540	смысл что	1	1
541	и потому	4	1
542	над другими	1	1
543	который мы	1	1
544	части речи	1	1
545	самого себя	3	1
546	или менее	3	1
547	для человека	4	1
548	таких условиях	1	1
549	стороны и	1	1
550	да и	1	1
551	указание на	2	1
552	анализ может	1	1
553	друг с	1	1
554	я с	1	1
555	исходя из	1	1
556	принять и	2	1
557	и какое	1	1
558	том смысле	3	1
559	и там	1	1
560	что же	2	1
561	с этой	2	1
562	к понятию	1	1
563	не вносит	1	1
564	слова и	5	1
565	еще раз	2	1
566	что сознание	1	1
567	на которой	3	1
568	только для	1	1
569	и действия	2	1
570	между прочим	1	1
571	получает от	1	1
572	перед нами	2	1
573	случае он	1	1
574	не является	1	1
575	и сама	1	1
576	наоборот в	1	1
577	прежде чем	2	1
578	как на	5	1
579	его не	1	1
580	а все	1	1
581	человек и	1	1
582	например не	2	1
583	для нас	20	1
584	от него	2	1
585	по одной	1	1
586	или нет	1	1
587	тем более	4	1
588	и как	5	1
589	мы должны	4	1
590	с высоты	1	1
591	но это	6	1
592	только что	8	1
593	все остальные	3	1
594	однако на	1	1
595	же в	2	1
596	мысли о	2	1
597	отношении к	2	1
598	в системе	2	1
599	к ее	1	1
600	еще ничего	1	1
601	может и	1	1
602	слово в	4	1
603	быть признано	1	1
604	по одному	1	1
605	в свое	2	1
606	есть то	2	1
607	на это	4	1
608	и б	1	1
609	ее в	1	1
610	это в	2	1
611	следует сказать	1	1
612	точно так	12	1
613	из многих	2	1
614	смысле что	1	1
