N	2gram	Propp_Isto_7	slovoVRo
229	и тем	2	2
230	так что	3	2
231	связи с	3	2
232	уже не	2	2
233	и у	2	2
234	только на	2	2
235	в виде	1	2
236	или даже	2	2
237	вводится в	1	2
238	характерно что	2	2
239	для того	1	2
240	в другой	3	2
241	до сих	2	2
242	а с	1	2
243	на которые	1	2
244	а на	1	2
245	связь с	2	2
246	в частности	1	2
247	эти слова	1	2
248	так же	6	2
249	его как	1	2
250	не видят	2	2
251	для понимания	1	2
252	должно быть	1	2
253	этом случае	1	2
254	в условиях	1	2
255	ибо он	1	2
256	одна из	7	2
257	тем и	1	2
258	и другим	1	2
259	потому что	9	2
260	ни было	1	2
261	с ней	3	2
262	сказать что	2	2
263	и эта	2	2
264	к этому	2	2
265	только он	1	1
266	как известно	1	1
267	как игра	1	1
268	упор на	1	1
269	не остается	1	1
270	но этим	1	1
271	бы для	1	1
272	и есть	1	1
273	чего не	1	1
274	из самых	2	1
275	из его	1	1
276	не имеют	2	1
277	его не	2	1
278	тридевять земель	5	1
279	в несколько	1	1
280	героя на	1	1
281	для своего	1	1
282	мы имеем	12	1
283	или наоборот	1	1
284	могут также	1	1
285	что уже	1	1
286	иногда прямо	1	1
287	приводят к	1	1
288	но она	1	1
289	в некотором	1	1
290	случае в	1	1
291	и он	3	1
292	собой в	1	1
293	он был	1	1
294	бы то	1	1
295	которое он	1	1
296	этим не	2	1
297	без всякого	2	1
298	не исчерпываются	1	1
299	остался вне	1	1
300	а только	1	1
301	силы и	1	1
302	не входит	1	1
303	свою жизнь	1	1
304	не все	3	1
305	иногда и	1	1
306	в свои	1	1
307	один и	1	1
308	которые не	2	1
309	из комнаты	1	1
310	в одной	2	1
311	его на	2	1
312	по которому	2	1
313	стороны и	2	1
314	на анализе	1	1
315	что по	2	1
316	в действительности	2	1
317	и свою	1	1
318	в герое	3	1
319	в этот	1	1
320	где все	1	1
321	к другому	1	1
322	имеем в	5	1
323	он наконец	1	1
324	в этой	1	1
325	и тот	2	1
326	к выделению	1	1
327	на то	3	1
328	и если	3	1
329	в чужую	2	1
330	что она	5	1
331	от которого	1	1
332	и задачи	1	1
333	за тридевять	5	1
334	него есть	2	1
335	есть еще	2	1
336	и было	1	1
337	не исчерпывают	1	1
338	поэтому оно	1	1
339	в комнату	1	1
340	в нее	1	1
341	то ни	1	1
342	в состоянии	4	1
343	не дает	1	1
344	них не	1	1
345	этих форм	1	1
346	есть не	1	1
347	очень глубокие	1	1
348	чаще всего	3	1
349	в жизни	1	1
350	в ином	12	1
351	ни в	2	1
352	но уже	1	1
353	сознании людей	1	1
354	о которых	1	1
355	ни одной	1	1
356	гл iv	1	1
357	этого не	2	1
358	и уже	1	1
359	и вне	1	1
360	мы видели	7	1
361	становятся в	1	1
362	на этот	2	1
363	в один	2	1
364	и становится	3	1
365	но если	1	1
366	от своего	1	1
367	как все	1	1
368	наших дней	1	1
369	и без	1	1
370	не столько	3	1
371	в которых	1	1
372	могла бы	1	1
373	может сделать	1	1
374	которой они	2	1
375	тем не	4	1
376	и более	1	1
377	только те	1	1
378	предмете здесь	1	1
379	же мы	1	1
380	то с	1	1
381	мира он	1	1
382	не менее	5	1
383	вне поля	1	1
384	мышления и	1	1
385	ее с	1	1
386	которого он	1	1
387	внести в	1	1
388	людям и	1	1
389	дело в	1	1
390	в самой	1	1
391	показывает как	3	1
392	видим что	3	1
393	во всем	2	1
394	вот что	1	1
395	же он	1	1
396	к той	1	1
397	не от	2	1
398	очень часто	1	1
399	и вступает	2	1
400	его за	2	1
401	отличается от	2	1
402	всего в	1	1
403	пользуется и	1	1
404	его с	1	1
405	от последней	1	1
406	он создает	1	1
407	должен быть	1	1
408	и это	2	1
409	может создать	1	1
410	же не	1	1
411	для всего	1	1
412	их та	1	1
413	и исторически	2	1
414	и которые	1	1
415	того и	1	1
416	на которую	1	1
417	и широкое	1	1
418	котором можно	1	1
419	если бы	1	1
420	для этого	1	1
421	со стороны	2	1
422	связанная с	1	1
423	находится в	1	1
424	все дело	2	1
425	сводится к	1	1
426	и что	10	1
427	находятся в	1	1
428	она всегда	1	1
429	в которое	1	1
430	в различных	3	1
431	в собственность	1	1
432	два типа	1	1
433	что и	8	1
434	только такие	1	1
435	именно такое	2	1
436	и только	1	1
437	которые он	1	1
438	а его	3	1
439	и она	3	1
440	его тем	1	1
441	в литературе	2	1
442	тот же	2	1
443	дело с	1	1
444	вступить в	1	1
445	которых они	1	1
446	те которые	1	1
447	и так	2	1
448	до наших	1	1
449	из которого	1	1
450	и они	1	1
451	в начале	1	1
452	ни с	2	1
453	него нет	1	1
454	сам он	2	1
455	и их	1	1
456	в первый	1	1
457	здесь перед	1	1
458	у нее	2	1
459	среди которых	1	1
460	к ним	2	1
461	но что	1	1
462	не просто	2	1
463	от того	1	1
464	в форме	2	1
465	др все	1	1
466	эти две	1	1
467	в ряде	1	1
468	поля зрения	1	1
469	что не	2	1
470	только по	1	1
471	на смену	1	1
472	них и	1	1
473	то и	4	1
474	был в	2	1
475	ничем не	2	1
476	и самый	1	1
477	сюда не	1	1
478	у героя	2	1
479	о чем	1	1
480	когда она	2	1
481	торжественных случаях	1	1
482	что мы	3	1
483	и ему	1	1
484	в руках	2	1
485	почву для	1	1
486	вступает в	3	1
487	вместе с	7	1
488	до этого	1	1
489	героя по	1	1
490	в иных	1	1
491	не существенно	1	1
492	совершенно иными	1	1
493	вокруг себя	1	1
494	образом на	1	1
495	мы коснулись	1	1
496	и нет	2	1
497	часто совпадают	1	1
498	стороны эти	1	1
499	но это	3	1
500	новые и	2	1
501	между прочим	3	1
502	о мире	1	1
503	но с	1	1
504	очень далеко	1	1
505	та часть	1	1
506	тем более	2	1
507	от них	1	1
508	от него	3	1
509	для его	1	1
510	развития этого	1	1
511	же в	1	1
512	чтобы самому	1	1
513	первый раз	1	1
514	героя и	5	1
515	различных формах	1	1
516	не знает	1	1
517	только как	1	1
518	от всех	2	1
519	есть и	4	1
520	та же	2	1
521	в какой	1	1
522	жизни и	1	1
523	играют в	1	1
524	и другие	9	1
525	героя как	1	1
526	им и	1	1
527	как на	1	1
528	в таком	1	1
529	все что	1	1
530	этой точки	3	1
531	они не	2	1
