N	2gram	Bakhtin_fo_1	Komedia
467	с ним	2	1
468	выводу что	1	1
469	с человеком	1	1
470	покончить с	1	1
471	в порядке	3	1
472	а также	2	1
473	зрения на	1	1
474	внимание на	1	1
475	за пределами	1	1
476	судьбы здесь	2	1
477	его жизни	8	1
478	все его	3	1
479	начале xx	1	1
480	нас в	3	1
481	служит для	1	1
482	и были	2	1
483	от них	1	1
484	но нет	1	1
485	обычно на	1	1
486	во всей	3	1
487	и ни	1	1
488	в браке	2	1
489	и следовательно	4	1
490	не зная	2	1
491	в литературе	16	1
492	по своей	1	1
493	полном виде	1	1
494	этого ряда	3	1
495	на римской	1	1
496	всякого рода	2	1
497	мы видим	3	1
498	речи о	1	1
499	что даже	1	1
500	пор не	1	1
501	очень много	1	1
502	то он	1	1
503	приходят в	1	1
504	по этому	1	1
505	типов но	1	1
506	человека с	1	1
507	игру случая	1	1
508	сцене с	1	1
509	быта в	1	1
510	конечно не	4	1
511	в большинстве	1	1
512	только на	3	1
513	и они	1	1
514	то и	1	1
515	ни одного	1	1
516	этого понятия	1	1
517	чем они	1	1
518	римской почве	1	1
519	основе его	1	1
520	от других	1	1
521	этому вопросу	1	1
522	в большой	1	1
523	он имеет	1	1
524	мир в	2	1
525	для него	2	1
526	могло бы	1	1
527	как их	1	1
528	не о	2	1
529	как его	1	1
530	как раз	13	1
531	связи в	1	1
532	ее на	1	1
533	время на	1	1
534	протяжении всего	1	1
535	само собой	2	1
536	о которых	1	1
537	значительную роль	1	1
538	где в	1	1
539	были бы	1	1
540	которые как	1	1
541	чувствует себя	2	1
542	у повара	1	1
543	и даже	2	1
544	на второй	1	1
545	или иной	2	1
546	время этой	1	1
547	на ее	1	1
548	построенные по	1	1
549	не обязательно	2	1
550	ряд с	1	1
551	собой разумеется	2	1
552	человеческую жизнь	2	1
553	на которые	1	1
554	относящихся к	1	1
555	что не	3	1
556	говорит о	1	1
557	к более	1	1
558	противоречие между	1	1
559	к человеку	1	1
560	у нас	1	1
561	не делает	1	1
562	до конца	4	1
563	и самый	1	1
564	не на	1	1
565	а не	3	1
566	изображения в	1	1
567	находились в	1	1
568	одну из	1	1
569	к бытовой	1	1
570	время находились	1	1
571	там где	2	1
572	самого начала	2	1
573	лишь только	1	1
574	в государственных	1	1
575	жизнь в	2	1
576	становится ясным	1	1
577	брак к	1	1
578	всего этого	2	1
579	с помощью	2	1
580	свою очередь	1	1
581	этой же	1	1
582	играть роль	1	1
583	удары судьбы	1	1
584	времени а	1	1
585	как человек	4	1
586	к своему	2	1
587	их то	1	1
588	однако эти	1	1
589	второй план	1	1
590	именно в	3	1
591	по существу	12	1
592	в остальном	1	1
593	в делах	1	1
594	на дорогу	1	1
595	историческая действительность	2	1
596	общественной жизни	1	1
597	времени к	1	1
598	которые были	1	1
599	ближе к	1	1
600	в более	2	1
601	в одно	3	1
602	это уже	1	1
603	сюжета и	2	1
604	всего они	1	1
605	случаях когда	1	1
606	не похож	1	1
607	ее содержания	1	1
608	к будущему	1	1
609	опубликовать в	1	1
610	себя на	1	1
611	происходит их	1	1
612	в результате	6	1
613	или другой	1	1
614	огромную роль	1	1
615	тем более	1	1
616	и как	10	1
617	разной степени	1	1
618	находим в	1	1
619	в дом	2	1
620	века мы	1	1
621	в искусстве	1	1
622	обширный материал	1	1
623	все более	1	1
624	но всегда	1	1
625	человека не	1	1
626	на фоне	3	1
627	с людьми	1	1
628	нет ничего	4	1
629	между ними	3	1
630	героя и	7	1
631	не знает	3	1
632	сказать что	3	1
633	была бы	2	1
634	равно как	2	1
635	в свою	2	1
636	того на	1	1
637	забывать что	1	1
638	всех других	1	1
639	в последнем	1	1
640	бы его	1	1
641	же все	1	1
642	люди и	1	1
643	и эта	2	1
644	так же	6	1
