N	2gram	Bakhtin_Fr_3	VeschiIm
184	мы видим	5	3
185	что он	2	3
186	но как	2	3
187	только на	4	3
188	мы находим	3	3
189	в одном	7	3
190	отношение к	8	3
191	даже и	2	3
192	никогда не	1	3
193	вместе с	3	3
194	в той	6	3
195	тому как	1	3
196	да и	1	3
197	это может	1	3
198	хотя бы	2	3
199	от этого	1	2
200	как это	1	2
201	переход от	2	2
202	тем же	2	2
203	в первом	1	2
204	из его	1	2
205	поэтому и	3	2
206	мы уже	13	2
207	той же	8	2
208	как мы	10	2
209	с но	1	2
210	конечно и	1	2
211	мы ее	1	2
212	быть понято	1	2
213	мысли и	1	2
214	на их	2	2
215	и всякий	1	2
216	себе и	1	2
217	тут же	2	2
218	как в	3	2
219	когда он	1	2
220	и понимания	2	2
221	что на	1	2
222	образом и	1	2
223	выражение в	2	2
224	но ведь	3	2
225	если он	1	2
226	и если	2	2
227	он не	9	2
228	для того	3	2
229	душу и	1	2
230	и вот	2	2
231	и этот	2	2
232	но все	3	2
233	а затем	1	2
234	об этом	3	2
235	на все	1	2
236	то есть	18	2
237	и тем	1	2
238	ни в	4	2
239	все равно	1	2
240	и уже	1	2
241	бы к	1	2
242	жизнь и	1	2
243	понимания и	1	2
244	и эти	1	2
245	для нее	1	2
246	тому что	1	2
247	суждения о	1	2
248	но они	1	2
249	дело в	2	2
250	и сама	2	2
251	но только	1	2
252	в разных	2	2
253	как она	1	2
254	тех или	1	2
255	и его	17	2
256	это уже	1	2
257	ли вы	1	2
258	оно может	1	2
259	данном случае	2	2
260	в в	1	2
261	говорили что	1	2
262	не с	1	2
263	том как	1	2
264	в виду	7	2
265	никак не	3	2
266	основе своей	2	2
267	и во	4	2
268	это было	1	2
269	заключается в	1	2
270	во втором	1	2
271	еще более	4	2
272	обе эти	1	2
273	что только	1	2
274	об их	2	2
275	в качестве	1	2
276	как нечто	2	2
277	на такой	2	2
278	и они	2	2
279	только к	1	2
280	же они	1	2
281	в особенности	5	2
282	превращается в	1	2
283	них и	1	2
284	в подлинном	2	2
285	ничем не	1	2
286	о чем	2	2
287	но оно	1	2
288	в частности	3	2
289	мы говорили	1	2
290	в первой	2	2
291	смысл в	2	2
292	это выражение	1	2
293	кроме того	3	2
294	в более	3	2
295	но именно	3	2
296	ни к	1	2
297	и необходимо	2	2
298	первом случае	1	2
299	в своих	5	2
300	так же	1	2
301	во всяком	1	2
302	если вы	1	1
303	ли мы	1	1
304	с с	1	1
305	связана с	2	1
306	и какова	1	1
307	от самого	1	1
308	из самых	2	1
309	не хочет	1	1
310	по преимуществу	2	1
311	исходит из	1	1
312	оно было	1	1
313	все те	1	1
314	с таким	1	1
315	и абсолютное	1	1
316	в которой	2	1
317	что уже	1	1
318	на эти	1	1
319	основания и	1	1
320	вместо того	1	1
321	жизни как	1	1
322	они носят	1	1
323	уже в	2	1
324	наконец необходимо	1	1
325	и самого	1	1
326	в xix	1	1
327	на другом	1	1
328	и на	8	1
329	между собой	1	1
330	первый план	1	1
331	это действительно	1	1
332	именно для	1	1
333	всего этого	1	1
334	с его	3	1
335	в общем	1	1
336	и правда	1	1
337	отличие от	3	1
338	в истории	4	1
339	эта связь	1	1
340	и выражения	1	1
341	перед нами	1	1
342	и где	1	1
343	и к	3	1
344	что этим	1	1
345	знанием и	1	1
346	все эти	8	1
347	различия и	1	1
348	в этой	3	1
349	раз в	2	1
350	как он	2	1
351	но на	1	1
352	жесты и	1	1
353	не могла	1	1
354	главным образом	1	1
355	при этом	3	1
356	силой и	1	1
357	него существенные	1	1
358	и еще	2	1
359	он должен	1	1
360	к одному	1	1
361	не к	2	1
362	не как	1	1
363	том чтобы	1	1
364	какой бы	2	1
365	одной и	2	1
366	их из	1	1
367	и по	1	1
368	всех своих	1	1
369	или иных	1	1
370	это конечно	1	1
371	и ей	1	1
372	какое же	1	1
373	они должны	1	1
374	есть все	1	1
375	который и	1	1
376	форму и	2	1
377	в это	1	1
378	во многом	1	1
379	в них	9	1
380	далеко не	2	1
381	не всегда	1	1
382	переходим к	1	1
383	он и	7	1
384	она была	1	1
385	но почему	1	1
386	со всей	1	1
387	на первый	1	1
388	имен и	1	1
389	этом случае	1	1
390	конечно между	1	1
391	понимания мы	1	1
392	уж и	1	1
393	реализма и	2	1
394	нас не	1	1
395	именно и	1	1
396	уже к	2	1
397	в котором	2	1
398	ту сторону	1	1
399	представление о	2	1
400	то его	1	1
401	в отличие	3	1
402	от его	1	1
403	и разум	1	1
404	и этой	1	1
405	поэтому в	2	1
406	но эта	1	1
407	втором случае	1	1
408	что было	2	1
409	к нашему	1	1
410	тем самым	1	1
411	не могли	1	1
412	уже сказали	1	1
413	даже в	4	1
414	случае мы	1	1
415	сам он	1	1
416	и очень	2	1
417	чтобы это	1	1
418	раз и	1	1
419	особым образом	1	1
420	книги или	1	1
421	что эта	1	1
422	имеет свое	1	1
423	от нас	1	1
424	всего себя	1	1
425	дело не	3	1
426	не имеет	1	1
427	было не	1	1
428	о них	1	1
429	больше чем	2	1
430	под этим	1	1
431	всего на	1	1
432	то явление	1	1
433	видим что	1	1
434	по своей	1	1
435	xix веке	1	1
436	так называемый	1	1
437	эти три	1	1
438	до того	2	1
439	уже и	1	1
440	за ними	1	1
441	как всякое	1	1
442	не могут	1	1
443	но также	1	1
444	для обозначения	1	1
445	отказаться от	1	1
446	единым и	1	1
447	всегда в	1	1
448	существует только	1	1
449	в применении	1	1
450	специально к	1	1
451	им в	1	1
452	вы не	4	1
453	нас от	1	1
454	в конце	3	1
455	она понимает	1	1
456	ведь они	1	1
457	на основе	2	1
458	теперь что	1	1
459	с каким	1	1
460	и от	3	1
461	как по	1	1
462	и внутреннее	1	1
463	только не	1	1
464	для последовательного	1	1
465	с самого	1	1
466	в пределах	1	1
467	дано в	1	1
468	смысле но	1	1
469	на том	1	1
470	в другом	3	1
471	на нее	1	1
472	а этот	1	1
473	это вовсе	2	1
474	здесь как	1	1
475	к самой	1	1
476	такое понимание	1	1
477	именно этот	1	1
478	но никак	1	1
479	имеется в	1	1
480	место но	1	1
481	он остается	1	1
482	или иной	2	1
483	все дело	1	1
484	о нем	3	1
485	не был	2	1
486	говорит об	2	1
487	за пределами	1	1
488	таким же	1	1
489	его своим	1	1
490	на что	1	1
491	а также	4	1
492	нас в	2	1
493	нет это	1	1
494	к истине	1	1
495	связь между	3	1
496	язык и	2	1
497	от них	1	1
498	и вещей	2	1
499	нуждается в	3	1
500	на одном	1	1
501	не надо	1	1
502	но конечно	2	1
503	что бы	1	1
504	а именно	1	1
505	на отдельные	1	1
506	существенно и	1	1
507	что здесь	1	1
508	одного из	2	1
509	было это	1	1
510	которое мы	1	1
511	и так	2	1
512	не было	5	1
513	теперь в	1	1
514	самое содержание	1	1
515	с одной	1	1
516	для всех	1	1
517	конечно не	2	1
518	и у	2	1
519	получили в	1	1
520	в виде	1	1
521	в начале	3	1
522	свидетельствует о	2	1
523	потому в	1	1
524	этом в	1	1
525	на части	1	1
526	всяком случае	1	1
527	и также	1	1
528	слова в	2	1
529	форм но	1	1
530	вовсе не	12	1
531	к первой	1	1
532	как его	2	1
533	у него	8	1
534	них мы	1	1
535	с искусством	1	1
536	и вместе	1	1
537	ее на	1	1
538	в других	3	1
539	но из	1	1
540	и первая	1	1
541	до сих	4	1
542	и прежде	3	1
543	мы еще	6	1
544	говорит о	1	1
545	те кто	1	1
546	с большей	1	1
547	и самый	1	1
548	так это	1	1
549	жизнь в	3	1
550	и она	1	1
551	границы между	1	1
552	это чрезвычайно	1	1
553	мало и	1	1
554	не сразу	1	1
555	из которых	1	1
556	какова природа	1	1
557	полной ясностью	1	1
558	мне на	1	1
559	он говорит	6	1
560	если на	1	1
561	смысле этого	1	1
562	применении к	1	1
563	метода и	1	1
564	не имеющая	1	1
565	из этой	2	1
566	в состоянии	2	1
567	и душу	2	1
568	и жизнь	1	1
569	вес и	1	1
570	указанием на	1	1
571	поэтому когда	1	1
572	этого слова	2	1
573	слова и	2	1
574	в любом	1	1
575	сих пор	4	1
576	но для	1	1
577	также нечто	1	1
578	позитивизма в	1	1
579	этот образ	7	1
580	очень интересный	1	1
581	или эти	1	1
582	и человек	1	1
583	или в	1	1
584	имеет дело	1	1
585	о котором	1	1
586	ее и	1	1
587	вообще в	1	1
588	как явление	1	1
589	также не	1	1
590	хотя в	2	1
591	только нечто	1	1
592	в целях	1	1
593	к самому	1	1
594	одной из	2	1
595	к какому	1	1
596	слово в	3	1
597	то понимание	2	1
598	другой стороны	1	1
599	дело с	1	1
600	это положение	1	1
601	религии и	1	1
602	мы увидим	2	1
603	из этого	2	1
604	из своей	1	1
605	к этой	3	1
606	с прочими	1	1
607	к этому	6	1
608	думать что	2	1
609	в таком	1	1
610	они не	3	1
611	гораздо более	1	1
