N	2gram	Medvedev_V_1	FransuaR
271	в последнем	2	2
272	одновременно и	1	2
273	отношению к	7	2
274	и другие	1	2
275	это в	1	2
276	новое время	1	1
277	этого положения	2	1
278	говоря о	1	1
279	и т	23	1
280	с жизнью	1	1
281	художественного произведения	6	1
282	это делает	3	1
283	вряд ли	1	1
284	этого мира	1	1
285	из его	3	1
286	др в	3	1
287	все те	1	1
288	особенно часто	1	1
289	в несколько	1	1
290	им самим	1	1
291	мы имеем	3	1
292	или наоборот	1	1
293	из идеи	1	1
294	с более	2	1
295	на эти	2	1
296	почти все	1	1
297	но даже	3	1
298	эти термины	1	1
299	подчеркнуть что	2	1
300	и он	2	1
301	к общему	1	1
302	на другом	1	1
303	между собой	1	1
304	бы еще	2	1
305	свои произведения	2	1
306	это имеет	1	1
307	видели что	3	1
308	в общем	2	1
309	оно является	2	1
310	нет и	3	1
311	что они	3	1
312	образов но	1	1
313	относится к	2	1
314	интересно сопоставить	1	1
315	необходимо и	2	1
316	встречается не	1	1
317	что во	1	1
318	в художественном	10	1
319	некоторых писателей	1	1
320	определяется как	1	1
321	перед нами	4	1
322	когда он	3	1
323	сознания в	1	1
324	говорит что	1	1
325	не являются	1	1
326	правды это	1	1
327	что этим	1	1
328	тон и	1	1
329	но ее	1	1
330	и сравнений	1	1
331	данные в	1	1
332	бы и	6	1
333	за это	1	1
334	сущности и	1	1
335	в известном	1	1
336	к религии	1	1
337	творчество и	1	1
338	этого образа	1	1
339	имеем в	1	1
340	если он	1	1
341	но на	1	1
342	все они	2	1
343	по словам	8	1
344	этом свидетельствует	1	1
345	художественном образе	1	1
346	популярных в	1	1
347	всем своем	1	1
348	что должно	1	1
349	не как	1	1
350	том чтобы	2	1
351	нескольких вариантах	1	1
352	подобно тому	2	1
353	что ни	2	1
354	что может	1	1
355	и по	3	1
356	в образе	2	1
357	так например	2	1
358	я бы	2	1
359	очень богатой	1	1
360	а затем	2	1
361	и ей	1	1
362	главным образом	7	1
363	самого автора	1	1
364	связанных с	1	1
365	xvi в	1	1
366	а как	2	1
367	его в	3	1
368	это было	1	1
369	заключается в	2	1
370	с другими	2	1
371	и отдельные	2	1
372	это одна	1	1
373	моменты в	1	1
374	например с	1	1
375	смерть и	1	1
376	процессом в	1	1
377	системе образов	1	1
378	для них	1	1
379	это положение	1	1
380	и характера	1	1
381	как об	2	1
382	этого не	1	1
383	с тем	3	1
384	силой и	1	1
385	несмотря на	1	1
386	значит не	1	1
387	задача эта	2	1
388	должно быть	2	1
389	данте и	1	1
390	восприятия и	2	1
391	и при	5	1
392	и их	3	1
393	или точнее	1	1
394	знаем что	2	1
395	от его	2	1
396	он отмечает	1	1
397	образом и	1	1
398	которые в	2	1
399	не в	6	1
400	друг другу	1	1
401	и эти	1	1
402	что этот	1	1
403	следующих словах	1	1
404	как видим	8	1
405	по себе	2	1
406	мы встречаемся	1	1
407	это особенно	2	1
408	тому что	6	1
409	необходимо учитывать	1	1
410	роль играют	1	1
411	о значении	1	1
412	них не	4	1
413	с теми	1	1
414	самого начала	1	1
415	этими двумя	1	1
416	эти формы	1	1
417	на себе	1	1
418	весь роман	1	1
419	но только	1	1
420	только не	2	1
421	они всегда	1	1
422	никогда не	4	1
423	судя по	1	1
424	а для	2	1
425	на язык	2	1
426	и весь	2	1
427	что их	1	1
428	в стороне	1	1
429	как будто	1	1
430	что на	1	1
431	художественную форму	2	1
432	одно и	1	1
433	чрезвычайно важно	1	1
434	наконец в	1	1
435	отличается от	2	1
436	что оно	3	1
437	произведения которое	1	1
438	бы он	1	1
439	вероятно в	1	1
440	его редакцией	1	1
441	и порождает	1	1
442	в применении	1	1
443	оно может	1	1
444	образы и	5	1
445	основываясь на	2	1
446	свою очередь	1	1
447	значительной мере	3	1
448	связи со	1	1
449	в в	1	1
450	может только	1	1
451	это с	1	1
452	только то	2	1
453	в пределах	5	1
454	и образа	1	1
455	они должны	2	1
456	для творчества	1	1
457	примеров можно	2	1
458	нам предстоит	1	1
459	нельзя не	1	1
460	чего он	1	1
461	в нескольких	1	1
462	было в	2	1
463	каждого из	1	1
464	в плоскости	1	1
465	нет места	1	1
466	том как	3	1
467	жизнь и	1	1
468	мы в	1	1
469	понятно что	1	1
470	громадное значение	1	1
471	с ним	1	1
472	произведения как	5	1
473	другом месте	2	1
474	внимание на	1	1
475	и что	1	1
476	др и	1	1
477	все его	2	1
478	деятельность в	1	1
479	изучение его	1	1
480	нет это	1	1
481	что эта	1	1
482	к истине	1	1
483	ему же	1	1
484	от них	2	1
485	работа по	1	1
486	на одном	1	1
487	подлежит сомнению	1	1
488	отметить что	2	1
489	вообще и	2	1
490	всего этого	1	1
491	в него	1	1
492	говорит в	3	1
493	видим что	1	1
494	на почве	1	1
495	того что	3	1
496	наконец и	1	1
497	быть и	1	1
498	порядка и	1	1
499	и образы	3	1
500	обе эти	1	1
501	стиль в	1	1
502	согласиться с	1	1
503	дело с	1	1
504	что даже	2	1
505	не имеет	1	1
506	эти утверждения	1	1
507	между этими	1	1
508	сопоставить эти	1	1
509	образ как	1	1
510	с одной	2	1
511	в качестве	11	1
512	что часто	1	1
513	к какому	1	1
514	образы не	1	1
515	в новое	1	1
516	системы образов	1	1
517	в виде	1	1
518	слова не	1	1
519	характерно что	1	1
520	следует что	1	1
521	роль и	1	1
522	всяком случае	1	1
523	ведь это	1	1
524	ними нет	1	1
525	не для	1	1
526	художника и	7	1
527	образы его	1	1
528	но что	1	1
529	много и	1	1
530	каждый из	1	1
531	широко и	1	1
532	бы все	1	1
533	нее не	1	1
534	чрезвычайно характерное	1	1
535	и вместе	1	1
536	образы в	1	1
537	эти явления	2	1
538	из приведенных	3	1
539	были бы	1	1
540	к двум	1	1
541	точном смысле	2	1
542	без всякой	1	1
543	для художника	5	1
544	выражение только	1	1
545	что пишет	2	1
546	и из	1	1
547	для правильного	1	1
548	последнем счете	1	1
549	а именно	1	1
550	что тот	1	1
551	места из	1	1
552	полнее и	1	1
553	как же	1	1
554	показывает что	1	1
555	что не	3	1
556	в живом	1	1
557	марта года	2	1
558	говорит о	7	1
559	с очень	1	1
560	к более	1	1
561	и самый	1	1
562	связано с	1	1
563	них и	1	1
564	их можно	1	1
565	мир а	1	1
566	с большей	1	1
567	отдельный образ	1	1
568	подобного рода	1	1
569	отнюдь не	3	1
570	не всегда	1	1
571	мира в	1	1
572	в творчестве	3	1
573	его внимание	1	1
574	так же	3	1
575	и особенно	1	1
576	как это	12	1
577	некоторые из	3	1
578	из форм	1	1
579	относятся к	1	1
580	имеются в	1	1
581	что вам	1	1
582	из которых	2	1
583	в любой	1	1
584	не могут	7	1
585	эти образы	1	1
586	применении к	1	1
587	тому как	2	1
588	это его	1	1
589	да и	1	1
590	эта в	1	1
591	пародия на	2	1
592	всего может	1	1
593	персонажей в	1	1
594	материал для	1	1
595	в художественную	1	1
596	характер этой	1	1
597	вот что	9	1
598	места и	1	1
599	но для	2	1
600	из эпохи	1	1
601	становится понятным	1	1
602	жорж санд	4	1
603	в точном	2	1
604	или в	3	1
605	такое понимание	2	1
606	в результате	5	1
607	мира и	3	1
608	и музыкальный	1	1
609	о котором	1	1
610	это как	1	1
611	работы над	5	1
612	его поведение	1	1
613	ее и	1	1
614	у некоторых	2	1
615	моментом в	1	1
616	своих произведений	1	1
617	для его	4	1
618	и умирающего	1	1
619	у которого	1	1
620	ни к	1	1
621	будто бы	2	1
622	же в	6	1
623	и обобщения	2	1
624	отрыве от	1	1
625	себе и	2	1
626	в целях	2	1
627	пор не	1	1
628	лишь те	1	1
629	с ними	4	1
630	в свою	1	1
631	другой стороны	8	1
632	словесном творчестве	1	1
633	в живописи	1	1
634	забывать что	1	1
635	религии и	1	1
636	огромное значение	1	1
637	заметить что	1	1
638	ее в	4	1
639	от которой	1	1
640	как на	3	1
641	в таком	1	1
642	во всяком	1	1
643	своей работы	1	1
