N	2gram	Tiupa_Anal_3	Morfolog
407	который в	3	1
408	у тебя	1	1
409	литературе и	1	1
410	все они	2	1
411	в предисловии	1	1
412	со всеми	2	1
413	есть в	1	1
414	это остается	1	1
415	и у	1	1
416	действующего лица	2	1
417	что не	3	1
418	каким образом	1	1
419	их как	1	1
420	а и	4	1
421	всяком случае	2	1
422	они хотят	1	1
423	в одном	4	1
424	у него	1	1
425	и никогда	1	1
426	между прочим	1	1
427	это по	2	1
428	лишь один	1	1
429	не носит	1	1
430	не противоречит	1	1
431	он же	1	1
432	были бы	3	1
433	существенным для	1	1
434	и даже	8	1
435	со стороны	9	1
436	или иной	5	1
437	или а	1	1
438	до сих	1	1
439	может и	1	1
440	именно в	3	1
441	а именно	1	1
442	эти две	1	1
443	я был	1	1
444	еще и	3	1
445	однако что	4	1
446	что им	1	1
447	что обусловлено	1	1
448	до этого	1	1
449	по тем	1	1
450	к первому	2	1
451	ей не	1	1
452	на этот	1	1
453	она является	1	1
454	что несмотря	2	1
455	о чем	4	1
456	для их	1	1
457	могут служить	1	1
458	уже давно	1	1
459	входить в	1	1
460	вступает в	3	1
461	о себе	2	1
462	изучение по	1	1
463	по своему	2	1
464	в данном	4	1
465	в течение	1	1
466	ведет к	1	1
467	как объект	1	1
468	есть на	1	1
469	это его	1	1
470	в отдельности	1	1
471	отношения к	2	1
472	как испытание	1	1
473	говорил об	1	1
474	как будто	1	1
475	с этой	1	1
476	в поступках	1	1
477	его жертве	1	1
478	сих пор	1	1
479	не будем	1	1
480	всей совокупности	1	1
481	персонажей при	1	1
482	отвечает на	1	1
483	работы мы	1	1
484	в голову	1	1
485	е о	2	1
486	могли бы	2	1
487	и все	2	1
488	бы в	1	1
489	своих героев	1	1
490	он во	1	1
491	бы на	1	1
492	кольцо с	3	1
493	здесь только	1	1
494	уже отмечалось	1	1
495	не будет	3	1
496	между ними	1	1
497	не что	1	1
498	таким же	1	1
499	одним общим	1	1
500	ею или	1	1
501	в таком	1	1
502	во всяком	2	1
