N	2gram	Bakhtin_Pr_1	TeoriaLi
396	не как	1	1
397	не путем	2	1
398	действительность в	1	1
399	искусства не	3	1
400	на первой	1	1
401	сам же	1	1
402	становится возможной	1	1
403	но эта	1	1
404	этих моментов	1	1
405	и более	2	1
406	том и	1	1
407	произведения в	5	1
408	не должно	1	1
409	необходимо для	1	1
410	остановимся на	1	1
411	связей с	1	1
412	случае мы	2	1
413	форму в	5	1
414	и вся	2	1
415	есть деятельность	1	1
416	таких случаях	1	1
417	до известной	1	1
418	в таких	2	1
419	ее не	1	1
420	не имеет	9	1
421	дело в	2	1
422	одна из	2	1
423	себя свою	2	1
424	звук в	1	1
425	бытия и	1	1
426	зрения не	1	1
427	того и	1	1
428	в самой	2	1
429	вследствие того	1	1
430	от него	3	1
431	и теперь	1	1
432	связи с	2	1
433	ничто не	1	1
434	своеобразие не	1	1
435	эстетически завершенного	1	1
436	не является	3	1
437	и оценки	2	1
438	в подобном	1	1
439	однако это	1	1
440	ему не	1	1
441	у нас	2	1
442	в коем	2	1
443	очень часто	1	1
444	в момент	1	1
445	деятельность направлена	1	1
446	не могут	2	1
447	в событии	3	1
448	значительной степени	1	1
449	его с	1	1
450	себя только	1	1
451	эта внутренняя	1	1
452	служить и	1	1
453	слова с	2	1
454	в каждом	2	1
455	оно не	3	1
456	она не	2	1
457	в каждой	1	1
458	должен быть	2	1
459	из всего	1	1
460	как мы	7	1
461	того чтобы	2	1
462	есть чувство	1	1
463	композиционные формы	2	1
464	та или	1	1
465	на основе	6	1
466	только при	2	1
467	эстетический момент	1	1
468	языка и	1	1
469	они ни	1	1
470	то или	2	1
471	философской эстетики	2	1
472	то время	1	1
473	форма может	1	1
474	не возникает	1	1
475	или иная	1	1
476	форма трагедии	1	1
477	значение в	1	1
478	субъекта вне	1	1
479	чего еще	1	1
480	как содержание	3	1
481	можно было	4	1
482	на нее	1	1
483	созерцания направленной	1	1
484	особенно в	2	1
485	с самим	2	1
486	это событие	1	1
487	осуществляется в	1	1
488	в научном	1	1
489	конститутивный момент	7	1
490	деятельности в	1	1
491	к языку	1	1
492	с ним	5	1
493	культура есть	1	1
494	мире в	1	1
495	с человеком	1	1
496	на весьма	1	1
497	в индивидуальную	1	1
498	первом случае	1	1
499	произведения как	8	1
500	искусства и	3	1
501	возможна только	1	1
502	же художника	1	1
503	направленной на	4	1
504	настоящее время	1	1
505	может обладать	1	1
506	основе своей	3	1
507	деятельности созерцания	1	1
508	в значительной	2	1
509	вопросу о	1	1
510	на отдельные	1	1
511	в которую	1	1
512	содержанию которое	2	1
513	всегда может	1	1
514	лишь путем	1	1
515	эти два	1	1
516	нуждается в	2	1
517	полноту и	1	1
518	ибо и	1	1
519	от одного	1	1
520	и только	4	1
521	искусства это	1	1
522	для смертного	1	1
523	человека как	2	1
524	эстетическому объекту	3	1
525	всех сторон	2	1
526	не совпадает	2	1
527	на которой	1	1
528	но с	3	1
529	есть процесс	1	1
530	обе эти	1	1
531	в двух	2	1
532	имеет автора-творца	2	1
533	дело с	6	1
534	природой и	1	1
535	в какой	2	1
536	и является	1	1
537	тем или	1	1
538	объектом эстетического	1	1
539	или же	1	1
540	к миру	3	1
541	между этими	1	1
542	теорию литературы	1	1
543	на мир	2	1
544	который в	1	1
545	объекта не	2	1
546	со всеми	3	1
547	вполне осуществляет	1	1
548	для всех	1	1
549	это ни	1	1
550	и своеобразие	2	1
551	есть в	1	1
552	только на	1	1
553	в единстве	12	1
554	в поэзии	9	1
555	смысл слова	1	1
556	не дает	2	1
557	или даже	1	1
558	из них	1	1
559	чего бы	1	1
560	их поэтике	1	1
561	когда для	1	1
562	и мир	2	1
563	имеют место	2	1
564	и прежде	5	1
565	в одном	1	1
566	относится не	1	1
567	с этими	1	1
568	к ним	1	1
569	может служить	1	1
570	входят в	3	1
571	случае не	2	1
572	ученый и	1	1
573	форма романа	2	1
574	как такового	3	1
575	для того	2	1
576	нашем примере	2	1
577	чему не	1	1
578	точек зрения	1	1
579	на ее	3	1
580	связаны с	2	1
581	искусства предполагает	1	1
582	всякое высказывание	1	1
583	такое же	1	1
584	души и	2	1
585	личность и	1	1
586	творческий акт	1	1
587	и пр	2	1
588	не было	2	1
589	и эстетического	3	1
590	литературное произведение	1	1
591	более того	4	1
592	и завершает	1	1
593	с которым	1	1
594	и я	1	1
595	композиционной организации	2	1
596	существенным образом	1	1
597	и исторической	1	1
598	быть определен	1	1
599	художественной формы	9	1
600	красота есть	1	1
601	его как	3	1
602	и ему	1	1
603	в связи	2	1
604	как ни	1	1
605	с помощью	7	1
606	может иметь	5	1
607	перевод его	1	1
608	не способна	4	1
609	до этого	1	1
610	от ее	2	1
611	со словом	5	1
612	ночь и	1	1
613	к своему	2	1
614	его личной	1	1
615	для искусства	1	1
616	анализу и	1	1
617	тому как	1	1
618	есть как	1	1
619	становится собственно	1	1
620	и неслиянность	1	1
621	да и	3	1
622	для понимания	2	1
623	в наличии	1	1
624	степени и	2	1
625	в контексте	1	1
626	и формы	1	1
627	художественное произведение	8	1
628	быть и	1	1
629	искусства в	2	1
630	все это	3	1
631	вместо него	1	1
632	о мире	1	1
633	к вопросу	1	1
634	эстетическим объектом	5	1
635	является как	2	1
636	это уже	1	1
637	известной степени	4	1
638	и от	3	1
639	что делает	1	1
640	в результате	1	1
641	все они	5	1
642	число композиционных	1	1
643	о котором	2	1
644	которая в	1	1
645	в настоящее	1	1
646	с содержанием	3	1
647	которой я	1	1
648	себя самого	4	1
649	это может	1	1
650	места в	1	1
651	бы в	1	1
652	не более	2	1
653	как явление	2	1
654	стороны в	1	1
655	поэтики в	1	1
656	она же	1	1
657	с другими	3	1
658	за его	3	1
659	поэт в	2	1
660	ни было	3	1
661	но всегда	1	1
662	не есть	6	1
663	в готовом	1	1
664	может и	4	1
665	воображая что	1	1
666	а о	1	1
667	объекта с	1	1
668	самое существенное	1	1
669	от всех	4	1
670	незаместимое место	1	1
671	совершенно не	7	1
672	быть признано	1	1
673	в иной	1	1
674	себе самому	1	1
675	своеобразие эстетического	1	1
676	из этого	1	1
677	и познавательного	2	1
678	эстетическое вполне	1	1
679	момент художественной	2	1
680	действия или	1	1
681	жизни и	1	1
682	и другие	2	1
683	в своих	2	1
684	по поводу	2	1
685	в таком	3	1
686	все что	3	1
