N	2gram	Voloshinov_1	Vladivir
603	это будет	1	1
604	как можно	1	1
605	нужно было	2	1
606	чему не	2	1
607	даже не	1	1
608	о своей	4	1
609	до сих	1	1
610	что человек	1	1
611	говорить и	2	1
612	миру и	2	1
613	вопросам которые	1	1
614	больше и	2	1
615	к более	1	1
616	а на	2	1
617	которых мы	1	1
618	ничем не	1	1
619	забудем что	3	1
620	возвращаясь к	1	1
621	что мы	11	1
622	все то	2	1
623	ни на	3	1
624	нас тогда	1	1
625	его как	1	1
626	если она	1	1
627	в разной	1	1
628	поэтому если	1	1
629	к своему	4	1
630	не могут	1	1
631	он говорит	1	1
632	в общих	1	1
633	однако эти	1	1
634	и своим	1	1
635	перед нами	3	1
636	либо в	2	1
637	не что	4	1
638	слов что	1	1
639	в первой	2	1
640	как например	2	1
641	этом случае	3	1
642	сих пор	2	1
643	что однако	1	1
644	нужно отметить	1	1
645	но для	3	1
646	за ним	1	1
647	сознании и	1	1
648	при всем	2	1
649	вопрос в	1	1
650	наших последующих	1	1
651	которых он	1	1
652	являются не	1	1
653	словами то	1	1
654	и ушел	1	1
655	в правильности	1	1
656	мы попробуем	1	1
657	тем и	2	1
658	общий язык	1	1
659	мира и	1	1
660	и кроме	2	1
661	время и	1	1
662	который является	1	1
663	не с	3	1
664	у них	2	1
665	и которое	1	1
666	ни к	2	1
667	от всего	1	1
668	теперь же	2	1
669	по самой	1	1
670	бы на	1	1
671	врагов и	1	1
672	от всякого	1	1
673	то вопрос	1	1
674	уже содержит	1	1
675	между ними	3	1
676	только как	1	1
677	была бы	1	1
678	лишь только	1	1
679	от всех	1	1
680	равно как	2	1
681	по необходимости	1	1
682	же самой	2	1
683	мы увидим	5	1
684	можно привести	1	1
685	эти слова	8	1
686	в действительности	1	1
687	которой я	1	1
688	которая уже	1	1
689	бы даже	1	1
690	и другие	1	1
691	жизнь человека	1	1
692	с общим	1	1
693	бы из	1	1
694	характерное название	1	1
695	те которые	1	1
