N	2gram	Tiupa_Lite_1	StatiiOP
181	в какой	1	3
182	по этому	2	3
183	с одной	2	3
184	в виде	1	3
185	в начале	1	3
186	ставит себе	1	3
187	а с	1	3
188	что для	2	3
189	да и	3	3
190	с этой	5	3
191	не является	2	3
192	отношению к	2	3
193	культуры в	4	3
194	ничего общего	1	3
195	а как	2	2
196	мы имеем	1	2
197	мы не	1	2
198	не была	1	2
199	в сущности	2	2
200	из того	2	2
201	быть в	1	2
202	как правило	2	2
203	в сторону	1	2
204	отношение к	1	2
205	за пределы	2	2
206	писателя в	1	2
207	идет о	1	2
208	более чем	3	2
209	в своем	11	2
210	целый ряд	1	2
211	так или	8	2
212	чуть ли	2	2
213	бы не	3	2
214	время чумы	1	2
215	борисе годунове	1	2
216	в себе	7	2
217	в случае	4	2
218	при этом	19	2
219	он не	1	2
220	свою собственную	1	2
221	и более	1	2
222	ни были	1	2
223	его в	3	2
224	литературной и	2	2
225	не всегда	1	2
226	и уже	1	2
227	в москве	2	2
228	в борисе	1	2
229	перед собой	1	2
230	места в	1	2
231	одним и	1	2
232	равной мере	1	2
233	тем самым	5	2
234	она не	1	2
235	как о	1	2
236	на него	1	2
237	говорить о	1	2
238	имеем дело	1	2
239	и сальери	1	2
240	к концу	1	2
241	тем не	2	2
242	в сознании	2	2
243	только с	1	2
244	ли не	3	2
245	что при	1	2
246	о них	1	2
247	и иные	1	2
248	и сам	6	2
249	каждого из	1	2
250	нужно было	1	2
251	что от	1	2
252	в эпоху	1	2
253	для этого	4	2
254	то есть	6	2
255	материала и	1	2
256	а также	5	2
257	другом месте	1	2
258	в пользу	1	2
259	и все	1	2
260	все в	1	2
261	этому поводу	1	2
262	и во	1	2
263	а потому	2	2
264	крайней мере	1	2
265	более что	1	2
266	к нему	1	2
267	по своей	3	2
268	со всеми	1	2
269	оказывается в	1	2
270	и у	1	2
271	уже в	5	2
272	свидетельствует о	1	2
273	целого ряда	1	2
274	который как	1	2
275	одно из	3	2
276	а то	1	2
277	это место	1	2
278	не для	1	2
279	у него	3	2
280	никем не	1	2
281	бы это	1	2
282	или иначе	9	2
283	еще и	3	2
284	превращается в	2	2
285	одной стороны	2	2
286	однако и	1	2
287	по крайней	1	2
288	если не	1	2
289	ни на	1	2
290	многих случаях	1	2
291	такого рода	10	2
292	по существу	1	2
293	между прочим	1	2
294	но для	1	2
295	при таком	1	2
296	в этих	1	2
297	в равной	2	2
298	несмотря на	3	2
299	не знает	1	2
300	в своих	4	2
301	можно назвать	1	2
302	том числе	1	2
303	пушкинского творчества	1	1
304	если б	1	1
305	этого в	1	1
306	до него	1	1
307	так я	1	1
308	чтобы не	2	1
309	художественного произведения	1	1
310	мечты в	1	1
311	должно стать	2	1
312	как известно	1	1
313	художественных произведений	1	1
314	представлял собой	1	1
315	и есть	3	1
316	на две	1	1
317	из его	2	1
318	исходит из	3	1
319	этого он	1	1
320	него никто	1	1
321	этому пути	1	1
322	едва ли	1	1
323	в зависимости	1	1
324	и этот	1	1
325	особое положение	1	1
326	поэзии и	2	1
327	в лучшем	1	1
328	он заявляет	1	1
329	с текстом	1	1
330	этом не	1	1
331	что должны	1	1
332	почти исключительно	1	1
333	как я	1	1
334	но даже	1	1
335	зависимости от	1	1
336	отступление от	1	1
337	это время	1	1
338	во мне	2	1
339	к литературным	1	1
340	и самого	2	1
341	и на	1	1
342	бы то	1	1
343	с его	5	1
344	отказ от	7	1
345	но как	1	1
346	и никто	1	1
347	а только	2	1
348	нет не	2	1
349	только при	1	1
350	тех же	3	1
351	очевидно что	1	1
352	в наиболее	1	1
353	теперь не	1	1
354	в настоящем	1	1
355	оказывается не	2	1
356	в одной	1	1
357	показать что	1	1
358	ему кажется	1	1
359	перед нами	1	1
360	на человека	1	1
361	мысль в	2	1
362	писал что	1	1
363	на какой	1	1
364	или иную	2	1
365	еще на	1	1
366	себе как	1	1
367	а во-вторых	1	1
368	он в	1	1
369	в нашем	1	1
370	не оставляет	2	1
371	лучшем случае	1	1
372	вы увидите	1	1
373	так в	1	1
374	право на	1	1
375	но без	2	1
376	с их	3	1
377	пушкина во	1	1
378	как он	2	1
379	за рамки	1	1
380	строгой и	1	1
381	от которого	1	1
382	очищенный от	2	1
383	этой книге	2	1
384	не как	4	1
385	и вот	1	1
386	у читателя	1	1
387	нашего времени	2	1
388	чтобы в	1	1
389	в плане	1	1
390	какой бы	1	1
391	но дело	1	1
392	ни был	1	1
393	значительной степени	1	1
394	том же	3	1
395	бы они	1	1
396	в одну	1	1
397	для всей	2	1
398	а по	1	1
399	это было	1	1
400	претензии на	1	1
401	в глазах	1	1
402	не полно	1	1
403	капитанской дочке	1	1
404	для них	2	1
405	в них	1	1
406	и вы	1	1
407	соответствии с	1	1
408	далеко не	3	1
409	на основании	1	1
410	с тем	1	1
411	всю жизнь	1	1
412	иначе говоря	1	1
413	и некоторые	1	1
414	в один	1	1
415	на себя	2	1
416	со всей	1	1
417	литература и	1	1
418	бы на	2	1
419	всякая иная	2	1
420	от своего	2	1
421	что такое	2	1
422	представить себе	1	1
423	начале xix	1	1
424	в неприкосновенности	1	1
425	мы в	2	1
426	не столько	5	1
427	то было	1	1
428	от себя	2	1
429	что я	2	1
430	одном из	1	1
431	который всегда	1	1
432	такова же	1	1
433	однако в	2	1
434	не должно	1	1
435	быть не	1	1
436	бы быть	1	1
437	пользы для	1	1
438	этом от	1	1
439	так называемого	2	1
440	слово как	1	1
441	если и	1	1
442	потому не	1	1
443	в русской	10	1
444	на котором	1	1
445	тогда когда	1	1
446	текста и	1	1
447	одна из	3	1
448	литературным фактам	1	1
449	для кого	1	1
450	во всякой	1	1
451	но только	1	1
452	татьяны в	1	1
453	не могло	2	1
454	бы между	1	1
455	казалось бы	5	1
456	впрочем в	1	1
457	камня на	1	1
458	и является	2	1
459	языка который	1	1
460	уже и	1	1
461	традиций и	1	1
462	к изучению	1	1
463	xx века	2	1
464	в момент	1	1
465	данного произведения	1	1
466	отличается от	1	1
467	и другим	1	1
468	к тому	2	1
469	отказаться от	1	1
470	то ни	1	1
471	развитие русского	1	1
472	как мы	1	1
473	и о	1	1
474	в виду	3	1
475	но при	2	1
476	говоря уже	2	1
477	на основе	1	1
478	с каким	1	1
479	литературного письма	2	1
480	последнее время	1	1
481	россии в	1	1
482	мысль о	1	1
483	и говорит	1	1
484	только то	2	1
485	с самого	1	1
486	не подлежит	1	1
487	моцарта и	1	1
488	читателя в	2	1
489	на том	2	1
490	больше в	1	1
491	на путь	1	1
492	мог бы	1	1
493	текст по	1	1
494	еще в	4	1
495	в диалог	1	1
496	он говорил	1	1
497	никогда и	1	1
498	о нем	1	1
499	люди с	1	1
500	как ученый	1	1
501	при котором	1	1
502	два стиха	1	1
503	что его	3	1
504	можно сказать	1	1
505	и который	1	1
506	не просто	1	1
507	к истине	1	1
508	в полтаве	1	1
509	однако с	1	1
510	его личности	1	1
511	и всякая	1	1
512	нуждается в	3	1
513	во всей	1	1
514	по собственному	1	1
515	что будет	1	1
516	той мере	1	1
517	чем он	1	1
518	тот же	1	1
519	языка на	1	1
520	положение в	1	1
521	тексты всех	1	1
522	согласно которой	1	1
523	наше время	1	1
524	который в	1	1
525	бы ни	1	1
526	на мой	1	1
527	себя в	6	1
528	рифмы в	1	1
529	уже не	7	1
530	если мы	1	1
531	всем его	1	1
532	в значении	1	1
533	он эту	1	1
534	и других	1	1
535	ту или	2	1
536	не так	1	1
537	самому и	1	1
538	себе в	2	1
539	слова в	1	1
540	в одном	1	1
541	не о	1	1
542	указание на	1	1
543	о каком	1	1
544	русской поэзии	5	1
545	никого не	1	1
546	или иной	2	1
547	с той	1	1
548	из таких	1	1
549	мира это	1	1
550	и др	3	1
551	виде эта	1	1
552	в некоторых	1	1
553	в соответствии	1	1
554	до конца	1	1
555	более того	1	1
556	не на	2	1
557	именно так	2	1
558	по тем	1	1
559	ср у	1	1
560	и ему	1	1
561	для этой	1	1
562	по мысли	2	1
563	по праву	1	1
564	вместе с	1	1
565	на чем	1	1
566	в иной	1	1
567	есть такое	1	1
568	из которых	1	1
569	к своему	1	1
570	ю н	2	1
571	xix века	6	1
572	и читатели	1	1
573	целом ряде	1	1
574	пример в	1	1
575	ему по	1	1
576	впрочем это	1	1
577	это были	1	1
578	для понимания	2	1
579	сам не	1	1
580	текста как	2	1
581	онегин и	1	1
582	в это	1	1
583	него в	1	1
584	как например	1	1
585	ссылки на	1	1
586	при условии	1	1
587	в культуре	3	1
588	этом и	1	1
589	естественно не	1	1
590	в наше	1	1
591	писал в	2	1
592	и позволяет	1	1
593	этого рода	2	1
594	мой взгляд	1	1
595	но такой	1	1
596	и от	1	1
597	основе этой	1	1
598	или в	1	1
599	и самому	1	1
600	которая в	2	1
601	тот кто	1	1
602	в отдельных	1	1
603	обращается к	2	1
604	себя самого	1	1
605	это может	1	1
606	у них	1	1
607	в третьем	1	1
608	не должен	3	1
609	пушкиным в	1	1
610	но зато	1	1
611	только поэзия	1	1
612	я в	5	1
613	сверх того	1	1
614	могли быть	1	1
615	отношении к	1	1
616	в стихах	1	1
617	одной из	1	1
618	имеет право	1	1
619	с ней	1	1
620	не говоря	2	1
621	это делает	1	1
622	состоит из	1	1
623	в капитанской	1	1
624	от всех	1	1
625	всегда возможны	1	1
626	из этого	1	1
627	время не	1	1
628	слиться в	1	1
629	но эти	1	1
630	он лишь	1	1
631	к этому	1	1
632	в роли	1	1
633	они не	1	1
