N	2gram	Bakhtin_Pr_3	Otkroven
150	сказать что	2	2
151	с тем	5	2
152	было для	1	2
153	должно быть	3	2
154	него не	1	2
155	достоевского нет	3	2
156	том что	3	2
157	ко всем	1	2
158	человека к	1	2
159	что же	8	2
160	и там	1	2
161	в исступлении	1	2
162	у кого	1	2
163	любовь к	1	2
164	и для	8	2
165	самое главное	1	2
166	открытия о	1	2
167	ничего не	4	2
168	и ни	1	2
169	к ней	2	2
170	и любовь	1	2
171	иван карамазов	1	2
172	легенда о	1	2
173	в своей	3	2
174	что все	4	2
175	всего в	1	2
176	хотя и	3	2
177	все еще	1	2
178	но в	16	2
179	кажется и	1	2
180	и это	4	1
181	если вы	1	1
182	женщины и	1	1
183	и самое	1	1
184	кто бы	3	1
185	отношения к	1	1
186	в обычном	2	1
187	также и	1	1
188	например в	2	1
189	жизни этого	1	1
190	чтобы не	1	1
191	и действительно	1	1
192	достоевского у	1	1
193	в виду	3	1
194	с кем	1	1
195	на нем	1	1
196	не могу	3	1
197	тот сам	1	1
198	на самом	11	1
199	но тем	1	1
200	характер и	3	1
201	вовлекаются в	1	1
202	между двумя	2	1
203	с сего	1	1
204	уже с	2	1
205	к другому	20	1
206	и до	1	1
207	уже указывали	1	1
208	рассудка и	1	1
209	и больше	1	1
210	можно было	1	1
211	мышкиным и	1	1
212	к чему	2	1
213	из всех	1	1
214	не с	2	1
215	жизнь а	1	1
216	достоевский достигает	1	1
217	всех героев	1	1
218	собой в	1	1
219	он знает	2	1
220	ту же	1	1
221	уверен что	3	1
222	бы признать	1	1
223	вершины своего	1	1
224	по сравнению	1	1
225	связан с	2	1
226	если бы	4	1
227	с иваном	3	1
228	его романов	1	1
229	и действий	1	1
230	все и	4	1
231	в сущности	11	1
232	но может	1	1
233	карамазовых в	1	1
234	находится в	2	1
235	смирись гордый	1	1
236	бы даже	1	1
237	о нем	2	1
238	себе что	1	1
239	это я	5	1
240	и был	1	1
241	в ней	3	1
242	и что	5	1
243	в глаза	3	1
244	это потому	1	1
245	после того	1	1
246	все его	2	1
247	братьев карамазовых	2	1
248	раскольникова и	1	1
249	нет у	1	1
250	самому себе	1	1
251	достоевского всегда	1	1
252	во внешнем	1	1
253	самом деле	13	1
254	и рогожиным	1	1
255	но не	4	1
256	то он	1	1
257	лишь путем	1	1
258	всего он	1	1
259	подполья но	1	1
260	к богу	1	1
261	в противоречии	1	1
262	нуждается в	3	1
263	себе и	5	1
264	отметить что	1	1
265	говорит он	3	1
266	в форме	2	1
267	все время	5	1
268	придет и	1	1
269	человека как	4	1
270	которой в	1	1
271	он хотел	1	1
272	в центре	1	1
273	в одной	3	1
274	как в	4	1
275	его собственным	1	1
276	и мир	2	1
277	судьбу его	1	1
278	друг к	1	1
279	на бесконечные	1	1
280	как например	1	1
281	один из	2	1
282	об обществе	1	1
283	еще больше	1	1
284	что только	1	1
285	и как	3	1
286	с ними	6	1
287	скажете что	2	1
288	боялся что	1	1
289	достоевского уже	1	1
290	не идет	1	1
291	то в	2	1
292	за собой	3	1
293	поэтому он	3	1
294	не хочет	2	1
295	бы и	4	1
296	что это	5	1
297	между этими	1	1
298	к братьям	1	1
299	вопрос об	1	1
300	за это	1	1
301	со всеми	2	1
302	в эти	2	1
303	к которой	1	1
304	человека с	3	1
305	же и	2	1
306	с их	1	1
307	уже не	2	1
308	говорят о	1	1
309	я имею	1	1
310	ее как	3	1
311	на то	1	1
312	в братьях	3	1
313	а вовсе	2	1
314	бы ни	1	1
315	бы от	1	1
316	больше всего	1	1
317	новый человек	1	1
318	до последней	1	1
319	и других	1	1
320	да и	4	1
321	из них	5	1
322	после этого	1	1
323	раз навсегда	1	1
324	его и	3	1
325	чего бы	2	1
326	свой собственный	2	1
327	был бы	2	1
328	он должен	2	1
329	к одному	3	1
330	начале романа	1	1
331	в корне	1	1
332	в одном	5	1
333	свои собственные	2	1
334	его речь	1	1
335	вовсе не	11	1
336	и сам	5	1
337	человек так	1	1
338	братьях карамазовых	3	1
339	противоречии с	2	1
340	в убийстве	1	1
341	из него	1	1
342	лишь с	1	1
343	этом отношении	1	1
344	я бы	3	1
345	лишь один	1	1
346	в каждом	3	1
347	презрение к	1	1
348	ни был	4	1
349	же не	2	1
350	его собственного	2	1
351	и даже	7	1
352	к другу	1	1
353	одном месте	1	1
354	самим собой	6	1
355	и человека	1	1
356	обычном смысле	2	1
357	сам что	1	1
358	главное и	1	1
359	жизни нет	1	1
360	чтобы все	2	1
361	он ни	3	1
362	и прежде	4	1
363	в свой	1	1
364	действующих лиц	1	1
365	лишь на	2	1
366	и кто	1	1
367	он во	2	1
368	было и	2	1
369	приходит в	1	1
370	люди что	1	1
371	в жизни	2	1
372	кажется что	2	1
373	говорит о	2	1
374	он больше	1	1
375	и пр	1	1
376	эксперимент в	1	1
377	в них	2	1
378	этого слова	7	1
379	достоевский и	1	1
380	к ставрогину	1	1
381	она и	1	1
382	а с	3	1
383	может ли	1	1
384	на этот	1	1
385	стремится к	6	1
386	всю жизнь	2	1
387	человек в	2	1
388	версилова с	1	1
389	ставрогина как	3	1
390	о чем	2	1
391	строгом смысле	1	1
392	и скажет	1	1
393	бога и	1	1
394	в мире	4	1
395	нисколько не	2	1
396	под влиянием	3	1
397	он и	5	1
398	и ему	2	1
399	его образ	1	1
400	которые будут	1	1
401	его проповедь	1	1
402	я хочу	2	1
403	не так	1	1
404	места в	1	1
405	и тут	2	1
406	чему бы	1	1
407	все основные	1	1
408	и без	2	1
409	все позволено	2	1
410	сам и	2	1
411	в котором	3	1
412	в строгом	1	1
413	человеком и	1	1
414	с каким-то	2	1
415	оказывается что	1	1
416	он ведет	1	1
417	смысле этого	2	1
418	гордый человек	1	1
419	в истерике	1	1
420	говорит с	1	1
421	будет одно	1	1
422	вы скажете	2	1
423	героя из	3	1
424	тех которые	1	1
425	того ни	1	1
426	образ и	1	1
427	в мир	1	1
428	всяком случае	5	1
429	и более	1	1
430	в конце	5	1
431	друг с	2	1
432	что сам	2	1
433	других романах	1	1
434	представляется ему	1	1
435	которым он	6	1
436	старца зосимы	1	1
437	быть не	1	1
438	да ведь	2	1
439	любви и	1	1
440	в отношении	9	1
441	но это	4	1
442	но у	1	1
443	отличается от	2	1
444	она не	1	1
445	мысли в	1	1
446	одна из	1	1
447	на два	1	1
448	этими двумя	2	1
449	в процессе	1	1
450	отношениях к	1	1
451	не случайно	1	1
452	творчества достоевского	1	1
453	великого инквизитора	2	1
454	его творчества	1	1
455	а что	3	1
456	в отношениях	1	1
457	от власти	2	1
458	в силах	2	1
459	в разных	1	1
460	и весь	1	1
461	в форму	1	1
462	что их	1	1
463	и лишь	2	1
464	бы в	3	1
465	еще более	2	1
466	быть что	1	1
467	для его	2	1
468	по своей	1	1
469	во всем	3	1
470	его он	1	1
471	и дело	1	1
472	внутренней жизни	2	1
473	заключает в	1	1
474	человек существует	1	1
475	отношении к	7	1
476	как будто	7	1
477	всех тех	2	1
478	ты не	1	1
479	с другом	2	1
480	не ты	7	1
481	среди них	1	1
482	но там	1	1
483	от всех	1	1
484	не одно	1	1
485	к его	1	1
486	и заключается	1	1
487	я уверен	2	1
488	ко всему	1	1
489	но оно	1	1
490	это конечно	1	1
491	одно только	2	1
492	та же	2	1
493	особенно в	2	1
494	они всегда	1	1
495	ставрогина и	2	1
496	души человеческой	1	1
497	его с	4	1
498	жизни и	3	1
499	будто бы	2	1
500	бы он	4	1
501	во всяком	5	1
502	они и	1	1
503	а ее	1	1
504	лиц в	1	1
505	филипповны и	1	1
506	указал на	1	1
