N	2gram	Tiupa_Hudo_2	EvropaiC
331	перед глазами	3	1
332	если в	2	1
333	себе и	1	1
334	со стороны	3	1
335	нет и	1	1
336	этих людей	2	1
337	как в	5	1
338	перед нами	11	1
339	его к	1	1
340	что сказанное	1	1
341	для ее	1	1
342	жизни к	1	1
343	себе как	1	1
344	бы с	2	1
345	он в	1	1
346	ни одна	1	1
347	нами в	1	1
348	о ее	2	1
349	не могла	5	1
350	жизни ее	1	1
351	действительно становится	1	1
352	если для	1	1
353	момента когда	1	1
354	ее совершенно	1	1
355	но именно	2	1
356	от которого	2	1
357	роли в	2	1
358	и еще	1	1
359	в принципе	2	1
360	однако он	1	1
361	наших глазах	1	1
362	смертью в	1	1
363	людей и	1	1
364	лишь с	1	1
365	тут не	1	1
366	в каждом	1	1
367	здесь мы	1	1
368	тем в	1	1
369	а его	1	1
370	зрения на	2	1
371	это было	2	1
372	с другими	3	1
373	не считают	1	1
374	наконец для	1	1
375	каждого из	1	1
376	и тем	1	1
377	делает его	1	1
378	слиться с	1	1
379	рядом с	5	1
380	она и	1	1
381	этого не	1	1
382	а за	2	1
383	которой он	1	1
384	и такая	1	1
385	такою же	1	1
386	не мог	1	1
387	нее и	1	1
388	искать в	1	1
389	в своей	6	1
390	то для	1	1
391	в мы	1	1
392	каким был	1	1
393	жизни с	2	1
394	что я	2	1
395	и другого	1	1
396	для многих	1	1
397	но он	1	1
398	состоит в	7	1
399	их в	1	1
400	в корне	1	1
401	однако в	2	1
402	что эгоцентризм	1	1
403	приходится искать	1	1
404	единственный способ	1	1
405	непохожей на	1	1
406	случае мы	1	1
407	каждого отдельного	1	1
408	и другое	1	1
409	самого начала	1	1
410	как о	3	1
411	и притом	1	1
412	ее с	1	1
413	и сама	4	1
414	не по	2	1
415	что ей	2	1
416	не вызывает	1	1
417	та или	1	1
418	дело в	1	1
419	будем признать	1	1
420	только когда	2	1
421	же после	1	1
422	я во	1	1
423	к концу	1	1
424	к ней	2	1
425	и его	5	1
426	со своим	3	1
427	может показаться	1	1
428	не совсем	1	1
429	это по	1	1
430	и заключается	1	1
431	есть только	1	1
432	да и	5	1
433	числе и	1	1
434	всего что	1	1
435	бы он	1	1
436	с такою	2	1
437	они и	2	1
438	для себя	6	1
439	приходит к	2	1
440	потому не	1	1
441	но при	3	1
442	здесь не	2	1
443	не могу	3	1
444	мысль о	2	1
445	об отношении	1	1
446	с самого	1	1
447	то время	1	1
448	начало или	1	1
449	приводит к	2	1
450	роль в	2	1
451	не чувствуя	1	1
452	мире не	2	1
453	сам он	2	1
454	иногда в	1	1
455	всех кто	1	1
456	культуры при	1	1
457	что от	1	1
458	не лучше	1	1
459	собой и	1	1
460	ничего не	5	1
461	или иной	2	1
462	одно это	2	1
463	лишь то	1	1
464	становится очевидной	1	1
465	лишь одно	1	1
466	люди с	1	1
467	положении он	1	1
468	но мы	1	1
469	никак не	1	1
470	и просто	2	1
471	все та	1	1
472	в значительной	1	1
473	других людей	1	1
474	это была	3	1
475	жизни он	2	1
476	не касались	1	1
477	или иная	1	1
478	а у	1	1
479	ко всей	1	1
480	на одном	1	1
481	для той	1	1
482	этом и	3	1
483	борьбе с	1	1
484	в другой	1	1
485	у всех	3	1
486	на наших	1	1
487	один из	2	1
488	а над	1	1
489	себя с	2	1
490	как сам	1	1
491	идет по	2	1
492	уже одно	2	1
493	по мнению	1	1
494	за себя	1	1
495	не происходит	1	1
496	тот или	1	1
497	похожа на	1	1
498	в качестве	4	1
499	же и	2	1
500	для всех	1	1
501	с нею	3	1
502	уже не	10	1
503	уже в	1	1
504	только на	5	1
505	в нашей	1	1
506	целого ряда	1	1
507	собой на	1	1
508	условия жизни	1	1
509	за ним	1	1
510	будет не	1	1
511	в частной	1	1
512	который как	1	1
513	же никогда	1	1
514	для меня	1	1
515	не случайно	10	1
516	тем что	6	1
517	к социальной	1	1
518	ее на	2	1
519	в других	4	1
520	бы это	1	1
521	были бы	1	1
522	ней и	1	1
523	и даже	1	1
524	простой народ	1	1
525	о своей	1	1
526	а именно	1	1
527	к которому	1	1
528	как же	2	1
529	еще и	2	1
530	детстве и	1	1
531	люди что	1	1
532	с ней	1	1
533	и люди	1	1
534	только по	1	1
535	а на	1	1
536	до конца	1	1
537	а не	14	1
538	а так	1	1
539	когда же	2	1
540	среди других	3	1
541	наконец просто	1	1
542	он и	1	1
543	все более	1	1
544	вступает в	1	1
545	то не	1	1
546	нет ничего	2	1
547	эти слова	1	1
548	же существенную	1	1
549	в человеке	3	1
550	с удовольствием	1	1
551	к жизни	1	1
552	что за	1	1
553	еще нет	1	1
554	а если	1	1
555	наряду с	5	1
556	чтобы заставить	1	1
557	а потом	1	1
558	в тот	1	1
559	человек с	1	1
560	сам не	2	1
561	жизни во	1	1
562	чтобы ответить	1	1
563	художественное произведение	1	1
564	только для	2	1
565	вытекающей из	1	1
566	и таким	1	1
567	же самое	3	1
568	противоречие с	3	1
569	на свои	1	1
570	пока еще	3	1
571	всего в	1	1
572	ли в	3	1
573	жизнью в	1	1
574	с удивлением	1	1
575	и среди	1	1
576	не свидетельствует	1	1
577	он признает	1	1
578	но когда	1	1
579	которого она	1	1
580	еще более	1	1
581	приведенных выше	1	1
582	будто бы	3	1
583	обстоит дело	1	1
584	в памяти	3	1
585	и вдруг	1	1
586	жизни в	7	1
587	это все	1	1
588	сказать что	2	1
589	существует в	1	1
590	была бы	3	1
591	взгляда на	1	1
592	не замечать	1	1
593	самое что	2	1
594	проникнуть в	1	1
595	в голову	2	1
596	но еще	2	1
597	в своих	1	1
598	нет что	1	1
599	и эта	2	1
600	с такой	2	1
601	точно так	1	1
602	том числе	1	1
