N	2gram	Medvedev_F_1	Poddanst
186	притом в	1	1
187	еще не	6	1
188	и на	8	1
189	оно ни	1	1
190	в различных	2	1
191	с его	4	1
192	этого отношения	1	1
193	науке и	1	1
194	глаза на	1	1
195	связь между	1	1
196	сменяют друг	2	1
197	смысле не	1	1
198	что и	2	1
199	отличие от	1	1
200	основная задача	1	1
201	и чем	3	1
202	к осуществлению	1	1
203	в истории	4	1
204	истории была	1	1
205	вот как	1	1
206	в современной	1	1
207	тех пор	1	1
208	такова же	1	1
209	все же	3	1
210	этой последней	4	1
211	в отрыве	1	1
212	мы видим	1	1
213	два основных	1	1
214	значительности и	1	1
215	более или	6	1
216	должен быть	5	1
217	если представить	1	1
218	в самом	5	1
219	в условиях	1	1
220	в которой	4	1
221	бы и	1	1
222	вопрос об	2	1
223	из этих	1	1
224	тот или	2	1
225	если мы	2	1
226	именно на	1	1
227	положительные задачи	1	1
228	себя в	1	1
229	отчасти и	4	1
230	всего мы	1	1
231	теорий и	1	1
232	в большинстве	3	1
233	только на	5	1
234	на то	1	1
235	если он	3	1
236	философской и	2	1
237	в европейском	3	1
238	сводилась к	2	1
239	как оно	1	1
240	не могла	2	1
241	т д	8	1
242	к миру	2	1
243	соприкасается с	1	1
244	из этой	2	1
245	мы знаем	1	1
246	мир в	1	1
247	в восприятии	1	1
248	не как	4	1
249	иначе как	2	1
250	и должна	2	1
251	друг друга	4	1
252	это значение	1	1
253	чтобы в	1	1
254	какой бы	1	1
255	на наш	1	1
256	и по	1	1
257	дело идет	3	1
258	прежде чем	2	1
259	от нее	2	1
260	в каждом	3	1
261	не были	1	1
262	в н	1	1
263	ней и	1	1
264	единственно и	1	1
265	или иной	1	1
266	на этой	1	1
267	большинстве случаев	2	1
268	ясно что	3	1
269	его в	3	1
270	е к	1	1
271	в душе	2	1
272	и тех	1	1
273	а с	1	1
274	что не	1	1
275	в это	1	1
276	или хотя	1	1
277	в живом	6	1
278	но есть	2	1
279	них и	1	1
280	к науке	1	1
281	далеко не	1	1
282	в этой	6	1
283	черты в	1	1
284	но каждый	1	1
285	и техники	2	1
286	как и	11	1
287	и уже	1	1
288	в свете	1	1
289	в бытии	1	1
290	поскольку дело	1	1
291	нисколько не	2	1
292	политическое и	1	1
293	или менее	6	1
294	отрыве от	1	1
295	бы оно	2	1
296	чем глубже	1	1
297	что если	1	1
298	и теми	1	1
299	социальные формы	1	1
300	так же	4	1
301	и особенно	2	1
302	это подлежит	1	1
303	представить себе	1	1
304	всяком случае	4	1
305	к предмету	1	1
306	ли они	1	1
307	место в	7	1
308	в идеологическом	6	1
309	всей полноте	1	1
310	в отличие	1	1
311	знаем что	1	1
312	бы мы	1	1
313	в данном	1	1
314	вопрос о	2	1
315	сравнению с	1	1
316	в сборнике	1	1
317	как одна	1	1
318	можно говорить	1	1
319	и смысла	1	1
320	смешения и	1	1
321	что было	2	1
322	в отдельности	1	1
323	эти последние	1	1
324	и эти	1	1
325	отдельности и	1	1
326	как к	3	1
327	и более	2	1
328	там где	1	1
329	приобщается к	1	1
330	словах в	1	1
331	к следующему	1	1
332	ни были	2	1
333	же всего	1	1
334	стремления к	1	1
335	как проблема	4	1
336	и вся	1	1
337	и очень	1	1
338	от тех	1	1
339	в формах	4	1
340	в основном	3	1
341	она не	6	1
342	иной раз	1	1
343	мире в	1	1
344	но для	3	1
345	для каждого	1	1
346	к другим	2	1
347	этом смысле	1	1
348	от поспешных	1	1
349	она должна	3	1
350	общественной и	1	1
351	того чтобы	1	1
352	проблема и	1	1
353	та или	1	1
354	не имеет	1	1
355	сложны и	1	1
356	никогда не	4	1
357	и всегда	1	1
358	в результате	2	1
359	в настоящее	10	1
360	чтобы понять	1	1
361	или иная	1	1
362	поэтики в	1	1
363	исторической действительности	1	1
364	и притом	1	1
365	как она	3	1
366	среды в	6	1
367	в г	1	1
368	другой стороны	1	1
369	только что	1	1
370	в этих	1	1
371	пространстве определяется	1	1
372	до роли	1	1
373	до тех	1	1
374	на фоне	3	1
375	отношением к	1	1
376	только как	2	1
377	исходить из	4	1
378	относиться к	1	1
379	одновременно и	1	1
380	этом не	1	1
381	живого и	1	1
382	есть и	1	1
383	единства в	1	1
384	ни к	1	1
385	числе и	1	1
386	более широкой	1	1
387	науки как	1	1
388	что оно	1	1
389	пути к	1	1
390	к этой	4	1
391	ни на	3	1
392	то поистине	1	1
393	и другие	1	1
394	не есть	2	1
395	вместе с	2	1
396	выработанные в	1	1
397	это в	1	1
398	что от	1	1
399	что при	1	1
400	русской литературы	1	1
401	во всяком	4	1
402	они не	3	1
