N	2gram	Nazirov_Tr_1	StatiiOP
194	все время	1	2
195	еще не	4	2
196	отказ от	1	2
197	за себя	1	2
198	и ее	2	2
199	есть в	1	2
200	него есть	1	2
201	то и	2	2
202	одно из	1	2
203	что не	1	2
204	вместе с	1	2
205	но не	1	2
206	для искусства	2	2
207	несколько раз	1	2
208	быть не	1	2
209	в это	2	2
210	этого слова	1	2
211	это выражение	1	2
212	это был	2	2
213	здесь есть	1	2
214	один из	3	2
215	понимал что	1	2
216	в результате	1	2
217	в духе	1	2
218	только что	1	2
219	в стихах	1	2
220	к сожалению	1	2
221	к этой	1	2
222	близок к	1	2
223	вряд ли	2	1
224	ту же	1	1
225	за пределы	1	1
226	одним из	1	1
227	ставил перед	1	1
228	сам по	1	1
229	и то	2	1
230	а из	1	1
231	показывает его	1	1
232	что когда	1	1
233	в первом	2	1
234	переведя на	1	1
235	смысл этого	1	1
236	и до	2	1
237	на западе	1	1
238	должна быть	1	1
239	объясняется и	1	1
240	в и	1	1
241	смотреть на	1	1
242	собой как	1	1
243	вещами и	1	1
244	вопрос о	2	1
245	из своих	2	1
246	на себя	1	1
247	но уже	1	1
248	событий и	1	1
249	ему в	1	1
250	и он	3	1
251	что судьба	1	1
252	между собой	1	1
253	себя а	1	1
254	быть в	1	1
255	но этого	2	1
256	всего этого	1	1
257	от бориса	1	1
258	что иногда	1	1
259	у которой	1	1
260	к жизни	5	1
261	всегда стремится	1	1
262	автора но	2	1
263	ненавистью и	1	1
264	и я	2	1
265	тебе и	1	1
266	чем же	1	1
267	в истории	1	1
268	опирается на	1	1
269	в маленьких	1	1
270	в своем	3	1
271	что ее	1	1
272	применении к	1	1
273	и как	3	1
274	хочет сделать	1	1
275	но эта	2	1
276	с г	2	1
277	при таком	1	1
278	при создании	1	1
279	представляет собой	1	1
280	бы не	1	1
281	в дальнейшем	5	1
282	всего необходимо	1	1
283	поэмы пушкина	1	1
284	как он	1	1
285	ответом на	1	1
286	известные слова	1	1
287	человек не	1	1
288	что она	2	1
289	по словам	2	1
290	идей и	1	1
291	в нем	4	1
292	не к	1	1
293	в романтике	1	1
294	повторяет в	1	1
295	а затем	1	1
296	начинается словами	1	1
297	конечно в	1	1
298	самого автора	1	1
299	вместе со	2	1
300	ты мне	1	1
301	с начала	1	1
302	в последующих	1	1
303	который сам	1	1
304	этом мы	1	1
305	рядом с	1	1
306	этого не	1	1
307	а за	1	1
308	мы располагаем	1	1
309	говорится о	1	1
310	и прямо	1	1
311	он подвергает	1	1
312	но я	1	1
313	поэтому он	1	1
314	и при	1	1
315	см его	1	1
316	к истории	1	1
317	наших дней	1	1
318	где мы	1	1
319	почти не	1	1
320	если можно	1	1
321	в черновиках	1	1
322	могло бы	1	1
323	одном из	2	1
324	сам же	1	1
325	не понимает	1	1
326	и один	1	1
327	не могли	1	1
328	того кто	1	1
329	по себе	1	1
330	не раз	1	1
331	вплоть до	1	1
332	это чувство	1	1
333	отнимает у	1	1
334	что ему	1	1
335	того как	1	1
336	словами о	1	1
337	что вы	3	1
338	того чтобы	1	1
339	значение этого	1	1
340	судя по	1	1
341	в самой	1	1
342	или как	1	1
343	по своей	1	1
344	к вам	1	1
345	друг друга	2	1
346	князя и	1	1
347	годов в	1	1
348	перед ним	1	1
349	в стиле	1	1
350	мы встречаем	1	1
351	xviii века	1	1
352	такая точка	1	1
353	не случайно	2	1
354	а что	2	1
355	его с	1	1
356	в поле	3	1
357	своего отца	3	1
358	в селе	1	1
359	году в	2	1
360	и о	1	1
361	и образ	1	1
362	при его	1	1
363	в ее	2	1
364	с каким	1	1
365	не человек	2	1
366	сей день	2	1
367	это была	1	1
368	этой схемы	1	1
369	он с	1	1
370	с первого	2	1
371	литературе это	1	1
372	и сам	3	1
373	в образе	6	1
374	можно было	1	1
375	не за	2	1
376	чем у	1	1
377	но у	1	1
378	в эпоху	1	1
379	с ним	3	1
380	стремление к	1	1
381	но может	1	1
382	в применении	1	1
383	и должно	1	1
384	вот почему	1	1
385	известной степени	1	1
386	и т.д	1	1
387	и который	1	1
388	времени в	2	1
389	как у	2	1
390	знает что	2	1
391	связь между	1	1
392	что и	2	1
393	есть с	1	1
394	который до	1	1
395	именно в	1	1
396	общем смысле	1	1
397	и она	1	1
398	для самого	1	1
399	был более	1	1
400	о рассказе	1	1
401	в петербурге	1	1
402	в двух	1	1
403	его в	2	1
404	как нечто	1	1
405	это очень	5	1
406	который в	2	1
407	в обществе	1	1
408	между этими	2	1
409	вопрос об	1	1
410	это же	1	1
411	точностью именно	1	1
412	именно на	1	1
413	смысл этой	1	1
414	которых можно	1	1
415	черты лица	1	1
416	а это	1	1
417	за счет	1	1
418	не из	1	1
419	я люблю	4	1
420	и их	1	1
421	в известной	2	1
422	подчеркивает это	1	1
423	слова в	1	1
424	в одном	2	1
425	как его	1	1
426	идет в	1	1
427	характерны для	1	1
428	тем чем	1	1
429	за того	1	1
430	объясняется тем	1	1
431	говорит о	2	1
432	может жить	1	1
433	этого нового	1	1
434	он просит	1	1
435	именно так	1	1
436	о чем	3	1
437	в оригинале	1	1
438	как говорит	2	1
439	виде в	1	1
440	с помощью	1	1
441	в частности	2	1
442	эти слова	1	1
443	из трех	1	1
444	место где	1	1
445	в разговоре	1	1
446	не знал	1	1
447	в данном	2	1
448	видит в	1	1
449	что за	3	1
450	встречается в	1	1
451	искусства но	1	1
452	наряду с	1	1
453	в той	1	1
454	смысле этого	1	1
455	очень важно	2	1
456	в литературе	1	1
457	к образу	1	1
458	такая трактовка	1	1
459	это его	1	1
460	должно быть	3	1
461	была история	1	1
462	о его	2	1
463	и самозванец	1	1
464	в книге	1	1
465	это уже	2	1
466	рука в	1	1
467	тем и	1	1
468	об отношении	1	1
469	причем в	1	1
470	это как	1	1
471	а к	1	1
472	для нас	1	1
473	и все	4	1
474	такие слова	1	1
475	бы в	1	1
476	почти в	1	1
477	и темы	1	1
478	хотя бы	1	1
479	первый вариант	1	1
480	очень хорошо	1	1
481	гораздо больше	1	1
482	в период	1	1
483	состоит из	2	1
484	как есть	1	1
485	но этот	1	1
486	ко всему	1	1
487	и еще	1	1
488	есть и	1	1
489	только не	1	1
490	и эта	1	1
491	к м	1	1
492	так же	4	1
