N	2gram	Bakhtin_Fr_4	DiskursI
227	так в	1	1
228	право на	1	1
229	раз в	2	1
230	им в	2	1
231	говорят о	1	1
232	лица и	1	1
233	человек не	1	1
234	заявляет что	1	1
235	так сказать	2	1
236	о которой	1	1
237	одному из	2	1
238	событие с	1	1
239	к одному	1	1
240	не как	1	1
241	в силу	1	1
242	характерное для	1	1
243	на этом	2	1
244	с этой	1	1
245	не бывает	1	1
246	таким образом	20	1
247	для характеристики	1	1
248	об этом	1	1
249	полной мере	1	1
250	время и	2	1
251	своего героя	1	1
252	и сердце	1	1
253	в жизни	2	1
254	меняет свой	1	1
255	для собственно	1	1
256	она была	1	1
257	со всей	1	1
258	различные формы	1	1
259	которую он	4	1
260	рассказа о	1	1
261	где мы	1	1
262	от времени	1	1
263	дальнейшее развитие	1	1
264	бы мы	1	1
265	как другие	1	1
266	страха и	1	1
267	том же	2	1
268	на три	1	1
269	вплоть до	1	1
270	но они	4	1
271	до известной	1	1
272	виду что	1	1
273	самого начала	3	1
274	дело не	1	1
275	на него	1	1
276	в историческую	1	1
277	смертью в	1	1
278	которого он	1	1
279	отрешиться от	1	1
280	в самых	1	1
281	эпизод как	1	1
282	например не	1	1
283	на язык	1	1
284	ничего не	1	1
285	и проклятия	1	1
286	в разных	3	1
287	не вполне	1	1
288	и до	5	1
289	во всем	1	1
290	известной степени	1	1
291	последствиями для	1	1
292	в городе	1	1
293	но все	1	1
294	не знаем	1	1
295	числе и	2	1
296	клятвы и	3	1
297	к тому	2	1
298	в полной	1	1
299	утверждать что	1	1
300	основе этого	1	1
301	и образ	1	1
302	город и	1	1
303	каждый момент	1	1
304	вечности и	1	1
305	здесь также	1	1
306	эпизода в	2	1
307	с самого	3	1
308	во главе	1	1
309	в условиях	1	1
310	и сам	3	1
311	в образе	4	1
312	признаки его	1	1
313	в споре	2	1
314	сказано выше	1	1
315	поэтому в	2	1
316	ней и	1	1
317	в эпоху	15	1
318	и даже	3	1
319	остановимся на	1	1
320	с ним	2	1
321	в евангельских	1	1
322	каждый из	1	1
323	и здесь	3	1
324	и должно	1	1
325	оказываются не	1	1
326	т.п в	2	1
327	содержали в	1	1
328	и что	1	1
329	нас в	1	1
330	и во	1	1
331	заключительная фраза	1	1
332	в конечном	1	1
333	существенную роль	2	1
334	и брань	1	1
335	в форме	1	1
336	исторического развития	1	1
337	которая и	1	1
338	слов и	3	1
339	в описании	1	1
340	где происходит	1	1
341	как она	1	1
342	который бы	1	1
343	в современной	1	1
344	традиции в	1	1
345	с каждым	1	1
346	на новую	1	1
347	художественной литературе	1	1
348	и так	3	1
349	до нас	2	1
350	в литературу	1	1
351	для освещения	1	1
352	с будущим	1	1
353	на мир	1	1
354	от них	1	1
355	и роста	1	1
356	же и	3	1
357	для всех	1	1
358	знаком с	1	1
359	только на	1	1
360	и они	3	1
361	не дает	1	1
362	большинстве случаев	5	1
363	связывается с	1	1
364	мир в	2	1
365	в книге	1	1
366	и их	3	1
367	в новом	2	1
368	с последующим	1	1
369	вовсе не	9	1
370	граница между	1	1
371	друг друга	2	1
372	не случайно	3	1
373	тем что	4	1
374	в других	2	1
375	того что	3	1
376	о своем	2	1
377	еще и	7	1
378	во второй	2	1
379	мира это	1	1
380	и др	4	1
381	пародия на	2	1
382	центральное событие	1	1
383	в романе	10	1
384	между ними	2	1
385	в некоторых	1	1
386	превращается в	3	1
387	новеллы в	1	1
388	на этот	1	1
389	до конца	5	1
390	влияние и	1	1
391	на смерть	1	1
392	подобного рода	2	1
393	из героев	1	1
394	там где	3	1
395	что из	2	1
396	и слово	1	1
397	отступления от	1	1
398	ближе к	1	1
399	и глубоко	1	1
400	к лицу	1	1
401	равно как	1	1
402	на фоне	1	1
403	человек в	1	1
404	в особенности	2	1
405	в разговоре	1	1
406	и столь	1	1
407	это своего	2	1
408	почему он	1	1
409	по своему	4	1
410	верованиях в	1	1
411	лицом к	1	1
412	типа как	1	1
413	и там	1	1
414	до его	1	1
415	да и	2	1
416	ведь для	1	1
417	когда на	1	1
418	в это	1	1
419	даже в	1	1
420	под названием	1	1
421	слова и	1	1
422	и от	1	1
423	было сказано	1	1
424	время от	1	1
425	этом и	1	1
426	один из	4	1
427	о мире	2	1
428	при всем	1	1
429	но с	1	1
430	к судьбе	1	1
431	формы и	2	1
432	как сам	1	1
433	в третьем	1	1
434	еще более	1	1
435	брань и	3	1
436	стороны в	2	1
437	от всего	1	1
438	будто бы	1	1
439	быть и	1	1
440	даже при	1	1
441	к самому	1	1
442	одной из	2	1
443	сказать что	5	1
444	он представляет	1	1
445	речи и	1	1
446	конечно как	1	1
447	их с	2	1
448	одновременно и	3	1
449	из этого	2	1
450	только о	1	1
451	времени но	1	1
452	включает в	1	1
453	характера но	1	1
454	как слово	1	1
455	т.е в	1	1
456	нас не	1	1
457	том числе	3	1
