N	2gram	Medvedev_F_2	TeoriaLi
195	и даже	4	2
196	говорит в	5	2
197	литературы как	1	2
198	не могло	1	2
199	это было	3	2
200	со стороны	2	2
201	к смыслу	1	2
202	или иначе	1	2
203	одной стороны	1	2
204	могут быть	6	2
205	с одной	1	2
206	во всей	2	2
207	их в	2	2
208	в структуре	1	2
209	как к	3	2
210	высказывания как	1	2
211	роль в	3	2
212	взаимодействия людей	1	2
213	в противном	1	2
214	не следует	4	2
215	с художественной	1	2
216	произведения искусства	2	2
217	и иных	2	2
218	о том	1	2
219	о чем	1	2
220	собственно говоря	1	2
221	была бы	3	2
222	в области	3	2
223	с языком	1	2
224	так или	1	2
225	и особенно	1	2
226	и это	2	2
227	как будто	1	2
228	на фоне	4	2
229	этих двух	2	2
230	особого рода	1	2
231	в виду	2	2
232	вытекает из	1	2
233	если бы	5	2
234	и как	3	2
235	совершенно иной	2	2
236	к одному	1	2
237	роль принадлежит	1	2
238	что он	5	2
239	в прозе	1	2
240	во втором	7	2
241	о литературе	3	1
242	точек зрения	1	1
243	одним из	1	1
244	не могла	1	1
245	самого процесса	1	1
246	каждый из	3	1
247	и совершенно	2	1
248	для всех	1	1
249	совершается как	1	1
250	это событие	1	1
251	но из	1	1
252	между людьми	1	1
253	или иное	1	1
254	это может	1	1
255	в словах	1	1
256	не входит	3	1
257	в значительной	3	1
258	и исторической	1	1
259	места в	1	1
260	почву для	1	1
261	бы в	5	1
262	определить и	1	1
263	то я	1	1
264	том случае	2	1
265	художественное произведение	2	1
266	звуков в	1	1
267	вопрос о	1	1
268	из этих	3	1
269	в связи	10	1
270	от всех	2	1
271	в собственном	1	1
272	с нею	2	1
273	исходит из	1	1
274	на их	1	1
275	жизни и	3	1
276	собственно и	1	1
277	говорит о	1	1
278	бы то	1	1
279	его с	3	1
280	было и	2	1
281	ее в	2	1
282	высказывания а	1	1
283	момент в	1	1
284	полноте и	1	1
285	не будет	2	1
286	начинается с	1	1
287	нет в	1	1
288	не должно	1	1
289	никто не	1	1
290	здесь и	4	1
291	и является	1	1
292	целого это	1	1
293	связи с	13	1
294	и со	1	1
295	крайней мере	1	1
296	имеет значение	2	1
297	с системой	2	1
298	творческий акт	1	1
299	и их	3	1
300	не путем	1	1
301	большинстве случаев	3	1
302	теории литературы	1	1
303	глубже чем	1	1
304	не было	6	1
305	встречи с	1	1
306	как такового	6	1
307	рядом с	1	1
308	друг другу	1	1
309	зависит от	1	1
310	ведет к	1	1
311	и против	1	1
312	только при	1	1
313	к языку	1	1
314	мышления но	1	1
315	для обозначения	1	1
316	на то	1	1
317	не по	2	1
318	только о	1	1
319	значимость в	1	1
320	настоящее время	1	1
321	значительное место	1	1
322	в каждом	1	1
323	каждого из	1	1
324	в какой	3	1
325	отнюдь не	8	1
326	той мере	1	1
327	с ним	2	1
328	это еще	1	1
329	лишь один	1	1
330	превращается в	2	1
331	существенное значение	1	1
332	с помощью	10	1
333	независимо от	4	1
334	его организации	2	1
335	который пытается	1	1
336	жить и	1	1
337	что это	3	1
338	в условиях	1	1
339	не вполне	1	1
340	из того	1	1
341	и другие	2	1
342	же существенная	1	1
343	служат лишь	1	1
344	так что	1	1
345	и без	1	1
346	от него	2	1
347	если в	3	1
348	слова эта	1	1
349	целый ряд	1	1
350	только то	1	1
351	не дает	1	1
352	которых и	1	1
353	например не	1	1
354	языка мы	2	1
355	тот же	1	1
356	случае в	1	1
357	совершенно не	4	1
358	в своих	1	1
359	литературы или	1	1
360	на отдельные	1	1
361	то или	1	1
362	если он	1	1
363	более того	5	1
364	от одного	2	1
365	с тем	11	1
366	то в	2	1
367	как целого	1	1
368	те же	1	1
369	если не	1	1
370	к самому	1	1
371	самым по	1	1
372	и теперь	4	1
373	что звуки	1	1
374	до известной	3	1
375	или даже	2	1
376	по-разному в	1	1
377	совсем не	2	1
378	типа как	1	1
379	и должен	1	1
380	таком случае	1	1
381	случае если	1	1
382	и только	5	1
383	оно не	4	1
384	его как	2	1
385	из всего	3	1
386	или же	2	1
387	то во	1	1
388	литературное произведение	1	1
389	дело в	1	1
390	время в	1	1
391	и оценки	1	1
392	смысла в	3	1
393	насколько это	1	1
394	в таком	2	1
395	речи именно	2	1
396	особенно в	3	1
397	первые два	1	1
398	нем определенные	1	1
399	можно назвать	1	1
400	для понимания	6	1
401	поэзии есть	1	1
402	что даже	1	1
403	истории литературы	6	1
404	но если	1	1
405	художественных произведений	1	1
406	вступает в	1	1
407	как об	1	1
408	искусства говорит	1	1
409	сознания в	1	1
410	к своему	1	1
411	как система	1	1
412	времени и	2	1
413	к вопросу	1	1
414	общения не	1	1
415	статье о	2	1
416	их не	1	1
417	из его	1	1
418	ее как	2	1
419	и бессознательно	1	1
420	этом случае	1	1
421	произведения в	2	1
422	и писать	1	1
423	и прежде	3	1
424	и на	3	1
425	случае мы	1	1
426	и л	2	1
427	с самим	1	1
428	в понимании	2	1
429	речь в	1	1
430	идет о	2	1
431	настоящего времени	1	1
432	в жизненном	1	1
433	языка и	12	1
434	звук в	3	1
435	и приобретает	1	1
436	о различных	1	1
437	как мы	7	1
438	степени и	1	1
439	и через	1	1
440	из этого	2	1
441	этой своей	1	1
442	можно говорить	2	1
443	у нас	1	1
444	поэтического слова	3	1
445	требует от	1	1
446	системы языка	2	1
447	и соответствующих	1	1
448	о каком	3	1
449	в статье	4	1
450	с другими	10	1
451	как формулирует	1	1
452	того чтобы	3	1
453	как явление	1	1
454	связана с	1	1
455	что из	1	1
456	говоря о	1	1
457	обратимся к	1	1
458	то ни	2	1
459	своего развития	3	1
460	ведь это	1	1
461	нельзя не	1	1
462	и от	2	1
463	в сущности	4	1
464	языку в	1	1
465	в единстве	2	1
466	не является	3	1
467	да и	1	1
468	для того	3	1
469	и глубже	1	1
470	в одной	2	1
471	что для	2	1
472	один из	2	1
473	в научном	1	1
474	при анализе	2	1
475	ли не	1	1
476	это по	1	1
477	в контексте	1	1
478	значительной степени	3	1
479	в истории	6	1
480	в первом	7	1
481	все это	3	1
482	к ним	1	1
483	это столь	1	1
484	вопросу о	1	1
485	едва ли	2	1
486	фоне этой	1	1
487	из виду	1	1
488	с сожалением	1	1
489	эта система	1	1
490	чище и	1	1
491	же и	2	1
492	только и	3	1
493	с их	1	1
494	общения между	1	1
495	из них	4	1
496	особенно если	1	1
497	и заключается	1	1
498	вещи но	1	1
499	является не	2	1
500	он оказывается	1	1
501	в них	1	1
502	а о	3	1
503	для этого	2	1
504	в котором	2	1
505	внутренняя форма	1	1
506	с этими	1	1
507	если она	1	1
508	к другому	2	1
509	он в	2	1
510	же как	3	1
511	зрения не	1	1
512	в настоящее	1	1
513	оно становится	1	1
514	значение в	1	1
515	на материал	1	1
516	значения и	2	1
517	содержания в	1	1
518	но именно	3	1
519	обратил внимание	1	1
520	оно является	1	1
521	остается в	1	1
522	не от	1	1
523	не могут	7	1
524	по крайней	1	1
525	в поэзии	12	1
526	с собой	1	1
527	она не	2	1
528	в результате	6	1
529	русского языка	1	1
530	стремится к	1	1
531	должен был	2	1
532	к изучению	1	1
533	к этим	1	1
534	ближе к	1	1
535	в такой	2	1
536	самые разнообразные	1	1
537	во весь	1	1
538	не как	4	1
539	на них	1	1
540	в различных	1	1
541	до последнего	1	1
542	той же	1	1
543	быть и	3	1
544	связей с	1	1
545	по своим	1	1
546	должен быть	1	1
547	положений и	1	1
548	всякое высказывание	2	1
549	превратилась в	1	1
550	слова с	1	1
551	столь же	2	1
552	все они	1	1
553	не имеет	2	1
554	время и	3	1
555	в плоскости	1	1
556	между этими	3	1
557	ее не	1	1
558	организации высказывания	1	1
559	же в	1	1
560	и вся	1	1
561	по существу	7	1
562	в каком	1	1
563	о его	1	1
564	и до	3	1
565	которое в	1	1
566	и где	1	1
567	которыми он	1	1
568	и есть	1	1
569	бытия и	1	1
570	и пр	21	1
571	иметь место	1	1
572	художественном произведении	1	1
573	мере в	1	1
574	тем же	3	1
575	произведения как	2	1
576	было бы	6	1
577	если мы	5	1
578	одного из	3	1
579	в самостоятельный	1	1
580	соответствующих форм	1	1
581	искусства к	1	1
582	только на	3	1
583	события в	1	1
584	себе а	2	1
585	именно это	1	1
586	имеем в	1	1
587	не совпадает	1	1
588	вследствие того	1	1
589	так как	4	1
590	можно было	1	1
591	от его	2	1
592	позиции в	1	1
593	известной степени	4	1
594	из своих	1	1
595	полагая что	1	1
596	она могла	1	1
597	является в	2	1
598	в литературном	1	1
599	он уже	1	1
600	он стоит	1	1
601	он и	3	1
602	и более	2	1
603	как ее	3	1
604	всей его	1	1
605	не есть	3	1
606	не обязательно	1	1
607	в последующих	1	1
608	к предмету	3	1
609	может иметь	1	1
610	характерных для	1	1
