N	2gram	Nazirov_Tv_2	VelikijI
195	сознания не	1	1
196	если в	1	1
197	присутствует в	1	1
198	менее всего	1	1
199	а потому	1	1
200	но нет	1	1
201	тогда как	3	1
202	такой силой	1	1
203	не просто	1	1
204	крайней мере	2	1
205	другое и	1	1
206	мире и	1	1
207	достоинство человека	1	1
208	во что	2	1
209	это самое	1	1
210	как в	4	1
211	и мир	1	1
212	чудо что	1	1
213	известном смысле	1	1
214	все же	5	1
215	д и	2	1
216	мы видим	4	1
217	с ними	2	1
218	ли он	1	1
219	и свою	1	1
220	он дал	1	1
221	в самом	3	1
222	их жизни	1	1
223	знаешь ли	1	1
224	в которой	2	1
225	что это	1	1
226	в целом	6	1
227	не имею	1	1
228	человеческой души	1	1
229	тоже не	2	1
230	в этой	5	1
231	в известном	1	1
232	личности но	1	1
233	уже в	2	1
234	в которую	2	1
235	не нужны	1	1
236	в виде	2	1
237	и если	2	1
238	но прежде	2	1
239	по словам	2	1
240	слова не	1	1
241	в праве	1	1
242	или даже	2	1
243	о которой	1	1
244	говорит что	1	1
245	к человеческой	1	1
246	как дети	1	1
247	чем у	1	1
248	зла и	1	1
249	и вот	1	1
250	вовсе не	2	1
251	отношение к	1	1
252	в xx	1	1
253	бытия и	1	1
254	у него	6	1
255	не случайно	2	1
256	и по	2	1
257	в руки	2	1
258	человека в	3	1
259	их совесть	1	1
260	и с	8	1
261	а его	1	1
262	себя не	1	1
263	с другой	2	1
264	художественный образ	1	1
265	хоть и	1	1
266	которого не	1	1
267	под бременем	1	1
268	его личности	1	1
269	в глазах	1	1
270	это одна	1	1
271	в мистический	1	1
272	к миру	2	1
273	мистический смысл	1	1
274	души и	1	1
275	жизнь в	1	1
276	напомнил о	1	1
277	жизни но	1	1
278	и вновь	1	1
279	их на	1	1
280	иван карамазов	7	1
281	изображении достоевского	1	1
282	него в	2	1
283	суд над	1	1
284	таким же	1	1
285	вместе с	3	1
286	так же	5	1
287	сделать его	1	1
288	как это	1	1
289	человека к	1	1
290	то есть	5	1
291	в лице	4	1
292	еще с	1	1
293	с каким-то	1	1
294	у нас	2	1
295	в которых	3	1
296	в изображении	1	1
297	он говорит	1	1
298	с такой	1	1
299	ведет к	1	1
300	отпадения от	1	1
301	несравненно более	2	1
302	в одном	2	1
303	почему мы	1	1
304	xx веке	1	1
305	бунт против	1	1
306	образ и	2	1
307	по крайней	2	1
308	поскольку он	1	1
309	думать о	1	1
310	человек с	1	1
311	так хорошо	1	1
312	этого слова	1	1
313	с этой	3	1
314	и нет	1	1
315	людям в	1	1
316	общественной жизни	1	1
317	из нас	2	1
318	ничего кроме	1	1
319	и от	4	1
320	в день	1	1
321	карамазова и	2	1
322	заботиться о	1	1
323	это как	1	1
324	ничего не	4	1
325	человек и	1	1
326	жизни не	1	1
327	может быть	8	1
328	в русском	1	1
329	вообще в	1	1
330	как она	1	1
331	более всего	2	1
332	будто бы	1	1
333	вот что	1	1
334	на него	2	1
335	в сознании	1	1
336	к жизни	2	1
337	связь с	2	1
338	жизни в	3	1
339	что на	2	1
340	может и	1	1
341	о своем	1	1
342	другой стороны	2	1
343	не быть	1	1
344	идея в	1	1
345	социализма и	1	1
346	им не	1	1
347	к этому	3	1
348	тайны и	1	1
349	вся история	1	1
350	в окончательном	2	1
351	его с	1	1
352	всего что	1	1
353	его тайна	1	1
354	ли что	1	1
355	в искусстве	2	1
356	и другие	1	1
357	в своих	3	1
358	в процессе	2	1
359	в противоположность	1	1
360	отказаться от	2	1
361	она не	1	1
