N	2gram	Losev_Dial_1	Tragedij
137	в частности	2	2
138	только о	1	2
139	в таком	1	2
140	точно так	2	2
141	до исступления	1	1
142	я и	1	1
143	а между	1	1
144	скажет что	1	1
145	и т	21	1
146	например в	1	1
147	от самой	1	1
148	с жизнью	1	1
149	это значит?	1	1
150	сам по	6	1
151	и др	1	1
152	самом деле	3	1
153	силы и	1	1
154	к своей	1	1
155	это и	4	1
156	на деле	2	1
157	и есть	16	1
158	от самого	3	1
159	проникает в	1	1
160	должна быть	3	1
161	над которым	1	1
162	и могут	1	1
163	той же	1	1
164	деле же	2	1
165	при случае	1	1
166	связаны между	1	1
167	которую я	1	1
168	в шутку	1	1
169	что уже	2	1
170	на себя	1	1
171	своем известном	1	1
172	самой природе	1	1
173	в виду	5	1
174	в ней	3	1
175	встречается в	1	1
176	подобного нет	1	1
177	без которой	1	1
178	быть в	2	1
179	в чем	6	1
180	во всех	1	1
181	на другой	1	1
182	но не	4	1
183	но как	2	1
184	а он	3	1
185	друга и	1	1
186	чем же	1	1
187	вот я	1	1
188	что именно	2	1
189	что ее	1	1
190	мысль о	1	1
191	и наконец	1	1
192	для ее	1	1
193	то в	7	1
194	в которой	1	1
195	бы не	1	1
196	это тот	1	1
197	всего необходимо	2	1
198	только один	1	1
199	говорит не	1	1
200	этого образа	1	1
201	как он	4	1
202	вы так	1	1
203	если он	1	1
204	не могла	1	1
205	и если	1	1
206	вообще не	1	1
207	и критики	1	1
208	берется в	1	1
209	пушкина и	1	1
210	которой не	3	1
211	и еще	3	1
212	не значит	3	1
213	его самого	2	1
214	к одному	1	1
215	не к	1	1
216	что нужно	1	1
217	не как	2	1
218	содержит в	3	1
219	что тут	2	1
220	и по	1	1
221	на этом	2	1
222	на свете	1	1
223	таким образом	1	1
224	и холод	1	1
225	я вам	1	1
226	здесь мы	1	1
227	же не	1	1
228	не скажет	1	1
229	в другом	2	1
230	ними как	1	1
231	на ту	1	1
232	это было	2	1
233	заключается в	1	1
234	обоих случаях	1	1
235	а это	1	1
236	ты мне	1	1
237	они только	1	1
238	но уже	2	1
239	в них	3	1
240	этого не	1	1
241	а за	1	1
242	всю жизнь	1	1
243	со своими	1	1
244	для чего	2	1
245	говорится о	1	1
246	к величайшему	1	1
247	образ на	1	1
248	с такой	1	1
249	отвращение к	1	1
250	в развитии	1	1
251	но я	1	1
252	есть такая	1	1
253	но если	5	1
254	и при	2	1
255	в своей	2	1
256	взгляд на	1	1
257	в такой	1	1
258	почти не	2	1
259	в котором	4	1
260	именно такую	1	1
261	представление о	1	1
262	миф о	1	1
263	по самой	1	1
264	стало быть	9	1
265	нее самой	1	1
266	и вот	6	1
267	я скажу	2	1
268	но он	1	1
269	над ними	1	1
270	тем не	1	1
271	не могли	1	1
272	ясное как	1	1
273	на всю	4	1
274	того кто	2	1
275	по себе	25	1
276	тому что	3	1
277	так он	1	1
278	не менее	2	1
279	века а	1	1
280	вплоть до	3	1
281	xviii века	1	1
282	что эта	4	1
283	она не	6	1
284	на земле	2	1
285	и начинает	1	1
286	вместе и	1	1
287	самого начала	1	1
288	того как	1	1
289	тогда и	1	1
290	но только	3	1
291	он с	1	1
292	это мы	4	1
293	или как	1	1
294	и притом	4	1
295	к ней	4	1
296	показал что	1	1
297	по своей	1	1
298	для нас	1	1
299	связи с	1	1
300	не нужен	1	1
301	является ли	1	1
302	ли это	3	1
303	могут быть	3	1
304	уже было	1	1
305	сходство с	1	1
306	что наш	1	1
307	что оно	5	1
308	его с	3	1
309	всего что	1	1
310	идеи он	1	1
311	указывает на	3	1
312	не есть	40	1
313	утверждать что	3	1
314	где он	1	1
315	с образом	1	1
316	вы не	1	1
317	можно написать	1	1
318	как мы	4	1
319	вещами и	1	1
320	и о	3	1
321	не беспокойтесь	1	1
322	того чтобы	1	1
323	и тонко	1	1
324	и образ	6	1
325	с каким	1	1
326	как система	1	1
327	с чистой	2	1
328	в душу	4	1
329	с самого	1	1
330	и которую	1	1
331	природе своей	1	1
332	можно было	5	1
333	на нее	1	1
334	по природе	1	1
335	отождествляется с	7	1
336	не выдержал	1	1
337	ничего подобного	1	1
338	по сравнению	2	1
339	она тоже	1	1
340	а стало	1	1
341	быть может	4	1
342	в эпоху	2	1
343	действия не	1	1
344	а по	1	1
345	себя а	1	1
346	и должно	1	1
347	вот почему	1	1
348	увидел что	1	1
349	это происходит	1	1
350	но мы	1	1
351	а также	1	1
352	чтобы не	2	1
353	от него	4	1
354	все в	1	1
355	доходит до	1	1
356	добра и	1	1
357	между тем	1	1
358	и цветов	1	1
359	нуждается в	3	1
360	я вижу	1	1
361	все время	1	1
362	о своих	2	1
363	того что	2	1
364	он есть	4	1
365	казалось что	1	1
366	его собственная	1	1
367	наблюдать и	1	1
368	в новой	1	1
369	и дело	1	1
370	мы видим	4	1
371	с ними	2	1
372	только сам	1	1
373	что даже	2	1
374	всю ее	1	1
375	только в	3	1
376	во всем	2	1
377	как нечто	1	1
378	с одной	2	1
379	вот что	1	1
380	есть в	1	1
381	только на	3	1
382	и чисто	1	1
383	в понятие	1	1
384	все образы	1	1
385	он сродни	1	1
386	но от	1	1
387	и их	2	1
388	всяком случае	2	1
389	т п	2	1
390	не для	1	1
391	с этими	1	1
392	ее не	1	1
393	к ним	2	1
394	и вместе	1	1
395	в особенности	5	1
396	даже не	3	1
397	с другим	1	1
398	вопрос об	1	1
399	именно в	2	1
400	в каких	1	1
401	что не	7	1
402	не было	6	1
403	понимаем что	1	1
404	а на	1	1
405	– в	4	1
406	не какое-то	1	1
407	не верит	1	1
408	а не	14	1
409	с которым	1	1
410	именно так	1	1
411	его как	1	1
412	не быть	1	1
413	а вы	1	1
414	одну из	1	1
415	в связи	1	1
416	и дико	1	1
417	о себе	1	1
418	вместе с	1	1
419	и потому	3	1
420	эта связь	1	1
421	в духе	1	1
422	совершенно в	1	1
423	может так	1	1
424	сравнению с	2	1
425	наряду с	1	1
426	в той	1	1
427	это его	1	1
428	для понимания	1	1
429	с этой	2	1
430	и от	2	1
431	цветов и	2	1
432	не является	3	1
433	известной степени	1	1
434	при таком	1	1
435	где и	1	1
436	об отношении	5	1
437	в результате	1	1
438	это как	1	1
439	тот кто	2	1
440	это может	2	1
441	бы в	3	1
442	и совершенно	2	1
443	у которого	1	1
444	конце концов	3	1
445	хотя бы	6	1
446	только что	3	1
447	я в	2	1
448	сказал что	2	1
449	к ее	1	1
450	еще ничего	1	1
451	жизни в	1	1
452	имеет целью	1	1
453	нужно для	2	1
454	совершенно не	8	1
455	эти же	1	1
456	ко всему	2	1
457	т е	25	1
458	что под	2	1
459	и жизнь	1	1
460	есть и	5	1
461	может ли	1	1
462	и своею	1	1
463	в голову	1	1
464	к этой	1	1
465	и эта	2	1
466	во всяком	4	1
