N	2gram	Bakhtin_Fr_5	Narrotol
551	и формы	1	1
552	еще раз	1	1
553	за нею	1	1
554	как только	1	1
555	быть и	1	1
556	благодаря этому	2	1
557	с историей	1	1
558	сих пор	3	1
559	своей жизни	2	1
560	не будем	2	1
561	о его	1	1
562	на свет	1	1
563	под названием	2	1
564	и ценностями	1	1
565	и позволяет	1	1
566	в следующей	1	1
567	известной степени	4	1
568	как своего	1	1
569	времени когда	1	1
570	в другое	2	1
571	обращается к	1	1
572	есть система	1	1
573	от него	1	1
574	и события	1	1
575	бы он	1	1
576	и существенно	1	1
577	но зато	1	1
578	от всего	1	1
579	между вещами	1	1
580	но это	5	1
581	он оказывается	2	1
582	в обстановке	1	1
583	в системе	2	1
584	в общем	4	1
585	на фоне	2	1
586	здесь только	2	1
587	две стороны	1	1
588	не знает	1	1
589	в заключительном	1	1
590	и при	1	1
591	речи и	1	1
592	культуры в	1	1
593	в свое	1	1
594	где он	1	1
595	это было	4	1
596	же принципу	1	1
597	по поводу	4	1
598	и эта	1	1
599	от страха	3	1
600	можно назвать	1	1
601	которая не	2	1
