N	2gram	Bakhtin_Pr_2	OGranits
213	непосредственным выражением	1	1
214	это и	1	1
215	в собственном	1	1
216	но тем	1	1
217	самый предмет	2	1
218	и есть	1	1
219	нам кажется	5	1
220	делая его	2	1
221	в себя	3	1
222	ту же	2	1
223	его чрезвычайно	1	1
224	сознания с	1	1
225	и до	4	1
226	в нашу	2	1
227	проблем связанных	1	1
228	идею переживание	1	1
229	ведь и	7	1
230	собственном смысле	1	1
231	на том	2	1
232	трудный путь	1	1
233	в образе	2	1
234	можно было	3	1
235	в нескольких	1	1
236	особенно в	2	1
237	свою полную	1	1
238	отождествляется с	1	1
239	отсюда и	1	1
240	здесь нет	3	1
241	монологического высказывания	2	1
242	на материале	2	1
243	нуждаются в	1	1
244	оценок в	1	1
245	и о	2	1
246	вопрос о	2	1
247	стиля в	1	1
248	как стиль	2	1
249	в полголоса	1	1
250	разговорного языка	1	1
251	для этого	2	1
252	это направление	1	1
253	из одного	4	1
254	по себе	11	1
255	по мере	4	1
256	как выражение	2	1
257	но может	1	1
258	разных типов	1	1
259	подхода к	1	1
260	его за	1	1
261	на себя	2	1
262	с ее	1	1
263	часто и	1	1
264	ему в	1	1
265	то это	2	1
266	и отстоявшихся	1	1
267	в мире	1	1
268	и он	5	1
269	в каждой	2	1
270	с большим	2	1
271	слово не	8	1
272	собою и	2	1
273	и что	5	1
274	почему же	4	1
275	еще не	9	1
276	выполнив свою	1	1
277	в различных	3	1
278	не могу	2	1
279	художественном творчестве	3	1
280	тем как	1	1
281	то мы	1	1
282	к нему	5	1
283	воздействия на	1	1
284	на самом	1	1
285	но не	5	1
286	а у	1	1
287	голосом в	2	1
288	то он	1	1
289	переходит в	2	1
290	отношение к	2	1
291	слову в	1	1
292	нет и	1	1
293	в другой	1	1
294	и речи	1	1
295	на то	5	1
296	один и	1	1
297	в одной	3	1
298	в своем	4	1
299	по своей	1	1
300	лишь часть	1	1
301	один из	1	1
302	явления как	1	1
303	и как	2	1
304	характер носит	1	1
305	стилистика и	1	1
306	стиль в	1	1
307	его к	2	1
308	одной из	1	1
309	учитывает и	1	1
310	этот вопрос	4	1
311	что он	13	1
312	более или	3	1
313	прозаической речи	1	1
314	не должна	3	1
315	в значительной	1	1
316	стать не	1	1
317	коллектива к	1	1
318	иными элементами	1	1
319	со всеми	3	1
320	так в	1	1
321	в этой	1	1
322	с их	2	1
323	элементов в	1	1
324	сюда относятся	1	1
325	важна не	1	1
326	конечно не	2	1
327	мы чувствуем	2	1
328	каждом слове	2	1
329	только на	3	1
330	себя и	3	1
331	и если	1	1
332	всеми ее	1	1
333	к слову	1	1
334	что она	1	1
335	речь в	2	1
336	или даже	1	1
337	его и	2	1
338	и социальной	1	1
339	а вовсе	1	1
340	социальных оценок	1	1
341	в узком	2	1
342	в виде	3	1
343	внутренней речи	2	1
344	как их	1	1
345	в конце	2	1
346	но что	1	1
347	только с	1	1
348	данное слово	2	1
349	каждый из	2	1
350	отличие от	4	1
351	на этом	1	1
352	его можно	1	1
353	говорит следующее	1	1
354	зрения своего	2	1
355	его идеологическая	1	1
356	выборе и	1	1
357	и всякое	2	1
358	мы слышим	1	1
359	же не	4	1
360	и характер	1	1
361	типа который	1	1
362	в чисто	1	1
363	к другому	5	1
364	мы это	1	1
365	говорить не	1	1
366	и здесь	3	1
367	его в	3	1
368	как к	1	1
369	и лучше	1	1
370	его себе	1	1
371	и сложнее	1	1
372	от одного	2	1
373	ко второму	2	1
374	и иных	1	1
375	которая как	2	1
376	к которому	1	1
377	ориентируется на	1	1
378	как же	2	1
379	художественного слова	1	1
380	он все	1	1
381	ведь в	1	1
382	лежит в	2	1
383	все указанные	1	1
384	голоса его	1	1
385	он жалуется	1	1
386	слово но	1	1
387	больше и	1	1
388	произведения не	1	1
389	каждом элементе	1	1
390	из нее	1	1
391	о которых	1	1
392	не было	1	1
393	все равно	1	1
394	далеко не	4	1
395	и голос	1	1
396	слове в	1	1
397	лишь одного	1	1
398	автору и	1	1
399	не всегда	1	1
400	которой он	1	1
401	переходим к	3	1
402	он и	3	1
403	как ни	1	1
404	все время	1	1
405	возможность должна	1	1
406	же самый	1	1
407	должно быть	4	1
408	него не	2	1
409	менее всего	1	1
410	все произведение	2	1
411	такой же	3	1
412	автора и	2	1
413	не соприкасается	1	1
414	и тогда	1	1
415	или менее	3	1
416	но при	3	1
417	которую он	2	1
418	чувствуем что	3	1
419	которую мы	1	1
420	контекста и	1	1
421	эти слова	1	1
422	художественного творчества	2	1
423	и особенно	2	1
424	как все	1	1
425	звучит уже	1	1
426	в такой	2	1
427	как это	1	1
428	о возможности	1	1
429	себе а	2	1
430	в отличие	4	1
431	в которых	2	1
432	быть это	1	1
433	мысли и	2	1
434	и глубоко	1	1
435	он говорит	2	1
436	здесь он	1	1
437	к этому	1	1
438	может овладеть	1	1
439	высказывания и	2	1
440	тем не	2	1
441	прямая речь	2	1
442	их в	4	1
443	для понимания	2	1
444	отношения не	1	1
445	относятся все	1	1
446	где нет	1	1
447	в последнем	3	1
448	зрения и	3	1
449	этого слова	2	1
450	что такое	2	1
451	как плохое	1	1
452	быть и	2	1
453	является для	1	1
454	до конца	4	1
455	но это	4	1
456	слово для	1	1
457	в начале	1	1
458	для иных	1	1
459	всего его	1	1
460	виду что	1	1
461	почти никогда	1	1
462	в то	7	1
463	мысли в	1	1
464	к другим	1	1
465	хуже для	1	1
466	например у	2	1
467	сознании и	2	1
468	лексикология в	1	1
469	одна из	2	1
470	форме в	2	1
471	уж конечно	1	1
472	которых он	1	1
473	не знаем	1	1
474	связанная с	1	1
475	ними и	1	1
476	того чтобы	1	1
477	само по	1	1
478	иметь в	1	1
479	исключительно как	1	1
480	или в	8	1
481	на одном	1	1
482	узком смысле	2	1
483	языковые особенности	1	1
484	того как	2	1
485	в самой	4	1
486	при наличии	1	1
487	находятся в	1	1
488	который является	1	1
489	же время	5	1
490	данной социальной	2	1
491	лишь как	2	1
492	или как	4	1
493	в основе	1	1
494	тем более	1	1
495	важное значение	1	1
496	от него	1	1
497	и порядок	1	1
498	сложнее и	1	1
499	автор оказывается	1	1
500	за исключением	1	1
501	из существеннейших	1	1
502	а лишь	2	1
503	это слово	5	1
504	общего не	1	1
505	связи с	1	1
506	для осуществления	2	1
507	эти три	1	1
508	до того	1	1
509	эту плоскость	1	1
510	чисто языковых	1	1
511	и типов	1	1
512	их по	1	1
513	об этом	2	1
514	это все	3	1
515	не знает	3	1
516	языка в	1	1
517	сказать что	2	1
518	среди них	4	1
519	между словами	3	1
520	интонации и	1	1
521	ведь именно	1	1
522	стиль и	1	1
523	речи и	4	1
524	речи здесь	1	1
525	все то	1	1
526	мы здесь	2	1
527	не входит	2	1
528	типа и	1	1
529	возможности но	1	1
530	ли не	1	1
531	про себя	1	1
532	с его	4	1
533	же самое	1	1
534	должны быть	2	1
535	всего в	1	1
536	вместе с	1	1
537	в поэтический	1	1
538	к речи	1	1
539	правда все	1	1
540	в данную	1	1
541	например в	2	1
542	по поводу	1	1
543	слова когда	2	1
544	слово уже	2	1
545	особенности и	1	1
546	социальной среде	1	1
547	им и	1	1
548	его структура	1	1
549	социологическое значение	1	1
550	этой точки	1	1
551	они не	1	1
