N	2gram	Vinokur_Ku_3	TeoriaLi
356	первую очередь	3	1
357	ответственность за	4	1
358	ко второму	1	1
359	было бы	16	1
360	основания для	1	1
361	рядом с	1	1
362	как об	2	1
363	языка служит	1	1
364	с тем	6	1
365	не всегда	1	1
366	когда я	1	1
367	рода и	1	1
368	ведет к	1	1
369	обратимся к	1	1
370	остается в	2	1
371	же я	1	1
372	и становится	1	1
373	себя внимание	2	1
374	их системной	1	1
375	но если	3	1
376	таким же	1	1
377	свою речь	1	1
378	смысле можно	2	1
379	в такой	1	1
380	мы конечно	1	1
381	и без	2	1
382	в котором	2	1
383	и процесс	1	1
384	большей степени	2	1
385	не как	2	1
386	стоит в	1	1
387	от его	1	1
388	той мере	1	1
389	сам же	2	1
390	для данного	1	1
391	друг другу	1	1
392	и более	3	1
393	и наоборот	1	1
394	не должно	1	1
395	остановимся на	1	1
396	случае мы	1	1
397	фраза в	1	1
398	отношения например	1	1
399	случае в	1	1
400	так он	1	1
401	в таких	2	1
402	быть без	1	1
403	принципиально иной	1	1
404	по крайней	1	1
405	не имеет	3	1
406	на себе	1	1
407	к этим	1	1
408	звук в	1	1
409	виду не	1	1
410	которых и	1	1
411	он мог	1	1
412	и отсутствие	1	1
413	каждый из	1	1
414	нельзя не	2	1
415	в самой	1	1
416	это явление	1	1
417	от него	1	1
418	связи с	6	1
419	ту или	1	1
420	как я	2	1
421	своей цели	1	1
422	из того	2	1
423	возможно в	1	1
424	не по	3	1
425	обращает на	1	1
426	и делает	1	1
427	в каком	3	1
428	у нас	10	1
429	в коем	1	1
430	не могут	5	1
431	тургенева в	1	1
432	образом что	1	1
433	когда мы	3	1
434	ли не	1	1
435	всего что	1	1
436	в каждом	1	1
437	прошлом и	1	1
438	на это	1	1
439	она не	3	1
440	задана как	1	1
441	из всего	2	1
442	как мы	5	1
443	у себя	1	1
444	того чтобы	11	1
445	это еще	2	1
446	имеет значение	1	1
447	на основе	1	1
448	языка и	2	1
449	в собственном	1	1
450	области языка	2	1
451	то или	2	1
452	только то	3	1
453	то время	1	1
454	однако на	1	1
455	и соответствующую	1	1
456	значение в	2	1
457	переход к	1	1
458	можно было	11	1
459	здесь как	2	1
460	при одном	1	1
461	наше внимание	1	1
462	по признаку	1	1
463	жанра в	1	1
464	в словах	1	1
465	для этого	6	1
466	к языку	4	1
467	означает что	1	1
468	именно потому	1	1
469	первом случае	2	1
470	произведения как	1	1
471	искусства и	1	1
472	возможна только	1	1
473	что речь	1	1
474	на вопрос	3	1
475	при котором	2	1
476	никак не	2	1
477	хороши и	1	1
478	одного из	1	1
479	к простому	1	1
480	после того	6	1
481	может не	1	1
482	в сущности	4	1
483	содержанию которое	1	1
484	утверждения ее	1	1
485	но дело	1	1
486	делает в	1	1
487	эти два	2	1
488	нуждается в	1	1
489	и только	3	1
490	крайней мере	1	1
491	чем и	1	1
492	должно будет	1	1
493	и писать	1	1
494	стихи и	1	1
495	в том-то	1	1
496	статье о	1	1
497	эти последние	2	1
498	один из	4	1
499	но с	1	1
500	д и	1	1
501	в двух	2	1
502	тот же	6	1
503	и роман	1	1
504	именно о	1	1
505	принято говорить	1	1
506	в какой	3	1
507	заинтересована в	1	1
508	путь к	2	1
509	тем или	1	1
510	может оказаться	2	1
511	русского языка	7	1
512	самые разнообразные	1	1
513	образа в	1	1
514	что ж	1	1
515	который в	1	1
516	же и	1	1
517	если мы	7	1
518	как быть	1	1
519	ничего нельзя	1	1
520	его развитие	1	1
521	в значении	2	1
522	в поэзии	5	1
523	но самое	1	1
524	смысл слова	3	1
525	не дает	2	1
526	или даже	1	1
527	за ним	1	1
528	суждением а	1	1
529	и их	1	1
530	никто не	1	1
531	представить себе	1	1
532	и прежде	1	1
533	в одном	2	1
534	уклоняется от	1	1
535	с этими	1	1
536	так как	9	1
537	тому же	3	1
538	граница между	1	1
539	может служить	2	1
540	не говорит	1	1
541	в первую	3	1
542	и строго	1	1
543	для того	12	1
544	им по	1	1
545	синтаксически не	1	1
546	смысла чем	1	1
547	точек зрения	2	1
548	на примере	1	1
549	отказаться от	1	1
550	по своим	1	1
551	должен занять	1	1
552	предлогов союзов	1	1
553	еще и	2	1
554	такое же	1	1
555	однако что	4	1
556	во внешней	1	1
557	что для	1	1
558	положений и	1	1
559	с речью	1	1
560	и пр	3	1
561	рода задания	1	1
562	превращается в	1	1
563	не было	4	1
564	более того	1	1
565	зависит от	1	1
566	весь его	1	1
567	и я	2	1
568	в письменном	1	1
569	когда же	1	1
570	могут служить	1	1
571	в ряду	3	1
572	и слово	1	1
573	если не	1	1
574	в связи	5	1
575	к возникновению	1	1
576	с помощью	6	1
577	почву для	1	1
578	может иметь	3	1
579	впечатлений в	1	1
580	нет никаких	1	1
581	есть точка	1	1
582	до этого	1	1
583	в одной	1	1
584	а некий	1	1
585	его личной	1	1
586	целом ряде	1	1
587	границ между	1	1
588	одновременно и	1	1
589	тому как	2	1
590	например для	1	1
591	ряда и	1	1
592	в контексте	1	1
593	с этой	3	1
594	свою культурную	2	1
595	и формы	1	1
596	на время	1	1
597	сказать не	1	1
598	этом случае	4	1
599	быть и	1	1
600	каждого из	1	1
601	известном смысле	2	1
602	каждом человеке	1	1
603	искусства в	1	1
604	о его	1	1
605	все это	2	1
606	языку в	3	1
607	точно и	1	1
608	фигуры и	1	1
609	себе еще	1	1
610	к вопросу	2	1
611	каждой из	2	1
612	это уже	3	1
613	написать стихотворение	1	1
614	для индивидуального	1	1
615	собственно и	1	1
616	и от	1	1
617	в результате	3	1
618	все они	2	1
619	о котором	1	1
620	которая в	1	1
621	жанр в	1	1
622	например не	1	1
623	к различным	1	1
624	не более	2	1
625	поэтики в	1	1
626	и отвечает	1	1
627	с другими	2	1
628	же в	1	1
629	мы видим	1	1
630	не есть	3	1
631	к самому	1	1
632	является его	1	1
633	нами не	1	1
634	а о	1	1
635	и каждая	1	1
636	а внутри	1	1
637	со мной	1	1
638	задания и	1	1
639	совершенно не	5	1
640	только о	2	1
641	что такое	4	1
642	и другие	1	1
643	по поводу	3	1
644	в таком	4	1
645	подвести итог	1	1
646	все что	1	1
647	этой точки	1	1
