N	2gram	Trubetskoy_1	Myslijsy
627	есть как	2	1
628	таких условиях	1	1
629	да и	1	1
630	под сенью	1	1
631	думать о	1	1
632	друг с	5	1
633	многих других	1	1
634	есть тот	1	1
635	на пути	2	1
636	и другим	1	1
637	следует заметить	1	1
638	только для	2	1
639	и таким	3	1
640	это отличие	1	1
641	вряд ли	1	1
642	от человека	2	1
643	у индусов	3	1
644	пор еще	2	1
645	том виде	2	1
646	о котором	2	1
647	в эту	2	1
648	ни было	2	1
649	давно уже	1	1
650	обо всем	1	1
651	к ее	1	1
652	а можно	1	1
653	с людьми	1	1
654	может и	1	1
655	существование и	1	1
656	именно не	1	1
657	образ получает	1	1
658	по одному	1	1
659	с ними	1	1
660	него в	1	1
661	друга а	1	1
662	доску с	1	1
663	можно назвать	2	1
664	во всяком	6	1
