N	2gram	Vinokur_St_1	Vvedenie
458	разумеется с	1	2
459	во втором	4	2
460	что по	1	1
461	всех его	1	1
462	о пушкине	9	1
463	если и	1	1
464	и из	1	1
465	может не	2	1
466	д иными	1	1
467	не могла	2	1
468	бы ему	1	1
469	показывает как	1	1
470	далее в	2	1
471	каждом из	1	1
472	уже о	5	1
473	данного текста	1	1
474	вникнуть в	1	1
475	или иное	3	1
476	с самого	1	1
477	не означает	1	1
478	не значит	3	1
479	знакомый с	2	1
480	разные и	1	1
481	отношении к	1	1
482	не знать	1	1
483	языка но	1	1
484	для нас	7	1
485	чтобы в	1	1
486	во всей	1	1
487	но для	2	1
488	о ней	1	1
489	а главное	1	1
490	существенная разница	1	1
491	на деле	1	1
492	бы оно	1	1
493	по словам	4	1
494	не должен	1	1
495	время и	1	1
496	в одно	1	1
497	чем то	1	1
498	же это	3	1
499	образом мы	1	1
500	на которое	2	1
501	так называемого	1	1
502	за исключением	1	1
503	но он	2	1
504	это то	1	1
505	бы на	1	1
506	и понимания	1	1
507	и критика	2	1
508	это и	4	1
509	которых так	1	1
510	бы то	1	1
511	не вытекает	1	1
512	комментария к	1	1
513	и чувства	1	1
514	у каждого	1	1
515	до уровня	1	1
516	вполне справедливо	1	1
517	к концу	2	1
518	все вместе	1	1
519	не была	2	1
520	случае не	2	1
521	не должно	1	1
522	конкретно представить	1	1
523	их достоинства	1	1
524	можно считать	1	1
525	к этим	1	1
526	будет недостаточно	1	1
527	которая лежит	1	1
528	критической обработки	1	1
529	действительно не	1	1
530	потребность в	1	1
531	в настоящем	1	1
532	уже выше	2	1
533	его собственной	2	1
534	искать ответа	1	1
535	разница между	2	1
536	что такая	1	1
537	после того	1	1
538	просто не	1	1
539	кроме того	1	1
540	но еще	1	1
541	случае она	1	1
542	и говорить	1	1
543	вся разница	1	1
544	в статье	7	1
545	из таких	1	1
546	же мы	1	1
547	только при	1	1
548	и все	2	1
549	есть в	2	1
550	самому и	1	1
551	в так	1	1
552	на то	4	1
553	на эту	4	1
554	указание на	1	1
555	не по	3	1
556	говорить в	1	1
557	необходимо теперь	1	1
558	то обстоятельство	2	1
559	нужно было	2	1
560	текст по	1	1
561	настоящее время	1	1
562	этой системе	1	1
563	широкого и	1	1
564	области научной	1	1
565	эту тему	4	1
566	же только	1	1
567	его время	1	1
568	научные дисциплины	1	1
569	его и	1	1
570	к которому	4	1
571	включает в	1	1
572	и общественного	1	1
573	времени вполне	1	1
574	было вполне	1	1
575	вполне естественно	1	1
576	как увидим	1	1
577	объяснение в	1	1
578	области изучения	2	1
579	нет вообще	1	1
580	можно только	1	1
581	и без	3	1
582	в том-то	1	1
583	е не	1	1
584	таким путем	1	1
585	которая должна	1	1
586	в руках	1	1
587	в настоящее	1	1
588	только то	1	1
589	есть существенная	1	1
590	естественно не	1	1
591	вообще в	1	1
592	что на	2	1
593	что будет	1	1
594	такое написание	1	1
595	слово между	1	1
596	хотя сам	1	1
597	нас нет	7	1
598	о чем-то	1	1
599	с каким	1	1
600	согласно которой	1	1
601	на язык	1	1
602	убедиться в	2	1
603	с известным	1	1
604	данных которые	1	1
605	того или	4	1
606	если он	1	1
607	разного рода	1	1
608	более того	1	1
609	то в	3	1
610	тот факт	1	1
611	слова не	1	1
612	еще на	1	1
613	если не	2	1
614	нет никакого	1	1
615	заключается вовсе	1	1
616	времени как	1	1
617	правда в	1	1
618	к рукописи	1	1
619	к изданию	1	1
620	в подобных	1	1
621	и я	3	1
622	каким образом	1	1
623	разная степень	1	1
624	были бы	1	1
625	литературного языка	1	1
626	иначе говоря	1	1
627	путем сличения	1	1
628	на такие	1	1
629	наука истории	1	1
630	мы находим	4	1
631	нет такой	2	1
632	и была	1	1
633	он должен	2	1
634	в свете	1	1
635	опираться на	1	1
636	истории а	1	1
637	оно не	1	1
638	говорит об	2	1
639	ту или	1	1
640	с той	1	1
641	мере не	1	1
642	между собой	1	1
643	который был	1	1
644	или же	2	1
645	всего что	1	1
646	здесь в	1	1
647	именно так	1	1
648	превращается в	2	1
649	в тех	3	1
650	целое в	1	1
651	ее отношении	1	1
652	например в	8	1
653	не его	1	1
654	с рядом	1	1
655	совершенно не	5	1
656	для него	6	1
657	отношения к	2	1
658	так а	1	1
659	судя по	2	1
660	важнее всего	1	1
661	д и	2	1
662	раз в	2	1
663	это были	1	1
664	то как	1	1
665	быть не	1	1
666	этих науках	1	1
667	академии наук	2	1
668	в обоих	1	1
669	что ни	2	1
670	работы и	1	1
671	было не	2	1
672	и очень	4	1
673	состоит из	1	1
674	должны были	1	1
675	что чтение	1	1
676	имеем дело	2	1
677	на самом	6	1
678	чем на	1	1
679	нет и	1	1
680	но как	1	1
681	говорилось уже	1	1
682	должны быть	3	1
683	и имеет	1	1
684	еще более	4	1
685	к своему	1	1
686	и можно	2	1
687	означает будто	1	1
688	этом и	1	1
689	больше в	1	1
690	работе над	1	1
691	в россии	4	1
692	сверх того	1	1
693	многих случаях	2	1
694	видно из	1	1
695	но которые	1	1
696	что этот	2	1
697	в новом	4	1
698	материалом для	1	1
699	известную долю	1	1
700	иными словами	1	1
701	но тогда	1	1
702	по адресу	1	1
703	материала на	1	1
704	известным правом	1	1
705	и дело	1	1
706	и после	1	1
707	что таким	1	1
708	не лишает	1	1
709	ни одной	2	1
710	всегда и	1	1
711	для дела	1	1
712	они не	1	1
713	как в	13	1
714	историей и	1	1
715	в значении	1	1
716	не выходя	1	1
717	в уста	3	1
718	том-то и	1	1
719	больше всего	1	1
720	по одной	1	1
721	тему о	1	1
722	для изучения	4	1
723	ведь в	1	1
724	в одних	1	1
725	люди с	1	1
726	выясняется из	1	1
727	них это	2	1
728	это науки	1	1
729	на определенной	1	1
730	что при	2	1
731	основных вопросов	1	1
732	можно говорить	1	1
733	чтобы выяснить	1	1
734	что его	1	1
735	общего с	3	1
736	чтобы лучше	1	1
737	очень не	1	1
738	материальной организации	1	1
739	что у	4	1
740	были в	1	1
741	и язык	1	1
742	в биографии	2	1
743	лишь в	3	1
744	его словам	1	1
745	разницей что	1	1
746	не на	1	1
747	то ни	1	1
748	вещей в	1	1
749	хорошее знание	1	1
750	была и	1	1
751	что оно	3	1
752	что было	1	1
753	ведь это	1	1
754	чего-то целого	1	1
755	содержанием и	1	1
756	и от	1	1
757	и своим	1	1
758	притом не	1	1
759	можно назвать	2	1
760	них непосредственно	1	1
761	второй части	2	1
762	не наука	1	1
763	и о	1	1
764	с которыми	2	1
765	во многих	3	1
766	стороне дела	1	1
767	зависимости от	1	1
768	сырых материалов	1	1
769	ответов на	1	1
770	то очевидно	2	1
771	особенно сильно	1	1
772	но на	2	1
773	а между	1	1
774	связано с	1	1
775	мы снова	1	1
776	них нет	1	1
777	как чего-то	1	1
778	в культуре	1	1
779	бы только	1	1
780	и потому	2	1
781	биография психология	1	1
782	что они	7	1
783	свободна от	1	1
784	нечего и	1	1
785	том как	4	1
786	очевидно что	1	1
787	а с	3	1
788	ясного и	1	1
789	от своего	1	1
790	даже прямо	1	1
791	русского языка	2	1
792	он был	3	1
793	в сумме	1	1
794	по внешности	1	1
795	к ним	1	1
796	том смысле	2	1
797	в слове	5	1
798	какими бы	1	1
799	это можно	3	1
800	многое в	1	1
801	на них	1	1
802	его современников	1	1
803	не могло	1	1
804	и за	3	1
805	вопроса о	3	1
806	перед собой	2	1
807	то все	1	1
808	это было	1	1
809	в эпоху	2	1
810	что все	2	1
811	что так	3	1
812	без всякого	2	1
813	могло оказаться	1	1
814	ii но	3	1
815	образом в	1	1
816	во время	3	1
817	понять как	1	1
818	нужно сказать	5	1
819	поводу того	1	1
820	однако и	2	1
821	к вопросу	1	1
822	этот термин	1	1
823	общего значения	1	1
824	каким он	1	1
825	отличается от	1	1
826	на дело	1	1
827	каждое из	1	1
828	не всегда	2	1
829	наука а	1	1
830	слова в	1	1
831	начала xix	1	1
832	и тех	1	1
833	в зависимости	1	1
834	точку зрения	3	1
835	у него	2	1
836	и та	1	1
837	одно дело	1	1
838	для которых	2	1
839	которая по	1	1
840	он в	1	1
841	говорим о	1	1
842	от прежнего	1	1
843	можно с	1	1
844	что именно	1	1
845	и об	7	1
846	то или	3	1
847	которыми мы	1	1
848	это тоже	1	1
849	очень старые	1	1
850	факт что	1	1
851	истории русского	1	1
852	новый и	1	1
853	не потому	1	1
854	тех данных	1	1
855	чтобы не	1	1
856	для себя	3	1
857	при чем	6	1
858	в сторону	2	1
859	в таком	3	1
860	ее задач	1	1
861	что искать	1	1
862	в момент	1	1
863	в которой	4	1
864	который как	2	1
865	этой традиции	1	1
866	которых в	3	1
867	месте в	1	1
868	и этим	1	1
869	разных формах	1	1
870	г и	2	1
871	лучшем случае	1	1
872	как к	3	1
873	надо сказать	2	1
874	показывает что	1	1
875	области в	1	1
876	имеет право	1	1
877	о языке	1	1
878	думать будто	2	1
879	в лучшем	1	1
880	только тем	2	1
881	ряда других	1	1
882	случаях в	1	1
883	самые разнообразные	1	1
884	проблем и	1	1
885	и последующих	1	1
886	этот текст	1	1
887	чтений в	1	1
888	все в	2	1
889	них в	1	1
890	объясняется и	1	1
891	представление о	4	1
892	в своих	2	1
893	и никогда	1	1
894	и полностью	1	1
895	а есть	1	1
896	и является	1	1
897	и другой	1	1
898	на две	1	1
899	существует больше	1	1
900	текста это	1	1
901	этих двух	3	1
902	не приходится	1	1
903	которая в	1	1
904	или иную	1	1
905	с именем	1	1
906	до него	1	1
907	ему не	1	1
908	о филологическом	1	1
909	видеть в	1	1
910	почти не	1	1
911	е с	3	1
912	в такой	2	1
913	разной мере	1	1
914	на той	1	1
915	но нет	1	1
916	говорит что	3	1
917	большей частью	1	1
918	случае и	1	1
919	ведь и	3	1
920	правда не	1	1
921	в число	1	1
922	на свой	2	1
923	в духе	1	1
924	значит что	3	1
925	и эти	1	1
926	российской академии	1	1
927	или иного	4	1
928	историей языка	1	1
929	творчества пушкина	5	1
930	в таких	1	1
931	и у	2	1
932	первостепенное значение	1	1
933	делом в	1	1
934	возникает необходимость	1	1
935	себя в	1	1
936	этих наук	1	1
937	не видит	1	1
938	в какой-то	1	1
939	речи в	1	1
940	которыми он	2	1
941	разнообразных сторон	1	1
942	наук и	1	1
943	свободен от	2	1
944	пор и	1	1
945	ряде случаев	1	1
946	собственно истории	1	1
947	в рукописи	4	1
948	должно было	2	1
949	которым в	1	1
950	впечатление что	1	1
951	истории но	1	1
952	нужно не	1	1
953	каждая из	1	1
954	стороны дела	1	1
955	слова которыми	1	1
956	наук этот	1	1
957	не больше	1	1
958	материала а	1	1
959	текстов в	1	1
960	теперь не	1	1
961	известно что	1	1
962	что здесь	2	1
963	и речи	2	1
964	и сложном	1	1
965	обстоятельство что	3	1
966	очень далеко	1	1
967	в остальных	3	1
968	мы теперь	1	1
969	сомнений что	1	1
970	не быть	1	1
971	от той	1	1
972	обратиться к	1	1
973	для этой	1	1
974	по поводу	7	1
975	материала и	2	1
976	и могут	1	1
977	втором случае	2	1
978	и нужно	3	1
979	письма и	3	1
980	вытекает из	2	1
981	на которой	2	1
982	ответом на	1	1
983	последовательной и	1	1
984	еще в	1	1
985	того времени	5	1
986	в первой	12	1
987	от разнообразных	1	1
988	также в	2	1
989	речь идет	4	1
990	по праву	1	1
991	но разумеется	1	1
992	целого ряда	2	1
993	у историков	1	1
994	каком он	1	1
995	и более	2	1
996	не обязанность	1	1
997	что эти	1	1
998	чтобы убедиться	1	1
999	относиться к	1	1
