N	2gram	Tiupa_Disk_2	TeoriaLi
450	есть нарушение	1	1
451	до которого	1	1
452	в е	1	1
453	картины жизни	1	1
454	романного образа	1	1
455	иными соседствами	1	1
456	отнюдь не	6	1
457	в истории	1	1
458	мере в	1	1
459	более чем	2	1
460	речи именно	1	1
461	личность как	1	1
462	необходимый фон	1	1
463	модальности эстетического	1	1
464	от содержания	1	1
465	случае так	1	1
466	и непристойность	1	1
467	индивидуального самоопределения	1	1
468	припоминая и	1	1
469	это игра	1	1
470	читателем к	1	1
471	родного дома	1	1
472	пришвина но	1	1
473	первых двух	1	1
474	такова же	1	1
475	что касается	1	1
476	отграниченная система	1	1
477	событие произведения	1	1
478	как уже	2	1
479	запрета есть	1	1
480	чувство себя	1	1
481	адресата в	3	1
482	слово анекдота	1	1
483	как счастье	1	1
484	острота или	1	1
485	просторную сферу	1	1
486	ответную реакцию	1	1
487	совершенно иными	1	1
488	изобразителя жизни	1	1
489	то в	1	1
490	к чему	1	1
491	в условиях	1	1
492	формы скрытой	1	1
493	еще на	1	1
494	обычно является	1	1
495	с собачкой	1	1
496	бог сойти	1	1
497	таковы например	1	1
498	контакт между	1	1
499	из этих	3	1
500	из анекдота	2	1
501	большей части	2	1
502	двоякий жизненный	1	1
503	заинтересовывать судьбой	1	1
504	этим моментам	1	1
505	знанием или	1	1
506	этому я	1	1
507	раз в	1	1
508	с их	2	1
509	не приводит	1	1
510	коммуникативной ситуации	1	1
511	герою жизнеописания	1	1
512	диаметрально противоположная	1	1
513	говорят о	1	1
514	зависим от	1	1
515	на стадии	1	1
516	от позиции	1	1
517	в случае	1	1
518	вследствие этого	2	1
519	своей внешней	1	1
520	жизнью и	2	1
521	самих состоят	1	1
522	анекдот невозможно	1	1
523	в классическом	2	1
524	готовом стабильно	1	1
525	лирики без	1	1
526	анекдота но	3	1
527	своего другого	2	1
528	время и	1	1
529	чего анекдот	1	1
530	но именно	1	1
531	одному из	1	1
532	романе реалистической	1	1
533	или острота	1	1
534	блудный сын	1	1
535	художественного высказывания	1	1
536	в силу	1	1
537	но прежде	1	1
538	границами между	1	1
539	нем звучит	1	1
540	силу своей	1	1
541	мир как	1	1
542	как опыт	1	1
543	в первом	1	1
544	развития самоопределяющегося	1	1
545	том числе	1	1
546	ошибка оговорка	1	1
547	субъектом инициативного	1	1
548	содержит в	2	1
549	к собственному	1	1
550	смертью в	1	1
551	подобно тому	2	1
552	когда на	1	1
553	образа и	1	1
554	является не	2	1
555	его составе	1	1
556	не бывает	1	1
557	именно это	1	1
558	подход к	3	1
559	то ни	1	1
560	предварительное знакомство	1	1
561	различие между	1	1
562	реализатором самобытного	1	1
563	самобытного смысла	1	1
564	окказионально-авантюрном мире	1	1
565	времени и	2	1
566	большинстве случаев	1	1
567	первую очередь	2	1
568	впервые освоена	1	1
569	ответственность за	1	1
570	но их	1	1
571	к иллюзии	1	1
572	интересно всем	1	1
573	нормы ни	1	1
574	напротив в	1	1
575	с субъектом	1	1
576	жизнеописания как	2	1
577	речевой деятельности	1	1
578	повести белкина	2	1
579	степени зависим	1	1
580	и реализатором	1	1
581	оцененном мире	1	1
582	жизнеописания является	1	1
583	составляет необходимый	1	1
584	жизни что	1	1
585	однако диалогизм	1	1
586	в них	3	1
587	общую с	1	1
588	на статус	1	1
589	она и	1	1
590	мира где	1	1
591	и оцененном	1	1
592	первые два	1	1
593	грани между	1	1
594	существенная зависимость	1	1
595	жанрах а	1	1
596	или попросту	1	1
597	лирической поэзии	4	1
598	все моменты	1	1
599	как целого	1	1
600	ведет к	3	1
601	пользуясь словами	1	1
602	духовной жизни	1	1
603	случайности полноценная	1	1
604	собой как	1	1
605	комическая апофегма	1	1
606	опытом выводится	1	1
607	хвалы или	1	1
608	данного стихотворения	1	1
609	на раскрытие	1	1
610	с ума	1	1
611	жизненного поведения	2	1
612	мифологического мышления	1	1
613	но если	1	1
614	всеобщей межличностной	1	1
615	это ощущение	1	1
616	обращается к	1	1
617	индивидуальной жизни	1	1
618	оговорка где	1	1
619	в такой	1	1
620	составляет преломляющая	1	1
621	в котором	3	1
622	искусство заинтересовывать	1	1
623	даль и	1	1
624	городского фольклора	1	1
625	голоса зримого	1	1
626	жизненный опыт	1	1
627	ночной жанр	1	1
628	биография и	1	1
629	его под	1	1
630	позиция элегического	1	1
631	коммуникативную ситуацию	3	1
632	оно живет	1	1
633	не как	1	1
634	анекдота это	1	1
635	актуальных для	1	1
636	эпических жанрах	1	1
637	той мере	1	1
638	присутствия рассказчика	1	1
639	втором случае	1	1
640	для данного	3	1
641	анекдот ни	1	1
642	между индивидуальными	1	1
643	и персонажи	1	1
644	повести в	1	1
645	разные формы	1	1
646	подготовившем почву	1	1
647	и более	1	1
648	произведения в	1	1
649	манифестирующего двоякий	1	1
650	из виду	3	1
651	как исполненной	1	1
652	и наоборот	1	1
653	не должно	1	1
654	лично для	1	1
655	единство места	1	1
656	наизнанку глупость	1	1
657	остановимся на	1	1
658	стратегии художественного	1	1
659	самоопределения оказывается	1	1
660	игра случая	1	1
661	случае мы	1	1
662	за блужданиями	1	1
663	стечение обстоятельств	1	1
664	система ценностей	11	1
665	возникает в	1	1
666	прямого речевого	1	1
667	установка не	1	1
668	до известной	1	1
669	в таких	1	1
670	два полюса	1	1
671	эстетического переживания	1	1
672	из нас	1	1
673	как поле	1	1
674	исторического бытия	3	1
675	его уникальным	1	1
676	именно диалог	1	1
677	некоторого рода	2	1
678	по крайней	1	1
679	дело в	2	1
680	области художественного	1	1
681	одна из	1	1
682	между жизнью	2	1
683	и креативной	1	1
684	к этим	1	1
685	в центр	1	1
686	биографического слова	1	1
687	звук в	1	1
688	которого он	1	1
689	бытия и	2	1
690	актанту не	1	1
691	лексики например	1	1
692	себе самом	1	1
693	предполагает по	1	1
694	каждый из	1	1
695	освоена в	1	1
696	того и	2	1
697	нам нас	1	1
698	и запечатлевающий	1	1
699	жизни не	2	1
700	сводами чужой	1	1
701	образом ориентировано	1	1
702	и родного	1	1
703	дает позвоночника	1	1
704	идиллический хронотоп	1	1
705	частного существования	1	1
706	скрытой полускрытой	1	1
707	персонажа в	1	1
708	запечатлеваемый и	1	1
709	характеру типу	1	1
710	анекдота не	1	1
711	апофегма то	1	1
712	заданность человеческих	1	1
713	из того	1	1
714	лирический сюжет	1	1
715	не является	4	1
716	и оценки	1	1
717	возможность совершенно	1	1
718	существованию вследствие	1	1
719	однако это	1	1
720	ему не	1	1
721	к однозначности	1	1
722	настоящего времени	1	1
723	исторического деятеля	2	1
724	напротив дискредитирующе	1	1
725	интонации и	2	1
726	императивной нормы	1	1
727	это по	1	1
728	есть субъектом	1	1
729	не могут	1	1
730	или притче	1	1
731	доверительной и	1	1
732	предстает субъектом	1	1
733	иной интонации	1	1
734	дискурса в	1	1
735	и развития	1	1
736	числе и	1	1
737	в своего	1	1
738	значительной степени	1	1
739	становящегося человека	1	1
740	где слово	1	1
741	его с	1	1
742	иной конкретной	1	1
743	указывает на	1	1
744	между автором	1	1
745	оно не	1	1
746	неуместность ошибка	1	1
747	она не	1	1
748	должен быть	1	1
749	в ситуации	1	1
750	него возможны	1	1
751	новелле есть	1	1
752	притче была	1	1
753	вещами и	1	1
754	архитектоника целого	1	1
755	самому тогда	1	1
756	та или	1	1
757	людей в	1	1
758	и выступает	2	1
759	жизнь глазами	1	1
760	интонации доверительной	1	1
761	это еще	2	1
762	текст анекдота	1	1
763	самоопределения на	1	1
764	для читателя	1	1
765	вымышленные но	1	1
766	языка и	1	1
767	в собственном	1	1
768	каждая вещь	1	1
769	по сути	2	1
770	мысль о	3	1
771	классического реализма	1	1
772	сказание или	1	1
773	это ведет	1	1
774	только то	1	1
775	чужой речи	1	1
776	художественного мышления	1	1
777	всей своей	3	1
778	ценностями иными	1	1
779	наполеона в	1	1
780	или иная	1	1
781	жизнеописания чего	1	1
782	человеческая жизнь	1	1
783	субъекта объекта	1	1
784	основу такой	2	1
785	мира романного	1	1
786	здесь как	1	1
787	живет в	2	1
788	ориентировано на	1	1
789	очередь по	1	1
790	диалогизм биографического	1	1
791	масштабов и	1	1
792	и определяется	1	1
793	на каждом	1	1
794	трагизма в	1	1
795	жанра в	1	1
796	индивидуальных инициатив	1	1
797	для этого	1	1
798	творческой воли	1	1
799	исполненной некоторого	1	1
800	с ним	1	1
801	мире в	3	1
802	о блудном	3	1
803	с человеком	1	1
804	не дай	1	1
805	жизненного выбора	1	1
806	с молитвою	1	1
807	на весьма	1	1
808	есть профанация	1	1
809	слову бахтина	1	1
810	родственным анекдотическому	1	1
811	жеста и	1	1
812	ситуации и	2	1
813	произведения как	2	1
814	дискурсу речевая	1	1
815	иного языка	1	1
816	возможна только	1	1
817	включая разные	1	1
818	при котором	2	1
819	текста а	3	1
820	жизненным опытом	2	1
821	бытия ср	1	1
822	никак не	1	1
823	динамическое равновесие	1	1
824	может обладать	1	1
825	одного из	4	1
826	коммуникативного поведения	1	1
827	субъектом самоопределения	1	1
828	случая непредсказуемое	1	1
829	один голос	1	1
830	и большого	1	1
831	родного дола	1	1
832	основе своей	2	1
833	анекдоте подготовившем	1	1
834	может не	1	1
835	ценностно-смысловой позиции	1	1
836	в сущности	1	1
837	инициативного самообнаружения	2	1
838	в значительной	1	1
839	последних двух	2	1
840	для жизнеописания	1	1
841	строго отграниченная	1	1
842	по слову	1	1
843	архитектуру души	1	1
844	содержание к	1	1
845	и сближение	1	1
846	позиции изобразителя	1	1
847	ним и	1	1
848	или напротив	2	1
849	героев в	1	1
850	герой жизнеописания	2	1
851	и только	1	1
852	реальному человеческому	1	1
853	крайней мере	1	1
854	чем и	1	1
855	биография возможна	1	1
856	иной мере	1	1
857	в динамике	1	1
858	сойти с	1	1
859	лирический субъект	1	1
860	быть редуцирован	1	1
861	сколько от	1	1
862	л.н толстой	1	1
863	диалог персонажей	1	1
864	индивидуальный характер	1	1
865	иного включает	1	1
866	индивидуального бытия	2	1
867	другая жизнь	1	1
868	или притчи	1	1
869	текста на	1	1
870	не совпадает	1	1
871	в формах	2	1
872	анекдот же	1	1
873	один из	1	1
874	но с	1	1
875	окказиональная случайностная	1	1
876	а своей	1	1
877	дневниковая запись	1	1
878	романного видения	1	1
879	ней установка	1	1
880	всякое произведение	1	1
881	была впервые	1	1
882	которого анекдот	1	1
883	самому герою	1	1
884	именно о	1	1
885	в какой	1	1
886	позиции и	1	1
887	даже если	1	1
888	может оказаться	1	1
889	самоопределение лирического	1	1
890	содержанием анекдота	1	1
891	сюжетообразующим при	1	1
892	фраза текста	1	1
893	объектом эстетического	1	1
894	в новелле	1	1
895	солидарности с	1	1
896	индивидуальными жизнями	1	1
897	анекдота выбор	1	1
898	маска анекдота	1	1
899	к интонации	1	1
900	иными границами	1	1
901	к миру	1	1
902	мира как	1	1
903	на мир	1	1
904	беседы автора	1	1
905	повествователя о	1	1
906	жанр посрамляющий	1	1
907	профанация священного	1	1
908	двух веков	2	1
909	звучит один	1	1
910	блудном сыне	3	1
911	отдельных лиц	1	1
912	с которыми	1	1
913	по большей	2	1
914	субъектом ролевого	1	1
915	так что	1	1
916	же и	1	1
917	для всех	1	1
918	есть в	2	1
919	бросает звук	1	1
920	содержания сколько	1	1
921	позвоночника роману	1	1
922	только на	1	1
923	полноценной личностью	1	1
924	в поэзии	1	1
925	где образ	1	1
926	непредубежденное любопытство	1	1
927	с позиций	3	1
928	эстетической завершенности	1	1
929	блужданиями его	1	1
930	мире на	1	1
931	и запечатлевается	1	1
932	чьей-то биографии	1	1
933	эта возможность	1	1
934	ситуации жизненного	1	1
935	не дает	1	1
936	героев или	1	1
937	из них	3	1
938	это требует	1	1
939	в вероятностном	5	1
940	двуголосого слова	1	1
941	сам текст	1	1
942	чего бы	1	1
943	система смыслов	1	1
944	одно из	4	1
945	и соотношений	1	1
946	и их	1	1
947	и мир	1	1
948	ролевого действия	1	1
949	речевой акт	1	1
950	и прежде	2	1
951	в одном	4	1
952	граница между	1	1
953	может служить	1	1
954	несет в	2	1
955	случае не	1	1
956	бы непосредственного	1	1
957	человек как	1	1
958	постоянно переходит	1	1
959	как такового	1	1
960	не говорит	1	1
961	состоят все	1	1
962	той самой	1	1
963	в первую	2	1
964	непристойность необыкновенное	1	1
965	знает к	1	1
966	художественный текст	1	1
967	и строго	1	1
968	но из	1	1
969	не появляется	1	1
970	собственной ситуации	1	1
971	способ присутствия	1	1
972	представляют собой	1	1
973	поэтому анекдот	1	1
974	соседствами именно	1	1
975	иных пространственно-временных	1	1
976	личностно окрашено	1	1
977	мире всеобщей	1	1
978	смыслом ни	1	1
979	бывает в	1	1
980	мне бог	1	1
981	выводится в	1	1
982	точек зрения	1	1
983	между ним	1	1
984	на примере	2	1
985	действительного не	1	1
986	и эмоционально	1	1
987	всем потому	1	1
988	нарушение запрета	1	1
989	слова прямой	1	1
990	как у	1	1
991	живое непредубежденное	1	1
992	очевидным образом	3	1
993	романного слова	1	1
994	с той	2	1
995	и напротив	1	1
996	условностью и	1	1
997	на чем	1	1
998	еще и	1	1
999	посрамление словесное	1	1
1000	мира это	1	1
1001	можно припоминая	1	1
1002	рассеянной чужой	1	1
1003	диалогизированного слова	1	1
1004	данного высказывания	1	1
1005	превращается в	1	1
1006	позиции учителя	1	1
1007	позиции в	1	1
1008	не было	3	1
1009	искусстве не	1	1
1010	это мир	2	1
1011	нарушение табу	1	1
1012	стремится к	2	1
1013	более того	1	1
1014	анекдота и	6	1
1015	такой картины	1	1
1016	авторства в	1	1
1017	под сводами	1	1
1018	субъектом этического	1	1
1019	возможность иной	1	1
1020	казусная картина	1	1
1021	отвергает извращает	1	1
1022	в придании	1	1
1023	смысла развертывающейся	1	1
1024	в ряду	2	1
1025	глупость неуместность	1	1
1026	что из	1	1
1027	в просторную	1	1
1028	н.д тамарченко	2	1
1029	и слово	1	1
1030	ближе к	1	1
1031	его как	1	1
1032	в одно	1	1
1033	мире императивной	1	1
1034	пушкинские повести	1	1
1035	почву для	1	1
1036	может иметь	2	1
1037	его ценностно-смысловой	1	1
1038	закономерно приводит	1	1
1039	примеряя ее	1	1
1040	классическом романе	2	1
1041	на новую	1	1
1042	по рассуждению	1	1
1043	в одной	1	1
1044	самоопределяющегося субъекта	1	1
1045	внешнем мире	1	1
1046	есть биография	1	1
1047	сути дела	1	1
1048	выбор лексики	1	1
1049	требует от	1	1
1050	сказания или	2	1
1051	к своему	2	1
1052	роману человек	1	1
1053	к ролевому	2	1
1054	слово деритуализовано	1	1
1055	зримого жеста	1	1
1056	это своего	1	1
1057	все люди	2	1
1058	самоактуализации я	1	1
1059	этого типа	1	1
1060	покоя как	1	1
1061	и.а бунина	2	1
1062	ослабляет и	1	1
1063	общая идея	1	1
1064	в европейской	1	1
1065	одновременно и	1	1
1066	слова манифестирующего	1	1
1067	необходимости ни	1	1
1068	тому как	2	1
1069	знакомство слушателей	1	1
1070	типа как	1	1
1071	диалогической ситуации	1	1
1072	дифференцированном и	1	1
1073	вследствие его	1	1
1074	таким или	1	1
1075	в мир	1	1
1076	да и	1	1
1077	понимание излагаемой	1	1
1078	вследствие которого	2	1
1079	текста так	1	1
1080	главного героя	1	1
1081	мира с	2	1
1082	в это	1	1
1083	авторская позиция	1	1
1084	ценность и	1	1
1085	предел до	1	1
1086	он от	1	1
1087	в контексте	3	1
1088	с этой	1	1
1089	мастерства рассказчика	1	1
1090	от мастерства	1	1
1091	конкретной ценностно-смысловой	1	1
1092	иллюзии живого	1	1
1093	священного новелла	1	1
1094	несобственно-прямая речь	1	1
1095	и романного	1	1
1096	этом случае	2	1
1097	быть и	1	1
1098	реакцию предварительное	1	1
1099	любой объект	1	1
1100	своей жизни	1	1
1101	своей коммуникативной	1	1
1102	все это	2	1
1103	своему собственному	1	1
1104	этом и	1	1
1105	жизнеописания может	1	1
1106	ее содержание	1	1
1107	актанта исполнителя	1	1
1108	лирическим субъектом	1	1
1109	коммуникативным событием	2	1
1110	о мире	1	1
1111	при всем	1	1
1112	речь включая	1	1
1113	человеческому существованию	1	1
1114	умершее солнце	1	1
1115	и ценностями	1	1
1116	полускрытой рассеянной	1	1
1117	к реальному	1	1
1118	известной степени	1	1
1119	сказании или	2	1
1120	излагаемой жизни	1	1
1121	говорящего и	1	1
1122	собственным смыслом	1	1
1123	иллюстрировалась общая	1	1
1124	собственно и	2	1
1125	и от	1	1
1126	является сюжетообразующим	1	1
1127	и смягчает	1	1
1128	ни притча	1	1
1129	ни анекдот	1	1
1130	в результате	2	1
1131	любопытство к	1	1
1132	хома брут	1	1
1133	которая в	2	1
1134	с содержанием	1	1
1135	ценностно-смысловой картины	1	1
1136	например не	1	1
1137	чужой психики	1	1
1138	не позволяет	1	1
1139	себя самого	1	1
1140	тебе моем	1	1
1141	полноценная биография	1	1
1142	судьбой отдельных	1	1
1143	в третьем	1	1
1144	не более	2	1
1145	как притчу	2	1
1146	согласно удачной	1	1
1147	своем значении	1	1
1148	пушкиным в	1	1
1149	моментам родственным	1	1
1150	к позиции	1	1
1151	или анекдота	2	1
1152	пространственно-временных масштабов	1	1
1153	стороны в	1	1
1154	сферу исторического	1	1
1155	между вещами	1	1
1156	действительной жизни	1	1
1157	следит за	1	1
1158	ни было	1	1
1159	им с	1	1
1160	же в	1	1
1161	можно признать	3	1
1162	соотношений такая	1	1
1163	но всегда	1	1
1164	не есть	1	1
1165	носителем и	1	1
1166	мире случайности	1	1
1167	в готовом	1	1
1168	к самому	1	1
1169	становления и	3	1
1170	может и	2	1
1171	раскованной беседы	1	1
1172	а о	1	1
1173	оценки и	1	1
1174	с ней	2	1
1175	ощущение составляет	1	1
1176	притча не	1	1
1177	исторической поэтики	2	1
1178	не быть	1	1
1179	и раскованной	1	1
1180	жизни постоянно	1	1
1181	стабильно дифференцированном	1	1
1182	анекдот легко	1	1
1183	типу актанту	1	1
1184	внутреннюю свободу	1	1
1185	подлинным автором	1	1
1186	себе самому	2	1
1187	я это	1	1
