N	2gram	Tiupa_Teor_1	Myshleni
247	к пониманию	1	2
248	о судьбе	1	2
249	на вопрос	1	2
250	в конце	2	2
251	значения и	2	2
252	речи ибо	1	2
253	данном случае	5	2
254	действия и	1	2
255	с собой	1	2
256	на нее	1	2
257	не с	3	2
258	каждого из	1	2
259	две части	1	2
260	строго говоря	1	2
261	на их	1	2
262	и поэтому	1	2
263	на примере	1	2
264	все прочие	3	2
265	сложные структурные	1	2
266	в значительной	1	2
267	вслед за	2	2
268	наконец в	1	2
269	известном смысле	1	2
270	один из	2	2
271	в двух	1	2
272	нуждается в	1	2
273	также еще	1	2
274	без этого	1	2
275	человека с	2	2
276	уже не	4	2
277	речь в	1	2
278	в равной	3	2
279	или даже	4	2
280	в известном	1	2
281	ту или	1	2
282	для него	2	2
283	в известной	1	2
284	под именем	1	2
285	и даже	2	2
286	на ее	1	2
287	с той	1	2
288	если мы	2	2
289	в слове	3	2
290	и слово	1	2
291	в частности	16	2
292	и потому	2	2
293	как это	8	2
294	человека к	3	2
295	о чем	1	2
296	в данном	8	2
297	целом ряде	1	2
298	анализу и	1	2
299	в словах	1	2
300	внешнего мира	2	2
301	действительность в	1	2
302	на которой	1	2
303	точно и	1	2
304	формой мышления	1	2
305	о котором	1	2
306	которая в	1	2
307	указывает на	1	2
308	а в	13	2
309	между ними	4	2
310	с ней	1	2
311	к его	2	2
312	ее в	2	2
313	можно назвать	1	2
314	собой так	1	1
315	кто его	1	1
316	ту же	1	1
317	единицы и	1	1
318	одним из	2	1
319	например в	1	1
320	но кто	1	1
321	как целому	1	1
322	самой себе	1	1
323	значении этого	3	1
324	или к	1	1
325	бы для	1	1
326	и больше	2	1
327	действительности и	1	1
328	иметь место	1	1
329	оторванности от	1	1
330	для построения	1	1
331	от своего	2	1
332	первой и	1	1
333	на первом	1	1
334	как другая	1	1
335	совпадает с	3	1
336	принадлежит к	3	1
337	не вполне	2	1
338	это отношение	3	1
339	жизни как	4	1
340	в виду	5	1
341	который может	1	1
342	в отличие	6	1
343	еще не	4	1
344	освобождения от	1	1
345	на них	1	1
346	семантической сторон	1	1
347	такого что	1	1
348	во внешнем	1	1
349	внешней среды	1	1
350	и читателей	1	1
351	могло быть	2	1
352	в сторону	1	1
353	не входит	1	1
354	конечном счете	6	1
355	отличие от	6	1
356	значение для	1	1
357	он ни	1	1
358	сама по	1	1
359	содержания к	1	1
360	отношение человека	1	1
361	если она	1	1
362	это ни	1	1
363	как к	2	1
364	в действительности	1	1
365	звука и	1	1
366	при чтении	2	1
367	или иную	1	1
368	то в	2	1
369	этих моментов	1	1
370	у каждого	1	1
371	раз в	1	1
372	с их	2	1
373	ее как	1	1
374	но на	1	1
375	не могла	1	1
376	на его	1	1
377	с чем	1	1
378	в нем	4	1
379	в узком	3	1
380	в принципе	4	1
381	к одному	1	1
382	силу своей	1	1
383	содержит в	1	1
384	его можно	1	1
385	которая способна	1	1
386	заключает в	1	1
387	и заключается	1	1
388	могла бы	2	1
389	тем в	1	1
390	особенности в	1	1
391	самим собой	3	1
392	восприятия в	1	1
393	и семантической	1	1
394	этом смысле	2	1
395	делает его	2	1
396	и своеобразие	1	1
397	в жизни	2	1
398	к области	2	1
399	только лишь	1	1
400	же образом	1	1
401	ее судьбы	1	1
402	ведет к	1	1
403	это переживание	2	1
404	автора и	1	1
405	читателя который	1	1
406	бы место	1	1
407	нового для	1	1
408	таким же	1	1
409	мы конечно	1	1
410	и без	1	1
411	активности как	1	1
412	на каждом	1	1
413	от его	1	1
414	деятельности если	1	1
415	но эта	1	1
416	которые в	1	1
417	тем не	3	1
418	состоит в	17	1
419	по крайней	1	1
420	и делают	1	1
421	слова ни	1	1
422	остановимся на	1	1
423	и системы	1	1
424	и вся	1	1
425	она по	1	1
426	стоит в	1	1
427	не менее	4	1
428	без его	1	1
429	значением но	1	1
430	на котором	1	1
431	и сама	1	1
432	в центр	1	1
433	материала в	2	1
434	в область	1	1
435	эта внутренняя	1	1
436	двоякого рода	1	1
437	он стоит	1	1
438	и является	2	1
439	в более	1	1
440	речи по	1	1
441	как будто	2	1
442	и делает	1	1
443	однако это	1	1
444	ему не	1	1
445	в тени	1	1
446	тем это	1	1
447	что можно	3	1
448	поэтому не	1	1
449	взятое в	1	1
450	предметов в	1	1
451	в совокупности	1	1
452	его за	1	1
453	отличается от	2	1
454	числе и	1	1
455	себя только	1	1
456	что отличает	2	1
457	той или	1	1
458	оно не	1	1
459	из всего	1	1
460	к такому	1	1
461	с ее	3	1
462	не существует	1	1
463	к нам	2	1
464	на основе	2	1
465	от внешней	1	1
466	для читателя	2	1
467	мы рассматриваем	1	1
468	только не	2	1
469	только то	1	1
470	всей своей	1	1
471	никак не	1	1
472	вопрос что	1	1
473	к кому	1	1
474	стороны не	1	1
475	с самим	1	1
476	одном и	1	1
477	на которую	1	1
478	во второй	7	1
479	что от	1	1
480	только и	1	1
481	именно потому	1	1
482	ситуации и	1	1
483	и здесь	2	1
484	в самой	2	1
485	направленной на	1	1
486	не ту	1	1
487	первого из	1	1
488	а также	6	1
489	деятельности все	1	1
490	звуков в	1	1
491	в конечном	6	1
492	другой своей	1	1
493	видов деятельности	1	1
494	в драме	1	1
495	что и	2	1
496	это не	2	1
497	в форме	2	1
498	и писать	1	1
499	во внутренней	2	1
500	которую в	1	1
501	также в	1	1
502	с не	1	1
503	о своих	1	1
504	говорит в	2	1
505	речи а	2	1
506	если с	1	1
507	но их	3	1
508	что даже	1	1
509	также и	1	1
510	к нашему	2	1
511	значения на	1	1
512	впрочем и	1	1
513	в контексте	3	1
514	потребности и	2	1
515	жизнь личности	1	1
516	по этому	1	1
517	что из	1	1
518	остающейся в	1	1
519	так что	1	1
520	из которого	3	1
521	человеком который	1	1
522	определяющее значение	1	1
523	оказывается в	3	1
524	одной из	2	1
525	значения слов	1	1
526	является не	1	1
527	слова не	1	1
528	из них	1	1
529	что сама	2	1
530	эти два	1	1
531	этом в	1	1
532	стоит и	1	1
533	слова в	2	1
534	относится не	1	1
535	к ним	1	1
536	может служить	2	1
537	у него	1	1
538	должен был	1	1
539	речи всегда	1	1
540	со стороны	2	1
541	или иной	4	1
542	между которыми	1	1
543	деятельности сознания	1	1
544	если говорить	1	1
545	внешней речи	2	1
546	а именно	2	1
547	соответствии с	2	1
548	и др	1	1
549	что не	1	1
550	отношения в	1	1
551	больше и	1	1
552	которого может	1	1
553	противоречие между	1	1
554	в соответствии	3	1
555	не на	2	1
556	до этого	1	1
557	быть названо	2	1
558	не было	1	1
559	не сама	1	1
560	нам с	1	1
561	автор видит	1	1
562	и составляет	3	1
563	автором в	1	1
564	более того	1	1
565	окружающих его	1	1
566	однако и	1	1
567	отнюдь не	3	1
568	только переходом	1	1
569	и исторической	1	1
570	в ряду	1	1
571	и том	1	1
572	теоретической и	1	1
573	в одно	2	1
574	когда я	1	1
575	и ему	1	1
576	выше можно	1	1
577	стороны в	1	1
578	понимания внутренней	1	1
579	чем существенно	1	1
580	с которыми	1	1
581	мы говорим	1	1
582	внешнем мире	1	1
583	тому как	1	1
584	к своему	1	1
585	по своему	2	1
586	к жизни	2	1
587	такого рода	8	1
588	собой в	1	1
589	в первой	5	1
590	для понимания	2	1
591	в это	1	1
592	высказывания и	1	1
593	о его	1	1
594	в резком	1	1
595	если ее	1	1
596	самое существенное	1	1
597	остается в	1	1
598	это явление	1	1
599	но с	1	1
600	крайней мере	1	1
601	и для	2	1
602	отношение между	1	1
603	для индивидуального	1	1
604	жизнью в	1	1
605	в функции	1	1
606	отношений и	1	1
607	или в	3	1
608	не оправдывает	1	1
609	не представляет	1	1
610	из своего	1	1
611	не будучи	1	1
612	ни к	3	1
613	фонетической и	1	1
614	от всего	1	1
615	тихо как	1	1
616	и позволило	1	1
617	практическую деятельность	1	1
618	все то	1	1
619	отношении к	2	1
620	его лишь	1	1
621	слово в	1	1
622	первых двух	1	1
623	впервые в	1	1
624	совершенно не	1	1
625	о себе	2	1
626	внутреннее единство	1	1
627	именно к	1	1
628	поведения в	1	1
629	на это	1	1
630	функции которую	1	1
631	и другие	2	1
632	по поводу	1	1
633	точно так	1	1
634	все что	1	1
635	том числе	2	1
