N	2gram	Ircho_Kome_3	Narrotol
285	и до	1	1
286	с просьбой	2	1
287	из всех	2	1
288	например в	1	1
289	что между	1	1
290	не приходится	2	1
291	этом не	1	1
292	становится совершенно	1	1
293	принадлежит к	1	1
294	из того	3	1
295	не совсем	2	1
296	из которых	2	1
297	первого и	1	1
298	жизни это	1	1
299	пребывания в	2	1
300	и сами	1	1
301	он был	4	1
302	нему в	1	1
303	не поздно	1	1
304	бы то	2	1
305	скорее наоборот	1	1
306	делает вид	1	1
307	тем как	1	1
308	сказать и	1	1
309	и главное	1	1
310	могло быть	2	1
311	видит в	1	1
312	не входит	1	1
313	свою жизнь	1	1
314	которую она	1	1
315	с отцом	2	1
316	ответ на	1	1
317	отношение к	5	1
318	тут же	4	1
319	событий а	1	1
320	первая из	1	1
321	и я	2	1
322	но перед	1	1
323	его на	2	1
324	с этим	3	1
325	и лишь	1	1
326	когда он	4	1
327	целый ряд	2	1
328	и наконец	1	1
329	от ее	1	1
330	настаивает на	2	1
331	и к	3	1
332	самом начале	1	1
333	в действительности	1	1
334	более обширного	1	1
335	для которого	1	1
336	действия и	1	1
337	в которой	3	1
338	из жизни	1	1
339	об этих	1	1
340	за это	1	1
341	бы не	2	1
342	приводит к	3	1
343	о матери	1	1
344	что к	4	1
345	и тот	3	1
346	которое постепенно	1	1
347	как он	3	1
348	человек не	1	1
349	того кого	1	1
350	что она	4	1
351	всё это	1	1
352	т д	1	1
353	главное в	1	1
354	этому легко	1	1
355	чтобы они	1	1
356	как с	1	1
357	к природному	1	1
358	не как	2	1
359	в силу	2	1
360	уже говорилось	1	1
361	на земле	1	1
362	друг с	1	1
363	его от	2	1
364	и по	1	1
365	людей и	2	1
366	в нее	1	1
367	именно это	1	1
368	таким образом	12	1
369	но все	4	1
370	то ни	3	1
371	значение в	1	1
372	этом свидетельствует	1	1
373	что произошло	2	1
374	той же	1	1
375	них не	1	1
376	его в	8	1
377	после обеда	1	1
378	с другими	2	1
379	еще вернемся	1	1
380	персонажей и	1	1
381	же ему	1	1
382	всю свою	1	1
383	действий и	1	1
384	или ситуации	1	1
385	он является	1	1
386	далеко не	3	1
387	существенно меняет	1	1
388	на основании	2	1
389	в ее	3	1
390	с тем	4	1
391	и само	1	1
392	нисколько не	3	1
393	с еще	1	1
394	или менее	1	1
395	во время	6	1
396	этой связи	2	1
397	казалось что	1	1
398	в котором	2	1
399	с точки	3	1
400	не находит	1	1
401	в их	2	1
402	больше не	1	1
403	в которых	5	1
404	что я	1	1
405	должны были	1	1
406	точку зрения	1	1
407	теми же	1	1
408	обращение к	1	1
409	по крайней	1	1
410	всякий другой	1	1
411	ни было	2	1
412	что после	1	1
413	не слишком	2	1
414	с мужем	1	1
415	как видим	2	1
416	любовь к	3	1
417	что эта	2	1
418	тому что	2	1
419	вернемся к	1	1
420	что происходит	2	1
421	до одного	1	1
422	на три	1	1
423	на рубеже	1	1
424	так как	11	1
425	как можно	1	1
426	не позволял	1	1
427	текста и	1	1
428	того как	1	1
429	которые не	1	1
430	не говоря	1	1
431	душе и	1	1
432	и отсутствие	1	1
433	а тот	1	1
434	служит как	1	1
435	судя по	3	1
436	бы между	1	1
437	вся его	1	1
438	детей и	1	1
439	наряду со	1	1
440	по своей	1	1
441	во всем	1	1
442	не останется	1	1
443	в изложении	1	1
444	где-нибудь в	1	1
445	ему не	3	1
446	с другом	1	1
447	и со	2	1
448	из рассмотрения	1	1
449	детей в	1	1
450	не давая	1	1
451	могут быть	1	1
452	еще одна	1	1
453	было без	1	1
454	к смысловой	1	1
455	не любил	1	1
456	указывает на	1	1
457	ли в	2	1
458	пор еще	1	1
459	если же	2	1
460	должен быть	2	1
461	в ситуации	1	1
462	и открывает	1	1
463	от друга	1	1
464	в виду	2	1
465	здесь также	1	1
466	такую возможность	1	1
467	быть вполне	1	1
468	и совершенно	1	1
469	и когда	1	1
470	и сам	5	1
471	в другом	2	1
472	в образе	2	1
473	из двух	1	1
474	не с	2	1
475	ясно что	6	1
476	живет в	1	1
477	эпизода как	1	1
478	мог бы	1	1
479	на которую	1	1
480	с собой	1	1
481	вошел в	1	1
482	том как	3	1
483	из одного	1	1
484	и вся	1	1
485	я теперь	1	1
486	что видел	1	1
487	и здесь	4	1
488	и та	1	1
489	короткий разговор	1	1
490	в глаза	3	1
491	теперь и	1	1
492	для нас	1	1
493	в греческой	1	1
494	во всех	2	1
495	аналогичным образом	1	1
496	рассуждение о	1	1
497	но несомненно	1	1
498	нуждается в	2	1
499	на одном	1	1
500	что и	8	1
501	крайней мере	1	1
502	вслед за	1	1
503	он его	1	1
504	все время	2	1
505	к ней	8	1
506	системы персонажей	1	1
507	и мы	3	1
508	с той	1	1
509	сразу же	4	1
510	в новой	1	1
511	в двух	3	1
512	тот же	2	1
513	одной из	3	1
514	ли он	1	1
515	даже если	2	1
516	до нас	4	1
517	впрочем и	1	1
518	по мнению	2	1
519	зрения одного	1	1
520	об их	1	1
521	с одной	3	1
522	и мысли	3	1
523	со всеми	1	1
524	к одному	1	1
525	того же	6	1
526	внимание что	1	1
527	и у	1	1
528	уже в	2	1
529	ни одного	1	1
530	впервые замечает	1	1
531	действующего лица	1	1
532	с женой	2	1
533	у них	1	1
534	не из	1	1
535	предположение что	1	1
536	в душе	1	1
537	конечном счете	2	1
538	участие в	1	1
539	этот раз	2	1
540	на своего	1	1
541	а то	1	1
542	не случайно	1	1
543	тем что	5	1
544	и всякий	1	1
545	к столь	1	1
546	следует признать	1	1
547	случае с	1	1
548	друг от	1	1
549	своим появлением	1	1
550	даже не	3	1
551	для героев	1	1
552	и ему	1	1
553	до этого	2	1
554	а именно	1	1
555	сам себя	2	1
556	для этого	1	1
557	этому времени	1	1
558	в отсутствие	3	1
559	а с	1	1
560	мы еще	1	1
561	нового времени	2	1
562	что для	2	1
563	говорит о	1	1
564	одной стороны	3	1
565	он только	1	1
566	на этот	3	1
567	на которых	1	1
568	не на	1	1
569	суде и	1	1
570	событие о	1	1
571	а так	1	1
572	со своими	1	1
573	ближе к	2	1
574	пока что	2	1
575	с помощью	4	1
576	именно поэтому	1	1
577	на фоне	1	1
578	в городе	1	1
579	так же	4	1
580	и потому	1	1
581	не удается	1	1
582	надо было	1	1
583	себя за	1	1
584	наряду с	2	1
585	несколько иначе	2	1
586	которые их	1	1
587	в ответ	1	1
588	в тех	1	1
589	материал для	1	1
590	лет назад	2	1
591	приобретает в	1	1
592	все это	5	1
593	числе и	1	1
594	другой смысл	1	1
595	сам же	1	1
596	известной степени	2	1
597	как отец	1	1
598	не он	3	1
599	этом однако	1	1
600	моей жизни	1	1
601	о котором	1	1
602	человек и	1	1
603	в голову	1	1
604	не самого	1	1
605	она уже	1	1
606	то не	1	1
607	но еще	1	1
608	тем более	4	1
609	не слушает	1	1
610	все они	1	1
611	теперь же	3	1
612	отношении к	1	1
613	похожи на	1	1
614	нас теперь	1	1
615	слова с	1	1
616	не знает	3	1
617	была бы	1	1
618	совершенно не	2	1
619	это на	1	1
620	самой своей	1	1
621	как за	1	1
622	взгляда на	1	1
623	поведения в	1	1
624	в свое	2	1
625	служить для	1	1
626	более или	1	1
627	к этой	2	1
628	по поводу	1	1
629	к этому	6	1
630	это время	1	1
631	том числе	1	1
632	они не	1	1
