N	2gram	Berdyaev_M_1	formyVre
161	ни к	1	3
162	а в	4	3
163	не знает	4	3
164	сказать что	2	3
165	самом человеке	1	3
166	они не	1	3
167	к этому	2	3
168	во всяком	1	3
169	смысле слова	4	2
170	нем нет	1	2
171	также и	2	2
172	тех же	1	2
173	к другому	1	2
174	вопрос о	2	2
175	но она	1	2
176	принадлежит к	1	2
177	сплошь и	1	2
178	момент в	2	2
179	не без	1	2
180	природы и	1	2
181	друг к	1	2
182	быта он	1	2
183	нет и	5	2
184	человек человек	1	2
185	в истории	2	2
186	в центре	2	2
187	же и	1	2
188	с их	2	2
189	и нет	2	2
190	и к	2	2
191	центре его	2	2
192	мир и	1	2
193	от этого	2	2
194	в этот	2	2
195	как бы	2	2
196	как он	2	2
197	от греческого	1	2
198	вера в	3	2
199	очищение и	1	2
200	и еще	3	2
201	не как	4	2
202	уже не	4	2
203	его от	1	2
204	и по	4	2
205	об этом	1	2
206	к другу	1	2
207	было бы	10	2
208	как встреча	1	2
209	нет в	4	2
210	рядом с	1	2
211	с большей	1	2
212	были в	1	2
213	жизни то	1	2
214	чем в	2	2
215	мир в	3	2
216	для него	11	2
217	в своей	15	2
218	он должен	3	2
219	место в	2	2
220	не к	4	2
221	оказывается что	2	2
222	в отличие	1	2
223	в которых	4	2
224	точку зрения	1	2
225	но он	9	2
226	никогда не	14	2
227	в самой	7	2
228	и раскрывает	1	2
229	к ней	4	2
230	во всем	1	2
231	мире и	1	2
232	так называемый	2	2
233	человека так	1	2
234	и исторического	1	2
235	в каком	2	2
236	все то	1	2
237	есть только	2	2
238	перерождения и	1	2
239	оно не	1	2
240	нем все	2	2
241	природе своей	1	2
242	по природе	1	2
243	ту же	1	2
244	по сравнению	2	2
245	с ним	2	2
246	в глаза	1	2
247	в значительной	1	2
248	борьбе с	1	2
249	того что	7	2
250	разного рода	2	2
251	быть и	1	2
252	в человека	4	2
253	уже в	4	2
254	его и	1	2
255	ни с	4	2
256	никто не	2	2
257	он весь	7	2
258	исторического процесса	1	2
259	отношение к	4	2
260	к ним	1	2
261	отличие от	1	2
262	тем что	4	2
263	лишь один	1	2
264	не были	1	2
265	и даже	1	2
266	раскрывается не	1	2
267	и характер	1	2
268	о своей	2	2
269	и целостный	1	2
270	для грека	1	2
271	жизнь в	1	2
272	что мы	1	2
273	вступает в	1	2
274	но оно	1	2
275	его на	1	2
276	влияния на	1	2
277	к жизни	1	2
278	сравнению с	1	2
279	в романах	1	2
280	в течение	1	2
281	в это	1	2
282	в более	2	2
283	уже на	1	2
284	человек и	6	2
285	для нас	3	2
286	хотя бы	3	2
287	личности и	1	2
288	в свою	2	2
289	от природы	3	2
290	в которой	6	2
291	и эта	1	2
292	можно назвать	1	2
293	всем и	1	1
294	я и	1	1
295	одним из	2	1
296	начинается с	1	1
297	и через	1	1
298	связана с	2	1
299	в преисподнюю	1	1
300	в христианском	4	1
301	и есть	14	1
302	из самых	8	1
303	жизни ее	1	1
304	высшей степени	2	1
305	в зависимости	1	1
306	из всех	1	1
307	всей ее	1	1
308	мы имеем	1	1
309	бы в	2	1
310	и ничего	1	1
311	быта у	1	1
312	бы и	3	1
313	почти все	1	1
314	европейского человека	1	1
315	который был	2	1
316	не вполне	1	1
317	я не	1	1
318	не знают	3	1
319	зависимости от	1	1
320	и он	12	1
321	о судьбе	1	1
322	учение об	1	1
323	и много	2	1
324	он был	14	1
325	он сам	6	1
326	философии не	1	1
327	что люди	1	1
328	трагедию не	1	1
329	не знала	1	1
330	самом деле	1	1
331	не изменило	1	1
332	то он	1	1
333	его во	1	1
334	менее всего	7	1
335	в свои	1	1
336	человек может	2	1
337	же мало	1	1
338	и я	5	1
339	и поэтому	1	1
340	о жизни	1	1
341	более и	1	1
342	это был	1	1
343	и наконец	1	1
344	и сам	1	1
345	слова он	1	1
346	увидим что	4	1
347	и свою	1	1
348	искусство и	1	1
349	литературы в	1	1
350	жизни к	1	1
351	та же	1	1
352	человеческой судьбы	4	1
353	духовное и	1	1
354	есть для	1	1
355	бы не	2	1
356	и принять	1	1
357	в этой	6	1
358	четвертое измерение	1	1
359	в рабство	1	1
360	человеке и	8	1
361	движение и	1	1
362	порядку и	2	1
363	имеем в	1	1
364	человек не	10	1
365	как совершенно	1	1
366	сомнений и	1	1
367	сказать в	1	1
368	он ни	2	1
369	нее и	1	1
370	в понимании	1	1
371	а вовсе	1	1
372	образа в	1	1
373	них нет	2	1
374	в человеческой	4	1
375	человеческую природу	3	1
376	братья карамазовы	1	1
377	в плане	1	1
378	бл августина	1	1
379	проблемы и	2	1
380	лишь с	1	1
381	с чем	1	1
382	не завершается	1	1
383	то мир	2	1
384	значительной степени	1	1
385	как они	1	1
386	человек а	1	1
387	в первых	1	1
388	указывали на	1	1
389	в мире	10	1
390	них не	1	1
391	это было	1	1
392	на протяжении	2	1
393	особенно в	3	1
394	него всегда	1	1
395	моменты в	1	1
396	всю его	1	1
397	ближе к	1	1
398	в ином	2	1
399	в высшей	2	1
400	в самую	5	1
401	которой он	1	1
402	когда я	1	1
403	своей личности	1	1
404	очень важное	1	1
405	должно быть	3	1
406	не больше	1	1
407	лучше всего	1	1
408	во время	1	1
409	почти нет	1	1
410	черту и	2	1
411	по внешности	1	1
412	всяком случае	1	1
413	эта жизнь	1	1
414	и действует	1	1
415	не столько	1	1
416	в первый	1	1
417	он дает	1	1
418	не путем	1	1
419	должны были	1	1
420	мыслитель и	1	1
421	в философии	1	1
422	смертной казни	1	1
423	и более	1	1
424	не должно	1	1
425	возвращается к	2	1
426	человека но	4	1
427	и испытания	1	1
428	лишь ценой	1	1
429	человеческого образа	3	1
430	вплоть до	1	1
431	человека есть	3	1
432	еще тесно	1	1
433	она не	4	1
434	вторгается в	1	1
435	и сама	2	1
436	как его	1	1
437	когда они	1	1
438	него это	1	1
439	находится в	1	1
440	до самой	4	1
441	самой жизни	1	1
442	пути человека	1	1
443	что их	1	1
444	не раскрылись	1	1
445	по своей	2	1
446	на природу	2	1
447	и после	1	1
448	жизни как	1	1
449	не нужен	1	1
450	идей все	1	1
451	с которой	2	1
452	у нас	5	1
453	бытия как	1	1
454	xx века	1	1
455	в момент	3	1
456	ее жизни	1	1
457	ни был	1	1
458	он лишен	1	1
459	про себя	1	1
460	отличается от	2	1
461	природу человека	1	1
462	всего в	2	1
463	одну и	1	1
464	его с	2	1
465	родство с	1	1
466	бы он	1	1
467	в каждом	1	1
468	это начало	1	1
469	время он	1	1
470	него как	2	1
471	и был	1	1
472	человеческий мир	1	1
473	и самое	1	1
474	приходит к	1	1
475	необходимости и	2	1
476	и человек	2	1
477	уже с	1	1
478	и этим	1	1
479	так в	1	1
480	приводит к	2	1
481	темы о	2	1
482	свободу и	4	1
483	на том	3	1
484	он призван	1	1
485	мира может	1	1
486	человека он	4	1
487	и ту	1	1
488	с собой	3	1
489	судьбу человека	1	1
490	из всего	1	1
491	было в	1	1
492	живет в	2	1
493	собой в	1	1
494	и каждый	1	1
495	в социальном	1	1
496	людей они	1	1
497	его судьбы	1	1
498	с человека	1	1
499	в самые	1	1
500	в эпоху	1	1
501	элемент в	1	1
502	с человеком	1	1
503	и историческое	2	1
504	себя а	1	1
505	не был	7	1
506	но к	1	1
507	о том	2	1
508	находятся в	1	1
509	начале xx	1	1
510	и своей	1	1
511	все в	6	1
512	судьбы человека	4	1
513	своего образа	1	1
514	путь к	1	1
515	от них	1	1
516	на одном	1	1
517	и только	1	1
518	также в	1	1
519	у всех	2	1
520	в описании	1	1
521	человека как	2	1
522	в него	3	1
523	стихии в	1	1
524	и мир	2	1
525	бросается в	1	1
526	поэтому для	1	1
527	с бытом	1	1
528	речи о	1	1
529	что он	10	1
530	раскрытия этой	1	1
531	мы увидим	3	1
532	в пути	2	1
533	должен быть	2	1
534	не имеющих	1	1
535	это очень	3	1
536	свой путь	1	1
537	в эти	1	1
538	человека с	2	1
539	себя в	3	1
540	государство не	1	1
541	так что	1	1
542	переходит в	15	1
543	проникнуть в	1	1
544	с нею	1	1
545	и исторических	1	1
546	что во	1	1
547	этот момент	1	1
548	человека когда	1	1
549	не внешняя	1	1
550	человека на	5	1
551	него нет	1	1
552	но нет	1	1
553	ведь это	2	1
554	его судьбе	5	1
555	цели и	1	1
556	в бытовой	1	1
557	произведения и	1	1
558	привела к	2	1
559	они неизбежно	2	1
560	с природным	1	1
561	явлений в	1	1
562	которой нет	1	1
563	мир на	1	1
564	протяжении всего	1	1
565	уже совершенно	1	1
566	и всему	1	1
567	этого пути	1	1
568	событие в	1	1
569	связан с	1	1
570	что человек	3	1
571	ее вполне	1	1
572	характерно для	1	1
573	действующих лиц	1	1
574	говорит о	1	1
575	к человеку	9	1
576	притом не	1	1
577	то и	1	1
578	сообщения и	1	1
579	а на	1	1
580	неизбежно приходят	1	1
581	и самый	2	1
582	не на	1	1
583	так глубоко	1	1
584	от мира	2	1
585	как ни	1	1
586	о чем	2	1
587	романы достоевского	2	1
588	разных местах	1	1
589	сложный и	1	1
590	если не	1	1
591	себя на	1	1
592	есть одно	2	1
593	все более	1	1
594	мы говорим	1	1
595	в иных	3	1
596	с началом	2	1
597	возможно лишь	1	1
598	энергии и	1	1
599	как люди	1	1
600	не знал	4	1
601	по своему	2	1
602	и вот	3	1
603	она есть	1	1
604	когда мы	2	1
605	встреч и	1	1
606	человека то	2	1
607	самого себя	2	1
608	к образу	1	1
609	образ и	2	1
610	человек всегда	1	1
611	в ряду	1	1
612	человек с	1	1
613	который он	1	1
614	о своих	2	1
615	природу и	2	1
616	и оно	1	1
617	имел в	1	1
618	отличный от	1	1
619	на одной	1	1
620	не существует	2	1
621	и от	2	1
622	она может	2	1
623	человека для	1	1
624	это он	1	1
625	его образ	2	1
626	отличает его	1	1
627	от него	4	1
628	из себя	1	1
629	тем более	1	1
630	но всегда	1	1
631	человека не	4	1
632	их жизни	1	1
633	своего народа	1	1
634	процессы в	1	1
635	его к	1	1
636	этот вопрос	1	1
637	с ней	2	1
638	не быть	1	1
639	от всех	1	1
640	но когда	1	1
641	и случайных	1	1
642	культуры в	1	1
643	судьбы в	1	1
644	к этой	2	1
645	в искусстве	1	1
646	в своих	1	1
647	все основные	1	1
648	ним не	1	1
649	он лишь	2	1
650	во власть	1	1
651	и трагедии	1	1
