N	2gram	Tiupa_Hudo_1	Formalny
124	не входит	2	3
125	если в	1	3
126	как к	2	3
127	хотя и	3	3
128	звук в	1	3
129	и как	3	3
130	что это	1	3
131	в целом	3	3
132	из этих	3	3
133	роль в	1	3
134	время и	1	3
135	значительной степени	1	3
136	смысла в	1	3
137	и может	1	3
138	его в	2	3
139	это было	1	3
140	литературного произведения	10	3
141	он и	1	3
142	к предмету	1	3
143	место в	4	3
144	однако и	1	3
145	до известной	2	3
146	только и	1	3
147	не является	4	3
148	в области	6	3
149	не есть	1	3
150	того чтобы	2	3
151	так в	4	3
152	и здесь	1	3
153	к действительности	3	3
154	в значительной	1	3
155	к нему	3	3
156	как ее	1	3
157	того что	4	3
158	в какой	2	3
159	слова в	2	3
160	для того	2	3
161	о каком	1	3
162	с другой	7	3
163	и прежде	1	3
164	и др	2	3
165	речи и	3	3
166	быть и	2	3
167	все это	2	3
168	или в	2	3
169	была бы	3	3
170	о литературе	3	3
171	жизни и	1	3
172	можно говорить	1	2
173	в такой	1	2
174	и то	4	2
175	дело обстоит	1	2
176	идет о	1	2
177	между двумя	2	2
178	к другому	1	2
179	едва ли	1	2
180	было и	2	2
181	не была	1	2
182	совпадает с	2	2
183	этого термина	2	2
184	в широком	1	2
185	столь же	1	2
186	но не	11	2
187	но как	2	2
188	а только	4	2
189	отношение к	5	2
190	отличие от	7	2
191	в одной	1	2
192	в художественном	4	2
193	перед нами	1	2
194	языка не	1	2
195	то в	2	2
196	со своей	3	2
197	в которой	2	2
198	ее как	1	2
199	в единстве	1	2
200	литературных произведений	3	2
201	в понимании	1	2
202	состоит в	16	2
203	и более	2	2
204	и по	2	2
205	на этом	1	2
206	без исключения	4	2
207	то ни	1	2
208	том случае	1	2
209	особенности в	1	2
210	должен был	1	2
211	и тем	2	2
212	ни в	5	2
213	его организации	2	2
214	от него	1	2
215	нигде не	1	2
216	должно быть	1	2
217	том что	8	2
218	на первый	1	2
219	в этих	3	2
220	себе а	1	2
221	в отличие	7	2
222	от его	1	2
223	их в	3	2
224	не могли	1	2
225	произведения в	1	2
226	для этого	1	2
227	даже в	3	2
228	тому что	2	2
229	на один	1	2
230	тем самым	4	2
231	не имеет	1	2
232	не по	1	2
233	в систему	1	2
234	все без	1	2
235	никогда не	2	2
236	на котором	1	2
237	на язык	1	2
238	слова как	5	2
239	этих двух	2	2
240	всего в	1	2
241	и это	2	2
242	тем и	1	2
243	и о	3	2
244	значения и	2	2
245	в ее	5	2
246	и от	1	2
247	приводит к	5	2
248	и иные	1	2
249	и совершенно	1	2
250	времени и	2	2
251	с ним	2	2
252	в виду	5	2
253	произведения как	3	2
254	его смысла	1	2
255	произведение искусства	8	2
256	между тем	4	2
257	во всей	3	2
258	это не	2	2
259	языка мы	1	2
260	статье о	1	2
261	с системой	1	2
262	этом смысле	3	2
263	один из	2	2
264	с ними	1	2
265	или же	1	2
266	не происходит	1	2
267	по этому	1	2
268	не будет	2	2
269	потому что	3	2
270	в качестве	24	2
271	же и	1	2
272	с нею	1	2
273	является не	1	2
274	или даже	3	2
275	языка но	1	2
276	в известной	1	2
277	в котором	1	2
278	в конце	1	2
279	смысла и	1	2
280	имеет значение	1	2
281	со стороны	2	2
282	говорим о	1	2
283	а именно	2	2
284	являются только	1	2
285	между ними	4	2
286	что для	1	2
287	превращается в	2	2
288	его как	1	2
289	произведения искусства	4	2
290	к его	2	2
291	как это	5	2
292	в той	3	2
293	из этого	2	2
294	художественное произведение	1	2
295	в чем	2	2
296	совершенно иной	2	2
297	слово в	1	2
298	сказать что	4	2
299	от всех	1	2
300	ее в	2	2
301	в искусстве	7	2
302	и другие	2	2
303	в таком	1	2
304	и наиболее	1	1
305	говоря о	3	1
306	таком случае	1	1
307	и через	1	1
308	художественном произведении	1	1
309	того же	2	1
310	в жизненном	1	1
311	и без	1	1
312	художественных произведений	1	1
313	на деле	3	1
314	взаимодействия людей	2	1
315	из его	1	1
316	противном случае	2	1
317	и больше	2	1
318	мышления но	1	1
319	иметь место	1	1
320	которыми он	1	1
321	той же	1	1
322	этих сторон	1	1
323	каком мы	1	1
324	есть не	1	1
325	самые разнообразные	1	1
326	мы имеем	6	1
327	по-разному в	1	1
328	превратилась в	1	1
329	содержания в	1	1
330	из своих	1	1
331	стиля в	1	1
332	этом не	1	1
333	высказывания в	4	1
334	начинается с	1	1
335	целого это	1	1
336	но она	2	1
337	что иное	1	1
338	не вполне	2	1
339	смыслу или	1	1
340	из того	1	1
341	и со	1	1
342	которое в	1	1
343	литературы как	3	1
344	как один	1	1
345	иное как	1	1
346	на их	1	1
347	время в	1	1
348	бы то	1	1
349	в различных	1	1
350	события в	1	1
351	иного рода	1	1
352	литературы или	1	1
353	быть художественно	1	1
354	понимание литературного	1	1
355	чем это	2	1
356	особенно если	1	1
357	а тем	1	1
358	русского языка	1	1
359	вступают в	1	1
360	импульсов и	1	1
361	оно является	1	1
362	или иное	1	1
363	и соответствующих	1	1
364	в самостоятельный	1	1
365	в своем	2	1
366	языку в	1	1
367	в противном	2	1
368	и где	1	1
369	и есть	1	1
370	и бессознательно	1	1
371	глубже чем	1	1
372	образом с	1	1
373	собственно и	1	1
374	широком и	1	1
375	слово однако	1	1
376	во весь	1	1
377	литературных произведениях	1	1
378	и конструктивное	1	1
379	более или	5	1
380	в действительности	1	1
381	именно эта	1	1
382	вещи но	1	1
383	в литературном	1	1
384	так или	3	1
385	в нашем	2	1
386	бы не	1	1
387	то я	1	1
388	которые в	1	1
389	отсутствии в	1	1
390	которая служит	1	1
391	с их	2	1
392	но он	3	1
393	имеем в	3	1
394	с художественной	3	1
395	на то	1	1
396	если он	1	1
397	но на	1	1
398	всей его	2	1
399	не могла	1	1
400	искусства говорит	1	1
401	роли в	4	1
402	тем не	3	1
403	эта система	1	1
404	он должен	3	1
405	в узком	3	1
406	в принципе	5	1
407	из виду	2	1
408	встречаются в	2	1
409	могла бы	2	1
410	самого процесса	1	1
411	тем в	1	1
412	значение в	1	1
413	произведения с	1	1
414	в другом	3	1
415	не об	1	1
416	самим собой	4	1
417	высказывание в	1	1
418	полноте и	2	1
419	не совпадает	1	1
420	например с	1	1
421	организации высказывания	1	1
422	в них	2	1
423	как формулирует	1	1
424	рядом с	1	1
425	случае мы	1	1
426	как об	1	1
427	творческий акт	1	1
428	первые два	1	1
429	в данном	4	1
430	литературе как	1	1
431	как целого	1	1
432	ведет к	1	1
433	и некоторые	2	1
434	обратимся к	1	1
435	непосредственно с	1	1
436	или менее	5	1
437	можно только	1	1
438	места в	1	1
439	но если	1	1
440	теории литературы	2	1
441	что говорит	1	1
442	все они	1	1
443	до последнего	1	1
444	не путем	1	1
445	об отсутствии	1	1
446	строго говоря	1	1
447	его значением	1	1
448	есть его	1	1
449	друг другу	1	1
450	по крайней	1	1
451	никак нельзя	1	1
452	не должно	1	1
453	бы быть	1	1
454	нем определенные	1	1
455	и против	1	1
456	не менее	3	1
457	она могла	1	1
458	мышления и	1	1
459	дело в	1	1
460	и притом	3	1
461	к изучению	1	1
462	бытия и	1	1
463	этого объекта	1	1
464	иметь в	1	1
465	к такому	1	1
466	в структуре	3	1
467	это еще	1	1
468	не могло	2	1
469	например не	1	1
470	вытекает из	2	1
471	нельзя не	1	1
472	и вещи	1	1
473	литературе в	1	1
474	вследствие того	1	1
475	форм высказывания	2	1
476	к определенному	1	1
477	в русском	1	1
478	и является	1	1
479	конструкции но	1	1
480	далеко не	2	1
481	самым по	1	1
482	как будто	1	1
483	одним из	1	1
484	у нас	1	1
485	настоящего времени	1	1
486	и такие	1	1
487	ли не	1	1
488	отличается от	2	1
489	определить и	1	1
490	является одним	1	1
491	той или	4	1
492	он оказывается	1	1
493	в каждом	1	1
494	к пониманию	1	1
495	подчеркнуть что	1	1
496	должен быть	1	1
497	для себя	2	1
498	этой своей	1	1
499	на материал	1	1
500	существенное значение	1	1
501	свою очередь	2	1
502	самим собою	2	1
503	общения между	1	1
504	только при	1	1
505	в собственном	1	1
506	то или	1	1
507	только то	1	1
508	в произведении	3	1
509	зрения не	1	1
510	степени и	1	1
511	чище и	1	1
512	читателя в	3	1
513	совершается как	1	1
514	и сам	1	1
515	те же	1	1
516	с самим	2	1
517	это событие	1	1
518	в научном	1	1
519	произведения является	1	1
520	соответствующих форм	1	1
521	на них	1	1
522	языка могут	2	1
523	к языку	1	1
524	можно сказать	5	1
525	в порядке	2	1
526	о том	2	1
527	и поэтому	1	1
528	настоящее время	1	1
529	что каждый	2	1
530	с одной	2	1
531	что его	1	1
532	аналогичная задача	1	1
533	и глубже	1	1
534	роль принадлежит	1	1
535	вопросу о	1	1
536	на отдельные	1	1
537	это может	1	1
538	том или	1	1
539	и каждого	1	1
540	в форме	4	1
541	крайней мере	1	1
542	в художественной	2	1
543	пользуется уже	1	1
544	происходит в	1	1
545	в объекте	1	1
546	художественного восприятия	4	1
547	тот же	1	1
548	материала в	2	1
549	связей с	2	1
550	языка на	1	1
551	что даже	1	1
552	в себе	9	1
553	один на	1	1
554	жить и	2	1
555	так что	1	1
556	поэзии есть	1	1
557	речь в	1	1
558	знаком в	1	1
559	речи может	1	1
560	себе в	1	1
561	никто не	2	1
562	ведь это	1	1
563	с этими	1	1
564	ее не	1	1
565	ему принадлежит	1	1
566	к ним	1	1
567	вследствие этой	2	1
568	характерных для	1	1
569	или ином	1	1
570	нет в	1	1
571	лишь один	1	1
572	сама по	2	1
573	но из	1	1
574	момент в	1	1
575	точек зрения	1	1
576	или иначе	4	1
577	за пределы	2	1
578	не обязательно	2	1
579	по своим	1	1
580	речи а	2	1
581	к которому	4	1
582	в свою	3	1
583	художественного слова	1	1
584	имеет место	2	1
585	исходит из	1	1
586	говорит о	1	1
587	а на	5	1
588	из тех	2	1
589	зависит от	1	1
590	литературное произведение	1	1
591	не на	3	1
592	что из	1	1
593	художественного целого	3	1
594	если не	1	1
595	по мысли	2	1
596	так же	2	1
597	он уже	1	1
598	общения не	1	1
599	и приобретает	1	1
600	литературы но	1	1
601	о различных	1	1
602	требует от	1	1
603	к своему	1	1
604	обратил внимание	1	1
605	о чем	2	1
606	одной стороны	2	1
607	для обозначения	1	1
608	такого рода	10	1
609	организации произведения	1	1
610	типа как	1	1
611	в литературе	1	1
612	не что	1	1
613	формы высказывания	1	1
614	этого слова	2	1
615	в контексте	3	1
616	этом случае	1	1
617	между людьми	1	1
618	в условиях	1	1
619	той мере	1	1
620	автора и	3	1
621	о его	1	1
622	как система	2	1
623	и кино	1	1
624	но для	1	1
625	виду что	1	1
626	к вопросу	1	1
627	в более	1	1
628	не существует	1	1
629	в пределе	1	1
630	в настоящее	1	1
631	чем является	1	1
632	сознания в	3	1
633	особого рода	5	1
634	собственно говоря	2	1
635	с языком	3	1
636	как явление	1	1
637	же в	1	1
638	значения для	1	1
639	не дает	1	1
640	в системе	2	1
641	вступает в	1	1
642	одной из	2	1
643	нам не	1	1
644	высказывания как	1	1
645	жизни а	1	1
646	мере в	1	1
647	только о	2	1
648	героя в	1	1
649	фоне этой	1	1
650	в каком	2	1
651	можно назвать	1	1
652	случае если	1	1
653	в своих	1	1
654	и особенно	2	1
655	которая не	1	1
