N	2gram	Vinokur_Ku_2	Russkaja
565	и оба	1	1
566	тот или	1	1
567	итак все	1	1
568	же и	2	1
569	сомнений в	1	1
570	и у	2	1
571	если мы	4	1
572	вопроса о	6	1
573	или не	1	1
574	есть проблема	1	1
575	борьбы с	1	1
576	а это	2	1
577	какая именно	1	1
578	этих целей	1	1
579	мы знаем	4	1
580	и их	1	1
581	могло бы	1	1
582	даже к	1	1
583	не для	1	1
584	ее не	1	1
585	к ним	1	1
586	они оказались	1	1
587	которое является	1	1
588	превращается в	2	1
589	ведь уже	1	1
590	в очень	1	1
591	может для	1	1
592	связан с	1	1
593	за ними	2	1
594	себе представить	1	1
595	хоть и	1	1
596	говорить и	2	1
597	ведь на	1	1
598	и прежде	1	1
599	еще и	2	1
600	возможно большее	1	1
601	что не	6	1
602	а главное	3	1
603	для решения	1	1
604	а на	2	1
605	на этот	2	1
606	здесь дело	1	1
607	и современный	1	1
608	которых мы	2	1
609	до конца	3	1
610	всей русской	1	1
611	не на	2	1
612	однако и	2	1
613	с которым	1	1
614	в свете	1	1
615	то дело	1	1
616	не допускает	1	1
617	решения вопроса	1	1
618	в одно	1	1
619	в связи	4	1
620	следовало бы	2	1
621	связь с	1	1
622	а вы	1	1
623	усомниться в	1	1
624	в самой	2	1
625	как это	5	1
626	речь не	1	1
627	в европе	1	1
628	только эта	1	1
629	а самый	1	1
630	по своему	1	1
631	которые являются	1	1
632	верить что	1	1
633	смысле этого	2	1
634	только чтобы	1	1
635	то к	1	1
636	узко и	1	1
637	быть не	2	1
638	материал для	2	1
639	каждый данный	2	1
640	с этой	2	1
641	какие же	1	1
642	и некоторые	1	1
643	заслуживает осуждения	1	1
644	между прочим	2	1
645	ничего кроме	1	1
646	с большой	1	1
647	тех или	1	1
648	на все	2	1
649	не знаем	1	1
650	к коллективному	1	1
651	всего приходится	1	1
652	это как	1	1
653	своей собственной	3	1
654	политические и	1	1
655	бы в	1	1
656	тем более	1	1
657	и все	2	1
658	может и	1	1
659	в свою	2	1
660	была бы	4	1
661	но можно	2	1
662	у которых	1	1
663	рабочих и	2	1
664	ни на	2	1
665	только она	1	1
666	они не	1	1
