N	2gram	Vygotskiy__7	Poddanst
123	одна из	1	2
124	слова но	3	2
125	мысль о	1	2
126	еще более	1	2
127	для нас	2	2
128	заключает в	1	2
129	может и	2	2
130	в частности	1	2
131	в недрах	1	2
132	как на	6	2
133	том числе	1	2
134	также что	1	1
135	также и	2	1
136	проблема эта	1	1
137	же как	8	1
138	с другом	2	1
139	связана с	3	1
140	которого в	1	1
141	применительно к	1	1
142	и то	7	1
143	как известно	2	1
144	на основе	1	1
145	как по	1	1
146	тем же	5	1
147	в себя	1	1
148	выражается в	2	1
149	уяснить себе	3	1
150	собственном смысле	3	1
151	обособления и	1	1
152	поскольку она	1	1
153	поэзии и	2	1
154	по природе	2	1
155	еще в	1	1
156	ибо только	1	1
157	к первому	1	1
158	что уже	1	1
159	не осуществляется	1	1
160	развитие в	1	1
161	для этого	3	1
162	в собственном	3	1
163	оценка этих	1	1
164	находится в	2	1
165	пор пока	1	1
166	оно есть	5	1
167	с ее	2	1
168	и ее	2	1
169	мы и	2	1
170	и здесь	2	1
171	последней в	1	1
172	не означает	3	1
173	и что	6	1
174	еще не	4	1
175	были бы	3	1
176	ч в	1	1
177	ответа на	1	1
178	это имеет	1	1
179	глаза на	1	1
180	связь между	6	1
181	исключительно и	1	1
182	бы часть	1	1
183	жить и	1	1
184	более как	1	1
185	что и	3	1
186	отличие от	2	1
187	да в	1	1
188	них в	1	1
189	также в	1	1
190	тем больше	1	1
191	что во	1	1
192	а она	1	1
193	эта проблема	1	1
194	в современной	2	1
195	тех пор	1	1
196	известном смысле	2	1
197	мысль и	3	1
198	все же	6	1
199	этой последней	1	1
200	основном и	1	1
201	и слова	6	1
202	мы видим	3	1
203	в какой	6	1
204	и движение	2	1
205	не связаны	1	1
206	может оказаться	1	1
207	в самом	9	1
208	но как	1	1
209	в которой	11	1
210	что это	6	1
211	могли бы	5	1
212	представляет собой	19	1
213	из этих	3	1
214	если мы	5	1
215	них самих	1	1
216	человека с	1	1
217	в известном	2	1
218	и действуют	1	1
219	что его	2	1
220	уже в	2	1
221	в большинстве	2	1
222	только на	3	1
223	на то	4	1
224	но на	1	1
225	в наших	4	1
226	положение что	1	1
227	не могла	2	1
228	в определенном	2	1
229	создается и	1	1
230	этого процесса	1	1
231	связывается с	1	1
232	только к	2	1
233	из этой	1	1
234	выражена в	1	1
235	мы знаем	2	1
236	при виде	1	1
237	одно из	5	1
238	они ведут	1	1
239	и центрального	1	1
240	не как	1	1
241	иначе как	6	1
242	значения но	1	1
243	пути который	1	1
244	наших глазах	3	1
245	что каждая	1	1
246	к ним	1	1
247	друг друга	4	1
248	чтобы в	1	1
249	мы можем	3	1
250	чтобы это	1	1
251	и только	4	1
252	само по	1	1
253	какой бы	1	1
254	и везде	1	1
255	и по	3	1
256	дело идет	1	1
257	прежде чем	2	1
258	с собой	3	1
259	одно и	3	1
260	момент когда	1	1
261	от нее	2	1
262	ярчайший пример	1	1
263	представляют собой	1	1
264	а затем	2	1
265	имеют в	1	1
266	из двух	3	1
267	она оказывается	1	1
268	не были	1	1
269	или иной	1	1
270	из всех	5	1
271	развития в	3	1
272	на этой	1	1
273	большинстве случаев	2	1
274	ясно что	1	1
275	два разных	1	1
276	его в	2	1
277	мир существует	1	1
278	а с	1	1
279	и целиком	1	1
280	что не	2	1
281	в сложной	1	1
282	в живом	3	1
283	к более	1	1
284	возможность не	1	1
285	не исключает	2	1
286	в этой	3	1
287	отношения в	1	1
288	на основании	2	1
289	как и	15	1
290	и уже	1	1
291	с которым	1	1
292	последствий для	1	1
293	как ни	1	1
294	в свете	4	1
295	говорится о	1	1
296	относящиеся к	1	1
297	в развитии	10	1
298	в одно	1	1
299	должна была	1	1
300	формах и	1	1
301	речь но	1	1
302	что если	2	1
303	в ходе	12	1
304	от первой	1	1
305	и при	2	1
306	так же	14	1
307	и особенно	1	1
308	за тем	1	1
309	представить себе	3	1
310	всяком случае	1	1
311	и поставить	1	1
312	все основные	1	1
313	прийти к	1	1
314	место в	1	1
315	в отличие	2	1
316	мысли и	11	1
317	бы мы	1	1
318	в данном	5	1
319	вопрос о	6	1
320	сравнению с	8	1
321	он будет	1	1
322	чем к	1	1
323	можно говорить	2	1
324	доказательство в	1	1
325	он живет	1	1
326	думается что	1	1
327	что было	2	1
328	из авторов	1	1
329	как к	3	1
330	в прошлом	1	1
331	там где	1	1
332	друг с	2	1
333	существенно и	1	1
334	этой области	1	1
335	что есть	1	1
336	в основном	3	1
337	что эта	6	1
338	она не	5	1
339	к идеям	1	1
340	что с	5	1
341	есть прежде	1	1
342	но для	2	1
343	к другим	1	1
344	тогда когда	5	1
345	этом смысле	1	1
346	она должна	2	1
347	исключает всякую	1	1
348	в сферу	1	1
349	только мы	1	1
350	с и	1	1
351	того чтобы	19	1
352	она может	2	1
353	не имеет	2	1
354	рассматривать как	1	1
355	никогда не	4	1
356	в результате	1	1
357	казалось бы	2	1
358	о котором	1	1
359	чтобы понять	1	1
360	находятся в	1	1
361	этих двух	2	1
362	они являются	1	1
363	это сделать	1	1
364	и которая	1	1
365	как она	5	1
366	разрыва между	1	1
367	что по	2	1
368	другой стороны	1	1
369	только что	5	1
370	в этих	2	1
371	в случаях	1	1
372	до тех	1	1
373	в каком	1	1
374	в психологии	2	1
375	будет с	1	1
376	из тех	1	1
377	только как	1	1
378	и внутренне	1	1
379	в момент	4	1
380	исходить из	2	1
381	по одному	1	1
382	что проблема	1	1
383	будущее в	2	1
384	не та	1	1
385	одновременно и	2	1
386	что все	2	1
387	ли не	2	1
388	в других	1	1
389	ни к	1	1
390	начала в	1	1
391	числе и	1	1
392	что то	2	1
393	мыслей к	1	1
394	что оно	4	1
395	пути к	1	1
396	к этой	2	1
397	видим в	1	1
398	и другие	1	1
399	не есть	4	1
400	вместе с	12	1
401	к истокам	1	1
402	что от	1	1
403	что при	2	1
404	во всяком	2	1
405	ее место	1	1
406	они не	1	1
407	из чего	1	1
408	гораздо более	4	1
