N	2gram	Nazirov_Tv_1	Problema
251	на миг	2	2
252	весь мир	1	2
253	кажется что	1	2
254	для них	1	2
255	далеко не	3	2
256	и тогда	1	2
257	в котором	6	2
258	однако этот	1	2
259	и уж	1	2
260	мы находим	2	2
261	но эта	1	2
262	самое время	2	2
263	однако в	2	2
264	того же	2	2
265	дело в	3	2
266	но только	2	2
267	он с	1	2
268	и по	3	2
269	и притом	2	2
270	к ней	2	2
271	чем оно	1	2
272	до того	1	2
273	существуют в	1	2
274	однако это	1	2
275	есть только	1	2
276	во все	1	2
277	и это	1	2
278	приходит к	3	2
279	но по	1	2
280	и говорит	1	2
281	действия и	1	2
282	верит в	2	2
283	и когда	2	2
284	не предмет	1	2
285	можно только	1	2
286	для этого	1	2
287	и что	1	2
288	который является	2	2
289	учения о	1	2
290	там же	3	2
291	это было	1	2
292	с его	11	2
293	вся эта	1	2
294	уже чисто	1	2
295	в литературе	2	2
296	тот же	2	2
297	с ними	1	2
298	очень много	1	2
299	по этому	1	2
300	со всеми	3	2
301	себя в	1	2
302	только на	2	2
303	свидетельствует о	2	2
304	заключается в	1	2
305	сами по	1	2
306	в конце	1	2
307	в других	1	2
308	о которых	1	2
309	же деле	1	2
310	без всякой	1	2
311	в самом	3	2
312	ряд с	1	2
313	что иное	1	2
314	это все	1	2
315	говорит о	3	2
316	а наоборот	1	2
317	в идиоте	3	2
318	все время	1	2
319	была бы	1	2
320	xix века	6	2
321	в романах	13	2
322	находятся в	1	2
323	л толстой	1	2
324	самом же	1	2
325	из себя	2	2
326	еще более	2	2
327	только что	2	2
328	ни было	1	2
329	и вдруг	1	2
330	жизни в	6	2
331	меня в	1	2
332	в частности	2	2
333	но этот	1	2
334	не что	1	2
335	и жизнь	1	2
336	а может	1	2
337	значения этого	1	1
338	только он	1	1
339	как известно	1	1
340	к людям	1	1
341	прошлого настоящего	1	1
342	одним из	4	1
343	нельзя жить	1	1
344	на аршине	1	1
345	человека и	4	1
346	связана с	1	1
347	тут-то и	1	1
348	не признает	1	1
349	от своей	1	1
350	достоевского в	12	1
351	и до	1	1
352	разумом и	1	1
353	нем и	1	1
354	в году	7	1
355	со второй	1	1
356	отличается и	1	1
357	же как	1	1
358	собой как	1	1
359	на первом	2	1
360	как единство	1	1
361	что если	1	1
362	и тут	1	1
363	единство и	1	1
364	вторая часть	1	1
365	на себя	1	1
366	достоевского есть	1	1
367	космоса в	1	1
368	всю ночь	1	1
369	что можно	1	1
370	себе что	1	1
371	жизни это	1	1
372	в медном	1	1
373	переплетается с	1	1
374	это время	2	1
375	и самого	1	1
376	жестокой и	1	1
377	не был	3	1
378	время в	3	1
379	может сделать	1	1
380	бы то	1	1
381	тем как	1	1
382	бы этот	1	1
383	на высоте	1	1
384	однако совершенно	1	1
385	совсем не	1	1
386	к нам	1	1
387	и всякий	1	1
388	не все	1	1
389	если в	2	1
390	к красоте	1	1
391	вообще как	1	1
392	с какой-нибудь	1	1
393	говорилось выше	1	1
394	от одной	1	1
395	первый взгляд	1	1
396	из возможных	1	1
397	князя мышкина	1	1
398	как к	2	1
399	романах достоевского	15	1
400	это был	1	1
401	глава iv	1	1
402	достоевского не	6	1
403	в мысли	1	1
404	когда он	2	1
405	это тоже	1	1
406	в действительности	1	1
407	человек совершает	1	1
408	он на	1	1
409	них он	1	1
410	в этот	1	1
411	или иную	1	1
412	для которого	1	1
413	от такого	1	1
414	говорят о	1	1
415	в целом	4	1
416	как некий	1	1
417	он в	1	1
418	жизни так	1	1
419	еще далеко	1	1
420	поскольку в	1	1
421	это тот	1	1
422	им в	1	1
423	и будущее	2	1
424	этого образа	1	1
425	и те	1	1
426	как он	1	1
427	но на	1	1
428	на площади	2	1
429	и двумя	1	1
430	все другие	1	1
431	же именно	1	1
432	слабое сердце	1	1
433	в первую	1	1
434	не значит	1	1
435	в принципе	2	1
436	отношений между	2	1
437	зла и	1	1
438	времени он	3	1
439	что может	1	1
440	картины и	1	1
441	все с	1	1
442	больше всего	1	1
443	то ни	1	1
444	связанные с	1	1
445	мировой литературе	1	1
446	единственный способ	1	1
447	первую очередь	1	1
448	мира сего	1	1
449	бы нам	1	1
450	действительности в	2	1
451	герой повести	1	1
452	которые вовсе	1	1
453	в прямом	1	1
454	их для	1	1
455	преступлении и	4	1
456	тот самый	1	1
457	в философском	2	1
458	эту тему	1	1
459	и уже	1	1
460	жизни но	1	1
461	чем в	1	1
462	ее подлинный	1	1
463	достоевского нет	1	1
464	и выйти	1	1
465	на первый	1	1
466	во время	1	1
467	в войне	1	1
468	в атмосфере	1	1
469	на философию	1	1
470	настоящего и	1	1
471	идеи и	1	1
472	в их	3	1
473	человеком и	1	1
474	себе а	1	1
475	миф о	1	1
476	жизни с	2	1
477	с использованием	1	1
478	сам же	1	1
479	поэтому здесь	1	1
480	дается в	1	1
481	войне и	1	1
482	и останется	1	1
483	и вот	1	1
484	и мышление	1	1
485	в россии	3	1
486	времен и	1	1
487	в своих	5	1
488	ставрогина в	1	1
489	том же	1	1
490	что этот	1	1
491	на всю	1	1
492	в повести	5	1
493	аршине пространства	1	1
494	которого уже	1	1
495	даже в	3	1
496	что эта	1	1
497	тому что	1	1
498	лизы в	1	1
499	этой области	1	1
500	и платон	1	1
501	и против	2	1
502	во главе	2	1
503	человек и	1	1
504	самого начала	3	1
505	что ему	1	1
506	ее с	1	1
507	к этим	1	1
508	но что	1	1
509	которого он	2	1
510	от жизни	2	1
511	у него	7	1
512	и достижение	1	1
513	в уме	1	1
514	пока еще	1	1
515	человека по	1	1
516	это мы	1	1
517	никогда не	3	1
518	и общественной	1	1
519	исследования на	1	1
520	жизни не	1	1
521	глава v	1	1
522	и мире	1	1
523	исторического процесса	1	1
524	и искусства	1	1
525	входят в	1	1
526	только с	1	1
527	и делает	1	1
528	в основе	2	1
529	человеком а	1	1
530	и далее	2	1
531	существование всех	1	1
532	уже о	1	1
533	есть какая-нибудь	1	1
534	не могут	1	1
535	мало чем	1	1
536	могут быть	2	1
537	сама жизнь	1	1
538	а что	2	1
539	что оно	1	1
540	как сон	1	1
541	бы он	1	1
542	мысли о	1	1
543	анализа в	1	1
544	в каждом	3	1
545	если же	1	1
546	стихах и	1	1
547	что все	3	1
548	философские символы	1	1
549	свою очередь	1	1
550	отношения и	1	1
551	братьев карамазовых	1	1
552	всего этого	1	1
553	обрисован с	1	1
554	они существуют	1	1
555	человеческой истории	1	1
556	только то	1	1
557	с самого	3	1
558	говорили что	1	1
559	эдгара по	1	1
560	на том	2	1
561	этот тип	1	1
562	никакой разницы	1	1
563	и сам	1	1
564	в образе	1	1
565	за то	2	1
566	связан с	3	1
567	это вовсе	1	1
568	особенно в	1	1
569	начала и	1	1
570	он по	1	1
571	здесь подчеркивает	1	1
572	хотя на	1	1
573	не нужно	2	1
574	в эпоху	1	1
575	его романов	5	1
576	стремление к	2	1
577	нас и	1	1
578	против этого	1	1
579	и здесь	1	1
580	действительности но	1	1
581	внимание на	1	1
582	настоящее время	2	1
583	достоевского все	1	1
584	в глаза	2	1
585	одного из	2	1
586	все его	1	1
587	в преступлении	6	1
588	может не	2	1
589	раскольникова и	1	1
590	нас в	1	1
591	в моменты	1	1
592	в которую	1	1
593	добра и	3	1
594	сторон жизни	1	1
595	себя но	2	1
596	вообще и	1	1
597	резко отличается	1	1
598	реально и	1	1
599	каких бы	2	1
600	его образность	1	1
601	достоевского и	3	1
602	и самые	1	1
603	того что	3	1
604	бросается в	1	1
605	известно что	2	1
606	известном смысле	1	1
607	он верит	1	1
608	и личной	1	1
609	произведений с	1	1
610	трудом и	1	1
611	униженные и	2	1
612	поведении героев	1	1
613	представляет собою	1	1
614	в разные	1	1
615	который в	3	1
616	по мнению	3	1
617	достоевским как	1	1
618	с одной	1	1
619	в эти	1	1
620	и у	2	1
621	от человеческого	1	1
622	униженных и	4	1
623	в нашей	2	1
624	по законам	1	1
625	же у	1	1
626	ту или	1	1
627	эти два	1	1
628	выражена в	1	1
629	к мысли	1	1
630	нуждается в	1	1
631	ведь это	1	1
632	он весь	1	1
633	представлений о	2	1
634	т п	2	1
635	и оскорбленных	4	1
636	далек от	1	1
637	не случайно	4	1
638	тезис о	1	1
639	жизни на	1	1
640	заметить что	1	1
641	на некоторые	1	1
642	от типа	1	1
643	целует землю	1	1
644	самым главным	1	1
645	и слышит	1	1
646	их нужно	1	1
647	и оскорбленные	2	1
648	развития в	1	1
649	с другим	1	1
650	до сих	1	1
651	о времени	4	1
652	с той	1	1
653	человека из	1	1
654	мира это	1	1
655	до конца	2	1
656	что для	2	1
657	большого города	1	1
658	в рассказе	3	1
659	превращается в	1	1
660	стремление и	1	1
661	стремится к	3	1
662	и самый	1	1
663	в картине	1	1
664	не верит	1	1
665	не на	1	1
666	его как	2	1
667	бы ее	1	1
668	о чем	1	1
669	на эту	4	1
670	когда же	1	1
671	для человека	3	1
672	главе с	2	1
673	современная наука	1	1
674	князь андрей	1	1
675	отсутствие в	1	1
676	на чем	1	1
677	человека к	1	1
678	для осуществления	1	1
679	пространства и	2	1
680	социальных контрастов	1	1
681	и красота	2	1
682	в изображении	1	1
683	одной стороны	1	1
684	к жизни	2	1
685	или другом	1	1
686	если они	1	1
687	петербургская летопись	4	1
688	в белых	5	1
689	что же	1	1
690	самого себя	1	1
691	без этой	1	1
692	ко всему	1	1
693	в бесах	3	1
694	он мыслит	1	1
695	с этой	1	1
696	первом плане	2	1
697	вот что	1	1
698	слова и	1	1
699	художественное произведение	1	1
700	как был	1	1
701	сих пор	1	1
702	белых ночах	5	1
703	так ли	2	1
704	и научная	1	1
705	процесса в	4	1
706	в мировой	1	1
707	и часто	1	1
708	ли в	2	1
709	уже на	1	1
710	в самые	1	1
711	этой книги	3	1
712	и времени	1	1
713	о котором	2	1
714	в настоящее	1	1
715	путем изменения	1	1
716	русский перевод	1	1
717	конце концов	1	1
718	стихотворения и	1	1
719	хотя в	1	1
720	же касается	1	1
721	отношении к	1	1
722	сила в	1	1
723	наконец не	1	1
724	в моем	1	1
725	всего мира	1	1
726	в романе	10	1
727	из общего	1	1
728	не знает	2	1
729	и зла	2	1
730	медном всаднике	1	1
731	равно как	1	1
732	их с	1	1
733	в свою	7	1
734	цивилизации в	1	1
735	жизни а	1	1
736	шекспира и	1	1
737	другой человеческой	1	1
738	т е	1	1
739	бы его	1	1
740	он и	1	1
741	переходим в	1	1
742	ставрогина и	1	1
743	до степени	1	1
744	к этой	1	1
745	в искусстве	1	1
746	и другие	3	1
747	и наказании	4	1
748	и будущего	3	1
749	это в	3	1
750	во сне	1	1
751	как результат	1	1
752	гораздо более	2	1
