N	2gram	Propp_Russ_2	FransuaR
351	чаще всего	1	1
352	по улицам	1	1
353	пускаются в	1	1
354	из первых	1	1
355	и находит	1	1
356	по всему	1	1
357	сажают на	1	1
358	глядит в	1	1
359	далеко не	4	1
360	например к	1	1
361	молока в	1	1
362	а за	4	1
363	что мертвые	1	1
364	говорится о	1	1
365	мир в	1	1
366	их на	1	1
367	в западной	1	1
368	нужно было	1	1
369	чем громче	1	1
370	в котором	3	1
371	бы к	1	1
372	изучения не	1	1
373	высокой ступени	1	1
374	это подтверждается	1	1
375	не от	1	1
376	из земли	4	1
377	должны были	2	1
378	был праздник	1	1
379	которые в	1	1
380	и торжественно	1	1
381	как земля	1	1
382	тем не	2	1
383	всем существующим	1	1
384	совершенно иной	1	1
385	и более	1	1
386	их в	4	1
387	что этот	1	1
388	и под	3	1
389	нас к	3	1
390	подтверждается и	1	1
391	а иногда	2	1
392	что с	2	1
393	эти формы	1	1
394	тогда когда	4	1
395	принадлежат к	2	1
396	того как	2	1
397	одна из	11	1
398	ее с	1	1
399	всей их	1	1
400	на некоторое	1	1
401	не вызывает	1	1
402	в день	7	1
403	следовательно и	1	1
404	никогда не	2	1
405	в коем	1	1
406	на землю	3	1
407	при всем	1	1
408	в полной	1	1
409	с древней	1	1
410	в дни	1	1
411	сущность его	1	1
412	на природу	2	1
413	образа и	1	1
414	по земле	2	1
415	же он	1	1
416	происходил как	1	1
417	как будто	1	1
418	у нас	4	1
419	и веселья	1	1
420	все то	2	1
421	и такие	1	1
422	чтобы сделать	1	1
423	это конечно	1	1
424	как только	1	1
425	себе целью	1	1
426	для его	1	1
427	предыдущей главе	1	1
428	что при	2	1
429	и потому	1	1
430	из нее	2	1
431	разные стороны	1	1
432	и должна	1	1
433	свою очередь	1	1
434	хороший урожай	1	1
435	и сами	1	1
436	это только	1	1
437	без всякого	1	1
438	на другой	2	1
439	ногами и	2	1
440	через три	1	1
441	мы проследили	1	1
442	приводит к	1	1
443	это для	1	1
444	к жизни	5	1
445	и когда	1	1
446	увидим не	1	1
447	то как	1	1
448	что у	1	1
449	в образе	2	1
450	еще не	6	1
451	вокруг этого	2	1
452	поют песни	2	1
453	что от	3	1
454	его новое	1	1
455	вся его	1	1
456	с этого	1	1
457	если бы	1	1
458	собой и	1	1
459	для этого	5	1
460	после того	2	1
461	образом в	2	1
462	находится в	1	1
463	говорят что	1	1
464	лицо его	1	1
465	своей книге	2	1
466	в состав	2	1
467	и хлеб	1	1
468	и поэтому	1	1
469	очень четко	1	1
470	что каждый	1	1
471	или на	8	1
472	ее и	2	1
473	можно встретить	2	1
474	связь между	2	1
475	от них	1	1
476	вся эта	2	1
477	этому поводу	2	1
478	во всей	1	1
479	хлеб родится	1	1
480	в форме	2	1
481	сопоставляется с	1	1
482	он по	1	1
483	тем более	1	1
484	в середине	1	1
485	ряд других	2	1
486	в лучшее	1	1
487	большое количество	1	1
488	быть и	1	1
489	но с	1	1
490	с себя	1	1
491	в новой	2	1
492	в двух	1	1
493	тот же	1	1
494	с ними	1	1
495	и является	1	1
496	в разные	2	1
497	в стороне	2	1
498	верно и	1	1
499	довольно сложный	1	1
500	ссылкой на	1	1
501	и ее	2	1
502	блюда и	1	1
503	по этому	2	1
504	плодородия и	2	1
505	иной характер	2	1
506	ночи и	1	1
507	не будет	1	1
508	одна с	1	1
509	не можем	2	1
510	он очень	1	1
511	только тогда	3	1
512	на этих	1	1
513	из них	4	1
514	говорит о	2	1
515	земли и	5	1
516	себе в	1	1
517	руки и	3	1
518	представлений о	2	1
519	покойника в	1	1
520	для исполнения	1	1
521	к ним	1	1
522	ту сторону	1	1
523	друг друга	3	1
524	он пишет	1	1
525	случае не	1	1
526	в окошко	1	1
527	тем что	3	1
528	в других	15	1
529	в целях	2	1
530	смерти и	2	1
531	свои границы	1	1
532	иное как	2	1
533	рост и	1	1
534	на голову	6	1
535	без всякой	1	1
536	ней и	1	1
537	живой и	1	1
538	как у	1	1
539	был в	1	1
540	игры и	1	1
541	что иное	2	1
542	месте в	1	1
543	на стол	1	1
544	на ней	1	1
545	что для	3	1
546	без особых	1	1
547	связано с	2	1
548	и пр	2	1
549	самом же	2	1
550	всему что	1	1
551	ясно но	1	1
552	смерти но	1	1
553	на которых	1	1
554	до конца	3	1
555	представления о	2	1
556	и своим	1	1
557	если эти	1	1
558	этом основании	1	1
559	под влиянием	1	1
560	должна была	5	1
561	для этой	3	1
562	в это	1	1
563	и вперед	1	1
564	веселья и	1	1
565	течение всего	1	1
566	в честь	3	1
567	книге о	1	1
568	в предыдущей	1	1
569	что за	1	1
570	в церковь	2	1
571	не дают	1	1
572	несколько раз	1	1
573	толстый живот	1	1
574	некоторое время	1	1
575	взад и	1	1
576	оставляют в	1	1
577	чтобы они	2	1
578	в человеческом	1	1
579	который он	1	1
580	понимать как	1	1
581	этого слова	1	1
582	было ни	1	1
583	видно что	2	1
584	и таким	1	1
585	это выражение	1	1
586	бессмертия и	1	1
587	с элементами	2	1
588	говорить что	2	1
589	которого она	1	1
590	же значение	1	1
591	которой и	1	1
592	характера оно	1	1
593	этот день	10	1
594	и другим	1	1
595	этот праздник	3	1
596	и другими	1	1
597	представлениями о	2	1
598	от него	1	1
599	из себя	1	1
600	петра i	1	1
601	же деле	2	1
602	и начинается	1	1
603	этой же	1	1
604	в свою	1	1
605	это изображение	1	1
606	имеется ряд	1	1
607	две стороны	1	1
608	и эта	1	1
609	и при	2	1
610	мы здесь	2	1
611	не что	2	1
612	из этого	2	1
613	и предшествующие	1	1
614	этим объясняется	1	1
615	в виде	4	1
616	но ни	1	1
617	день после	1	1
618	ее в	8	1
619	в таком	4	1
620	этой цели	2	1
621	во всяком	1	1
622	ничего общего	1	1
