N	2gram	Tiupa_Narr_2	Myslijsy
332	к своей	1	1
333	смотрит на	1	1
334	тем же	1	1
335	к другому	2	1
336	должна быть	2	1
337	живой речи	1	1
338	со второй	1	1
339	если я	1	1
340	смысле можно	1	1
341	к новой	1	1
342	не была	1	1
343	оба эти	1	1
344	как во	1	1
345	троянской войны	1	1
346	и другая	1	1
347	ему в	2	1
348	в некотором	1	1
349	что можно	1	1
350	зависимости от	1	1
351	так а	3	1
352	о роли	1	1
353	это время	1	1
354	в xix	1	1
355	он сам	2	1
356	быть в	1	1
357	руку к	1	1
358	в чем	2	1
359	во всех	1	1
360	но не	3	1
361	а тем	1	1
362	могло быть	1	1
363	же она	2	1
364	не все	2	1
365	в новом	1	1
366	отличие от	5	1
367	можно представить	1	1
368	относится к	1	1
369	в известном	3	1
370	как говорит	1	1
371	значит если	1	1
372	эти свойства	1	1
373	первый взгляд	1	1
374	субъекта и	1	1
375	того не	1	1
376	предполагает в	1	1
377	внутренняя жизнь	2	1
378	перед нами	4	1
379	виду и	1	1
380	неизмеримо более	1	1
381	для которой	1	1
382	это их	1	1
383	цели по	1	1
384	в этой	4	1
385	им в	1	1
386	это такая	1	1
387	действие может	1	1
388	для исследования	1	1
389	быть только	1	1
390	например как	1	1
391	и стало	1	1
392	замечу что	1	1
393	образом для	1	1
394	раз когда	1	1
395	что подтверждается	1	1
396	мыслей в	1	1
397	есть мера	1	1
398	и сам	3	1
399	своих качеств	1	1
400	на жизнь	1	1
401	какой бы	1	1
402	быть самим	1	1
403	на этом	1	1
404	его можно	1	1
405	действительно так	1	1
406	взгляду который	1	1
407	ее жизни	1	1
408	встречаются и	1	1
409	есть все	1	1
410	а его	1	1
411	по выражению	1	1
412	входит в	1	1
413	которого не	1	1
414	который и	1	1
415	что никогда	1	1
416	эту минуту	1	1
417	если такая	1	1
418	должен был	2	1
419	им самим	1	1
420	когда его	1	1
421	на второй	2	1
422	далеко не	5	1
423	может состоять	1	1
424	жизни то	1	1
425	всю жизнь	1	1
426	строгом смысле	1	1
427	втором значении	1	1
428	в развитии	1	1
429	обратимся к	1	1
430	и того	3	1
431	не мог	1	1
432	одного и	1	1
433	от убеждения	1	1
434	на первый	1	1
435	было ее	1	1
436	и счастья	1	1
437	в своей	4	1
438	в следующем	1	1
439	в такой	1	1
440	одним и	1	1
441	от себя	1	1
442	своего рода	9	1
443	об отсутствии	1	1
444	и другого	2	1
445	есть его	1	1
446	а есть	1	1
447	иначе как	1	1
448	но он	2	1
449	для нее	1	1
450	сомнению но	1	1
451	всего его	1	1
452	от тех	1	1
453	и причина	1	1
454	в отношении	1	1
455	слова до	1	1
456	но они	1	1
457	с которой	1	1
458	человечества и	1	1
459	что с	2	1
460	но для	2	1
461	истории и	1	1
462	как о	2	1
463	не по	1	1
464	в толпе	1	1
465	внешнее по	1	1
466	вытекает из	1	1
467	а для	1	1
468	того и	1	1
469	не другое	1	1
470	ничего не	6	1
471	отнестись к	1	1
472	находятся в	1	1
473	а до	1	1
474	такова что	1	1
475	и по-видимому	1	1
476	с одним	1	1
477	с нами	1	1
478	слове и	1	1
479	правда мы	1	1
480	эти три	1	1
481	только с	1	1
482	как будто	1	1
483	этом отношении	3	1
484	у меня	2	1
485	от их	1	1
486	в живой	1	1
487	если у	1	1
488	все то	2	1
489	у гомера	1	1
490	истории не	1	1
491	я сам	2	1
492	той или	3	1
493	что при	1	1
494	в каждой	2	1
495	то она	1	1
496	меня в	1	1
497	но при	4	1
498	причина этого	1	1
499	не природа	1	1
500	в себя	4	1
501	то время	1	1
502	ясно что	1	1
503	всей своей	2	1
504	роль в	2	1
505	и иные	2	1
506	в другом	4	1
507	времени и	4	1
508	есть время	1	1
509	сознания и	1	1
510	во второй	2	1
511	том как	2	1
512	это только	1	1
513	а все	1	1
514	как у	4	1
515	всегда имеет	1	1
516	теперь и	1	1
517	о ней	3	1
518	о нем	3	1
519	возможна только	1	1
520	тому и	1	1
521	следует иметь	1	1
522	более высокой	1	1
523	на что	1	1
524	все его	4	1
525	а также	6	1
526	может не	1	1
527	как было	2	1
528	времени в	1	1
529	о действии	1	1
530	и откуда	1	1
531	и во	1	1
532	но несомненно	1	1
533	а потому	1	1
534	на одном	2	1
535	например когда	1	1
536	в форме	5	1
537	чем и	1	1
538	другого в	1	1
539	них в	1	1
540	вслед за	6	1
541	второй план	2	1
542	более сложного	1	1
543	но с	1	1
544	себя с	2	1
545	оно и	1	1
546	к различным	1	1
547	я как	1	1
548	среди других	1	1
549	одной из	1	1
550	простым и	1	1
551	дело с	2	1
552	как нечто	1	1
553	как пламя	1	1
554	по мнению	1	1
555	с одной	5	1
556	в качестве	14	1
557	это так	1	1
558	в нашей	1	1
559	сознания не	1	1
560	себе лишь	1	1
561	свидетельствует о	4	1
562	которым не	1	1
563	в душе	2	1
564	участие в	2	1
565	одно из	2	1
566	не будут	1	1
567	могло бы	2	1
568	для другого	1	1
569	к человеку	1	1
570	при всей	4	1
571	у него	6	1
572	которые могут	1	1
573	не говорит	1	1
574	тогда в	1	1
575	есть выражение	1	1
576	каждого слова	1	1
577	нашем внутреннем	1	1
578	бы это	1	1
579	обо мне	4	1
580	жизнь слова	1	1
581	нужно было	1	1
582	в данный	1	1
583	с другим	2	1
584	за пределы	1	1
585	догадаться что	1	1
586	к которому	2	1
587	с той	1	1
588	мысли с	1	1
589	а с	2	1
590	другого что	1	1
591	неразрывном единстве	1	1
592	только к	3	1
593	прежде всего	6	1
594	одной стороны	5	1
595	ей не	1	1
596	у человека	1	1
597	человеческой жизни	1	1
598	в бытии	2	1
599	однако не	2	1
600	что перед	1	1
601	его как	1	1
602	если не	2	1
603	в связи	1	1
604	их самих	1	1
605	следовало бы	1	1
606	в частности	11	1
607	внимания к	1	1
608	с какою	1	1
609	границы между	1	1
610	его внутренней	2	1
611	как это	4	1
612	если она	1	1
613	в человеке	1	1
614	к своему	2	1
615	xix века	1	1
616	он говорит	1	1
617	всего предшествующего	1	1
618	в последнем	1	1
619	в столь	1	1
620	на эту	1	1
621	а потом	2	1
622	в первой	1	1
623	него есть	1	1
624	исходя из	1	1
625	многих других	1	1
626	войны и	4	1
627	от мнения	1	1
628	и восприятие	1	1
629	этот не	1	1
630	благодаря этому	1	1
631	и нет	1	1
632	не могло	2	1
633	внимания на	1	1
634	мире а	1	1
635	все же	6	1
636	одного лица	1	1
637	только а	1	1
638	слова но	1	1
639	обнаруживаются только	1	1
640	образом достигает	1	1
641	потому не	2	1
642	не подлежит	1	1
643	или в	1	1
644	и среди	1	1
645	том виде	1	1
646	его не	1	1
647	мира и	3	1
648	о котором	3	1
649	человек и	1	1
650	к одной	1	1
651	как уже	2	1
652	но о	1	1
653	на других	1	1
654	и смысл	1	1
655	к внешнему	1	1
656	от всего	2	1
657	ее в	1	1
658	или не	1	1
659	же в	4	1
660	бы на	2	1
661	первый раз	1	1
662	нам в	3	1
663	что ни	1	1
664	которая на	1	1
665	не знает	1	1
666	существует в	1	1
667	почему он	1	1
668	по которой	1	1
669	между внешней	2	1
670	себе но	1	1
671	жизни и	4	1
672	это нужно	1	1
673	человеку и	1	1
674	как на	2	1
