N	2gram	Tiupa_Anal_2	Problemy
419	по законам	1	1
420	в первом	1	1
421	характер в	1	1
422	i в	1	1
423	речь его	1	1
424	одно и	1	1
425	я вам	1	1
426	в одну	2	1
427	интонаций в	1	1
428	что все	2	1
429	же не	2	1
430	на этой	2	1
431	его в	2	1
432	для нее	2	1
433	творческую волю	1	1
434	не совпадает	1	1
435	лишь на	1	1
436	литературном произведении	1	1
437	затем и	1	1
438	делает его	1	1
439	авторской позиции	1	1
440	слова без	1	1
441	они сопоставлены	1	1
442	в них	1	1
443	на которую	2	1
444	но лишь	1	1
445	место и	1	1
446	всегда и	1	1
447	несмотря на	3	1
448	сопоставлены или	1	1
449	жизни но	2	1
450	бы определить	1	1
451	обратимся к	1	1
452	в один	4	1
453	и тогда	1	1
454	который как	1	1
455	во второй	4	1
456	от своего	2	1
457	или точнее	2	1
458	сторон и	1	1
459	я его	2	1
460	или противопоставлены	1	1
461	в такой	1	1
462	не становится	1	1
463	одним и	1	1
464	вносить в	1	1
465	место в	3	1
466	не столько	3	1
467	задает тон	1	1
468	каким является	1	1
469	от поэтического	1	1
470	дается в	1	1
471	но эта	2	1
472	ото всех	1	1
473	том под	1	1
474	обращение к	1	1
475	тем самым	4	1
476	однако в	1	1
477	в устах	2	1
478	не должна	1	1
479	даже в	2	1
480	а вот	1	1
481	и вся	1	1
482	тому что	1	1
483	и быстрых	1	1
484	вплоть до	1	1
485	границе со	1	1
486	виду что	1	1
487	дело не	2	1
488	отношение так	1	1
489	мышления и	1	1
490	тогда когда	1	1
491	от чужого	1	1
492	как его	1	1
493	и внутренней	1	1
494	эта внутренняя	1	1
495	и имеет	1	1
496	о них	1	1
497	синтаксической конструкции	1	1
498	но только	1	1
499	для всего	1	1
500	не речевой	1	1
501	наличии определенных	1	1
502	только его	1	1
503	всего на	1	1
504	его можно	1	1
505	связи с	1	1
506	и сама	1	1
507	внешней и	1	1
508	в сознании	4	1
509	другого но	2	1
510	только с	1	1
511	как будто	3	1
512	героя а	1	1
513	игре и	1	1
514	что на	3	1
515	к читателю	2	1
516	может показаться	1	1
517	есть у	1	1
518	настоящего времени	1	1
519	иных языковых	1	1
520	начиная с	1	1
521	в мировой	1	1
522	нисколько не	1	1
523	с явным	1	1
524	человека в	1	1
525	указание на	1	1
526	должны быть	1	1
527	всего в	2	1
528	значительной степени	2	1
529	бы он	1	1
530	частной жизни	1	1
531	что при	1	1
532	им для	1	1
533	некоторой степени	1	1
534	а затем	2	1
535	как один	1	1
536	данном случае	5	1
537	определенных языковых	1	1
538	здесь также	1	1
539	или еще	1	1
540	не возникает	1	1
541	роль в	2	1
542	рассудка и	1	1
543	если они	1	1
544	что может	1	1
545	с первым	1	1
546	всегда говорит	1	1
547	не с	4	1
548	собой в	2	1
549	еще в	2	1
550	диалог как	1	1
551	это только	2	1
552	снята а	1	1
553	в последней	1	1
554	определенным образом	1	1
555	в диалог	1	1
556	поэтому в	1	1
557	разговорного языка	1	1
558	углом они	1	1
559	речевой манеры	1	1
560	даже из	1	1
561	и соответственно	1	1
562	произведения как	2	1
563	не был	3	1
564	вопроса и	1	1
565	но к	1	1
566	при наличии	1	1
567	за пределами	2	1
568	среди всех	1	1
569	доминирует в	1	1
570	один голос	2	1
571	в игре	7	1
572	все его	1	1
573	лишь материал	1	1
574	диалога с	1	1
575	может не	1	1
576	другого сознания	1	1
577	всей силы	1	1
578	в значительной	2	1
579	от него	1	1
580	на всех	2	1
581	с теми	1	1
582	воздействия на	1	1
583	или иначе	1	1
584	автор как	1	1
585	ибо и	1	1
586	в художественной	1	1
587	врывается в	1	1
588	в литературе	1	1
589	звучит как	1	1
590	на которой	1	1
591	один из	2	1
592	в драме	1	1
593	явления как	1	1
594	в двух	2	1
595	мы видим	1	1
596	в какой	1	1
597	для себя	1	1
598	автор для	1	1
599	слова их	1	1
600	они могут	1	1
601	в интонации	1	1
602	кроме этого	1	1
603	в уста	1	1
604	с одной	5	1
605	своего собственного	2	1
606	типов но	1	1
607	человека с	1	1
608	вопроса о	1	1
609	стилей социальных	1	1
610	смерть и	1	1
611	романа начинается	1	1
612	его и	1	1
613	в конкретное	1	1
614	в прозе	1	1
615	часто с	1	1
616	себя от	1	1
617	при всей	3	1
618	не о	2	1
619	близко к	1	1
620	может служить	1	1
621	до некоторой	1	1
622	дело и	1	1
623	на меня	1	1
624	которые могут	1	1
625	вследствие этой	1	1
626	реплики в	2	1
627	одной стороны	4	1
628	со стороны	3	1
629	даже не	1	1
630	определить и	1	1
631	мы это	1	1
632	о своей	2	1
633	с другим	1	1
634	нельзя сказать	1	1
635	именно в	3	1
636	отношения в	2	1
637	ориентированы на	1	1
638	под каким	1	1
639	в соответствии	2	1
640	для передачи	1	1
641	и стал	2	1
642	вне высказывания	1	1
643	как высшей	1	1
644	не исключает	1	1
645	а главное	1	1
646	есть лишь	1	1
647	в третьей	1	1
648	и слово	2	1
649	в связи	1	1
650	в сторону	5	1
651	внимание как	1	1
652	художественное значение	1	1
653	каждом из	1	1
654	и особенно	4	1
655	продуктивной для	1	1
656	до этого	1	1
657	границы между	1	1
658	и потому	1	1
659	как это	6	1
660	относятся к	1	1
661	функционирует в	1	1
662	установкой на	1	1
663	и общечеловеческой	1	1
664	слова о	1	1
665	слова он	1	1
666	столкновение с	1	1
667	к чужим	1	1
668	в тех	1	1
669	и там	1	1
670	реплике в	1	1
671	каким диалогическим	1	1
672	в карты	1	1
673	и другой	1	1
674	довольно много	1	1
675	и смерти	4	1
676	еще раз	1	1
677	этом случае	4	1
678	будет и	1	1
679	высказывания а	1	1
680	известной степени	1	1
681	которых он	1	1
682	не имея	1	1
683	противопоставлены в	1	1
684	своей собственной	1	1
685	душевной жизни	1	1
686	ли будет	1	1
687	себя самого	1	1
688	с установкой	1	1
689	к этой	1	1
690	с высоты	1	1
691	не забывает	1	1
692	все они	1	1
693	чужих и	1	1
694	как речь	1	1
695	я в	3	1
696	могли быть	1	1
697	не есть	2	1
698	по поводу	3	1
699	ты не	2	1
700	от первого	1	1
701	от лица	1	1
702	в свою	1	1
703	личности и	2	1
704	с ней	1	1
705	отношением к	1	1
706	и внутренне	2	1
707	была бы	2	1
708	в частности	16	1
709	по одному	1	1
710	отличие прозаического	1	1
711	и диалог	1	1
712	этой сцены	2	1
713	на это	1	1
714	тексте а	1	1
715	главным героем	1	1
716	это в	1	1
717	который не	1	1
718	к этому	2	1
719	как на	1	1
720	в таком	2	1
721	в роли	2	1
