N	2gram	Tiupa_Anal_1	DiskursI
724	выхожу один	1	1
725	о царских	1	1
726	эстетический объект	6	1
727	событийной полноте	1	1
728	встрече сознания	1	1
729	сюжетных сами	1	1
730	художественной литературы	1	1
731	личности в	3	1
732	в специальном	1	1
733	разрыв между	1	1
734	не могут	3	1
735	выход из	1	1
736	от воспринимающего	1	1
737	и должно	1	1
738	один я	1	1
739	формой которой	1	1
740	здесь совершенно	1	1
741	в категориях	2	1
742	приобщения к	1	1
743	об одном	1	1
744	случилось однажды	1	1
745	всего в	1	1
746	бывает всегда	1	1
747	анализ художественного	3	1
748	согласно которому	1	1
749	чтобы воцариться	1	1
750	того о	1	1
751	его с	1	1
752	двоякой событийности	1	1
753	этом последнем	1	1
754	объекта и	3	1
755	ценностного центра	1	1
756	анализа в	2	1
757	все еще	1	1
758	м.м пришвина	1	1
759	говоря словами	1	1
760	но сама	1	1
761	время они	1	1
762	воцариться в	1	1
763	мир эксцессов	1	1
764	этих стадиально	1	1
765	событие а	1	1
766	наблюдений над	1	1
767	принципе не	3	1
768	и неизбыточность	2	1
769	в театре	1	1
770	ни даже	1	1
771	художественных высказываний	1	1
772	но по	1	1
773	общения со-общения	1	1
774	не всякая	1	1
775	на нем	1	1
776	и сами	1	1
777	здесь не	2	1
778	два события	1	1
779	эксцессов и	1	1
780	и от	1	1
781	мысль о	2	1
782	чтобы быть	1	1
783	где по	1	1
784	последний как	1	1
785	с языком	1	1
786	они трактовали	1	1
787	сказки как	1	1
788	и сам	2	1
789	только через	2	1
790	по аналогии	1	1
791	произведение искусства	9	1
792	те же	1	1
793	убавить ни	1	1
794	здесь как	1	1
795	особенно в	2	1
796	автора первой	1	1
797	внутритекстовых дискурсов	1	1
798	том как	1	1
799	что бывает	1	1
800	в.т и	1	1
801	мира вокруг	1	1
802	и социальные	1	1
803	если бы	3	1
804	собой и	1	1
805	собственно же	1	1
806	они таковыми	1	1
807	истории литературы	4	1
808	полной мере	3	1
809	характеристики другие	1	1
810	развития в	1	1
811	быть в	1	1
812	некое событие	1	1
813	сам повествователь	1	1
814	внутритекстовые дискурсы	1	1
815	функции текста	1	1
816	и неизбыточности	3	1
817	чего она	1	1
818	все прочие	2	1
819	автора слушающего	1	1
820	общественного сознания	1	1
821	на что	1	1
822	теперь и	1	1
823	необходимо войти	1	1
824	в конечном	4	1
825	и вследствие	1	1
826	а напротив	2	1
827	субъекта речи	1	1
828	к нему	3	1
829	том или	3	1
830	состоит не	1	1
831	речевого акта	1	1
832	аналогичным образом	1	1
833	повествованием в	1	1
834	складывается из	1	1
835	творчества в	1	1
836	об отсутствии	1	1
837	принесите лучшую	1	1
838	этом как	1	1
839	как коммуникативное	1	1
840	утрачивает свою	2	1
841	чем и	2	1
842	оправдан существованием	1	1
843	единицы речевого	1	1
844	дискурсивная практика	1	1
845	вслед за	1	1
846	наконец в	1	1
847	романа в	2	1
848	другой для	1	1
849	некое интерсубъективное	1	1
850	а его	1	1
851	отсутствии в	1	1
852	человека как	1	1
853	как индивидуальное	1	1
854	индивидуальный характер	1	1
855	познания в	1	1
856	на взгляд	1	1
857	ком или	1	1
858	герой в	1	1
859	он видел	1	1
860	известном смысле	1	1
861	в формах	1	1
862	оно выступает	1	1
863	актуальность для	1	1
864	сами участвуем	1	1
865	для понятия	1	1
866	одного сознания	1	1
867	высказывания необходимо	1	1
868	их взаимодополнительности	1	1
869	он уже	1	1
870	социальной ситуации	1	1
871	интерсубъективное пространство	1	1
872	другие аспекты	1	1
873	употребление языка	1	1
874	одни и	1	1
875	дж фрэзером	1	1
876	оказывается в	2	1
877	с двумя	2	1
878	не имеют	1	1
879	я в	3	1
880	свою родину	1	1
881	вопроса о	3	1
882	только на	1	1
883	ничего нельзя	1	1
884	коммуникативная ситуация	1	1
885	его восприятия	1	1
886	разные времена	1	1
887	и внезакономерных	1	1
888	все многообразие	1	1
889	вернуться к	1	1
890	то и	1	1
891	в виде	1	1
892	если в	3	1
893	форме например	1	1
894	реальной единицы	1	1
895	слова не	1	1
896	соглашаясь с	1	1
897	в известном	1	1
898	его текст	1	1
899	присутствует в	1	1
900	но от	1	1
901	его и	2	1
902	за ним	1	1
903	к своим	1	1
904	ценностное уплотнение	1	1
905	о поэзии	1	1
906	к чему-то	1	1
907	дискурс трактует	1	1
908	всяком случае	1	1
909	раз-общения которое	1	1
910	и романа	1	1
911	от сознания	1	1
912	граница между	1	1
913	не о	2	1
914	может служить	2	1
915	друг друга	1	1
916	говорят героя	1	1
917	не случайно	3	1
918	каждый из	2	1
919	не адам	1	1
920	при отсутствии	1	1
921	к чужой	1	1
922	следует понимать	1	1
923	как раз	1	1
924	одежду и	1	1
925	или ином	3	1
926	носителя и	1	1
927	покидающих свою	1	1
928	или напротив	1	1
929	чем говорят	1	1
930	как формулирует	1	1
931	представляют собой	2	1
932	детях покидающих	1	1
933	быть сведено	3	1
934	в новейшее	1	1
935	качестве коммуникативного	1	1
936	способа высказывания	2	1
937	специальном значении	1	1
938	выходит за	1	1
939	между которыми	1	1
940	в области	4	1
941	себе они	1	1
942	самому автору	1	1
943	на примере	2	1
944	с другим	4	1
945	до сих	1	1
946	есть без	1	1
947	дейк четко	1	1
948	коммуникативный объект	1	1
949	а именно	3	1
950	лица в	1	1
951	другим что	1	1
952	предполагает и	1	1
953	с той	1	1
954	было бы	2	1
955	представляет собою	2	1
956	текст в	2	1
957	трактовали не	1	1
958	было и	1	1
959	или о	1	1
960	или словами	1	1
961	себя и	4	1
962	нового времени	1	1
963	бахтин сожалел	1	1
964	его из	1	1
965	которая и	1	1
966	говорит о	1	1
967	равной степени	2	1
968	выступает в	2	1
969	всех прочих	1	1
970	субъекта как	1	1
971	в любой	1	1
972	пушкина как	2	1
973	что случилось	2	1
974	напротив к	1	1
975	принципиально не	3	1
976	места времени	1	1
977	который окружал	1	1
978	круговорот жизни	1	1
979	художественного целого	10	1
980	несмотря на	2	1
981	в связи	1	1
982	воспринимающему знаковую	1	1
983	научного общения	1	1
984	не способна	1	1
985	исходить из	1	1
986	как сферы	1	1
987	вместе с	4	1
988	как представляется	1	1
989	и дайте	1	1
990	в некое	1	1
991	чужой стране	1	1
992	соотносима с	1	1
993	как это	1	1
994	во множестве	1	1
995	человека к	4	1
996	речевых жестов	1	1
997	в коммуникативных	1	1
998	не удается	1	1
999	слушающих их	1	1
1000	восходит к	1	1
1001	требует от	1	1
1002	социокультурного взаимодействия	1	1
1003	литературного процесса	1	1
1004	вид сюжетных	1	1
1005	если оно	1	1
1006	его собственной	1	1
1007	в той	8	1
1008	исторически сложившихся	1	1
1009	научной мысли	1	1
1010	металингвистическое понимание	1	1
1011	обязательно нечто	1	1
1012	мировой жизни	1	1
1013	событие о	1	1
1014	по формуле	1	1
1015	да и	1	1
1016	исторической поэтики	2	1
1017	как слушатели-читатели	1	1
1018	в современной	1	1
1019	предполагает в	1	1
1020	моего я	1	1
1021	новейшее время	1	1
1022	понимать как	2	1
1023	этого слова	7	1
1024	эстетическое переживание	4	1
1025	утверждение о	1	1
1026	коммуникативной компетентностью	1	1
1027	на дорогу	1	1
1028	быть и	1	1
1029	аналогии с	1	1
1030	событие которое	1	1
1031	установки и	1	1
1032	сих пор	1	1
1033	как предмет	4	1
1034	о его	1	1
1035	не об	1	1
1036	в чем	1	1
1037	в специфике	1	1
1038	аномалий который	1	1
1039	о мире	1	1
1040	это отнюдь	1	1
1041	эстетическим объектом	4	1
1042	тому или	1	1
1043	при всем	1	1
1044	есть она	1	1
1045	писал в	2	1
1046	культурного феномена	1	1
1047	тех или	2	1
1048	сведено к	2	1
1049	в аналогичном	1	1
1050	указать на	1	1
1051	к норме	1	1
1052	стороны адресата	1	1
1053	при таком	1	1
1054	или иному	1	1
1055	однократных и	1	1
1056	я всегда	1	1
1057	в результате	1	1
1058	вопрос о	2	1
1059	от луки	1	1
1060	это как	2	1
1061	которая в	3	1
1062	себя самого	1	1
1063	конструктивная роль	1	1
1064	в собственно	2	1
1065	качестве основных	1	1
1066	тем более	2	1
1067	мы должны	1	1
1068	полноты и	3	1
1069	в большей	1	1
1070	в исходном	1	1
1071	но это	1	1
1072	том случае	1	1
1073	в мировом	2	1
1074	ни изменить	1	1
1075	исключительно в	1	1
1076	или не	2	1
1077	читатель может	1	1
1078	все того	1	1
1079	личности и	1	1
1080	четко разграничивая	1	1
1081	не являются	2	1
1082	не являлись	1	1
1083	в интерсубъективную	1	1
1084	не знает	1	1
1085	отношением к	1	1
1086	как нечто	1	1
1087	речи и	1	1
1088	быть признано	1	1
1089	бесконечно репродуцируемых	2	1
1090	и составляют	1	1
1091	или иного	3	1
1092	литературы это	1	1
1093	культуры в	2	1
1094	в свое	2	1
1095	канонической жанровой	1	1
1096	как коммуникативного	1	1
1097	влэ как	1	1
1098	читателя и	1	1
1099	и состоит	5	1
1100	согласно рассуждению	1	1
1101	собой лишь	1	1
1102	также не	1	1
1103	случае если	1	1
1104	или во	1	1
1105	именно здесь	1	1
1106	в коммуникативной	1	1
1107	событий в	1	1
1108	который не	1	1
1109	в таком	3	1
1110	в роли	2	1
1111	аспекты социальной	1	1
1112	случае его	1	1
