N	2gram	Losev_Dial_4	StatiiOP
352	чтобы не	1	1
353	только теперь	2	1
354	по отдельным	1	1
355	но тогда	1	1
356	по моему	1	1
357	и есть	19	1
358	почти не	1	1
359	чего не	3	1
360	исходит из	1	1
361	не говорим	1	1
362	видеть в	1	1
363	едва ли	3	1
364	в зависимости	1	1
365	и абсолютно	3	1
366	и этот	1	1
367	его не	1	1
368	их и	1	1
369	или исторически	1	1
370	в лучшем	1	1
371	с поэтической	1	1
372	понимают что	1	1
373	каком случае	1	1
374	в каждый	1	1
375	так чтобы	3	1
376	достаточно привести	1	1
377	от друга	1	1
378	зависимости от	1	1
379	это время	1	1
380	же нужно	1	1
381	двух или	2	1
382	на нем	2	1
383	и на	5	1
384	на них	1	1
385	с его	5	1
386	но почему-то	1	1
387	оно совершенно	1	1
388	видит в	1	1
389	но как	2	1
390	только при	1	1
391	тех же	2	1
392	очевидно что	1	1
393	этого последнего	1	1
394	друг от	1	1
395	нет и	2	1
396	потому это	1	1
397	как говорит	1	1
398	в одной	1	1
399	чем мы	1	1
400	стороны и	1	1
401	перед нами	6	1
402	кроме того	2	1
403	хотя и	6	1
404	что по	2	1
405	я приведу	1	1
406	это тоже	1	1
407	эти общие	1	1
408	или иную	2	1
409	не приходится	1	1
410	а во-вторых	1	1
411	существует лишь	1	1
412	за это	1	1
413	в нашем	1	1
414	или во	1	1
415	лучшем случае	1	1
416	этого совершенно	1	1
417	в известном	1	1
418	с их	4	1
419	вообще а	1	1
420	бы только	4	1
421	как он	1	1
422	если он	1	1
423	всей его	2	1
424	что каждая	1	1
425	данном пункте	1	1
426	время и	2	1
427	и частично	1	1
428	не как	4	1
429	и вот	11	1
430	чтобы в	1	1
431	именно такова	1	1
432	даже прямо	1	1
433	но дело	1	1
434	что нельзя	1	1
435	том же	1	1
436	в одну	3	1
437	для всей	1	1
438	содержит в	1	1
439	том случае	1	1
440	что никакого	1	1
441	на все	2	1
442	с целью	1	1
443	на каком	1	1
444	входит в	1	1
445	это было	2	1
446	обоих случаях	1	1
447	только началом	1	1
448	известно что	3	1
449	она стала	1	1
450	выше на	1	1
451	всего прочего	1	1
452	только одно	1	1
453	что лучше	1	1
454	он является	1	1
455	в них	2	1
456	о которых	1	1
457	уже быть	1	1
458	показывает что	2	1
459	на основании	3	1
460	с тем	4	1
461	всю жизнь	1	1
462	во внимание	2	1
463	всегда и	3	1
464	приведу только	1	1
465	выйти за	5	1
466	можно считать	1	1
467	сейчас мы	1	1
468	действительно не	1	1
469	в один	3	1
470	со всей	2	1
471	что значит	1	1
472	бы на	1	1
473	и при	2	1
474	что такая	1	1
475	а главное	1	1
476	что такое	5	1
477	интерес и	1	1
478	это только	1	1
479	грех и	1	1
480	разная степень	1	1
481	место в	1	1
482	мы в	1	1
483	еще с	1	1
484	оказывается что	4	1
485	значение то	1	1
486	от себя	2	1
487	что я	5	1
488	мы теперь	2	1
489	это утверждение	2	1
490	я скажу	1	1
491	что было	2	1
492	действительно есть	1	1
493	на другую	4	1
494	найти себе	1	1
495	чтобы она	1	1
496	однако в	2	1
497	быть не	2	1
498	и общей	1	1
499	истории о	1	1
500	по себе	13	1
501	всего его	1	1
502	нет никакого	3	1
503	говорить уже	1	1
504	потому не	1	1
505	но они	2	1
506	и ясно	1	1
507	и другое	2	1
508	в обоих	1	1
509	тогда когда	5	1
510	одна из	1	1
511	и притом	3	1
512	в процессе	1	1
513	неба в	1	1
514	он еще	1	1
515	и имеет	1	1
516	во всякой	1	1
517	но только	5	1
518	чем не	1	1
519	не могло	1	1
520	работы но	1	1
521	наука и	1	1
522	в разных	2	1
523	никому не	1	1
524	того как	2	1
525	смысл то	1	1
526	это то	1	1
527	и лишь	1	1
528	того в	1	1
529	какой же	1	1
530	и чувства	1	1
531	возникает необходимость	1	1
532	утверждали что	1	1
533	е не	2	1
534	так то	4	1
535	несовпадения с	1	1
536	фактов и	1	1
537	ему не	1	1
538	ну а	1	1
539	и далее	1	1
540	ни о	3	1
541	является то	1	1
542	в духе	1	1
543	не могут	2	1
544	когда мы	1	1
545	отличается от	1	1
546	то ни	4	1
547	собой определенную	1	1
548	как мы	1	1
549	и о	8	1
550	недостаточно и	1	1
551	в виду	9	1
552	и говорить	1	1
553	говоря уже	3	1
554	не могу	1	1
555	не наука	1	1
556	можно сделать	1	1
557	только то	1	1
558	и была	1	1
559	на том	1	1
560	и когда	2	1
561	он так	1	1
562	наукой и	1	1
563	только тот	1	1
564	больше в	1	1
565	было в	1	1
566	мог бы	2	1
567	почему же	1	1
568	можно только	3	1
569	личности но	3	1
570	таких примеров	1	1
571	он к	1	1
572	оно отличается	1	1
573	образом в	1	1
574	как наивно	1	1
575	о ней	2	1
576	никогда и	2	1
577	о нем	2	1
578	только так	4	1
579	и возможно	2	1
580	и та	3	1
581	в глаза	1	1
582	суд и	1	1
583	но решительно	1	1
584	после того	1	1
585	можно сказать	5	1
586	все его	1	1
587	не просто	7	1
588	то тем	1	1
589	и всю	1	1
590	чтобы получить	1	1
591	отдельный момент	1	1
592	которые мы	2	1
593	и всякая	1	1
594	во всей	2	1
595	и наука	2	1
596	в другой	1	1
597	говорить как	1	1
598	них в	1	1
599	что бы	1	1
600	в свете	5	1
601	судить по	1	1
602	не зная	1	1
603	в современной	1	1
604	лишь о	1	1
605	что подлинный	1	1
606	что будет	1	1
607	или нет	3	1
608	что только	1	1
609	тот же	1	1
610	в угоду	1	1
611	как нечто	2	1
612	одних и	2	1
613	бы ни	2	1
614	простое и	1	1
615	которых я	1	1
616	и из	2	1
617	именно на	1	1
618	себя в	2	1
619	где-то в	1	1
620	эпохи но	1	1
621	сомнений в	1	1
622	уже не	9	1
623	и насколько	1	1
624	если мы	5	1
625	каком же	1	1
626	еще одну	1	1
627	слова не	1	1
628	и других	1	1
629	д как	1	1
630	его и	1	1
631	ту или	2	1
632	он имеет	1	1
633	был бы	2	1
634	не так	1	1
635	себе в	1	1
636	но вот	1	1
637	в одном	4	1
638	наука о	1	1
639	не считается	1	1
640	с этими	1	1
641	не о	4	1
642	естественно что	1	1
643	которые могут	1	1
644	они есть	1	1
645	вполне достаточно	1	1
646	от того	2	1
647	в нечто	1	1
648	о каком	1	1
649	были бы	1	1
650	под категорию	1	1
651	и неизвестно	1	1
652	без того	3	1
653	заключается вовсе	1	1
654	не были	1	1
655	или иной	1	1
656	говорим о	1	1
657	с другим	1	1
658	и тех	2	1
659	совершенно точно	1	1
660	с той	2	1
661	такое же	1	1
662	но о	2	1
663	них и	1	1
664	до конца	1	1
665	самое слово	1	1
666	целью дать	1	1
667	именно так	2	1
668	него не	1	1
669	ближе к	1	1
670	и вовсе	1	1
671	но что	5	1
672	направлении и	1	1
673	результате которой	4	1
674	вместе с	2	1
675	где эта	1	1
676	чтобы и	1	1
677	но кто	1	1
678	так обычно	1	1
679	д в	1	1
680	некоторые из	1	1
681	мы говорим	2	1
682	есть такое	1	1
683	в меру	5	1
684	что именно	7	1
685	из которых	3	1
686	поэзия и	1	1
687	чем то	1	1
688	к своему	2	1
689	лежащий в	1	1
690	в течение	4	1
691	уже без	1	1
692	она обязана	1	1
693	я сейчас	1	1
694	утверждение в	1	1
695	это его	1	1
696	сам не	1	1
697	то на	3	1
698	представителей науки	1	1
699	в это	1	1
700	разве это	1	1
701	несколько слов	1	1
702	при условии	2	1
703	истории но	1	1
704	похоже на	1	1
705	но разумеется	1	1
706	этом смысле	4	1
707	в наше	1	1
708	или хочет	1	1
709	относиться к	1	1
710	указать на	1	1
711	состояния духа	1	1
712	но такой	1	1
713	и от	1	1
714	или в	7	1
715	которая в	1	1
716	тот кто	2	1
717	в голову	1	1
718	себя самого	1	1
719	всего что	1	1
720	время или	1	1
721	у них	1	1
722	той или	4	1
723	бы в	4	1
724	я хотел	1	1
725	разве только	1	1
726	конце концов	1	1
727	пусть в	1	1
728	я же	1	1
729	могли быть	1	1
730	очень и	1	1
731	отношении к	2	1
732	в целях	2	1
733	к самым	1	1
734	одной из	2	1
735	и начинается	1	1
736	лишь те	1	1
737	каждый отдельный	1	1
738	не говоря	3	1
739	же будет	1	1
740	всего я	1	1
741	не быть	1	1
742	из каких	1	1
743	начать с	1	1
744	оно не	2	1
745	из этого	1	1
746	не иной	1	1
747	не верить	1	1
748	время не	1	1
749	абсолютно необходимого	1	1
750	включает в	1	1
751	мере он	1	1
752	гораздо ближе	1	1
753	к этому	3	1
754	как на	1	1
755	точно так	2	1
