N	2gram	Vinokur_Ku_2	Myslijsy
425	принадлежит и	1	1
426	предложение это	1	1
427	он был	1	1
428	на них	1	1
429	говоря уже	2	1
430	здесь не	3	1
431	бы то	1	1
432	без всякого	1	1
433	с его	1	1
434	только после	1	1
435	не без	1	1
436	данном случае	2	1
437	он может	1	1
438	самым мы	2	1
439	нам его	1	1
440	своего материала	1	1
441	знак и	1	1
442	словами когда	1	1
443	есть по	1	1
444	себе и	1	1
445	отличие от	2	1
446	нам право	2	1
447	нет и	1	1
448	бы ничего	1	1
449	и я	1	1
450	как сочетание	1	1
451	самое понятие	1	1
452	из уст	1	1
453	что действительно	1	1
454	значение его	1	1
455	для деятельности	1	1
456	и целого	1	1
457	что касается	2	1
458	еще и	2	1
459	помнить что	1	1
460	в противном	1	1
461	ср также	3	1
462	явление это	1	1
463	хотя и	4	1
464	когда он	1	1
465	языке не	2	1
466	могли бы	2	1
467	образом они	1	1
468	это определение	2	1
469	но в	11	1
470	уже отчасти	1	1
471	возможен только	1	1
472	то в	1	1
473	к чему	1	1
474	сказать о	1	1
475	все эти	12	1
476	если мы	4	1
477	одно время	2	1
478	еще один	1	1
479	и отношения	1	1
480	что к	1	1
481	языка к	1	1
482	бы только	1	1
483	тому же	1	1
484	во многих	1	1
485	в наших	1	1
486	не получили	1	1
487	как оно	1	1
488	ряд слов	1	1
489	главным образом	3	1
490	если для	1	1
491	более простые	1	1
492	что сказать	1	1
493	зависит не	1	1
494	не нуждаются	1	1
495	он должен	1	1
496	первым и	1	1
497	в корне	2	1
498	слова которое	1	1
499	и вот	5	1
500	предложения и	1	1
501	свое время	2	1
502	что без	1	1
503	языком и	1	1
504	под конец	1	1
505	о таком	1	1
506	с такими	1	1
507	здесь мы	2	1
508	где нет	1	1
509	в совершенно	1	1
510	том случае	2	1
511	будто в	1	1
512	на ту	2	1
513	лишь в	5	1
514	знает что	3	1
515	заключается в	2	1
516	те или	1	1
517	которого не	1	1
518	в глазах	2	1
519	это не	6	1
520	и наша	1	1
521	кажется что	1	1
522	само собою	1	1
523	сказать и	1	1
524	связь слова	1	1
525	и вне	1	1
526	здесь можно	1	1
527	представляет себе	1	1
528	нам не	2	1
529	знаем его	1	1
530	в первые	1	1
531	и было	1	1
532	потому и	1	1
533	нисколько не	3	1
534	себе все	1	1
535	на таких	1	1
536	в этих	1	1
537	мы как	1	1
538	в связь	1	1
539	существительных и	1	1
540	таким же	2	1
541	в такой	1	1
542	с точки	8	1
543	можно убедиться	1	1
544	знаем что	3	1
545	которые в	1	1
546	начнем с	1	1
547	большее количество	1	1
548	но он	1	1
549	есть именно	1	1
550	речи в	6	1
551	и более	2	1
552	в современном	2	1
553	однако в	1	1
554	не должно	2	1
555	что этот	1	1
556	того кто	1	1
557	в устах	2	1
558	всей совокупности	1	1
559	между прочим	2	1
560	тем меньше	2	1
561	таких случаях	2	1
562	в таких	3	1
563	о значении	2	1
564	мало того	2	1
565	виду что	1	1
566	это дает	2	1
567	и должен	1	1
568	только из	1	1
569	на себе	4	1
570	в процессе	3	1
571	первая половина	1	1
572	из предыдущего	2	1
573	и именно	1	1
574	преимуществу но	2	1
575	значение этого	1	1
576	нам и	2	1
577	следовательно и	2	1
578	на язык	1	1
579	ничего не	4	1
580	случаях как	1	1
581	под этим	2	1
582	невозможно но	1	1
583	речи не	3	1
584	во всем	1	1
585	не нужен	1	1
586	е не	1	1
587	что на	4	1
588	и речь	2	1
589	течением времени	1	1
590	и далее	2	1
591	например что	2	1
592	становится для	1	1
593	уже о	3	1
594	отличается от	3	1
595	наоборот в	1	1
596	всего что	2	1
597	мы могли	2	1
598	глагола что	1	1
599	должен быть	5	1
600	оттенки в	1	1
601	приходит к	1	1
602	в виду	3	1
603	связи со	1	1
604	в понятие	1	1
605	полное право	1	1
606	в понятиях	1	1
607	присоединения к	1	1
608	что само	2	1
609	только то	1	1
610	с самого	1	1
611	с языком	1	1
612	с течением	1	1
613	речи то	1	1
614	выражения и	1	1
615	на том	2	1
616	и когда	1	1
617	что у	2	1
618	жизни это	1	1
619	развития языка	1	1
620	не с	1	1
621	ясно что	5	1
622	мог бы	1	1
623	в результате	4	1
624	это только	2	1
625	понятно что	1	1
626	составные части	1	1
627	для этого	3	1
628	предположить что	1	1
629	но здесь	2	1
630	находится в	1	1
631	слово на	1	1
632	самом смысле	1	1
633	сводится к	3	1
634	но нужно	1	1
635	и здесь	5	1
636	имеет еще	1	1
637	не имеющими	1	1
638	при котором	1	1
639	точно таким	1	1
640	одного из	2	1
641	одно то	1	1
642	после того	2	1
643	все его	1	1
644	теперь и	1	1
645	то вопрос	1	1
646	форма как	1	1
647	нас в	1	1
648	вопросу о	3	1
649	видно уже	2	1
650	обращается к	1	1
651	гораздо чаще	1	1
652	ее от	1	1
653	различие в	1	1
654	не делать	1	1
655	но нет	1	1
656	оно или	1	1
657	от присоединения	1	1
658	ее содержание	1	1
659	язык в	2	1
660	дело нисколько	1	1
661	бы вполне	1	1
662	следовало бы	2	1
663	следовательно в	1	1
664	уже из	2	1
665	превращенный в	1	1
666	значит что	1	1
667	тех пор	2	1
668	я был	1	1
669	что здесь	1	1
670	фраза из	1	1
671	тот же	5	1
672	экономии и	1	1
673	например можно	1	1
674	не идет	1	1
675	явлением в	1	1
676	или его	1	1
677	определение в	1	1
678	говорят только	1	1
679	видели выше	1	1
680	конечно не	2	1
681	указания на	2	1
682	том самом	1	1
683	в поэзии	1	1
684	живое слово	1	1
685	д не	1	1
686	а это	2	1
687	есть однако	1	1
688	каким образом	1	1
689	или даже	1	1
690	языка но	3	1
691	его и	1	1
692	даст нам	1	1
693	отличны от	1	1
694	мы знаем	4	1
695	не сам	1	1
696	бы совершенно	1	1
697	могло бы	1	1
698	этом слове	2	1
699	иначе как	1	1
700	сами по	1	1
701	и правда	2	1
702	ее не	1	1
703	к ним	1	1
704	должен был	1	1
705	не говорит	2	1
706	они выделены	1	1
707	языка для	1	1
708	в очень	1	1
709	разговоре не	2	1
710	чтобы показать	1	1
711	имели бы	1	1
712	нужно было	1	1
713	понятие или	1	1
714	как у	2	1
715	или иначе	3	1
716	есть язык	1	1
717	чем он	1	1
718	по всей	1	1
719	но есть	2	1
720	который однако	1	1
721	превращается в	2	1
722	слов а	1	1
723	одного только	1	1
724	на этот	2	1
725	не на	2	1
726	непосредственно к	1	1
727	и непосредственно	1	1
728	с которым	1	1
729	есть явление	2	1
730	но можно	2	1
731	же получает	1	1
732	на который	2	1
733	из совокупности	1	1
734	видели в	1	1
735	слово становится	1	1
736	суждений о	1	1
737	эта необходимость	1	1
738	такое мышление	1	1
739	и приобретает	1	1
740	общего с	1	1
741	что первая	1	1
742	в область	1	1
743	в данном	4	1
744	если оно	1	1
745	который мы	2	1
746	она есть	1	1
747	это различие	1	1
748	тем казалось	1	1
749	да и	6	1
750	думать о	1	1
751	более сложных	1	1
752	и там	1	1
753	до сознания	1	1
754	как например	1	1
755	только для	2	1
756	читателя или	1	1
757	из ряда	1	1
758	теперь весьма	1	1
759	слова так	1	1
760	к вопросу	3	1
761	случае он	1	1
762	это отличие	1	1
763	вряд ли	4	1
764	творчество в	1	1
765	пор еще	1	1
766	ту пору	1	1
767	или не	1	1
768	в пример	1	1
769	сознания и	2	1
770	а все	1	1
771	о котором	2	1
772	так мы	2	1
773	бы даже	1	1
774	число слов	1	1
775	указывают на	1	1
776	во французском	2	1
777	этом можно	1	1
778	я в	1	1
779	ни было	1	1
780	давно уже	1	1
781	до тех	1	1
782	может и	1	1
783	первый раз	1	1
784	между ними	1	1
785	следует искать	1	1
786	какова должна	1	1
787	что такая	1	1
788	с ними	2	1
789	необходимое условие	1	1
790	что подобные	1	1
791	мысль и	2	1
792	в голову	1	1
793	но эти	1	1
794	это так	3	1
795	случае если	2	1
796	понимать что	1	1
797	во всяком	5	1
798	гораздо более	3	1
799	смысле что	1	1
800	и некоторым	1	1
