N	2gram	Kanaev_Sov_1	Myshleni
198	что при	2	2
199	можно говорить	1	2
200	у нас	3	2
201	только одно	1	2
202	что его	1	2
203	оно имеет	1	2
204	конечном счете	1	2
205	ведь это	3	2
206	для объяснения	1	2
207	с этим	2	2
208	остановиться на	1	2
209	ни в	1	2
210	один из	1	2
211	отличие от	2	2
212	должно быть	1	2
213	ничего не	6	2
214	эти три	1	2
215	процесс развития	1	2
216	что все	2	2
217	в конечном	1	2
218	точку зрения	4	2
219	мере в	1	2
220	значение в	2	2
221	и той	1	2
222	во всей	1	2
223	только к	1	2
224	в отличие	2	2
225	как известно	2	2
226	а из	1	2
227	а в	4	2
228	несмотря на	1	2
229	в действительности	1	2
230	в своих	1	2
231	по своим	1	2
232	в известном	1	2
233	этих двух	2	2
234	образом все	1	2
235	не имеет	1	2
236	в функционировании	1	2
237	процесса и	1	2
238	и до	1	2
239	и есть	2	2
240	бы все	1	2
241	начале нашего	1	2
242	к этому	1	2
243	мы знаем	2	2
244	процессы развития	1	2
245	она в	1	2
246	самое что	1	2
247	одного из	1	2
248	идет о	1	2
249	одной и	1	2
250	благодаря этому	1	2
251	уже в	3	2
252	можно было	1	2
253	не представляет	1	2
254	с необходимостью	3	2
255	развития и	1	2
256	но для	1	2
257	в свою	2	2
258	такие же	2	1
259	и из	1	1
260	могли быть	1	1
261	т.е ее	1	1
262	этом ее	1	1
263	которых по	1	1
264	развития с	1	1
265	почти не	1	1
266	какой бы	1	1
267	с поразительной	1	1
268	почти совершенно	1	1
269	области явлений	1	1
270	то его	1	1
271	это значит	1	1
272	в другом	1	1
273	о другом	1	1
274	в связи	1	1
275	но самый	1	1
276	говорить о	2	1
277	именно к	1	1
278	аналогии с	1	1
279	случае и	1	1
280	а это	1	1
281	нельзя сказать	1	1
282	дело если	1	1
283	она дает	1	1
284	значит что	1	1
285	в живой	1	1
286	и развития	1	1
287	для них	1	1
288	общего и	1	1
289	это совершенно	1	1
290	все равно	1	1
291	в зависимости	4	1
292	этом направлении	1	1
293	не было	1	1
294	кроме того	1	1
295	исходным пунктом	1	1
296	и тот	1	1
297	своего объяснения	1	1
298	и соответственно	1	1
299	и все	3	1
300	остается еще	1	1
301	же законам	1	1
302	в виде	2	1
303	наконец не	2	1
304	путь для	1	1
305	центральный вопрос	1	1
306	из опытов	1	1
307	функции в	1	1
308	и природа	1	1
309	и вообще	1	1
310	при этом	3	1
311	к которому	1	1
312	поэтому что	1	1
313	в новых	2	1
314	иное как	1	1
315	там где	1	1
316	дает нам	2	1
317	ним и	1	1
318	поэтому совершенно	1	1
319	его развития	3	1
320	методе исследования	1	1
321	та же	1	1
322	но очень	2	1
323	при условии	1	1
324	от общей	1	1
325	вследствие этого	1	1
326	и те	1	1
327	или как	1	1
328	так сказать	2	1
329	одном случае	1	1
330	как его	1	1
331	объективной стороны	1	1
332	которой он	2	1
333	в одном	3	1
334	ли это	1	1
335	тот факт	1	1
336	вообще и	1	1
337	с и	1	1
338	заключает в	1	1
339	пор в	1	1
340	при исследовании	1	1
341	этом эксперименте	1	1
342	совсем не	1	1
343	но все	2	1
344	связей и	1	1
345	шаг за	1	1
346	с совершенно	2	1
347	этого не	1	1
348	это направление	1	1
349	основной вопрос	3	1
350	к чему	2	1
351	этом смысле	1	1
352	силу и	1	1
353	здесь в	1	1
354	всякое же	1	1
355	на этой	3	1
356	с опытами	1	1
357	в заключение	1	1
358	совершенно невозможно	1	1
359	в таком	2	1
360	случае он	1	1
361	всеми ее	1	1
362	в обоих	1	1
363	состоит из	3	1
364	своими собственными	1	1
365	во внутреннем	1	1
366	образом на	1	1
367	еще более	2	1
368	хотя и	1	1
369	времени и	2	1
370	некоторое время	2	1
371	элемента из	1	1
372	мы ее	1	1
373	только ничего	1	1
374	есть такой	1	1
375	в отдельном	1	1
376	в совершенно	1	1
377	на которой	1	1
378	таким образам	1	1
379	не давая	1	1
380	мы с	2	1
381	все время	1	1
382	направление в	1	1
383	но как	1	1
384	более как	1	1
385	далее что	1	1
386	сказать ничего	1	1
387	за собой	1	1
388	отнюдь не	3	1
389	что такое	2	1
390	если как	1	1
391	своего развития	1	1
392	всех трех	1	1
393	является объяснение	1	1
394	законов и	1	1
395	всех деталях	1	1
396	ни о	1	1
397	мы снова	1	1
398	зависимости от	4	1
399	того же	1	1
400	в отдельных	1	1
401	в результате	6	1
402	в биологии	1	1
403	в очень	1	1
404	их на	1	1
405	мы называем	3	1
406	приводит и	1	1
407	заключать в	1	1
408	при таком	3	1
409	всяком случае	2	1
410	ясно что	3	1
411	развития но	2	1
412	и основное	1	1
413	но ведь	1	1
414	и мы	3	1
415	как одной	1	1
416	мы имеем	1	1
417	и может	1	1
418	этой области	1	1
419	что иное	1	1
420	по аналогии	1	1
421	все процессы	2	1
422	и т.д	3	1
423	из одного	2	1
424	против него	1	1
425	зрения с	1	1
426	одна из	3	1
427	в один	2	1
428	она развивается	1	1
429	у него	2	1
430	они опять	1	1
431	и свою	1	1
432	при определенных	1	1
433	ее на	2	1
434	факт что	1	1
435	приведение к	1	1
436	необъяснимыми с	1	1
437	о методе	1	1
438	не что	1	1
439	в первых	1	1
440	может стать	1	1
441	и будет	2	1
442	для его	2	1
443	от его	1	1
444	поскольку она	1	1
445	бы так	1	1
446	поэтому в	1	1
447	в данной	1	1
448	мы будем	1	1
449	в основу	1	1
450	образом если	1	1
451	должен был	1	1
452	к области	1	1
453	на этом	2	1
454	для развития	2	1
455	их в	4	1
456	обоих случаях	1	1
457	без остатка	1	1
458	как целого	1	1
459	радикальным образом	1	1
460	значение но	1	1
461	ситуации которая	1	1
462	сравнительно с	1	1
463	представлять себе	2	1
464	за шагом	1	1
465	эксперимента и	1	1
466	давая себе	1	1
467	все три	1	1
468	все они	1	1
469	и иначе	1	1
470	на друга	1	1
471	от всяких	1	1
472	же в	1	1
473	этот процесс	1	1
474	на этот	2	1
475	по существу	1	1
476	подвести итоги	1	1
477	поэтому говорить	1	1
478	которая не	1	1
479	биологии и	1	1
480	если у	1	1
481	таким же	1	1
482	все более	1	1
483	раз и	1	1
484	он может	3	1
485	точка зрения	1	1
486	оно может	1	1
487	и особенно	1	1
488	и должно	1	1
489	нас на	1	1
490	о принципиальной	2	1
491	и это	1	1
492	они не	1	1
493	конечно не	1	1
494	друг на	1	1
495	или иной	2	1
496	что уже	1	1
497	он сам	1	1
498	из них	4	1
499	и могут	1	1
500	этот вопрос	1	1
501	может оказаться	1	1
502	и тогда	1	1
503	той или	1	1
504	этот метод	1	1
505	еще в	1	1
506	она уже	1	1
507	между ним	1	1
508	дело идет	1	1
509	в своем	1	1
510	и снова	1	1
511	и производит	1	1
