N	2gram	Voloshinov_1	PoTuStor
354	а не	2	1
355	в руках	2	1
356	ведь именно	1	1
357	для человека	1	1
358	не всегда	1	1
359	художественной формы	1	1
360	разных местах	1	1
361	в связи	2	1
362	связь с	1	1
363	и особенно	1	1
364	та сила	1	1
365	и столь	1	1
366	в данном	2	1
367	правда он	1	1
368	тому как	1	1
369	что же	3	1
370	вне этой	1	1
371	в человеческом	1	1
372	конечно если	1	1
373	быть не	1	1
374	нужно отметить	2	1
375	точно и	1	1
376	и часто	1	1
377	жизни когда	1	1
378	мышления в	1	1
379	при таком	1	1
380	формы и	1	1
381	и художественных	1	1
382	ad absurdum	1	1
383	мы должны	6	1
384	только что	1	1
385	по поводу	1	1
386	нет ничего	2	1
387	работы и	1	1
388	от всех	2	1
389	метафоры и	1	1
390	не что	2	1
391	чем иным	2	1
392	правда все	1	1
393	в своих	2	1
394	этой точки	1	1
395	и эта	5	1
