N	2gram	Bakhtin_Fr_6	Vvedenie
472	не больше	1	1
473	народа и	3	1
474	таких выражений	1	1
475	одного и	2	1
476	или менее	1	1
477	в эту	2	1
478	во время	9	1
479	никак не	3	1
480	в следующем	1	1
481	представляла собой	1	1
482	представление о	2	1
483	далее в	1	1
484	от его	1	1
485	самостоятельное существование	1	1
486	и другого	1	1
487	не самый	1	1
488	моментов но	1	1
489	втором случае	3	1
490	точку зрения	1	1
491	но он	5	1
492	тесно связаны	3	1
493	зависимости от	1	1
494	его время	1	1
495	и эти	1	1
496	вещей и	1	1
497	ним в	1	1
498	того кто	1	1
499	это особенно	1	1
500	в историческом	1	1
501	же мы	1	1
502	и очень	2	1
503	значительное место	1	1
504	не раз	1	1
505	о теории	1	1
506	в таких	2	1
507	этого же	1	1
508	первый из	1	1
509	в обоих	1	1
510	связан и	2	1
511	же между	1	1
512	нас и	1	1
513	народов в	1	1
514	к этим	3	1
515	в идее	1	1
516	та или	1	1
517	а для	2	1
518	так много	1	1
519	правда в	1	1
520	из четырех	2	1
521	или иная	1	1
522	к концу	1	1
523	во всем	5	1
524	входят в	1	1
525	из существенных	1	1
526	ему не	1	1
527	в действительности	1	1
528	у меня	1	1
529	такие же	1	1
530	обращенной к	1	1
531	превращается в	2	1
532	в актах	1	1
533	в духе	3	1
534	и другой	1	1
535	человека в	1	1
536	языках и	1	1
537	и отдельных	1	1
538	жить в	1	1
539	в эпоху	6	1
540	приходит к	1	1
541	и о	1	1
542	как один	3	1
543	совершенно ясно	1	1
544	и этим	2	1
545	только то	1	1
546	говорится что	1	1
547	что именно	2	1
548	и прочих	1	1
549	еще в	5	1
550	том как	1	1
551	жизнь и	1	1
552	всегда связана	1	1
553	между собой	1	1
554	образом в	2	1
555	но здесь	2	1
556	дальнейшего развития	1	1
557	и нужно	1	1
558	люди с	2	1
559	настоящее время	1	1
560	и из	1	1
561	одного из	1	1
562	после того	1	1
563	только за	1	1
564	языке как	1	1
565	это было	2	1
566	каждом из	1	1
567	места и	1	1
568	нем не	1	1
569	есть такие	1	1
570	внешним образом	1	1
571	новой жизнью	1	1
572	наук и	1	1
573	в лучшем	1	1
574	поэтому его	1	1
575	в литературе	5	1
576	этой целью	1	1
577	нашел в	1	1
578	что здесь	1	1
579	на которой	2	1
580	рассуждение о	1	1
581	мы видим	6	1
582	понятно и	1	1
583	всех его	4	1
584	времени как	1	1
585	ведущие к	1	1
586	себя в	2	1
587	есть в	3	1
588	книгу о	1	1
589	и у	2	1
590	одном отношении	1	1
591	носа и	1	1
592	ii но	1	1
593	или даже	1	1
594	понятий в	1	1
595	совсем другое	1	1
596	для него	1	1
597	ведь это	2	1
598	мы находим	2	1
599	выражаются в	1	1
600	ее не	1	1
601	к ним	1	1
602	у него	7	1
603	чтобы не	1	1
604	могли не	1	1
605	самом же	1	1
606	момент в	1	1
607	этот последний	1	1
608	из важнейших	1	1
609	и т.п	19	1
610	однако что	1	1
611	здесь в	9	1
612	вполне понятными	1	1
613	к которому	1	1
614	и прежде	2	1
615	в предисловии	1	1
616	а с	1	1
617	это своеобразное	1	1
618	факта что	1	1
619	в природе	1	1
620	связано с	3	1
621	не на	2	1
622	притом не	1	1
623	нужно сказать	2	1
624	чтобы убедиться	1	1
625	а главное	1	1
626	в руках	1	1
627	одну из	2	1
628	на эту	1	1
629	мира в	2	1
630	для этой	1	1
631	во франции	5	1
632	формах и	1	1
633	и об	1	1
634	в момент	1	1
635	самым лучшим	1	1
636	все то	5	1
637	и особенно	3	1
638	и потому	2	1
639	эта связь	1	1
640	здесь уже	1	1
641	рода и	1	1
642	для нашего	1	1
643	к своему	1	1
644	в изображении	1	1
645	знать что	2	1
646	наряду с	1	1
647	и границы	1	1
648	опору в	1	1
649	в первой	3	1
650	своего времени	2	1
651	сходство и	1	1
652	или с	2	1
653	слова и	1	1
654	не касается	1	1
655	части своего	1	1
656	что из	1	1
657	лучшем случае	1	1
658	мира у	1	1
659	истории но	3	1
660	этот образ	7	1
661	и часто	2	1
662	и от	4	1
663	по поводу	1	1
664	руки его	1	1
665	он по	1	1
666	это как	1	1
667	в настоящее	1	1
668	а к	1	1
669	в ближайшем	1	1
670	для нас	2	1
671	из различных	1	1
672	и все	9	1
673	из себя	1	1
674	еще более	2	1
675	разной степени	1	1
676	на языке	3	1
677	в круг	1	1
678	не дает	1	1
679	г и	1	1
680	на части	7	1
681	в системе	1	1
682	и прямо	1	1
683	этот традиционный	1	1
684	средние века	4	1
685	состоит из	2	1
686	в соответствующей	1	1
687	жизни а	1	1
688	в явление	1	1
689	первом случае	3	1
690	начале этой	1	1
691	это очевидно	1	1
692	чтобы говорить	1	1
693	значило бы	1	1
694	и стало	1	1
695	того времени	2	1
696	степени в	2	1
697	в таком	1	1
698	все что	4	1
699	они не	3	1
