N	2gram	Berdyaev_N_1	Problema
396	к лицу	3	1
397	процессы в	1	1
398	жизни в	3	1
399	и начинается	2	1
400	но если	1	1
401	равно как	2	1
402	жизни а	1	1
403	явление культуры	1	1
404	в которой	1	1
405	как свободная	1	1
406	быть признана	1	1
407	жизни и	8	1
408	к этой	1	1
409	того времени	1	1
