N	2gram	Tiupa_Narr_2	FransuaR
298	в известном	3	1
299	им в	1	1
300	по форме	1	1
301	претендует на	1	1
302	не могла	1	1
303	по словам	2	1
304	вернуться к	1	1
305	к миру	2	1
306	при виде	1	1
307	нейтральных к	1	1
308	который часто	1	1
309	подобно тому	2	1
310	что ни	1	1
311	и по	3	1
312	без исключения	1	1
313	ее жизни	1	1
314	встречаются и	1	1
315	мы его	2	1
316	и ей	1	1
317	распространяется на	1	1
318	конце четвертой	1	1
319	есть все	1	1
320	городской площади	1	1
321	а как	3	1
322	это было	1	1
323	при встрече	3	1
324	и тем	5	1
325	истории и	1	1
326	смерть и	1	1
327	сто лет	1	1
328	литературного произведения	1	1
329	вам в	1	1
330	как об	1	1
331	жизни то	1	1
332	эту тему	1	1
333	и уже	4	1
334	несмотря на	2	1
335	это система	1	1
336	с такой	1	1
337	в развитии	1	1
338	должно быть	1	1
339	этом в	1	1
340	и конец	1	1
341	на первый	1	1
342	и их	1	1
343	таким же	1	1
344	своем роде	1	1
345	в отношении	1	1
346	и смерть	1	1
347	с точки	2	1
348	то его	1	1
349	мысли и	1	1
350	принимает участия	1	1
351	направлен на	1	1
352	от его	2	1
353	всякий раз	2	1
354	две стороны	1	1
355	внешнего и	1	1
356	мир и	1	1
357	не в	8	1
358	она в	1	1
359	и более	2	1
360	в прошлом	1	1
361	не могли	1	1
362	для нее	1	1
363	мы встречаемся	1	1
364	тому что	3	1
365	раз и	1	1
366	и нормам	1	1
367	но они	1	1
368	он остается	1	1
369	тем самым	5	1
370	ничего не	6	1
371	и притом	1	1
372	они носители	1	1
373	было не	1	1
374	т.п то	1	1
375	о них	2	1
376	только не	2	1
377	никогда не	6	1
378	а для	1	1
379	всего на	1	1
380	с одним	1	1
381	по своей	3	1
382	слове и	1	1
383	до поры	1	1
384	прежде чем	1	1
385	умирающего и	1	1
386	как будто	1	1
387	к обычному	1	1
388	в направлении	2	1
389	на границе	1	1
390	мы узнаем	2	1
391	наконец в	1	1
392	сходство с	1	1
393	поры до	1	1
394	где он	1	1
395	и весело	1	1
396	и образ	1	1
397	языка и	1	1
398	как по	3	1
399	в себя	4	1
400	и самого	1	1
401	на том	3	1
402	например о	1	1
403	на нее	1	1
404	эпизода из	1	1
405	не с	1	1
406	было в	1	1
407	каждого из	1	1
408	в плоскости	1	1
409	нет места	1	1
410	участия в	2	1
411	во многом	1	1
412	том как	2	1
413	жизнь и	1	1
414	на что	1	1
415	эти три	1	1
416	приобщается к	1	1
417	с ним	4	1
418	лишь то	1	1
419	это весьма	1	1
420	произведения как	1	1
421	тех кто	1	1
422	возможна только	1	1
423	вот и	1	1
424	внимание на	3	1
425	за пределами	3	1
426	и что	2	1
427	все его	4	1
428	в толпе	1	1
429	нет это	1	1
430	нем не	1	1
431	этот момент	1	1
432	на одном	2	1
433	который и	1	1
434	существенную роль	3	1
435	в другой	1	1
436	в бытовой	1	1
437	сложное и	1	1
438	все время	1	1
439	и она	1	1
440	в него	2	1
441	говорит в	1	1
442	объектов и	1	1
443	того что	6	1
444	в современной	2	1
445	быть и	1	1
446	такая же	1	1
447	что только	1	1
448	к различным	1	1
449	не забудьте	1	1
450	дело с	2	1
451	с xvii	1	1
452	не имеет	2	1
453	к их	1	1
454	себя со	1	1
455	узнаем что	2	1
456	с одной	5	1
457	в качестве	14	1
458	так что	1	1
459	и внутреннего	2	1
460	лет до	1	1
461	и молитвы	1	1
462	в новое	1	1
463	в виде	2	1
464	не принимает	1	1
465	участие в	2	1
466	и небо	1	1
467	всяком случае	1	1
468	не для	1	1
469	художника и	1	1
470	но что	1	1
471	каждый из	1	1
472	и друзей	1	1
473	с всего	1	1
474	именно как	1	1
475	для художника	1	1
476	сверху вниз	1	1
477	с другим	2	1
478	а именно	1	1
479	от этих	1	1
480	человека но	1	1
481	с той	1	1
482	как же	1	1
483	чем за	1	1
484	что не	1	1
485	только к	3	1
486	говорит о	2	1
487	ничем не	1	1
488	связано с	1	1
489	превращается в	2	1
490	ей не	1	1
491	а исключительно	1	1
492	его смерти	1	1
493	более того	1	1
494	не на	1	1
495	однако и	1	1
496	отнюдь не	4	1
497	не всегда	1	1
498	мира в	4	1
499	но оно	1	1
500	так же	2	1
501	и особенно	1	1
502	как это	4	1
503	некоторые из	1	1
504	в строгом	2	1
505	не сразу	1	1
506	в человеке	1	1
507	характера и	3	1
508	к своему	2	1
509	не могут	1	1
510	ориентирована на	1	1
511	строгом смысле	1	1
512	по содержанию	1	1
513	тому как	2	1
514	которые по	1	1
515	за рамки	1	1
516	быть только	1	1
517	даже с	1	1
518	да и	3	1
519	на свете	1	1
520	не сливаются	1	1
521	дело здесь	1	1
522	главного героя	2	1
523	в это	1	1
524	на ногах	1	1
525	в формах	1	1
526	ведь и	1	1
527	мира это	2	1
528	но для	2	1
529	встрече с	4	1
530	не удалось	1	1
531	краткий эпизод	1	1
532	убеждения в	1	1
533	потому не	2	1
534	очень существенный	1	1
535	или в	1	1
536	в результате	2	1
537	в ноги	1	1
538	мира и	3	1
539	о котором	3	1
540	каждый год	1	1
541	характерное в	1	1
542	но также	2	1
543	как для	1	1
544	будто бы	1	1
545	мира поэтому	1	1
546	же в	4	1
547	себе и	2	1
548	поскольку это	1	1
549	мир который	1	1
550	с ними	3	1
551	в свою	2	1
552	не знает	1	1
553	не что	1	1
554	который не	1	1
555	время не	1	1
556	все подобные	1	1
557	и состоит	2	1
558	это была	1	1
559	речи как	1	1
560	по ходу	1	1
561	заметить что	1	1
562	ее в	1	1
563	от которой	1	1
564	как на	2	1
565	в таком	3	1
566	во всяком	1	1
567	гораздо более	1	1
