N	2gram	Vinokur_St_3	Komedia
343	самом начале	1	1
344	более или	1	1
345	то в	4	1
346	и этим	1	1
347	хотя она	1	1
348	всего лишь	1	1
349	из жизни	1	1
350	отношения с	1	1
351	что это	16	1
352	тон в	1	1
353	так или	1	1
354	представляет собой	1	1
355	что же	1	1
356	бы не	1	1
357	то теперь	1	1
358	из этих	6	1
359	близости к	1	1
360	и людмиле	1	1
361	приводит к	1	1
362	остановиться на	1	1
363	и тот	2	1
364	другом случае	1	1
365	чем его	1	1
366	как он	1	1
367	начал писать	1	1
368	меньшим числом	1	1
369	что эти	4	1
370	идей и	1	1
371	о большой	1	1
372	от которого	1	1
373	который они	1	1
374	и почему	1	1
375	состоит в	4	1
376	по существу	1	1
377	л к	1	1
378	не могли	1	1
379	чтобы в	2	1
380	его от	1	1
381	что она	1	1
382	но все	2	1
383	поэтической деятельности	1	1
384	тем с	1	1
385	что все	3	1
386	же касается	1	1
387	от некоторых	1	1
388	конечно в	1	1
389	об этом	5	1
390	то есть	2	1
391	на этой	1	1
392	зрения на	1	1
393	во множественном	1	1
394	это было	8	1
395	стиха в	8	1
396	что эту	1	1
397	следить за	1	1
398	в руслане	1	1
399	должен был	2	1
400	между отдельными	1	1
401	в жизни	4	1
402	который сам	1	1
403	не сохранилось	1	1
404	нет в	3	1
405	а с	2	1
406	соответствии с	1	1
407	к которым	1	1
408	к женщинам	1	1
409	в наследство	1	1
410	с тем	4	1
411	наибольшей степени	1	1
412	не заметить	1	1
413	жизни но	2	1
414	с фольклорным	1	1
415	относительно которых	1	1
416	в эту	4	1
417	в этих	11	1
418	не так	3	1
419	себя внимание	1	1
420	нас не	2	1
421	можно найти	2	1
422	а как	4	1
423	в наибольшей	1	1
424	наших дней	1	1
425	он понимал	1	1
426	его современников	1	1
427	однако еще	1	1
428	в которых	2	1
429	которому ведет	1	1
430	которые в	2	1
431	друг другу	1	1
432	однако не	1	1
433	и один	1	1
434	и эти	1	1
435	и более	3	1
436	с меньшим	2	1
437	том же	1	1
438	он испытывал	1	1
439	с так	1	1
440	по себе	1	1
441	не была	2	1
442	это особенно	2	1
443	происхождения который	1	1
444	тому что	3	1
445	и очень	1	1
446	этой области	2	1
447	если и	2	1
448	от своих	1	1
449	на три	1	1
450	вплоть до	1	1
451	но они	2	1
452	самого начала	2	1
453	в русской	6	1
454	если в	2	1
455	не встречаем	1	1
456	к новым	1	1
457	на себе	2	1
458	которого он	1	1
459	того чтобы	1	1
460	он с	1	1
461	л и	1	1
462	а второй	1	1
463	сложнее и	1	1
464	п в	1	1
465	на мой	1	1
466	до того	1	1
467	обращает на	1	1
468	каждый раз	2	1
469	мы и	1	1
470	вот в	1	1
471	от их	1	1
472	это два	1	1
473	и для	4	1
474	по своим	1	1
475	да рядом	1	1
476	сталкиваемся с	1	1
477	по плану	5	1
478	по возможности	1	1
479	его с	1	1
480	развития который	1	1
481	в поле	1	1
482	даже и	1	1
483	слова с	1	1
484	в каждом	4	1
485	ярким примером	1	1
486	и это	5	1
487	лет его	1	1
488	сцены из	3	1
489	в театре	1	1
490	принадлежал к	1	1
491	эта борьба	1	1
492	отсюда же	1	1
493	особенно в	1	1
494	с самого	2	1
495	во главе	1	1
496	говорить о	3	1
497	в дальнейшем	1	1
498	и когда	1	1
499	этот период	1	1
500	по аналогии	1	1
501	можно было	1	1
502	в нескольких	1	1
503	те же	1	1
504	ссылки на	1	1
505	к первому	1	1
506	с ним	1	1
507	свидетельствуют о	1	1
508	означает что	1	1
509	в каждой	2	1
510	вопрос это	1	1
511	почему его	1	1
512	в порядке	1	1
513	на вопрос	3	1
514	не означает	1	1
515	в драматическом	2	1
516	и что	3	1
517	два стиха	2	1
518	все его	1	1
519	в значительной	1	1
520	это была	1	1
521	жизни он	1	1
522	я думаю	2	1
523	что хотел	1	1
524	которое делает	1	1
525	отметить что	5	1
526	мнение в	1	1
527	и только	2	1
528	как художественное	1	1
529	примерно с	1	1
530	которая как	1	1
531	в литературе	1	1
532	того что	5	1
533	в меньшинстве	1	1
534	и естественно	1	1
535	почти все	1	1
536	в двух	1	1
537	и лирических	1	1
538	хотя бы	1	1
539	течение всей	2	1
540	поэтому и	1	1
541	согласно которой	1	1
542	наше время	1	1
543	самые разнообразные	1	1
544	он действует	1	1
545	вопрос об	1	1
546	и обоснования	1	1
547	на уровень	2	1
548	до наших	1	1
549	в пору	3	1
550	так что	11	1
551	оказывается в	1	1
552	отражение в	1	1
553	которому он	1	1
554	ни одного	1	1
555	был очень	1	1
556	отнести к	1	1
557	это обстоятельство	1	1
558	действующего лица	1	1
559	не дает	1	1
560	некую новую	1	1
561	в данной	1	1
562	как вы	1	1
563	поэта не	1	1
564	последние из	1	1
565	содержания и	1	1
566	нас только	1	1
567	в современном	1	1
568	о которой	2	1
569	может служить	1	1
570	друг друга	1	1
571	не случайно	1	1
572	это обычная	1	1
573	о другой	1	1
574	проводит в	1	1
575	заметить что	2	1
576	от того	2	1
577	на том	1	1
578	не противоречит	1	1
579	для того	2	1
580	в особенности	4	1
581	из двух	1	1
582	состоящих из	1	1
583	возможно что	1	1
584	был способен	1	1
585	или иначе	1	1
586	последнего в	1	1
587	этого человека	1	1
588	лица в	1	1
589	в ряде	2	1
590	близок к	2	1
591	было и	1	1
592	и судя	1	1
593	и др	4	1
594	этому времени	1	1
595	к более	1	1
596	материал в	1	1
597	именно так	1	1
598	его как	3	1
599	по тем	1	1
600	которой я	3	1
601	у одного	1	1
602	долгое время	1	1
603	являются ли	1	1
604	г где	1	1
605	о чем	1	1
606	общества в	2	1
607	что из	2	1
608	совершенно очевидно	1	1
609	общественного и	1	1
610	для этой	1	1
611	связь с	4	1
612	сплошь да	1	1
613	и она	1	1
614	эти слова	1	1
615	из трех	1	1
616	первые годы	1	1
617	что именно	2	1
618	так мы	1	1
619	в разговоре	1	1
620	предисловии к	2	1
621	в данном	1	1
622	к жизни	1	1
623	свои основания	1	1
624	в той	1	1
625	на стихи	1	1
626	он становится	1	1
627	применении к	1	1
628	античного театра	1	1
629	одновременно с	1	1
630	тому как	1	1
631	году он	1	1
632	как бы	6	1
633	а потом	1	1
634	с тремя	1	1
635	из отдельных	1	1
636	в это	2	1
637	этого слова	2	1
638	с этой	3	1
639	он чувствует	2	1
640	мере не	1	1
641	показывают что	1	1
642	о его	1	1
643	что нет	1	1
644	которые были	2	1
645	с большой	1	1
646	сцены в	1	1
647	годов в	1	1
648	в книге	1	1
649	в предисловии	2	1
650	очень интересный	1	1
651	сравнить с	1	1
652	г а	3	1
653	комедия в	1	1
654	множественном числе	1	1
655	этого рода	3	1
656	мой взгляд	1	1
657	формы и	1	1
658	после г	1	1
659	которой можно	1	1
660	чтобы понять	1	1
661	годы когда	1	1
662	это уже	1	1
663	обращается к	3	1
664	отдельные сцены	1	1
665	у них	1	1
666	на такой	1	1
667	в духе	2	1
668	или нет	1	1
669	места в	1	1
670	бы в	1	1
671	что народ	1	1
672	года в	2	1
673	но зато	1	1
674	находим в	1	1
675	именно поэтому	2	1
676	бы на	1	1
677	отношении к	1	1
678	в общем	4	1
679	комедия была	1	1
680	мог не	1	1
681	слово в	2	1
682	к политическим	1	1
683	не знает	1	1
684	сказать что	4	1
685	понимать как	1	1
686	руслане и	1	1
687	и художественного	1	1
688	автора в	1	1
689	ко всему	1	1
690	иметь успех	1	1
691	на юге	1	1
692	ли он	1	1
693	в трех	1	1
694	стихами в	2	1
695	на это	2	1
696	в каком	4	1
697	жизни и	1	1
698	к этой	2	1
699	вполне понятно	1	1
700	и другие	1	1
701	того времени	3	1
702	и эта	1	1
703	это в	4	1
704	молодой человек	2	1
705	гораздо более	2	1
706	как на	6	1
707	этой точки	1	1
708	они не	1	1
