N	2gram	Vinokur_Ku_1	Literetu
124	потому что	23	3
125	этом в	1	3
126	одно из	2	3
127	и даже	3	3
128	с другой	7	3
129	еще и	5	3
130	не было	3	3
131	да и	1	3
132	этой точки	2	3
133	аналогии с	1	3
134	при всем	1	3
135	жизни и	1	3
136	что в	17	3
137	а в	5	3
138	же и	2	3
139	во всяком	5	3
140	того же	4	2
141	и то	3	2
142	самом деле	9	2
143	к своей	1	2
144	из его	1	2
145	должна быть	3	2
146	для своего	1	2
147	та же	1	2
148	в сущности	3	2
149	на себя	3	2
150	из того	1	2
151	то это	3	2
152	сознания а	1	2
153	как правило	1	2
154	то он	1	2
155	а только	8	2
156	относится к	2	2
157	отнюдь не	1	2
158	общего с	1	2
159	мысль в	1	2
160	следующим образом	1	2
161	только то	1	2
162	все эти	6	2
163	чуть ли	2	2
164	из этих	4	2
165	тому же	1	2
166	во многих	2	2
167	как он	1	2
168	в нем	4	2
169	в нашей	1	2
170	же это	1	2
171	на этом	1	2
172	различие между	1	2
173	поэзии и	1	2
174	здесь как	2	2
175	было бы	15	2
176	на почве	1	2
177	для них	2	2
178	на второй	1	2
179	в слове	2	2
180	в москве	2	2
181	и того	2	2
182	бы на	2	2
183	что такое	6	2
184	всяком случае	5	2
185	с точки	9	2
186	мы в	1	2
187	от себя	2	2
188	что я	2	2
189	в россии	1	2
190	тем не	4	2
191	однако в	1	2
192	даже в	3	2
193	именно так	2	2
194	освободиться от	1	2
195	раз и	1	2
196	дело не	2	2
197	виду не	1	2
198	и является	4	2
199	в сознании	1	2
200	как будто	1	2
201	этом отношении	5	2
202	xx века	1	2
203	могут быть	1	2
204	к тому	5	2
205	должен быть	4	2
206	у достоевского	1	2
207	более не	1	2
208	в себя	1	2
209	говоря уже	1	2
210	сказано в	1	2
211	роль в	4	2
212	на том	3	2
213	ту же	1	2
214	имеется в	1	2
215	или иной	3	2
216	о том	9	2
217	с одной	1	2
218	не могло	1	2
219	между тем	5	2
220	во втором	2	2
221	и только	1	2
222	будь то	1	2
223	хотя бы	10	2
224	становится не	1	2
225	только на	1	2
226	то и	2	2
227	что не	5	2
228	вл соловьева	1	2
229	что для	1	2
230	для него	1	2
231	себе в	3	2
232	а потому	5	2
233	не случайно	6	2
234	с легкой	1	2
235	тем что	8	2
236	одной стороны	1	2
237	нового времени	1	2
238	превращается в	2	2
239	этого не	2	2
240	из наиболее	1	2
241	не на	4	2
242	не тот	1	2
243	так называемых	1	2
244	все более	1	2
245	нет ничего	1	2
246	легкой руки	1	2
247	своего времени	2	2
248	я от	1	2
249	можно было	6	2
250	это уже	1	2
251	не является	2	2
252	объекта и	1	2
253	этого рода	6	2
254	это как	1	2
255	которая в	1	2
256	в западных	1	2
257	тем более	2	2
258	не есть	4	2
259	не говоря	2	2
260	отношению к	9	2
261	в искусстве	1	2
262	место не	1	1
263	человеческой речи	1	1
264	если б	2	1
265	и развитие	1	1
266	же как	1	1
267	на самом	2	1
268	только потому	6	1
269	идет о	2	1
270	показать что	1	1
271	достоевского в	1	1
272	в основании	1	1
273	и этот	1	1
274	который в	1	1
275	есть не	1	1
276	в историю	1	1
277	невозможным без	1	1
278	так я	1	1
279	вопрос о	2	1
280	есть нечто	1	1
281	культуры из	1	1
282	но даже	1	1
283	которое в	2	1
284	зависимости от	6	1
285	и он	3	1
286	это время	1	1
287	к литературным	1	1
288	разумеется не	4	1
289	столько же	1	1
290	того еще	1	1
291	быть в	2	1
292	предполагать что	1	1
293	в различных	1	1
294	в чем	1	1
295	тем как	1	1
296	глаза на	1	1
297	но как	1	1
298	в сторону	2	1
299	этой проблеме	1	1
300	отношение к	1	1
301	не просто	5	1
302	и омега	1	1
303	что они	4	1
304	из таких	1	1
305	которые могли	1	1
306	в одной	1	1
307	например для	1	1
308	как к	1	1
309	предметы и	1	1
310	однако не	6	1
311	перед нами	1	1
312	мы можем	1	1
313	могли бы	2	1
314	и как	2	1
315	на нас	1	1
316	со своей	1	1
317	в которой	6	1
318	языка есть	2	1
319	как то	2	1
320	а во-вторых	2	1
321	воспитания и	1	1
322	в нашем	1	1
323	если мы	2	1
324	большей части	2	1
325	однако как	1	1
326	почти целиком	2	1
327	говорят о	1	1
328	культуры поэтому	1	1
329	после чего	2	1
330	на то	4	1
331	за рамки	1	1
332	так сказать	5	1
333	роли в	2	1
334	язык поэзии	1	1
335	по словам	1	1
336	первая же	1	1
337	он не	2	1
338	к какой-либо	1	1
339	едва ли	1	1
340	уже об	1	1
341	к одному	1	1
342	в начале	1	1
343	и вот	1	1
344	у читателя	1	1
345	и более	2	1
346	в зависимости	5	1
347	чтобы в	2	1
348	целого ряда	1	1
349	и по	1	1
350	но дело	1	1
351	так например	2	1
352	или иных	1	1
353	в борьбе	1	1
354	но все	2	1
355	я вам	1	1
356	в каждом	2	1
357	то ни	1	1
358	а то	2	1
359	культуры но	1	1
360	мышления представляется	1	1
361	и с	5	1
362	а их	1	1
363	большинстве случаев	1	1
364	это было	2	1
365	образом если	2	1
366	может стать	1	1
367	и мы	2	1
368	как таковому	1	1
369	чаще всего	1	1
370	в них	7	1
371	бытие и	1	1
372	человек который	1	1
373	соответствии с	3	1
374	их как	1	1
375	в ее	1	1
376	мы имеем	6	1
377	с тем	5	1
378	не всегда	2	1
379	и уже	1	1
380	поэтому было	1	1
381	с такой	1	1
382	как угодно	1	1
383	должно быть	3	1
384	иначе говоря	2	1
385	со всей	1	1
386	одного и	2	1
387	с более	1	1
388	на первый	1	1
389	в этих	4	1
390	как некоторое	1	1
391	в г	3	1
392	во второй	1	1
393	простейший случай	1	1
394	всегда возможны	1	1
395	в следующем	1	1
396	начале xix	1	1
397	по три	1	1
398	в условиях	1	1
399	в которых	6	1
400	то лишь	1	1
401	однако он	1	1
402	по крайней	5	1
403	если бы	9	1
404	и общества	1	1
405	культурой а	1	1
406	тому чтобы	1	1
407	для россии	1	1
408	вовсе не	10	1
409	а вот	1	1
410	как проблема	1	1
411	в историческом	1	1
412	во внутреннем	1	1
413	например и	1	1
414	значение слова	3	1
415	литературы как	1	1
416	иной раз	2	1
417	как о	2	1
418	не имеет	2	1
419	лишь способ	1	1
420	тогда когда	6	1
421	только из	1	1
422	как следует	1	1
423	говорить о	1	1
424	когда они	1	1
425	иметь в	1	1
426	но только	1	1
427	это еще	1	1
428	из четырех	1	1
429	в наше	1	1
430	меня и	3	1
431	другой стороны	6	1
432	тех или	1	1
433	для нас	2	1
434	языка который	2	1
435	о нем	2	1
436	уже и	3	1
437	и позволяет	1	1
438	в каком	2	1
439	приходится преодолевать	1	1
440	перед ним	1	1
441	например что	1	1
442	все то	1	1
443	и говорит	2	1
444	ничего общего	1	1
445	следует отнести	1	1
446	можно и	1	1
447	как мы	1	1
448	свою очередь	3	1
449	и от	1	1
450	исторической жизни	2	1
451	в дальнейшем	1	1
452	к жизни	2	1
453	как с	2	1
454	с известными	1	1
455	№ г	1	1
456	историю литературы	1	1
457	или в	2	1
458	он говорит	1	1
459	мог бы	1	1
460	к тем	1	1
461	а все	1	1
462	с этого	1	1
463	в словах	1	1
464	действительности по	1	1
465	и здесь	3	1
466	не был	1	1
467	возможна только	1	1
468	века до	1	1
469	никак не	2	1
470	и что	5	1
471	очевидно что	3	1
472	можно сказать	3	1
473	как форма	1	1
474	на основе	1	1
475	не умеет	1	1
476	который уже	1	1
477	во всех	1	1
478	и во	1	1
479	изучаемого явления	1	1
480	и всякая	1	1
481	что же	6	1
482	крайней мере	5	1
483	и других	1	1
484	целого а	1	1
485	из моментов	1	1
486	мой взгляд	2	1
487	бы вполне	1	1
488	не мешает	1	1
489	это всегда	1	1
490	более что	1	1
491	в литературе	1	1
492	характерных явлений	1	1
493	имеет здесь	1	1
494	тот же	2	1
495	среди других	1	1
496	что даже	1	1
497	в какой	6	1
498	как я	2	1
499	положение в	1	1
500	гораздо более	3	1
501	и творчество	1	1
502	наше время	1	1
503	было и	1	1
504	литературе и	2	1
505	доказывает в	1	1
506	тот или	1	1
507	на мой	2	1
508	однако с	1	1
509	по большей	2	1
510	и письменная	1	1
511	и у	1	1
512	в большинстве	2	1
513	борьбы с	1	1
514	мы получим	1	1
515	в значении	2	1
516	языка как	5	1
517	свидетельствует о	2	1
518	могут приобретать	1	1
519	прошлого столетия	2	1
520	к мысли	1	1
521	не так	1	1
522	устная и	1	1
523	слова в	1	1
524	в котором	3	1
525	в одном	3	1
526	в современном	1	1
527	не для	1	1
528	так как	9	1
529	может служить	2	1
530	отношении к	1	1
531	как такового	1	1
532	общения и	2	1
533	тогда в	1	1
534	это речь	1	1
535	до свиданья	1	1
536	стирая с	1	1
537	нужно было	2	1
538	со всем	1	1
539	что и	4	1
540	до сих	4	1
541	язык только	1	1
542	может и	1	1
543	в обращении	1	1
544	сюда же	1	1
545	именно в	6	1
546	может показаться	1	1
547	а с	3	1
548	это например	1	1
549	себя и	1	1
550	без особых	1	1
551	в некоторых	1	1
552	в соответствии	3	1
553	а на	2	1
554	а сам	1	1
555	до конца	2	1
556	более того	1	1
557	однако и	1	1
558	человек в	1	1
559	есть лишь	3	1
560	если не	3	1
561	между собою	2	1
562	проникновения в	1	1
563	я говорю	1	1
564	и если	3	1
565	в последней	1	1
566	например природа	1	1
567	эти слова	1	1
568	язык а	1	1
569	в акте	1	1
570	многих случаях	1	1
571	в особенности	3	1
572	к своему	2	1
573	принципиальное значение	1	1
574	я так	1	1
575	в той	5	1
576	письмо в	1	1
577	и на	4	1
578	конечном итоге	1	1
579	на эту	2	1
580	в ответ	1	1
581	все той	1	1
582	к настоящему	1	1
583	всей духовной	1	1
584	по существу	4	1
585	многих других	1	1
586	в состоянии	2	1
587	в это	2	1
588	на смежные	1	1
589	этот не	1	1
590	тенденцию к	1	1
591	как например	2	1
592	той мере	5	1
593	сих пор	4	1
594	только для	1	1
595	о его	1	1
596	поэтому что	2	1
597	между прочим	2	1
598	этом и	1	1
599	естественно не	1	1
600	но для	1	1
601	пока еще	1	1
602	альфа и	1	1
603	льва толстого	2	1
604	уже на	2	1
605	не подлежит	1	1
606	в силах	2	1
607	говоря о	1	1
608	себя самого	2	1
609	и все	2	1
610	собственно говоря	1	1
611	не будучи	1	1
612	его тем	1	1
613	меняется лишь	1	1
614	только что	1	1
615	всего разумеется	1	1
616	по определению	1	1
617	в стихах	1	1
618	в общем	3	1
619	целый ряд	5	1
620	жизни в	1	1
621	в свою	3	1
622	в моем	1	1
623	в ходе	1	1
624	между ними	2	1
625	не знает	1	1
626	сказать что	1	1
627	только как	1	1
628	была бы	3	1
629	лишь тогда	1	1
630	совершенно не	1	1
631	варианте в	1	1
632	языка на	2	1
633	жизни по	1	1
634	в действительности	1	1
635	но эти	1	1
636	языка если	2	1
637	в роли	1	1
638	вместе с	7	1
639	к этому	1	1
640	значение в	1	1
641	все что	1	1
642	они не	3	1
