N	2gram	Losev_Dial_4	Literetu
240	мне что	1	1
241	и личность	1	1
242	в чем	8	1
243	путь для	1	1
244	в новом	1	1
245	отличие от	2	1
246	и будет	2	1
247	за пределы	3	1
248	назовем его	1	1
249	и я	1	1
250	и вовсе	1	1
251	общего с	3	1
252	как в	3	1
253	данный момент	2	1
254	по которому	1	1
255	стороны и	1	1
256	этой точки	2	1
257	есть в	4	1
258	в полном	1	1
259	когда он	3	1
260	что по	2	1
261	это тоже	1	1
262	и художественного	1	1
263	этой цели	1	1
264	личности а	2	1
265	от этого	3	1
266	в этот	2	1
267	где все	1	1
268	в самом	2	1
269	что это	13	1
270	собственное слово	3	1
271	ни один	2	1
272	все эти	3	1
273	в известном	1	1
274	если есть	2	1
275	объекта в	2	1
276	типа все	1	1
277	но он	1	1
278	на то	5	1
279	корнями в	1	1
280	с чем	1	1
281	этот день	1	1
282	но именно	2	1
283	одно что	1	1
284	таково что	2	1
285	конце концов	1	1
286	показал как	1	1
287	всех этих	1	1
288	же это	5	1
289	и вот	11	1
290	никак не	2	1
291	и по	2	1
292	или иных	1	1
293	а эти	1	1
294	таким образом	5	1
295	то ни	4	1
296	в вечности	5	1
297	только не	3	1
298	жизни для	1	1
299	его не	1	1
300	в глубине	2	1
301	входя в	1	1
302	от земли	1	1
303	с другими	1	1
304	это не	12	1
305	он есть	7	1
306	она и	1	1
307	всю жизнь	1	1
308	мы видели	1	1
309	между собою	2	1
310	ведет к	1	1
311	нет а	1	1
312	со всей	2	1
313	в своей	3	1
314	этого необходимо	1	1
315	он должен	1	1
316	которого является	1	1
317	знает и	1	1
318	теперь эта	1	1
319	место в	1	1
320	себе а	1	1
321	в отличие	1	1
322	от себя	2	1
323	до последнего	1	1
324	видно в	1	1
325	сам же	1	1
326	где ни	1	1
327	их в	1	1
328	вещей и	1	1
329	свобода и	1	1
330	что этот	2	1
331	того кто	1	1
332	по улице	1	1
333	и вся	1	1
334	что есть	2	1
335	в отношении	2	1
336	но они	2	1
337	не имеет	14	1
338	того как	2	1
339	и притом	3	1
340	и искусство	2	1
341	свободы и	3	1
342	по порядку	1	1
343	не могло	1	1
344	их собственного	1	1
345	того и	1	1
346	и всегда	1	1
347	этого сознания	1	1
348	имеем дело	1	1
349	до их	1	1
350	на себе	5	1
351	во всем	2	1
352	есть не	5	1
353	и теперь	1	1
354	связи с	1	1
355	и оказывается	2	1
356	что на	2	1
357	а мы	1	1
358	однако это	1	1
359	здоровья и	1	1
360	бытия как	1	1
361	не могут	2	1
362	и вполне	1	1
363	с кем	1	1
364	раньше не	1	1
365	мы ее	1	1
366	субстанциальное самоутверждение	1	1
367	ничего общего	4	1
368	приходит к	1	1
369	можно и	2	1
370	и о	8	1
371	более не	3	1
372	того чтобы	5	1
373	свою очередь	2	1
374	на нем	2	1
375	вечности и	1	1
376	в собственном	3	1
377	в особенности	4	1
378	только то	1	1
379	думаю что	2	1
380	общему делу	1	1
381	в пределах	1	1
382	пока мы	1	1
383	а собственно	1	1
384	на том	1	1
385	и когда	2	1
386	что может	1	1
387	можно было	1	1
388	мог бы	2	1
389	что никакого	1	1
390	как таковую	1	1
391	жизнь и	2	1
392	мы в	1	1
393	и трудно	1	1
394	в словах	3	1
395	всякой иной	2	1
396	находится в	2	1
397	вот почему	3	1
398	это я	1	1
399	нашем случае	1	1
400	но мы	2	1
401	одного из	1	1
402	на что	2	1
403	после того	1	1
404	можно сказать	5	1
405	основе своей	1	1
406	в эстетической	1	1
407	должно было	1	1
408	под именем	1	1
409	во втором	1	1
410	и хорошо	1	1
411	по случаю	1	1
412	бы в	4	1
413	чем и	1	1
414	и мы	7	1
415	все на	3	1
416	представлений об	1	1
417	такая же	1	1
418	что только	1	1
419	он стал	1	1
420	и науке	1	1
421	субъекта в	1	1
422	которое мы	1	1
423	здесь о	1	1
424	или сам	2	1
425	не можем	1	1
426	историческом развитии	1	1
427	наша жизнь	1	1
428	слова не	1	1
429	а то	1	1
430	ложный путь	1	1
431	таится в	1	1
432	и поэзии	1	1
433	что лучше	1	1
434	где бы	2	1
435	признать его	1	1
436	с какой	1	1
437	ни с	4	1
438	земли и	1	1
439	себе в	1	1
440	личности и	10	1
441	мы находим	2	1
442	чтобы она	1	1
443	в землю	1	1
444	не для	1	1
445	умственные способности	1	1
446	бытия и	4	1
447	она имеет	1	1
448	во всей	2	1
449	о вмешательстве	1	1
450	нет и	2	1
451	границы и	1	1
452	или иной	1	1
453	в данный	2	1
454	мне и	1	1
455	мы это	1	1
456	что человек	2	1
457	не просто	7	1
458	именно в	5	1
459	оказывается и	1	1
460	и прежде	1	1
461	мы встретились	1	1
462	как же	5	1
463	души и	1	1
464	по всей	1	1
465	в романе	1	1
466	говорит о	3	1
467	к человеку	1	1
468	только по	1	1
469	субъекта но	1	1
470	сознания ни	1	1
471	однако и	1	1
472	именно так	2	1
473	другим это	1	1
474	человек в	1	1
475	все время	1	1
476	когда же	2	1
477	первые два	1	1
478	не всегда	3	1
479	что мы	7	1
480	кто сам	1	1
481	так же	4	1
482	который бы	1	1
483	и потому	3	1
484	мы говорим	2	1
485	пространства и	1	1
486	имя есть	2	1
487	наряду с	1	1
488	что же	2	1
489	вокруг себя	1	1
490	в своем	5	1
491	в это	1	1
492	ценность и	1	1
493	в контексте	1	1
494	могло не	1	1
495	его в	1	1
496	и от	1	1
497	своей жизни	1	1
498	время не	1	1
499	в смысле	5	1
500	имел в	1	1
501	я с	1	1
502	в недрах	1	1
503	искусством и	2	1
504	мы есть	2	1
505	не мог	2	1
506	всего в	1	1
507	тех или	4	1
508	за его	2	1
509	и воля	1	1
510	при таком	2	1
511	единой и	1	1
512	на самом	1	1
513	в христианстве	1	1
514	и присно	1	1
515	и иного	1	1
516	мира и	1	1
517	которая в	1	1
518	ее и	1	1
519	всего что	1	1
520	от него	3	1
521	и все	11	1
522	в подлинном	1	1
523	той или	4	1
524	не будучи	1	1
525	от всего	3	1
526	как того	1	1
527	теперь же	1	1
528	отношении к	2	1
529	не предполагает	1	1
530	к ее	1	1
531	нами не	1	1
532	собою без	1	1
533	нет ничего	6	1
534	о своем	1	1
535	имя и	1	1
536	но разве	1	1
537	имеет ничего	2	1
538	начать с	1	1
539	в свою	3	1
540	переход от	1	1
541	из этого	1	1
542	есть и	3	1
543	а я	1	1
544	ее в	2	1
545	к этому	3	1
546	можно назвать	3	1
547	гораздо более	1	1
