N	2gram	Trubetskoy_1	Dialekti
495	представление о	3	1
496	самое что	1	1
497	оказывается что	5	1
498	не от	1	1
499	по своей	7	1
500	признать что	3	1
501	для всякого	1	1
502	основана на	1	1
503	и той	1	1
504	с историческим	1	1
505	выше мы	4	1
506	точку зрения	2	1
507	друг другу	1	1
508	на другую	1	1
509	и более	2	1
510	не тем	1	1
511	чтобы это	1	1
512	уже сказали	1	1
513	из самих	1	1
514	может мыслить	1	1
515	даже в	3	1
516	то с	2	1
517	то надо	1	1
518	и истории	5	1
519	надо бороться	1	1
520	вещи не	1	1
521	что эта	4	1
522	человека но	1	1
523	уверены в	1	1
524	даже гораздо	1	1
525	что с	5	1
526	того как	1	1
527	я буду	1	1
528	на него	2	1
529	мы все	2	1
530	одной и	2	1
531	ставит его	1	1
532	и мало	1	1
533	может только	1	1
534	этого явления	2	1
535	и окажутся	1	1
536	не имели	1	1
537	больше чем	1	1
538	в самой	2	1
539	этих двух	2	1
540	в науке	1	1
541	они являются	1	1
542	наиболее распространенное	1	1
543	и другого	1	1
544	сверхъестественное откровение	1	1
545	на природу	1	1
546	представление об	4	1
547	связи с	4	1
548	тут только	1	1
549	и при	6	1
550	что на	1	1
551	за ними	3	1
552	когда обе	1	1
553	ли это	1	1
554	допустим это	1	1
555	только мы	2	1
556	чистом виде	1	1
557	и проч	4	1
558	все то	2	1
559	без внимания	1	1
560	этот чисто	1	1
561	но все	5	1
562	есть признак	1	1
563	это конечно	2	1
564	же самое	1	1
565	всего в	1	1
566	тех кто	5	1
567	понять что	2	1
568	как для	3	1
569	всегда в	1	1
570	должен быть	1	1
571	всем миром	1	1
572	с ее	2	1
573	на нем	1	1
574	не могу	1	1
575	без всякого	1	1
576	точками зрения	1	1
577	данном случае	3	1
578	только при	2	1
579	были бы	1	1
580	совершенно ясно	2	1
581	только если	1	1
582	последнее время	1	1
583	только то	2	1
584	в себя	2	1
585	культуры для	2	1
586	существовать и	1	1
587	и сам	2	1
588	утверждаем что	1	1
589	ибо только	1	1
590	можно но	1	1
591	веры в	2	1
592	строго говоря	1	1
593	не будучи	1	1
594	с ним	6	1
595	во-первых с	1	1
596	будет уже	1	1
597	мы всегда	1	1
598	то есть	2	1
599	на вопрос	4	1
600	и поэтому	2	1
601	и та	1	1
602	все прочие	4	1
603	что каждый	1	1
604	то не	1	1
605	это потому	1	1
606	еще дальше	1	1
607	с соответствующими	1	1
608	на точку	1	1
609	все их	1	1
610	все в	2	1
611	жизни он	1	1
612	вся эта	1	1
613	а потому	5	1
614	на одном	2	1
615	отличалась от	4	1
616	не более	2	1
617	в другой	1	1
618	человеческого рода	2	1
619	если эта	1	1
620	у одного	1	1
621	у всех	1	1
622	если это	2	1
623	к ней	1	1
624	в лучшем	1	1
625	или может	1	1
626	но тут	1	1
627	наконец и	1	1
628	возможно лишь	2	1
629	вполне очевидно	1	1
630	но так	2	1
631	же теперь	1	1
632	образом как	2	1
633	социальной среды	1	1
634	но с	2	1
635	что только	2	1
636	здесь не	1	1
637	тот же	3	1
638	менее в	1	1
639	этот вопрос	2	1
640	как нечто	1	1
641	сказали что	3	1
642	очень много	3	1
643	этот факт	1	1
644	непрерывно и	1	1
645	в общий	2	1
646	вот тут-то	1	1
647	в качестве	1	1
648	собою все	1	1
649	в сторону	2	1
650	каждый из	3	1
651	вопроса о	1	1
652	лишь некоторые	1	1
653	а это	2	1
654	а то	1	1
655	и наивно	1	1
656	или просто	1	1
657	конечно нет	1	1
658	возможности для	1	1
659	забудем что	1	1
660	не так	4	1
661	представить себе	2	1
662	мы находим	1	1
663	к ним	2	1
664	бы все	1	1
665	заметить что	1	1
666	сложнее и	1	1
667	же всегда	1	1
668	в других	1	1
669	указание на	1	1
670	само собой	1	1
671	науки в	1	1
672	согласиться невозможно	1	1
673	и свои	1	1
674	деле есть	1	1
675	пришли к	1	1
676	возможно ли	3	1
677	до сих	8	1
678	будет ли	1	1
679	от этих	1	1
680	к которому	1	1
681	или о	1	1
682	при чем	6	1
683	тут-то и	1	1
684	между ними	2	1
685	деле если	1	1
686	но лишь	1	1
687	а наоборот	3	1
688	выше и	4	1
689	и обыкновенно	1	1
690	а так	1	1
691	привилегированное положение	1	1
692	когда она	1	1
693	была всегда	1	1
694	или с	1	1
695	мира в	1	1
696	ближе к	3	1
697	в связи	3	1
698	есть одно	1	1
699	людьми и	1	1
700	правильно и	1	1
701	вместе с	6	1
702	никто и	1	1
703	чтобы и	1	1
704	других областях	1	1
705	для самого	2	1
706	в историю	1	1
707	тот факт	4	1
708	и встречаются	1	1
709	надо было	1	1
710	мало и	1	1
711	если так	1	1
712	по своему	5	1
713	даже наоборот	1	1
714	в течение	4	1
715	чем в	3	1
716	данной эпохи	1	1
717	совершенно одинаковой	1	1
718	самого себя	4	1
719	только субъективная	1	1
720	да и	1	1
721	из отдельных	1	1
722	мыслится как	1	1
723	истории они	1	1
724	бы при	1	1
725	такие крайние	1	1
726	бы себе	1	1
727	сих пор	8	1
728	оба они	1	1
729	лучшем случае	1	1
730	в культуре	1	1
731	и таким	1	1
732	в научной	1	1
733	понятий и	1	1
734	эти ценности	1	1
735	мои рассуждения	1	1
736	частей и	1	1
737	тут уже	1	1
738	и часто	1	1
739	не знаем	1	1
740	живет и	1	1
741	не имея	1	1
742	потому не	1	1
743	об отношении	1	1
744	мы только	1	1
745	и самому	1	1
746	в результате	9	1
747	а все	1	1
748	о котором	7	1
749	можем увидеть	1	1
750	своей собственной	1	1
751	обмана и	1	1
752	сильнее всего	2	1
753	но когда	1	1
754	от него	3	1
755	это может	2	1
756	в этих	3	1
757	на такой	1	1
758	ни было	2	1
759	жизнь все	1	1
760	есть продукт	1	1
761	если все	1	1
762	в психологии	3	1
763	это все	1	1
764	же будет	1	1
765	состоит из	4	1
766	определяет собою	1	1
767	лишь тогда	2	1
768	имеет место	2	1
769	что под	2	1
770	основе их	1	1
771	всем этом	1	1
772	вопрос что	1	1
773	просто не	1	1
774	а может	1	1
775	в процессе	2	1
776	и эта	1	1
777	у людей	1	1
778	те которые	1	1
