N	2gram	Propp_Morf_1	Istorich
508	героем и	1	1
509	в саду	1	1
510	и становится	1	1
511	одно из	1	1
512	или менее	2	1
513	переносится в	1	1
514	точки зрения	2	1
515	но если	7	1
516	и при	1	1
517	яги и	1	1
518	эта черта	1	1
519	этой связи	1	1
520	где мы	1	1
521	за которым	2	1
522	три сына	1	1
523	эта сказка	1	1
524	не столько	1	1
525	и убивает	3	1
526	самого героя	1	1
527	оказывается что	1	1
528	не от	2	1
529	идет с	1	1
530	большую роль	1	1
531	спасается от	3	1
532	а есть	1	1
533	и более	1	1
534	его до	1	1
535	и наоборот	4	1
536	что например	1	1
537	заставляет его	2	1
538	сам он	3	1
539	и герой	1	1
540	царевича и	1	1
541	можно ли	1	1
542	не менее	5	1
543	царевны или	1	1
544	сказки с	5	1
545	быть дано	1	1
546	в таких	2	1
547	взять с	1	1
548	и функции	1	1
549	что с	1	1
550	в обоих	2	1
551	подземный ход	1	1
552	пусть иван-царевич	1	1
553	меня не	1	1
554	стороны у	1	1
555	в основе	1	1
556	герой только	1	1
557	того чтобы	3	1
558	змей и	1	1
559	очень большую	1	1
560	быть зафиксированы	1	1
561	больше чем	1	1
562	опускается и	1	1
563	под этим	1	1
564	бой с	2	1
565	и по-видимому	1	1
566	а во	1	1
567	так называемых	2	1
568	можно усмотреть	1	1
569	волшебного средства	19	1
570	к ней	1	1
571	за исключением	1	1
572	объект похищения	1	1
573	иногда не	1	1
574	все функции	3	1
575	героя а	4	1
576	в области	1	1
577	перед ним	1	1
578	детей в	1	1
579	в америке	1	1
580	такие случаи	2	1
581	сказка дает	1	1
582	меня на	1	1
583	не могут	4	1
584	в сказку	3	1
585	собственно не	1	1
586	один случай	1	1
587	другой и	1	1
588	указать на	1	1
589	тех же	4	1
590	в наши	1	1
591	кто же	1	1
592	все еще	3	1
593	на русском	1	1
594	для героя	1	1
595	обычно в	1	1
596	быть рассмотрена	1	1
597	этом нет	1	1
598	подобных случаях	4	1
599	тому что	4	1
600	с ее	1	1
601	прямо с	1	1
602	некоторые стороны	1	1
603	как по	1	1
604	нами выше	1	1
605	приводит в	1	1
606	что подобные	1	1
607	него самого	1	1
608	для тех	1	1
609	один сюжет	1	1
610	приводит к	2	1
611	огромное количество	1	1
612	его невеста	1	1
613	и когда	1	1
614	его самого	4	1
615	в живых	3	1
616	те же	1	1
617	не с	2	1
618	ясно что	5	1
619	здесь как	1	1
620	и каждый	1	1
621	или на	3	1
622	свет а	1	1
623	что от	1	1
624	из приведенных	2	1
625	подземное царство	1	1
626	означает что	2	1
627	об этом	4	1
628	д если	2	1
629	находится в	1	1
630	можно бы	2	1
631	связанное с	1	1
632	них не	1	1
633	а по	3	1
634	можно заметить	2	1
635	и здесь	5	1
636	состоят в	1	1
637	в другом	2	1
638	на вопрос	2	1
639	домой герой	1	1
640	с того	3	1
641	царевны а	1	1
642	д но	4	1
643	собой всю	1	1
644	образом мы	5	1
645	этот элемент	4	1
646	к нему	3	1
647	однако что	1	1
648	рассматриваются как	2	1
649	проходит сквозь	1	1
650	же формы	1	1
651	между тем	5	1
652	часто является	1	1
653	на одном	1	1
654	случай который	1	1
655	и сердца	1	1
656	бы поставить	1	1
657	еще пригодится	1	1
658	как вообще	1	1
659	как объект	1	1
660	мифах и	1	1
661	сказке не	1	1
662	чудесный дворец	1	1
663	в животное	1	1
664	быть и	2	1
665	но с	1	1
666	идет по	2	1
667	на другие	2	1
668	этот вопрос	2	1
669	дело с	1	1
670	сказке мы	1	1
671	что даже	1	1
672	случаях герой	1	1
673	ли он	1	1
674	или другого	1	1
675	друг друга	3	1
676	пор не	1	1
677	как нечто	1	1
678	сказки в	2	1
679	или они	1	1
680	похожи друг	1	1
681	между героем	1	1
682	дальний путь	1	1
683	быть разрешен	2	1
684	покупает себе	1	1
685	с двумя	2	1
686	можно установить	1	1
687	одной из	1	1
688	он убивается	3	1
689	реки текут	1	1
690	если мы	5	1
691	обстоит дело	1	1
692	его и	2	1
693	характерно что	1	1
694	стороны оно	1	1
695	для него	1	1
696	герой например	1	1
697	обратно и	2	1
698	у нее	1	1
699	отношение к	1	1
700	как его	1	1
701	случае не	3	1
702	водой а	1	1
703	и пр	37	1
704	дочь царя	2	1
705	и никогда	1	1
706	отдельных случаев	1	1
707	этим же	1	1
708	представится случай	1	1
709	для того	2	1
710	уже совершенно	1	1
711	были бы	1	1
712	в особенности	1	1
713	для исследователя	1	1
714	приведенных случаях	1	1
715	за этим	1	1
716	и даже	1	1
717	его чтобы	1	1
718	даже не	3	1
719	а на	3	1
720	царство иногда	1	1
721	сказка на	1	1
722	типична для	2	1
723	в море	5	1
724	царство с	1	1
725	и создает	1	1
726	я был	1	1
727	заметить что	8	1
728	еще и	1	1
729	с другом	1	1
730	такое же	1	1
731	другим он	1	1
732	свое царство	1	1
733	в вышеприведенных	1	1
734	ее за	1	1
735	в другое	1	1
736	от другого	2	1
737	и животные	1	1
738	не знает	1	1
739	входить так	1	1
740	не исключает	2	1
741	на которых	1	1
742	вдруг появляется	1	1
743	как похищение	1	1
744	мы легко	1	1
745	комбинируются друг	1	1
746	сказка знает	1	1
747	иван на	1	1
748	на друга	2	1
749	здесь этот	1	1
750	на эту	1	1
751	могут служить	1	1
752	чрезвычайно много	1	1
753	или с	3	1
754	существу и	1	1
755	то здесь	3	1
756	несмотря на	4	1
757	для этой	3	1
758	иван-царевич идет	1	1
759	можем указать	1	1
760	вступает в	1	1
761	он представляет	1	1
762	еще раз	1	1
763	другое место	1	1
764	мы перейдем	1	1
765	в лесу	1	1
766	первый взгляд	3	1
767	искажает сущность	1	1
768	ведьма и	1	1
769	относятся к	2	1
770	к другой	1	1
771	этого момента	3	1
772	этих случаях	11	1
773	видит в	1	1
774	это делается	1	1
775	а если	4	1
776	последнем случае	2	1
777	не удалось	1	1
778	вот мы	2	1
779	это так	2	1
780	тому как	5	1
781	эту мысль	1	1
782	у ивана	2	1
783	друг с	1	1
784	еще несколько	1	1
785	никем не	1	1
786	такую форму	1	1
787	эти детали	1	1
788	обычно оно	1	1
789	много лет	1	1
790	в подобных	1	1
791	о его	1	1
792	между прочим	1	1
793	получает от	1	1
794	царство аф	1	1
795	с большой	1	1
796	на горе	1	1
797	не является	3	1
798	бросить в	2	1
799	и для	2	1
800	однако и	1	1
801	случае если	1	1
802	не существует	3	1
803	всего мира	1	1
804	и ведьма	1	1
805	этот может	1	1
806	меняется и	1	1
807	и вызывает	3	1
808	на которой	1	1
809	то не	1	1
810	конь не	1	1
811	русском языке	1	1
812	о жар-птице	2	1
813	чтобы его	2	1
814	д здесь	1	1
815	горы и	1	1
816	же в	2	1
817	такое сопоставление	1	1
818	здесь только	1	1
819	кончает самоубийством	1	1
820	летит по	1	1
821	может и	1	1
822	пути героя	2	1
823	между ними	1	1
824	если идти	1	1
825	всех разновидностей	1	1
826	со мной	1	1
827	состоит из	1	1
828	они все	1	1
829	в точности	3	1
830	на этот	1	1
831	оно не	2	1
832	в отдельности	1	1
833	что под	1	1
834	и царство	1	1
835	д в	2	1
836	следующим образом	3	1
837	к этой	1	1
838	дать более	1	1
839	в таком	1	1
