N	2gram	Vinokur_Vv_1	VeschiIm
153	независимо от	3	4
154	с этим	2	4
155	в своем	3	4
156	однако не	4	4
157	с чем	2	4
158	не предполагает	1	4
159	на почве	5	4
160	как и	5	4
161	с точки	2	4
162	и более	1	4
163	же время	5	4
164	должен быть	4	4
165	и о	1	4
166	то или	1	4
167	только то	1	4
168	смысле и	2	4
169	о том	15	4
170	с другой	8	4
171	судить о	1	4
172	что и	3	4
173	быть и	2	4
174	этот вопрос	4	4
175	е не	2	4
176	из них	3	4
177	тем что	6	4
178	и даже	5	4
179	знания и	3	4
180	мы говорим	2	4
181	в данном	11	4
182	быть не	1	4
183	как только	1	4
184	с полной	1	4
185	не существует	2	4
186	значило бы	1	4
187	и все	1	4
188	от того	3	4
189	явление и	1	4
190	между ними	2	4
191	оно не	1	4
192	есть то	1	4
193	сам по	1	3
194	самом деле	6	3
195	в чисто	4	3
196	отношения к	1	3
197	мы имеем	3	3
198	вопрос о	8	3
199	из того	2	3
200	момент в	1	3
201	в а	1	3
202	не то	1	3
203	себе не	1	3
204	вопроса о	1	3
205	как оно	3	3
206	в нем	13	3
207	перестает быть	1	3
208	подобно тому	1	3
209	на этом	3	3
210	в жизни	1	3
211	несмотря на	2	3
212	значит не	1	3
213	и тогда	3	3
214	нисколько не	3	3
215	можно только	2	3
216	в своей	4	3
217	существуют и	1	3
218	все это	6	3
219	есть еще	2	3
220	как о	4	3
221	тогда когда	3	3
222	ее с	1	3
223	само по	3	3
224	того чтобы	21	3
225	или как	3	3
226	ему не	1	3
227	к тому	4	3
228	вещей в	1	3
229	без всякого	1	3
230	в собственном	2	3
231	не содержит	1	3
232	и сам	2	3
233	так и	1	3
234	нужно было	1	3
235	и вообще	3	3
236	о ней	1	3
237	можно сказать	3	3
238	если это	2	3
239	один из	6	3
240	мы видим	1	3
241	тот же	1	3
242	что он	4	3
243	но как	2	3
244	не мешает	1	3
245	без этого	1	3
246	только на	3	3
247	а это	1	3
248	сама по	3	3
249	мы находим	1	3
250	в одном	4	3
251	отношение к	3	3
252	можно с	1	3
253	даже и	3	3
254	никогда не	3	3
255	вместе с	6	3
256	что именно	2	3
257	в той	7	3
258	тому как	1	3
259	да и	4	3
260	это может	2	3
261	бы в	1	3
262	тем более	2	3
263	хотя бы	5	3
264	это однако	2	2
265	можно говорить	1	2
266	от этого	5	2
267	как это	5	2
268	в первом	5	2
269	из его	2	2
270	мы уже	1	2
271	той же	4	2
272	как мы	9	2
273	человека и	1	2
274	третье что	1	2
275	себе что	3	2
276	мы ее	1	2
277	быть понято	1	2
278	и этого	3	2
279	не нужно	2	2
280	мысли и	2	2
281	то очевидно	1	2
282	а только	8	2
283	тогда как	2	2
284	себе и	2	2
285	наряду с	2	2
286	как в	1	2
287	понимать в	2	2
288	понять и	1	2
289	и понимания	1	2
290	это тоже	1	2
291	что на	1	2
292	то в	1	2
293	так или	4	2
294	выражение в	1	2
295	остановиться на	1	2
296	только один	1	2
297	но ведь	4	2
298	если он	1	2
299	о которой	2	2
300	для того	21	2
301	как часто	1	2
302	без чего	1	2
303	в силу	3	2
304	и вот	3	2
305	существует и	1	2
306	но все	3	2
307	а затем	1	2
308	различие между	1	2
309	об этом	5	2
310	на этой	3	2
311	себя не	1	2
312	и тем	5	2
313	но уже	2	2
314	все равно	1	2
315	и уже	3	2
316	не мог	2	2
317	нужно только	1	2
318	жизнь и	1	2
319	для нее	1	2
320	же мы	1	2
321	тому что	2	2
322	бы на	1	2
323	она могла	1	2
324	дело в	3	2
325	и сама	1	2
326	казалось бы	2	2
327	в разных	5	2
328	в самой	1	2
329	как она	4	2
330	тех или	3	2
331	и его	5	2
332	это уже	1	2
333	не потому	1	2
334	у меня	1	2
335	из самого	1	2
336	для такого	1	2
337	как некая	1	2
338	если же	2	2
339	то она	1	2
340	данном случае	5	2
341	в в	3	2
342	шла речь	4	2
343	понять ее	2	2
344	об отношении	2	2
345	нечто целое	2	2
346	не с	2	2
347	мог бы	2	2
348	том как	1	2
349	в виду	4	2
350	на вопрос	6	2
351	и та	1	2
352	никак не	1	2
353	как ее	1	2
354	это было	1	2
355	заключается в	4	2
356	во втором	2	2
357	еще более	1	2
358	обе эти	2	2
359	то без	1	2
360	к делу	3	2
361	в качестве	7	2
362	как нечто	8	2
363	но совершенно	1	2
364	его и	1	2
365	мы можем	2	2
366	свое выражение	3	2
367	о которых	2	2
368	а потому	3	2
369	в особенности	4	2
370	эти вещи	1	2
371	или иначе	4	2
372	при чем	1	2
373	превращается в	1	2
374	них и	2	2
375	в подлинном	2	2
376	может ли	1	2
377	именно так	1	2
378	а так	2	2
379	о чем	4	2
380	что из	1	2
381	ближе к	2	2
382	если не	1	2
383	стоять на	1	2
384	в частности	3	2
385	говорится о	1	2
386	во-вторых и	1	2
387	с данной	1	2
388	в первой	1	2
389	есть тот	1	2
390	это выражение	1	2
391	кроме того	1	2
392	просто как	1	2
393	в более	2	2
394	в с	1	2
395	ни к	2	2
396	но зато	2	2
397	отношении к	2	2
398	очень редко	1	2
399	может и	1	2
400	состоит из	1	2
401	первом случае	2	2
402	ничего иного	1	2
403	но еще	1	2
404	в своих	2	2
405	так же	3	2
406	во всяком	3	2
407	этой точки	1	2
408	я и	1	1
409	также что	1	1
410	речь идет	2	1
411	же как	3	1
412	чтобы не	1	1
413	словом как	1	1
414	связана с	4	1
415	сущность вещей	1	1
416	и объясняется	1	1
417	только потому	1	1
418	сразу и	1	1
419	из самых	1	1
420	что эти	1	1
421	выражается в	1	1
422	оно было	1	1
423	от которых	2	1
424	действительности и	1	1
425	в зависимости	1	1
426	бы уже	1	1
427	хотя сам	1	1
428	и ничего	1	1
429	ней есть	1	1
430	что если	2	1
431	в которой	1	1
432	что уже	3	1
433	можно различить	1	1
434	которой как	1	1
435	в возможности	1	1
436	в полной	1	1
437	жизни как	2	1
438	и со	1	1
439	уже в	5	1
440	сторон во-первых	1	1
441	и говорить	1	1
442	в xix	1	1
443	бывает так	1	1
444	в принципиальном	5	1
445	и на	3	1
446	дело заключается	2	1
447	между собой	1	1
448	именно для	1	1
449	возможности и	1	1
450	ними в	1	1
451	то мы	1	1
452	заключается не	1	1
453	то третье	1	1
454	могло быть	1	1
455	одном и	1	1
456	признает что	1	1
457	только тогда	1	1
458	ответ на	3	1
459	искусство в	1	1
460	в общем	12	1
461	совершенно ясно	1	1
462	отличие от	3	1
463	мы теперь	1	1
464	и речи	1	1
465	и чем	1	1
466	форме и	1	1
467	в настоящем	1	1
468	из таких	1	1
469	по только	1	1
470	которые не	1	1
471	всех ее	1	1
472	о принципах	1	1
473	в истории	9	1
474	эта связь	1	1
475	но сущность	1	1
476	стороны и	3	1
477	образцом для	1	1
478	этой стороны	2	1
479	нельзя было	1	1
480	то ясно	1	1
481	хотя и	3	1
482	только тому	1	1
483	право не	1	1
484	и к	1	1
485	даже просто	1	1
486	ясно и	1	1
487	тут нет	1	1
488	и последний	1	1
489	еще на	1	1
490	разумный человек	1	1
491	бы с	1	1
492	все эти	3	1
493	учение о	2	1
494	в этой	3	1
495	всего к	2	1
496	раз в	1	1
497	зависимости от	1	1
498	тому же	1	1
499	как он	6	1
500	не могла	1	1
501	доказывать что	1	1
502	научного исследования	4	1
503	и стало	1	1
504	знания в	3	1
505	в определенном	1	1
506	главным образом	1	1
507	при этом	3	1
508	он понимается	1	1
509	эта система	1	1
510	формы но	1	1
511	момента в	2	1
512	и совершенно	2	1
513	он должен	1	1
514	в принципе	2	1
515	не к	2	1
516	не как	3	1
517	том чтобы	6	1
518	действительности к	2	1
519	д все	2	1
520	какой бы	2	1
521	одной и	2	1
522	их из	1	1
523	бы оно	1	1
524	из него	1	1
525	его от	1	1
526	е на	1	1
527	смысле как	3	1
528	однако в	3	1
529	или иных	3	1
530	именно это	1	1
531	это конечно	1	1
532	подход к	1	1
533	они должны	1	1
534	пока мы	1	1
535	именно данной	1	1
536	разница между	1	1
537	того или	1	1
538	оставляя в	1	1
539	общем итоге	1	1
540	нечего и	1	1
541	которая как	2	1
542	в существенном	2	1
543	должен был	4	1
544	в но	2	1
545	сказывается в	1	1
546	выходя из	1	1
547	говорить в	1	1
548	в них	4	1
549	она и	1	1
550	и представить	2	1
551	как видно	1	1
552	не всегда	1	1
553	всегда и	1	1
554	он и	2	1
555	более глубокого	1	1
556	она была	2	1
557	и того	2	1
558	в научной	1	1
559	ли быть	1	1
560	со всей	3	1
561	одного и	2	1
562	что собственно	3	1
563	стороны ее	1	1
564	нет никакого	1	1
565	имен и	1	1
566	этом случае	6	1
567	что такая	1	1
568	и без	2	1
569	представить себе	5	1
570	в котором	4	1
571	но которые	1	1
572	то для	1	1
573	представление о	1	1
574	без необходимости	1	1
575	в отличие	3	1
576	от его	1	1
577	и цельное	1	1
578	втором случае	1	1
579	к нашему	1	1
580	что сейчас	1	1
581	и опыта	1	1
582	на другую	1	1
583	чего нельзя	1	1
584	что никакой	1	1
585	не могли	2	1
586	чем собственно	1	1
587	нет вообще	1	1
588	например и	1	1
589	и отличать	1	1
590	и очень	1	1
591	и науки	2	1
592	какие бы	1	1
593	что с	3	1
594	иной раз	2	1
595	которое он	1	1
596	дело не	3	1
597	не имеет	4	1
598	что наука	1	1
599	уже из	1	1
600	к новым	1	1
601	целого к	1	1
602	было не	1	1
603	без остатка	2	1
604	например что	2	1
605	на связь	1	1
606	о них	2	1
607	и восприятия	1	1
608	это еще	2	1
609	о природе	7	1
610	сам для	1	1
611	под этим	1	1
612	находятся в	2	1
613	и является	1	1
614	не вытекает	1	1
615	до того	2	1
616	себе это	1	1
617	только с	3	1
618	уже и	7	1
619	только одна	1	1
620	в каком	1	1
621	эту схему	1	1
622	что можно	2	1
623	данности и	1	1
624	к сфере	1	1
625	не могут	5	1
626	его нужно	1	1
627	могут быть	4	1
628	анализа самого	2	1
629	д таким	1	1
630	языках и	1	1
631	анализа и	1	1
632	понять что	1	1
633	но также	14	1
634	утверждать что	1	1
635	в применении	6	1
636	принципе не	1	1
637	стоит на	1	1
638	из всего	1	1
639	нас от	1	1
640	в конце	3	1
641	как не	1	1
642	изменения в	1	1
643	только при	1	1
644	сейчас нам	1	1
645	с каким	1	1
646	и от	1	1
647	с самого	1	1
648	идет речь	2	1
649	на том	3	1
650	то как	1	1
651	что у	1	1
652	в другом	3	1
653	на нее	2	1
654	отличная от	1	1
655	бытие не	1	1
656	их применения	1	1
657	к самой	2	1
658	до бесконечности	1	1
659	кто имеет	1	1
660	имеется в	1	1
661	науки на	3	1
662	другое дело	3	1
663	или иной	1	1
664	разная степень	1	1
665	языка или	2	1
666	это понимание	2	1
667	из основных	1	1
668	и нужно	1	1
669	только так	2	1
670	искусства и	1	1
671	вот почему	3	1
672	сначала просто	1	1
673	говорит об	1	1
674	и объяснить	1	1
675	а также	3	1
676	должно было	1	1
677	связь между	4	1
678	язык и	3	1
679	не чувствует	1	1
680	требует более	1	1
681	нуждается в	2	1
682	своих собственных	1	1
683	как первоначально	1	1
684	чтобы был	1	1
685	а именно	6	1
686	общем смысле	1	1
687	мы условились	1	1
688	на отдельные	1	1
689	познания в	1	1
690	к которому	1	1
691	что здесь	2	1
692	этом смысле	11	1
693	одного из	1	1
694	но с	4	1
695	есть что-нибудь	1	1
696	целое не	1	1
697	в какой	4	1
698	тем или	1	1
699	и так	1	1
700	или другим	1	1
701	не было	1	1
702	самое содержание	1	1
703	с одной	4	1
704	именно на	2	1
705	нечто настолько	1	1
706	с какой	1	1
707	уж мы	1	1
708	должен уметь	1	1
709	и у	1	1
710	единое и	1	1
711	не знать	1	1
712	в виде	4	1
713	в начале	3	1
714	смысл что	2	1
715	от других	2	1
716	при помощи	2	1
717	эту формулу	1	1
718	это требует	1	1
719	области в	1	1
720	момент своего	1	1
721	очевидно что	1	1
722	на части	1	1
723	всяком случае	3	1
724	бесконечности все	1	1
725	слова в	1	1
726	науки это	1	1
727	и должна	1	1
728	вовсе не	6	1
729	е и	1	1
730	у него	1	1
731	своем существе	1	1
732	и будет	1	1
733	нужно сказать	1	1
734	в очень	3	1
735	до сих	5	1
736	оно будет	1	1
737	которых мы	1	1
738	и прежде	1	1
739	принципиальном смысле	2	1
740	есть сразу	1	1
741	раз уж	1	1
742	же отличие	1	1
743	иногда это	1	1
744	говорит о	3	1
745	то сама	1	1
746	те кто	2	1
747	к человеку	1	1
748	по тем	1	1
749	и образом	1	1
750	одной стороны	4	1
751	очень сильно	1	1
752	зависит от	3	1
753	что несмотря	2	1
754	к таким	1	1
755	есть лишь	2	1
756	жизнь в	1	1
757	бы ее	2	1
758	и художественном	1	1
759	вещи однако	1	1
760	входить в	1	1
761	и чистые	1	1
762	д в	2	1
763	одна другой	1	1
764	название не	1	1
765	д хотя	1	1
766	или по	1	1
767	всем что	1	1
768	нет еще	1	1
769	из которых	2	1
770	чем то	1	1
771	полной ясностью	1	1
772	как чего-то	1	1
773	знать что	1	1
774	смысле этого	8	1
775	применении к	6	1
776	метода и	1	1
777	и основной	1	1
778	о чем-нибудь	1	1
779	очевидно для	1	1
780	подлинном смысле	1	1
781	по существу	2	1
782	и другой	1	1
783	лежит в	2	1
784	как две	3	1
785	в изучении	2	1
786	их различных	1	1
787	этого слова	2	1
788	слова и	1	1
789	сих пор	5	1
790	заставляет нас	1	1
791	оба они	1	1
792	этого метода	1	1
793	в так	1	1
794	нельзя знать	1	1
795	но для	1	1
796	не больше	1	1
797	из чего	1	1
798	на одной	1	1
799	этот образ	1	1
800	могло не	1	1
801	от той	1	1
802	это можно	1	1
803	или в	1	1
804	имеет дело	5	1
805	о котором	8	1
806	об искусстве	4	1
807	исследуемого нами	1	1
808	есть система	1	1
809	лишь как	2	1
810	они говорят	1	1
811	у них	1	1
812	или нет	1	1
813	чтобы его	1	1
814	вообще в	2	1
815	случае и	1	1
816	как явление	1	1
817	конце концов	2	1
818	мы должны	1	1
819	также не	1	1
820	обращаться с	2	1
821	на одно	1	1
822	существует ли	1	1
823	хотя в	2	1
824	же собственно	1	1
825	одной из	3	1
826	становления и	1	1
827	к какому	2	1
828	слово в	1	1
829	с ней	2	1
830	понимать как	1	1
831	только как	6	1
832	другой стороны	5	1
833	относящиеся к	3	1
834	дело с	6	1
835	язык есть	1	1
836	жизни а	1	1
837	от целого	1	1
838	от природы	1	1
839	только о	2	1
840	мысли но	1	1
841	в действительности	1	1
842	чтобы эти	1	1
843	и эта	1	1
844	это понятие	2	1
845	к этому	3	1
846	можно назвать	1	1
847	они не	1	1
848	гораздо более	3	1
849	которая не	1	1
850	дела необходимо	1	1
