N	2gram	Trubetskoy_1	Problemy
528	а именно	1	1
529	том как	1	1
530	к которому	2	1
531	такое же	1	1
532	один и	1	1
533	связано с	2	1
534	смысла и	1	1
535	от этого	1	1
536	в воздухе	1	1
537	жизнь в	1	1
538	так называемой	2	1
539	а ведь	1	1
540	человек есть	1	1
541	одну из	1	1
542	а так	3	1
543	и стать	1	1
544	в связи	3	1
545	совершенно иное	1	1
546	с помощью	1	1
547	на этой	1	1
548	все более	1	1
549	с людьми	1	1
550	вместе с	15	1
551	и потому	6	1
552	знаем о	1	1
553	в европе	1	1
554	учению о	1	1
555	из которых	4	1
556	и глубоко	1	1
557	до настоящего	1	1
558	смысле этого	1	1
559	это есть	1	1
560	в унисон	1	1
561	ли не	1	1
562	лишь то	1	1
563	здесь таким	1	1
564	является для	1	1
565	о его	1	1
566	в начале	2	1
567	в самую	1	1
568	о мире	1	1
569	но с	3	1
570	известной степени	1	1
571	которых он	1	1
572	от человека	2	1
573	не знаем	1	1
574	не имея	1	1
575	совершается в	1	1
576	и от	4	1
577	тем более	1	1
578	о котором	2	1
579	это как	1	1
580	в другое	2	1
581	она уже	1	1
582	совершенно иной	2	1
583	души в	1	1
584	ибо в	1	1
585	ничего общего	2	1
586	эквивалента в	1	1
587	наоборот все	1	1
588	этот раз	1	1
589	составляют особую	1	1
590	же в	1	1
591	обстоит дело	1	1
592	за исключением	1	1
593	на более	1	1
594	по одному	1	1
595	жизни а	1	1
596	всю землю	1	1
597	из этого	2	1
598	и другой	2	1
599	эти слова	1	1
600	можно назвать	2	1
601	ли они	2	1
602	жизни и	2	1
603	все что	2	1
604	и другие	3	1
605	этой точки	2	1
606	к этому	3	1
607	как на	8	1
608	том числе	5	1
609	творчество как	1	1
610	они не	1	1
