N	2gram	Bakhtin_sl_2	Analitik
220	не предполагает	1	2
221	то что	2	2
222	сказать что	3	2
223	а также	3	2
224	во всяком	3	2
225	гораздо более	1	2
226	как известно	1	1
227	речь идет	1	1
228	в дальнейшей	1	1
229	категорий и	1	1
230	своего и	2	1
231	человека и	3	1
232	две реплики	2	1
233	границ и	1	1
234	в чужой	2	1
235	и есть	1	1
236	из самых	1	1
237	и до	1	1
238	с таким	2	1
239	в зависимости	4	1
240	есть на	2	1
241	мы уже	2	1
242	и само	2	1
243	единство и	3	1
244	время от	1	1
245	высказывания в	1	1
246	ввести в	1	1
247	никак не	1	1
248	этой роли	1	1
249	жанров в	1	1
250	зависимости от	4	1
251	к общему	1	1
252	проявляется в	1	1
253	в таком	4	1
254	между собой	1	1
255	он сам	1	1
256	этом и	1	1
257	всего этого	1	1
258	кажется при	1	1
259	взаимодействии с	1	1
260	тем как	1	1
261	то мы	1	1
262	продуктивным в	1	1
263	не все	2	1
264	есть до	1	1
265	вступают в	1	1
266	отношение к	4	1
267	должны были	1	1
268	за пределы	2	1
269	логикой и	2	1
270	ситуаций и	1	1
271	внешних и	1	1
272	в истории	11	1
273	идет о	1	1
274	независимо от	2	1
275	от содержания	1	1
276	своей и	1	1
277	глубоким и	1	1
278	не два	1	1
279	привносит в	1	1
280	это остается	1	1
281	и свою	1	1
282	подвергаемое в	1	1
283	или иную	1	1
284	для которого	1	1
285	сливается с	4	1
286	к художественному	1	1
287	не можем	1	1
288	та же	1	1
289	момент его	1	1
290	без учета	1	1
291	объекта в	1	1
292	литературу с	1	1
293	на то	1	1
294	в отдельности	1	1
295	время и	1	1
296	и еще	1	1
297	характер в	1	1
298	поэтому оно	1	1
299	всех своих	1	1
300	в нее	2	1
301	человека в	5	1
302	поэтому слово	1	1
303	факт что	2	1
304	борьбы и	1	1
305	и может	1	1
306	в другом	2	1
307	бы быть	1	1
308	высказывания и	1	1
309	слов о	2	1
310	этой традиции	1	1
311	большинстве случаев	5	1
312	себя не	1	1
313	это было	1	1
314	не умеет	1	1
315	с другими	4	1
316	и иных	4	1
317	претендуют на	1	1
318	оно стремится	2	1
319	чаще всего	1	1
320	двуголосого слова	4	1
321	рядом с	3	1
322	в самую	1	1
323	но лишь	2	1
324	ее судьбы	1	1
325	должно быть	1	1
326	в один	1	1
327	остается в	5	1
328	всех этих	4	1
329	на таких	1	1
330	и становится	1	1
331	менее чем	1	1
332	в эту	1	1
333	на немецкой	1	1
334	этом случае	6	1
335	в своей	1	1
336	и прозаических	1	1
337	наконец даже	2	1
338	место в	1	1
339	самого героя	1	1
340	себе а	1	1
341	далее в	2	1
342	мысли и	1	1
343	как предмет	4	1
344	остается вне	4	1
345	по ту	1	1
346	далека от	1	1
347	произведения в	1	1
348	относительно самостоятельных	1	1
349	для этого	4	1
350	для нее	1	1
351	или иного	1	1
352	автора и	2	1
353	он как	1	1
354	с ним	7	1
355	от нас	2	1
356	как о	2	1
357	на себе	1	1
358	на него	2	1
359	в основе	4	1
360	у него	3	1
361	того чтобы	2	1
362	самого по	1	1
363	роману как	1	1
364	слова как	2	1
365	с одним	2	1
366	где уже	1	1
367	в статике	1	1
368	а лишь	2	1
369	со своим	9	1
370	связи с	3	1
371	же слова	1	1
372	слово здесь	3	1
373	не столь	1	1
374	они же	1	1
375	достаточно напомнить	1	1
376	языков в	8	1
377	не слышит	1	1
378	в тени	1	1
379	до полного	1	1
380	его внутренней	1	1
381	к самому	1	1
382	не могут	5	1
383	что уже	1	1
384	слова с	4	1
385	отношении он	1	1
386	что при	1	1
387	в применении	1	1
388	как мы	7	1
389	всех сторон	2	1
390	и о	1	1
391	его была	1	1
392	то она	1	1
393	и автор	1	1
394	для всего	1	1
395	романе в	3	1
396	него самого	1	1
397	нет никакой	1	1
398	определенный и	1	1
399	культуры и	1	1
400	степени и	2	1
401	с языком	2	1
402	в живых	1	1
403	слове как	3	1
404	жизни на	1	1
405	здесь как	2	1
406	особенно в	2	1
407	как между	1	1
408	мог бы	1	1
409	в чужом	4	1
410	личности на	1	1
411	ко всему	1	1
412	на них	2	1
413	к языку	1	1
414	путем перевода	1	1
415	образом в	1	1
416	сознание не	1	1
417	и должно	1	1
418	в состав	3	1
419	и герой	1	1
420	романа а	3	1
421	художественный образ	4	1
422	мы понимаем	1	1
423	роман и	2	1
424	должно было	1	1
425	того или	1	1
426	или как	4	1
427	отметить что	3	1
428	во всей	1	1
429	говорящий здесь	1	1
430	и только	1	1
431	не обязательно	1	1
432	ее содержание	1	1
433	здесь выступает	1	1
434	интерпретация и	1	1
435	может иметь	3	1
436	самим автором	1	1
437	единой художественной	1	1
438	как объект	1	1
439	на почве	4	1
440	того что	1	1
441	себе еще	1	1
442	композиционно и	3	1
443	всякого рода	1	1
444	речь о	2	1
445	одной из	1	1
446	с ними	5	1
447	и роман	2	1
448	как роман	1	1
449	и открытым	1	1
450	при каких	2	1
451	этой центральной	1	1
452	за ней	2	1
453	цели и	2	1
454	авторитарное слово	6	1
455	своим собственным	1	1
456	слова не	4	1
457	или даже	3	1
458	единая и	1	1
459	его и	2	1
460	характерно что	1	1
461	одно из	1	1
462	и их	5	1
463	в единое	2	1
464	слова в	13	1
465	вовсе не	10	1
466	с этими	1	1
467	к ним	1	1
468	не о	1	1
469	ту сторону	1	1
470	случае не	1	1
471	в самый	1	1
472	и никогда	1	1
473	автор и	1	1
474	в широком	1	1
475	лишь к	1	1
476	для того	2	1
477	одном слове	1	1
478	имя собственное	1	1
479	во-первых все	1	1
480	этой проблемы	1	1
481	героев с	1	1
482	до сих	2	1
483	может и	2	1
484	как у	1	1
485	или иначе	1	1
486	а именно	2	1
487	есть от	2	1
488	и между	2	1
489	наконец в	4	1
490	и др	4	1
491	и затем	2	1
492	себя и	4	1
493	романа которые	1	1
494	героев и	1	1
495	превращается в	1	1
496	и политического	1	1
497	зависит от	1	1
498	не знает	2	1
499	выступают с	1	1
500	стремится к	3	1
501	его собственной	1	1
502	или с	1	1
503	в одно	2	1
504	человека как	1	1
505	с помощью	4	1
506	входить в	2	1
507	на фоне	4	1
508	вступает с	1	1
509	к себе	1	1
510	со словом	5	1
511	евгений онегин	1	1
512	требует от	2	1
513	и мир	4	1
514	передаваемого текста	1	1
515	ведет к	1	1
516	применении к	1	1
517	в литературе	1	1
518	могут служить	1	1
519	как испытание	1	1
520	хотя он	1	1
521	античной риторики	1	1
522	пределах одной	1	1
523	дело здесь	1	1
524	в иные	1	1
525	тот факт	2	1
526	и всех	1	1
527	чужой голос	1	1
528	сих пор	2	1
529	высказывания но	1	1
530	но это	3	1
531	свою жизненную	1	1
532	в новые	2	1
533	в мировой	2	1
534	живет и	1	1
535	в связи	2	1
536	текстов и	1	1
537	со всех	1	1
538	обращается к	1	1
539	себя самого	1	1
540	от него	5	1
541	человека внутренняя	1	1
542	правда не	1	1
543	хотя бы	3	1
544	своей внутренней	1	1
545	наиболее продуктивным	1	1
546	здесь только	1	1
547	жизни в	2	1
548	нами не	1	1
549	отход от	1	1
550	которые здесь	1	1
551	только как	1	1
552	и внутренне	2	1
553	к его	2	1
554	было показано	1	1
555	и литературные	1	1
556	оно не	8	1
557	героя в	3	1
558	жизни и	6	1
559	и другие	2	1
560	в своих	1	1
561	автора при	1	1
562	все что	2	1
563	они не	2	1
564	слова это	1	1
