N	2gram	Tiupa_Teor_1	StatiiOP
391	к его	2	1
392	что из	1	1
393	под маской	1	1
394	заключается в	2	1
395	ведь это	1	1
396	представляет собой	9	1
397	в чем	1	1
398	однако что	1	1
399	свою очередь	2	1
400	и от	1	1
401	в сущности	1	1
402	можно назвать	1	1
403	я с	5	1
404	с которыми	1	1
405	во второй	7	1
406	она не	1	1
407	один из	2	1
408	литературным произведением	1	1
409	в контексте	3	1
410	от своего	2	1
411	такого понимания	1	1
412	в первом	2	1
413	смысле не	1	1
414	говорит в	2	1
415	это делает	1	1
416	реальной действительности	1	1
417	на них	1	1
418	той же	1	1
419	по большей	1	1
420	в основе	3	1
421	то время	1	1
422	ту же	1	1
423	в форме	2	1
424	в каждом	1	1
425	этом в	1	1
426	сам же	1	1
427	особенно если	1	1
428	оно стало	1	1
429	с ними	1	1
430	и тем	3	1
431	который в	2	1
432	несовместимое с	1	1
433	различие между	1	1
434	реального исторического	1	1
435	по преимуществу	4	1
436	не вполне	2	1
437	к другому	1	1
438	действительности и	1	1
439	не существует	1	1
440	с отвращением	1	1
441	значение в	1	1
442	цветы на	1	1
443	значения и	2	1
444	совпадения с	1	1
445	в сторону	1	1
446	но я	1	1
447	может служить	2	1
448	совпадает с	3	1
449	себя и	1	1
450	различных художественных	1	1
451	однако если	2	1
452	с собой	1	1
453	этого термина	1	1
454	на этом	1	1
455	роль в	2	1
456	с жизнью	1	1
457	в лесу	1	1
458	у нее	1	1
459	не случайно	5	1
460	в своих	1	1
461	те же	1	1
462	в ряду	1	1
463	своем отношении	1	1
464	том числе	2	1
465	о себе	2	1
466	в каждой	1	1
467	заметил что	1	1
468	с острым	1	1
469	этих двух	2	1
470	вследствие того	1	1
471	героев и	1	1
472	слова с	1	1
473	столь же	2	1
474	все они	1	1
475	следует подчеркнуть	2	1
476	поэтического текста	1	1
477	в последней	1	1
478	говорит что	2	1
479	пребыванию в	1	1
480	в известной	1	1
481	с их	2	1
482	с ума	1	1
483	не подлежит	1	1
484	не следует	4	1
485	и до	1	1
486	которое в	1	1
487	целый ряд	1	1
488	в составе	1	1
489	в литературном	1	1
490	силе и	1	1
491	из наиболее	1	1
492	чем и	1	1
493	что она	2	1
494	котором он	1	1
495	текст в	4	1
496	в еще	1	1
497	на которую	1	1
498	языка на	1	1
499	так или	4	1
500	вполне самостоятельную	1	1
501	а после	1	1
502	именно потому	1	1
503	его за	1	1
504	одного из	1	1
505	что все	1	1
506	точно так	1	1
507	языка не	1	1
508	за пределы	2	1
509	в лирических	1	1
510	как будто	2	1
511	отношению к	4	1
512	не совпадает	1	1
513	в пределах	5	1
514	или иначе	5	1
515	думаю что	1	1
516	но именно	1	1
517	можно было	1	1
518	речи а	2	1
519	ни к	3	1
520	материала в	2	1
521	к одному	1	1
522	свою собственную	1	1
523	все что	1	1
524	его исторического	1	1
525	в комедии	1	1
526	в свою	3	1
527	в прозе	2	1
528	во втором	3	1
