N	2gram	Losev_Prob_5	Vvedenie
219	в своем	11	3
220	но с	1	3
221	к тому	2	3
222	в результате	7	3
223	греции и	1	3
224	к этому	2	3
225	в частности	4	3
226	гораздо более	4	3
227	как говорят	1	2
228	и до	2	2
229	из его	1	2
230	мы уже	1	2
231	мы не	2	2
232	что если	1	2
233	которого мы	2	2
234	а во-вторых	1	2
235	жизни как	1	2
236	того же	4	2
237	и был	2	2
238	время в	1	2
239	в создании	1	2
240	и всего	1	2
241	в до	3	2
242	значение и	2	2
243	надо было	1	2
244	но пока	1	2
245	сам же	3	2
246	его к	1	2
247	в этот	1	2
248	бы с	2	2
249	большей части	1	2
250	учение о	3	2
251	и те	1	2
252	задний план	1	2
253	не к	2	2
254	в силу	5	2
255	такого же	3	2
256	в другом	3	2
257	и с	5	2
258	входит в	1	2
259	на свои	1	2
260	и творчества	1	2
261	для них	3	2
262	но уже	2	2
263	несмотря на	6	2
264	после этого	1	2
265	и тогда	2	2
266	не мог	4	2
267	и при	1	2
268	и сейчас	2	2
269	самом своем	1	2
270	с точки	8	2
271	состоит в	1	2
272	не столько	1	2
273	большей степени	1	2
274	не могли	1	2
275	тому что	1	2
276	и науки	1	2
277	в отношении	3	2
278	культурной жизни	1	2
279	с теми	1	2
280	на котором	1	2
281	того как	5	2
282	никогда не	7	2
283	ничего не	2	2
284	iv в	4	2
285	иной раз	2	2
286	следует что	1	2
287	до того	1	2
288	от того	1	2
289	у нас	7	2
290	когда мы	1	2
291	есть только	3	2
292	как только	1	2
293	той или	1	2
294	свое значение	1	2
295	значительной мере	2	2
296	говоря уже	1	2
297	средних веков	1	2
298	в дальнейшем	7	2
299	значение в	1	2
300	и сам	4	2
301	из двух	1	2
302	так и	7	2
303	отсюда и	1	2
304	мог бы	1	2
305	к самой	1	2
306	науки на	1	2
307	преимущественно в	1	2
308	смысле и	1	2
309	это понимание	1	2
310	и здесь	1	2
311	искусства и	1	2
312	и должно	1	2
313	в значительной	2	2
314	ее от	1	2
315	этому поводу	2	2
316	во втором	2	2
317	нуждается в	1	2
318	говорит он	1	2
319	в форме	1	2
320	вообще и	2	2
321	тем более	1	2
322	все время	3	2
323	здесь не	7	2
324	философии и	1	2
325	и так	1	2
326	по этому	2	2
327	именно на	2	2
328	только на	1	2
329	мы можем	5	2
330	или иной	1	2
331	по его	2	2
332	и др	1	2
333	обратить внимание	3	2
334	не говоря	1	2
335	не было	1	2
336	что несмотря	1	2
337	а так	1	2
338	в связи	7	2
339	с помощью	2	2
340	из которых	1	2
341	с этим	1	2
342	а если	1	2
343	на рубеже	1	2
344	по существу	2	2
345	но это	1	2
346	этой стороны	1	2
347	которые были	1	2
348	в более	1	2
349	это уже	2	2
350	и сама	2	2
351	на задний	1	2
352	котором он	1	2
353	обе эти	1	2
354	у них	1	2
355	или нет	1	2
356	бы в	1	2
357	конце концов	6	2
358	мы должны	1	2
359	но зато	1	2
360	будто бы	5	2
361	древней греции	1	2
362	с ней	1	2
363	природе и	1	2
364	он и	5	2
365	жизни и	2	2
366	точно так	3	2
367	и другие	3	2
368	это в	1	2
369	я и	1	1
370	который мог	1	1
371	сам по	1	1
372	но тогда	1	1
373	на самом	1	1
374	только потому	1	1
375	в стороне	1	1
376	это и	1	1
377	испытания в	1	1
378	и внутри	1	1
379	логически не	1	1
380	отношения к	1	1
381	и за	2	1
382	самые разнообразные	1	1
383	таком случае	2	1
384	самой себе	1	1
385	вв до	2	1
386	и стилю	1	1
387	разобраться в	1	1
388	и ученым	1	1
389	в xix	1	1
390	и имел	1	1
391	которые он	1	1
392	он был	2	1
393	этот текст	1	1
394	нам представляется	1	1
395	что его	3	1
396	которое он	1	1
397	только после	1	1
398	то мы	1	1
399	своей работе	1	1
400	предисловии к	1	1
401	только тогда	3	1
402	искусство в	1	1
403	как в	2	1
404	в новом	1	1
405	этого типа	1	1
406	на которое	1	1
407	нет и	1	1
408	или иное	1	1
409	и речи	2	1
410	что они	3	1
411	в поисках	1	1
412	который хотя	1	1
413	уже о	1	1
414	кроме того	2	1
415	разного рода	4	1
416	на картине	1	1
417	что по	1	1
418	это тоже	1	1
419	и преподавания	1	1
420	также как	1	1
421	или иную	1	1
422	то в	1	1
423	для которого	1	1
424	духа в	2	1
425	конца xix	1	1
426	в которой	5	1
427	и ясной	1	1
428	он в	3	1
429	то обстоятельство	1	1
430	раз в	2	1
431	говорят о	1	1
432	имеем в	1	1
433	тому же	1	1
434	что отношения	1	1
435	на то	2	1
436	если он	2	1
437	но на	1	1
438	на его	2	1
439	по словам	2	1
440	больше всего	1	1
441	у древних	1	1
442	он должен	1	1
443	же это	1	1
444	что никакой	1	1
445	вмещается в	1	1
446	здесь говорится	2	1
447	но вместо	1	1
448	чтобы в	1	1
449	из него	1	1
450	лишь с	1	1
451	это конечно	2	1
452	то ни	2	1
453	мы его	1	1
454	факт что	2	1
455	они должны	1	1
456	в число	1	1
457	был первым	1	1
458	того или	1	1
459	которого не	2	1
460	но совершенно	1	1
461	и критики	1	1
462	искусства в	1	1
463	э в	3	1
464	то все	1	1
465	стоит на	1	1
466	человечества на	1	1
467	его у	1	1
468	были в	1	1
469	эту тему	1	1
470	не всегда	3	1
471	говорится о	4	1
472	уже у	6	1
473	место у	1	1
474	и такая	1	1
475	мере не	1	1
476	не больше	2	1
477	перед собой	1	1
478	только тем	1	1
479	не выдерживает	1	1
480	человеческой природы	1	1
481	бы на	2	1
482	никак не	8	1
483	в следующем	1	1
484	в такой	1	1
485	и без	2	1
486	почти не	1	1
487	представление о	2	1
488	говорил о	1	1
489	не от	1	1
490	далее в	1	1
491	в трудах	1	1
492	в краткой	1	1
493	свои собственные	1	1
494	но он	5	1
495	что было	1	1
496	надо сказать	1	1
497	что этот	5	1
498	ним в	1	1
499	того кто	1	1
500	любовь к	1	1
501	известное время	1	1
502	же мы	1	1
503	и очень	1	1
504	нет никакого	3	1
505	любви и	4	1
506	если и	1	1
507	в атмосфере	2	1
508	был уже	2	1
509	повествованием о	1	1
510	не раз	1	1
511	в таких	2	1
512	у платона	1	1
513	этого же	1	1
514	мысли в	1	1
515	самого начала	1	1
516	нас и	2	1
517	было не	1	1
518	свою роль	1	1
519	цивилизации в	1	1
520	и имеет	1	1
521	почему в	2	1
522	же рода	3	1
523	что ни	1	1
524	правда в	1	1
525	увидеть что	1	1
526	в самой	3	1
527	из четырех	1	1
528	и начал	1	1
529	что находит	1	1
530	и по-видимому	1	1
531	речи даже	1	1
532	именно она	2	1
533	и является	2	1
534	во всем	1	1
535	и после	3	1
536	чтобы этот	1	1
537	не принадлежит	1	1
538	которая по	1	1
539	не потому	1	1
540	то более	2	1
541	обстоятельство что	2	1
542	превращается в	1	1
543	в духе	3	1
544	вполне понятным	1	1
545	сравнении с	3	1
546	и другой	2	1
547	что существует	1	1
548	в древности	2	1
549	что об	1	1
550	в эпоху	3	1
551	русской науки	1	1
552	для себя	5	1
553	правда не	1	1
554	и которая	3	1
555	и о	5	1
556	представляли себе	1	1
557	он вовсе	1	1
558	меня в	1	1
559	без всякого	2	1
560	не вмещается	1	1
561	быть никакой	1	1
562	человеческой истории	1	1
563	то или	1	1
564	все прочие	1	1
565	и этим	1	1
566	с самого	1	1
567	говорится что	2	1
568	что именно	2	1
569	как с	2	1
570	что у	5	1
571	видно из	1	1
572	и которые	2	1
573	о связи	1	1
574	не место	1	1
575	еще в	5	1
576	том как	1	1
577	дать ему	1	1
578	жизнь и	3	1
579	половины xviii	1	1
580	же автора	1	1
581	которые у	1	1
582	ученым и	1	1
583	с полным	1	1
584	другими словами	1	1
585	настоящее время	3	1
586	и из	1	1
587	в риме	1	1
588	для целей	2	1
589	могут дать	1	1
590	бы то	2	1
591	после того	3	1
592	образом мы	1	1
593	должно было	1	1
594	все в	3	1
595	нем не	1	1
596	вся эта	1	1
597	и цивилизации	1	1
598	и можно	1	1
599	получается что	1	1
600	чтобы был	1	1
601	имеет очень	1	1
602	в литературе	1	1
603	тех пор	1	1
604	что здесь	2	1
605	от прочих	1	1
606	понимать не	1	1
607	народов по	1	1
608	ту часть	1	1
609	в новой	1	1
610	всю ее	1	1
611	очень много	1	1
612	дело здесь	1	1
613	или же	2	1
614	этот факт	1	1
615	не то	2	1
616	человеческой личности	1	1
617	есть в	2	1
618	и у	5	1
619	вопроса о	1	1
620	человеческого духа	2	1
621	ii но	1	1
622	именно искусство	1	1
623	слова не	1	1
624	каким образом	1	1
625	то только	1	1
626	у того	1	1
627	дает ему	2	1
628	участие в	2	1
629	за ним	1	1
630	ту или	1	1
631	она действительно	1	1
632	его из	1	1
633	котором можно	1	1
634	свой собственный	2	1
635	который как	1	1
636	совсем другое	1	1
637	содержания и	1	1
638	мы находим	7	1
639	однако у	1	1
640	ее не	1	1
641	к ним	1	1
642	бытия и	1	1
643	у него	11	1
644	и никогда	3	1
645	такой точки	1	1
646	дошедших до	1	1
647	указание на	1	1
648	момент в	1	1
649	были бы	1	1
650	глубине и	1	1
651	нужно было	1	1
652	здесь в	2	1
653	в предисловии	1	1
654	а с	4	1
655	на которые	1	1
656	в природе	1	1
657	предметом и	1	1
658	жизнь была	1	1
659	не на	1	1
660	он только	1	1
661	которые не	1	1
662	поскольку она	1	1
663	тот факт	1	1
664	однако и	1	1
665	человек в	1	1
666	как видно	1	1
667	и историк	1	1
668	новой европы	1	1
669	на эту	1	1
670	это у	1	1
671	жизнь в	3	1
672	мира в	3	1
673	в одно	1	1
674	если не	4	1
675	как именно	4	1
676	и об	1	1
677	не видит	1	1
678	имея в	1	1
679	входить в	1	1
680	стоять на	1	1
681	считать не	1	1
682	а есть	1	1
683	во-вторых и	1	1
684	по праву	1	1
685	с идеями	1	1
686	эта идея	2	1
687	и потому	1	1
688	как одно	1	1
689	ученого который	1	1
690	привыкшая к	1	1
691	и создавать	1	1
692	все свое	1	1
693	однако для	2	1
694	в европе	2	1
695	рода и	2	1
696	о возможности	1	1
697	к своему	1	1
698	именно для	4	1
699	очень глубоком	1	1
700	помимо всего	1	1
701	наряду с	2	1
702	в тех	1	1
703	что одним	1	1
704	быть только	3	1
705	в первой	2	1
706	и судьбы	1	1
707	что когда-то	1	1
708	том смысле	1	1
709	что из	1	1
710	именно он	1	1
711	и была	1	1
712	науки хотя	1	1
713	в который	1	1
714	но для	2	1
715	уже было	1	1
716	или по	1	1
717	это ясно	1	1
718	с большой	1	1
719	этот образ	2	1
720	и более	2	1
721	слова но	1	1
722	не прямо	2	1
723	и от	1	1
724	по поводу	2	1
725	что оно	1	1
726	в настоящее	3	1
727	для нас	10	1
728	и все	9	1
729	из себя	1	1
730	еще более	3	1
731	не должен	1	1
732	ни было	1	1
733	же в	3	1
734	нельзя было	1	1
735	страсть к	1	1
736	в свою	2	1
737	месте в	2	1
738	сведения о	1	1
739	работы и	1	1
740	от своего	1	1
741	состоит из	1	1
742	в сравнении	3	1
743	только о	1	1
744	древним и	1	1
745	в заключение	2	1
746	просто не	1	1
747	но еще	2	1
748	только одна	1	1
749	ее в	2	1
750	в своих	1	1
751	в таком	2	1
752	все что	2	1
753	этой точки	1	1
754	они не	2	1
755	которая не	1	1
